"annotation_id","annotator","created_at","final_label","id","lead_time","reviewer_note","row_id","text","updated_at" 
2086,"1","2026-06-25T21:41:18.077207Z","normal",2086,1.458,"","r3-0335","bai nay nghe cam dong qua phai chi ngoai doi cung co chuyen tinh cam dong hi sinh vi tinh yeu thi qua hanh Phuc qua rat y nghi hay tuyet👍👏","2026-06-25T21:41:18.077232Z"
2087,"1","2026-06-25T21:41:53.078202Z","uncertain",2087,29.749,"Không rõ nghĩa","r3-0336","cnv review di anh xog anh tram cam tiep","2026-06-25T21:41:53.078218Z"
2088,"1","2026-06-25T21:41:56.395363Z","exclude",2088,2.233,"","r3-0337","‘You start to avoid activities that promote recall of the event or stressor’ <-- this is so true for people who feel burned-out from work. Not only does this statement really resonated with me, but I think it also shows how burnout and PTSD both cause similar symptoms. I also agree that people who get burned-out at work are those who naturally are considered high-level performers, cause it takes a fire to leave you in a state of ashes. If you get burned-out from work, then you can no longer be the achiever that you once were, cause you want to avoid the 'tramatic and stressful experience.' I feel like I got burnout after experiencing a stressful experience working on two projects with a total of 4 different supervisors and 1 new worker. The 1 new worker basically had no business being in the business with his poor capabilities, constantly making mistakes that I had to fix. He also had an EQ that resembled one of a child, so he could not understand when I would really get sick and tired of his work quality. One of the four supervisors was a slimeball of a human who took credit of my work while another did not push the project forward at all at her end while constantly making broken promises that she would. Another supervisor, whom I started out respecting, had disagreements with me on the project's direction, where he would just not listen to my input. As a result, I had to work on a project that I believed was moving along a wrong route. (He eventually agreed with me on 1 of the 2 issues I had upon talking to an outside consultant, proving that I was right for at least half of what I said). I hope I can go back to my old self. Not to make this a long essay, but my recommendations for anyone feeling burnout would be as follows: [1.] Get your sleeping cycle in order. This means going to bed early and having a full 7 to 8 hours of sound sleep. Trust me, you will feel refreshed when you wake up. [2.] Prioritize. Do things first which needs your attention the most. [3.] Do not multitask. Our brains aren't designed to multitask, so stop doing it already and focus your attention on one work at one time. You'll perform much better this way. [4.] Be a little conscientious. Try to keep your room tidy and things arranged properly. [5.] Have a list of daily achievable goals and try to get those completed on the same day. [6.] Keep away from social media as much as you can. Social media is like junk food for your brain. [7.] Be thankful for what you have. If you are reading this, trust me you are truly lucky and have much more resources at your disposal than at least half of the world's population. Last, I must say, however, I do not wish to agree with the great speaker's 2-year recovery period generalization or story of getting cancer. These need not apply to everyone.","2026-06-25T21:41:56.395387Z"
2089,"1","2026-06-25T21:42:01.256481Z","normal",2089,2.109,"","r3-0338","Cam on bac si ngoc nhung vi cua bac that bo ich quy gia hon vang Chuc bac that nhieu suc khoe Chuc gia dfinh bac that nhieu niem vuiva hanh phuc","2026-06-25T21:42:01.256498Z"
2090,"1","2026-06-25T21:42:10.997074Z","normal",2090,8.74,"","r3-0339","Tối hôm nay tâm trạng của em thật sự rất tệ 😞 podcast của chị lúc nào cũng xuất hiện đúng lúc , em thật sự cám ơn chị 🥺","2026-06-25T21:42:10.997092Z"
2091,"1","2026-06-25T21:42:21.439723Z","normal",2091,5.506,"","r3-0340","Cuộc sống xô bồ làm cho chúng con mệt mỏi, áp lực. Nhờ những lời giàng dạy của Sư Phụ mà con đẫ biết tìm lại con đường đi cho mình và con sẽ cố gắng được đi trên con đường cao quý đó ạ.","2026-06-25T21:42:21.439741Z"
2092,"1","2026-06-25T21:42:23.912126Z","normal",2092,1.402,"","r3-0341","“ Anh phải làm gì để em ngừng nghĩ em không quan trọng” sự thật là ai yêu lâu sẽ hiểu cảm giác này đặc biệt là con gái chúng mình. Có nhiều lúc mình bị stress bị áp lực rồi suy nghĩ linh tinh cứ nghĩ là mình không quan trọng và anh không còn yêu mình như trước nữa, rồi xảy raaa cãi nhau chỉ vì những chuyện nhỏ nhặt. Mình mong những couple yêu xa, không thể ở gần nhau sẽ vượt qua khoảng thời gian như thế này. Mình mong anh người yêu sẽ hiểu cảm giác này và bỏ ra một ít thời gian để dỗ dành bạn và yêu bạn nhiều hơn.","2026-06-25T21:42:23.912144Z"
2093,"1","2026-06-25T21:42:29.362471Z","exclude",2093,3.71,"","r3-0342","I am a burnout expert by experience. -Go for a run -Eat differently (unhealthy to healthy or the opposite) - Write down, what weighs you down and write 4 stages of that problem, to solve it - Cook soup - Leave your work in the office - Fake smile and fake happiness Explanation: Excersize always good, it gives you less blood to overthink. If you have a cheatmeal or the opposite, you make a fruit salad, it will hit differently and you feel better. Writing down is like slowing your thoughts down. Soup and leave work is self-explanatory. Faking is interesting. You make a joke out of yourself and you will laugh at yourself. If you learn to not shame, but just making a comedic version of your stressed self, you will feel embarrassed but relieved that how could you feel that bad over nothing. I felt bad, that I ordered something and it became cheaper like with 4 dollars. You need to pause and laugh at these.","2026-06-25T21:42:29.362504Z"
2094,"1","2026-06-25T21:43:31.384987Z","normal",2094,5.594,"","r3-0343","Cảm thấy cách suy nghĩ của chị và em lại 1 cách kì lạ. Từ nay mỗi khi buồn, đau khổ hay tuyệt vọng, em đã có người động viên mình, đó là chị🥰","2026-06-25T21:43:31.385011Z"
2095,"1","2026-06-25T21:43:34.259540Z","normal",2095,1.836,"","r3-0344","Em tên hùng ở can lộc Hà Tĩnh năm nay em 31 tuổi đã có gia đình và 2 đứa con hiện vk CK em đang ở và đi làm cty ở Bình Dương nhưng vì cty thất nghiệp từ năm ngoái tới giờ cty cho nghĩ luôn phiên 1 tháng làm 1 tháng nghĩ nên Kinh tế rất khó khăn với lại trong năm nay bố vợ em bị bệnh hiểm nghèo và đã mất nên trong năm vk ck em phải đi đi về về chăm ông đi lại rất nhiều lần Kinh tế khó khăn lại càng khó khăn em phải gửi đứa con đầu về quê cho ông bà nội..rất mong Anh xem xét và giúp đỡ cho gia đình em..em xin chân thành cảm ơn Anh..và chúc đại gia đình Anh sức khỏe dồi dào may mắn và bình an..","2026-06-25T21:43:34.259566Z"
2096,"1","2026-06-25T21:43:36.901392Z","normal",2096,1.65,"","r3-0345","hay qua tue an ,cam on em nhieu ..xem kenh tue an ..tam rat an .ta on chua troi da ban cho co mot tue an .giup doi vo dieu kien ...","2026-06-25T21:43:36.901418Z"
2097,"1","2026-06-25T21:43:39.918566Z","normal",2097,1.9,"","r3-0346","Em cảm ơn thầy, em nghe thầy 4-5 năm rồi, mỗi lần bế tắc hay buồn, em lại nghe chia sẻ của thầy để chữa lành, cảm ơn thầy nhiều lắm lắm ạ","2026-06-25T21:43:39.918589Z"
2098,"1","2026-06-25T21:43:42.314235Z","normal",2098,1.407,"","r3-0347","Mình cũng mới chia tay. Mình đang rất đau khổ nhưng thấy lòng nhẹ hơn khi xem video này. Cảm ơn Tun và Chun nhé!","2026-06-25T21:43:42.314253Z"
2099,"1","2026-06-25T21:43:49.956921Z","normal",2099,1.776,"","r3-0348","Nam Mô Bổn Sư Thích Ca Mâu Ni Phật 🙏🙏🙏. Con kính chào thầy ạ!gia đình con có con gái đang bị trầm cảm ảnh hưởng trầm trọng đến công việc hiện tại đang làm, thường xuyên nghĩ đến và nói ra đến cái chết,vậy gia đình con khẩn thiết kính mong thầy hoan hỉ dang tay cứu giúp ,cầu xin thầy phúc đáp chỉ giáo cho gia đình chúng con,một lần nữa mong thầy hoan hỉ . Con lạy Nam Mô A Di Đà Phật . Nam Mô A Di Đà Phật. Nam Mô A Di Đà Phật 🙏🙏🙏","2026-06-25T21:43:49.956943Z"
2100,"1","2026-06-25T21:43:52.416158Z","normal",2100,1.656,"","r3-0349","Biet on cuoc doi biet on co lanh co da chuyen cho chung toi nhieu dieu tuyet voi biet on co","2026-06-25T21:43:52.416175Z"
2101,"1","2026-06-25T21:44:05.786889Z","normal",2101,12.413,"","r3-0350","Chào anh Trí, em theo dõi kênh của anh cũng được 1 thời gian rồi. Đây cũng là lần đầu tiên em comment trên video của anh. Em cũng từng có cảm giác ganh tị, so sánh với những người xung quanh, những người giỏi hơn mình, kiếm được nhiều tiền hơn, thành công hơn. Em không ghét họ nhưng em cảm thấy mình quá thua thiệt. Cũng cùng lứa tuổi nhưng họ lại tiến xa hơn mình, hơn mình rất nhiều. Em cũng từng bị ganh tị từ những người xung quanh, có người nói, có người im lặng. Nhưng hiện tại em cảm thấy mình đang tuột lại, nhìn người khác vượt lên.","2026-06-25T21:44:05.786918Z"
2102,"1","2026-06-25T21:44:10.749837Z","exclude",2102,3.202,"","r3-0351","BOOKS + PODCASTS recs! 👇 Note: burnout is not technically a medical diagnosis, and reputable hard data is hard to come by, but there are experts in the field who have conducted fantastic and helpful research! I have personally worked through burnout & have helped MANY people work past it as well to create a life where they can work hard, yet feel relaxed and joyful at the same time. More resources I love: 📝 Research: MBI Research & Test — Christina Maslach created this — it’s considered the gold-standard clinical tool for measuring burnout. 📖 Book: Burnout: The Secret to Unlocking the Stress Cycle by Emily, PhD & Amelia Nagoski, DMA (sisters!) 📖 Book: The Happiness Files by Arthur Brooks 🎙️ Podcast: 10% Happier by Dan Harriss 🎙️ Podcast: The Happiness Lab by Dr. Laurie Santos 📖 Book: High Functioning Depression by Dr. Judith Joseph 📖 Book: How to Keep House While Drowning by KC Davis LPC 📖 Book: The Cure for Burnout by Emily Bruth You got this 👏 you’re on the cusp of something great!","2026-06-25T21:44:10.749855Z"
2103,"1","2026-06-25T21:44:14.954656Z","normal",2103,2.954,"","r3-0352","đang chuẩn bị ly hôn, nghe những clip của thầy mà tâm tịnh hơn hẳn. Thấy rằng con đặt cái tôi lên quá cao và kì vọng quá nhiều vào người đồng hành. Cảm ơn c thuỳ minh và thầy rất nhiều.","2026-06-25T21:44:14.954680Z"
2104,"1","2026-06-25T21:45:01.152221Z","uncertain",2104,44.704,"Người viết thừa nhận hoàn cảnh giống nhân vật và ""dễ mắc"" trầm cảm. Tuy nhiên, ""dễ mắc"" không đồng nghĩa với việc đang trong trạng thái trầm cảm","r3-0353","Bạn này hoàn cảnh lúc nhỏ giống mình, chắc chắn là có xu hướng gắn bó né tránh nè. Thường tự cô lập bản thân và cảm thấy k thích ng khác quan tâm mình. Dễ mắc các bệnh về tâm lý và trầm cảm.","2026-06-25T21:45:01.152238Z"
2105,"1","2026-06-25T21:45:08.708147Z","normal",2105,5.826,"","r3-0354","Yeah, em vừa cãi nhau với ba 1 vấn đề khá vô lí, nếu em bình tĩnh nghe ba nói thì sẽ tốt hơn hay vì tìm cách cãi để thừa nhận mình ko thề sai cái này. Xong rồi em khá khó chịu trong người và tìm kênh của anh xem video mới để thả lỏng và thật tốt vì video của anh đang đúng tình trạng mà em đang cần, em xem xong cũng bình tĩnh và nhìn nhận ra vấn đề của mình để khắc phục trở lại. - CẢM ƠN ANH NHÉ","2026-06-25T21:45:08.708167Z"
2106,"1","2026-06-25T21:45:10.964063Z","normal",2106,1.175,"","r3-0355","Cảm ơn bác sĩ rất nhiều, thật sự có những khúc bác nói rất đúng với thực tế của cháu. Ví dụ như người cầu toàn thường dễ bị stressed và trầm cảm. Cháu sẽ thử làm giống bác sĩ khuyên, sẽ thử thay đổi cách nhìn trong cuộc sống và vận động thể dục thể thao nhiều hơn. Cháu cảm ơn bác một lần nữa ạ.","2026-06-25T21:45:10.964084Z"
2107,"1","2026-06-25T21:45:12.994826Z","normal",2107,1.126,"","r3-0356","Mình thật sự khóc khi nghe bài hát này. Thanh âm sao mà ấm áp ngọt ngào quá, sưởi ấm trái tim cô đơn, khi phải đối mặt với quá nhiều điều mệt mỏi của cô bé đang tập phải trưởng thành ở sg.mình thật sự cảm thấy được vỗ về🥺 tiện đây mình cũng ôm các bạn giống mình nha.","2026-06-25T21:45:12.994848Z"
2108,"1","2026-06-25T21:45:15.857060Z","normal",2108,1.324,"","r3-0357","Đó giờ em tưởng chỉ có đi làm mới burn out nma xem clip mới biết học tập cũng dễ bị burn out và em cũng vừa hay trong tình trạng đó. Cảm ơn chia sẻ của anh đã em biết và quay đầu kịp thời ạ","2026-06-25T21:45:15.857079Z"
2109,"1","2026-06-25T21:45:19.112736Z","normal",2109,2.299,"","r3-0358","Lần đầu tiên nghe bài hát và đã khóc vì tâm trạng hiện tại còn đau khổ hơn lời bài hát, khi mình yêu quá nhiều và dành mọi thứ tốt nhất cho người ta nhưng người ta ko hỉu mà còn nói là ko muốn quen nữa chia tay ik","2026-06-25T21:45:19.112754Z"
2110,"1","2026-06-25T21:45:31.343269Z","normal",2110,4.776,"","r3-0359","Cau chuyen rat hay va la bai hoc cho nhung con nguoi tham lam va bien nhat.lo an choi khong lo lam viec","2026-06-25T21:45:31.343290Z"
2111,"1","2026-06-25T21:45:46.095204Z","normal",2111,13.706,"","r3-0360","Cảm ơn thầy Thầy đã cho tôi nhìn lại mình Đúng rồi người bỏ rơi too tôi buồn nhớ họ moi nơi moi lúcNghe câu nói thầy tôi chơt tỉnh ra Trở lại chính mình","2026-06-25T21:45:46.095223Z"
2112,"1","2026-06-25T21:45:52.011224Z","normal",2112,1.56,"","r3-0361","❤❤❤❤❤ Hello bac si Wynn Tran Ok That la Thu vi va vui ve am ap voi su giai thich tuong tan phan tich cua bac si That cam dong qua bac si Cam on chia se cua bac si Luon ung ho bac si Chuc bac si va Gia Dinh van su lanh ❤❤❤❤❤","2026-06-25T21:45:52.011242Z"
2113,"1","2026-06-25T21:45:55.072781Z","uncertain",2113,1.715,"","r3-0362","Không ai hiểu được trầm cảm nó đau khổ đến mức nào chỉ có người mắc bệnh mới hiểu được","2026-06-25T21:45:55.072798Z"
2114,"1","2026-06-25T21:46:08.862718Z","normal",2114,12.36,"","r3-0363","Cảm ơn anh đã làm video này. Dù 3 năm sau em mới được xem video này nhưng chính video này đã giúp em nhìn nhận lại bản thân cũng như nhìn lại thế giới xung quanh mình. Khoảng thời gian hơn một tháng nghỉ việc này khiến em suy nghĩ nhiều hơn về mọi thứ xung quanh, không biết rằng liệu mình nghỉ việc có đúng hay không. Nhưng nhờ video này em nghĩ rằng đó là một quyết định đúng đắn. Hiện tại em sẽ cố gắng học thêm các chứng chỉ để phát triển bản thân hơn. Ngày hôm nay em sẽ là một người tốt hơn của chính mình ngày hôm qua.","2026-06-25T21:46:08.862735Z"
2115,"1","2026-06-25T21:46:28.424617Z","depression",2115,13.41,"","r3-0364","Trong lòng con rất buồn chán .đau khổ . nhưng khi nghe thầy giảng con cũng đã bớt được rất nhiều. cảm ơn thầy . chúc thầy sức khỏe thật nhiều để giảng cho chúng con những bài pháp thật ý nghĩa ak","2026-06-25T21:46:28.424633Z"
2116,"1","2026-06-25T21:46:39.953113Z","normal",2116,10.456,"","r3-0365","Chào bác sĩ Minh , tôi nữ 50 tuổi tối tôi ngủ rất ngon và sâu giấc mà sao ban ngày tôi cũng không đủ năng lượng tập trung làm việc , cứ thích đi ngủ hoài đó là dấu hiệu gì của sức khỏe ạ, tôi có đi khám mấy lần rồi cũng không bác nào giải thích gì về việc này cả, bác Minh ơi cho tôi xin lời khuyên tôi phải làm gì để cải thiện tình trạng này... Cảm ơn bác nhiều lắm..","2026-06-25T21:46:39.953136Z"
2117,"1","2026-06-25T21:46:48.490812Z","normal",2117,7.34,"","r3-0366","Tới lúc đó,mình giải thích vs ba mẹ thì ba mẹ ko hiểu và mình bị ảo game quá nhiều.Người nặng hơn từ người lạc quan vui vẻ hòa đồng hay giúp đỡ nhưng chỉ vì say sở ko tốt anh mình đã làm những điều ko đúng nói những lời ko đúng giải thích cỡ nào thì anh mình vẫn cố ko hiểu anh mình còn nói''nính,nính cái môm'' bởi giờ mình đã khác ko còn tươi tắn đẹp đẽ và bị giày vỏ bởi anh mình.Mong Psych2Go có thể làm clip có giải pháp và đưa phần comment của mình tới video .Để mình đưa cho mẹ và anh mình xem cảm ơn rất nhiều!","2026-06-25T21:46:48.490829Z"
2118,"1","2026-06-25T21:46:51.156915Z","exclude",2118,1.656,"","r3-0367","Looks like I have achieved the pinnacle of burnout - habitual burnout. I get exhausted quite easily and check off all symptoms for onset of stress, chronic stress, burnout, and finally habitual burnout where all the symptoms have become a regular part of my life. It started in university and though I've graduated almost 2 years ago, I haven't recovered from it and I'm so easily tired of everything. Sometimes I get these bursts of energy and I am present and enjoying life, but other times I wish I didn't exist, or like I could run away to the middle of nowhere and live on a farm alone...","2026-06-25T21:46:51.156934Z"
2119,"1","2026-06-25T21:47:03.115818Z","normal",2119,10.384,"","r3-0368","Milk cố gắng lên nhé, đợt em thi cấp 3 cx học ngày học đêm để ôn thi lên cấp 3, nhx Miu học cx phải giữ gìn sk nha, ko làm áp lực quá mà dành thời gian nghỉ ngơi để ko quá sức nhé, chắc sắp thi nên nhiều bài tập phải làm ôn để thi nên áp lực lắm nhx cx dành thời gian nghỉ ngơi nha ko lại mệt mỏi căng thẳng, dễ làm mình đuối lắm","2026-06-25T21:47:03.115835Z"
2120,"1","2026-06-25T21:47:14.608015Z","normal",2120,4.993,"","r3-0369","""Yêu bản thân không phải là né tránh nỗi đau mà là dũng cảm đối diện với nó. Là cho phép mình đau để học cách ôm ấp, vỗ về những rạn nứt bên trong. Là can đảm cuối xuống nhặt những mảnh vỡ lên để rồi 1 ngày ta lại bước tiếp với một trái tim lành lặn"" câu này như chạm đúng vào sự mong lung của mình. Mình cảm thấy đồng cảm với nhân vật Matsuko vì mình cũng là 1 người thiếu thốn tình thương từ nhỏ, cũng từng có giai đoạn mình lẩn trốn trong phòng. Khi nyc bỏ mình nỗi đau ấy thậm chí còn nặng hơn, hiện tại mình vẫn đang học cách chữa lành và yêu thương bản thân mình hơn. Cảm ơn đội ngũ ekip của Phê Phim đã làm ra video này ❤","2026-06-25T21:47:14.608032Z"
2121,"1","2026-06-25T21:47:22.719438Z","normal",2121,7.074,"","r3-0370","Em mới biết đến chị Quỳnh gần đây, em luôn cảm thấy biết ơn mỗi khi được lắng nghe chị chia sẻ, có những lúc bế tắc, mất kết nối nhưng nghe video của chị như 1 dòng suối mát, lúc đấy e gạt bỏ hết, chỉ ở đây để tận hưởng giây phút này và khi quay lại vs thực tại, e cảm thấy mọi thứ nhẹ nhàng hơn rất nhiều. Cảm ơn chị rất nhiều.","2026-06-25T21:47:22.719464Z"
2122,"1","2026-06-25T21:47:26.178145Z","normal",2122,2.433,"","r3-0371","cuoc choi nao cung phai tan chien chanh nao cung hoa binh con mua nao cung se tanh con bao nao cung ngung hoa nao cùng se tang ❤bai nhat rat chuan ❤","2026-06-25T21:47:26.178165Z"
2123,"1","2026-06-25T21:47:30.219619Z","normal",2123,3.146,"","r3-0372","Hôm nay trong xóm có chuyện buồn, có thể là bạn ấy quá cô đơn, trống rỗng ,hãy cố gắng sống tốt mọi người ơi","2026-06-25T21:47:30.219637Z"
2124,"1","2026-06-25T21:47:54.233900Z","depression",2124,7.011,"","r3-0373","Sư phụ kính yêu. Con biết ơn thầy vị thầy chữa lành trầm cảm trong con. Vết thương của con đã dần lành lại.","2026-06-25T21:47:54.233926Z"
2125,"1","2026-06-25T21:47:58.386033Z","exclude",2125,3.03,"","r3-0374","Lời Bài Hát: KHÔNG YÊU CŨNG CHẲNG CÔ ĐƠN Có lúc trong anh đã từng nghĩ Nhưng khi bên em trái tim sao không nói gì Sợ phải đánh mất tất cả hay anh. Vẫn chưa có thể tự tin để nói câu ""yêu em"" Đôi mắt lấp lánh như vì sao. Làm tim anh bối rối không biết nên thế nào Em nói ta sẽ luôn còn nhau đến mai sau Không yêu cũng chẳng thấy cô đơn. Và thanh xuân như dần khép lại có biết bao nhiêu mối tình Có biết bao lần thất tình, có biết bao buồn vui Sao ta lại tìm đến nhau. Có phải là vô thức không? Sao ta chẳng tự chở che cho nhau một lần thôi. Dường như là đã quá trễ rồi Anh đã không còn cơ hội Chỉ đến bên và vỗ về. Xây cùng em như thế Anh ước trở về lúc xưa; khi ta cùng đi dưới mưa Anh sẽ hét lên thật to cho cả thế giới cùng nghe... Anh yêu em! [RAP:] Cơ hội là dành cho nhau, trong đầu của mình từng ngày từng giờ mong chờ người trở về mau Uh, yêu là thương là đau, tại sao ta phải cứ đâm đầu cứ đâm đầu đâm đầu Có Chăng Là Đã Yêu Thì Nắng Mưa Sáng Trưa Cười Tối Đêm Buồn Hiu Giá có thể bên em như những ngày đầu Thì anh hứa chẳng để cho em đau thương lần nào nữa đâu. Đôi mắt lấp lánh như vì sao. Làm tim anh bối rối không biết nên thế nào Em nói ta sẽ luôn còn nhau đến mai sau Không yêu cũng chẳng thấy cô đơn. Và thanh xuân như dần khép lại có biết bao nhiêu mối tình Có biết bao lần thất tình, có biết bao buồn vui Sao ta lại tìm đến nhau. Có phải là vô thức không? Sao ta chẳng tự chở che cho nhau một lần thôi. Dường như là đã quá trễ rồi Anh đã không còn cơ hội Chỉ đến bên và vỗ về. Xây cùng em như thế Anh ước trở về lúc xưa; khi ta cùng đi dưới mưa Anh sẽ hét lên thật to cho cả thế giới cùng nghe... Anh yêu em! Cố gắng níu giữ từng ký ức, từng tháng năm Để ta sẽ mãi nhớ về nhau dẫu ngày sau Và thanh xuân như dần khép lại..... Và thanh xuân như dần khép lại Có biết bao nhiêu mối tình Có biết bao lần thất tình Có biết bao buồn vui Sao ta lại tìm đến nhau. Có phải là vô thức không? Sao ta chẳng tự chở che cho nhau một lần thôi. Dường như là đã quá trễ rồi Anh đã không còn cơ hội Chỉ đến bên và vỗ về Xây cùng em như thế Anh ước trở về lúc xưa khi ta cùng đi dưới mưa Anh sẽ hét lên thật to cho cả thế giới cùng nghe Anh yêu em! Anh yêu em! Love CoDu Forever <3","2026-06-25T21:47:58.386051Z"
2126,"1","2026-06-25T21:48:01.520287Z","exclude",2126,1.951,"","r3-0375","I have all the signs of burnout but also no reason to be burnt out. But now I’m burnt out stressing about all the things I didn’t accomplish while being burnt out.","2026-06-25T21:48:01.520306Z"
2127,"1","2026-06-25T21:48:05.958790Z","depression",2127,2.145,"","r3-0376","Con cảm ơn Cha đã cho con nghe kịp những lời chia sẽ hôm nay ,vì quá strees nên con yếu đuối muốn kết thúc ❤","2026-06-25T21:48:05.958809Z"
2128,"1","2026-06-25T21:48:12.225047Z","depression",2128,4.869,"","r3-0377","Em đang trong tình trạng rất bất ổn, nhưng ko nhờ lại thấy bài của thầy.. Thật sự cám ơn thầy nhìu lắm..❤","2026-06-25T21:48:12.225073Z"
2129,"1","2026-06-25T21:48:16.622743Z","normal",2129,2.427,"","r3-0378","Hởi đửa trẻ bị chịu sự tổn thương năm ấy, nến nỗi phải tạo ra 1 thế giới ở cho chính bản thân mình. Nhân vật chính của những trang kí ức đó giờ đây đã lớn rồi, đã đủ mạnh mẽ để phản công rồi dù không mạnh như hình ảnh năm đó, không phải luôn làm chủ bàn cờ như hình ảnh đó, không bất bại như hình ảnh đó nhưng ít ra bây giờ chị đã sống, sống cho chính chị của năm đó, sông cho chính nhưng hình ảnh nằm đó và sống cho tương lai sắp tới. Chị không phải 1 vị thần như nhân vật năm đó nhưng chị đã dựa vào nổi đau đó để giúp đỡ người khác, cỗ vũ người khác, để họ không phải chịu nổi đau như chị của năm xưa. Cảm ơn em vì nằm đó vẫn cố gắn sống cho chị có thể làm được 1 cuộc sống tốt hơn như ngày hôm nay. Có người nói có lẽ cô bé đó đã chết rồi mới có 1 người mạnh mẽ như chị nhưng chị hiểu trong người chị có 1 phần là bản thân yếu đuối của em năm đó, em không biến mất, em chỉ đang xuất hiện dưới dạng nỗi đau khiến chị luốn nhớ và từ đó biết ơn những thứ tốt đẹp khác. Bâyh chị rất hạn phúc, cứ coi như đây là lời thầm cảm ơn cho em đi nhé, cô bé 8 tuổi bị cô lập học cách đứng lên năm ấy. -gửi đến em, bản thân của chị lúc 8 tuổi- kí thư: Mặt nạ cáo bạc- lá thư đến từ tương lai","2026-06-25T21:48:16.622761Z"
2130,"1","2026-06-25T21:48:26.155137Z","normal",2130,3.27,"","r3-0379","ừ đúng thật khi thất tình thế giới này lạnh vô cùng , mọi thứ thật đáng ghét , và đau rất lâu tớ cũng sẽ giống như bạn này , nhưng bạn biết không vẫn còn thương và biết rằng bạn ấy đang yêu 1 người khác , và đã từng tha thứ hết lần này tới lần khác , lại đau hơn lúc này của bạn nhiều","2026-06-25T21:48:26.155156Z"
2131,"1","2026-06-25T21:48:31.422622Z","depression",2131,4.129,"","r3-0380","Hôm nay con nghe bài này và con khóc rất nhiều, hoá ra con bị bệnh mà con đã phớt lờ nó. Con cám ơn bài chia sẻ của Cha❤, và con sẽ thử các cách : Sống giây phút hiện tại, cầu nguyện, suy nghĩ tích cực, tập đưa ra mục tiêu nhỏ. Một điều con để ý nhất mà con thường xuyên có, đó là những suy nghĩ lung tung chạy trong đầu, gần đây là cái chết nó thường xuyên đến, và điều con cần làm : Tập ra lệnh cho não, trước hết là dừng lại rồi được thì hướng đến các điều tích cực hơn """" - Con viết ở đây, để mong cầu cùng Chúa, Trâm sẽ vượt qua .","2026-06-25T21:48:31.422640Z"
2132,"1","2026-06-25T21:48:39.968288Z","normal",2132,2.134,"","r3-0381","Cùng ý tưởng với topic này. Những ý nghĩ tiêu cực nếu không được giải phóng thì nó càng ngày càng ăn sâu vào trong tâm trí của con người, mà đôi khi họ rất muốn để nói ra nhưng không biết phải nói với ai, hoặc nói xong rồi có bị phán xét hay không. Thế nên tỉ lệ người tự tử do trầm cảm ngày càng tăng.","2026-06-25T21:48:39.968306Z"
2133,"1","2026-06-25T21:48:42.399633Z","normal",2133,1.318,"","r3-0382","Cam on anh. Phuong phap vay tay la tot nhat. Trong tai chi cung co chi tap cach vay tay. Cam on anh da bo thi gio ra de giup do cho cac co, bac, anh chi. cho duoc suc khoe tot hon.","2026-06-25T21:48:42.399664Z"
2134,"1","2026-06-25T21:48:45.178691Z","depression",2134,1.539,"","r3-0383","Những vid kiểu mẹ tôi thấy cngx chỉ cố ý lướt đi th , đến những vid nói về trẻ em hư , mẹ tôi luôn bắt tôi xem r bắt bẻ t , t bn dấu hiệu trầm cảm tôi đều bị hết :(","2026-06-25T21:48:45.178709Z"
