comment_text,label,augmented,augmentation_method,source_text_sha256,augmentation_seed
Một cảm khi bị đối xử không công và khiến mình những căn bệnh tâm lý nhẹ và nó kéo dài😊😊😊😊,1,True,random_deletion,6130f25575da18deb2d8f6e7d36b082f6b9409c6db9723c30b3092036bc0cbe4,42
"xin gửi lời cám ơn sâu sắc tới chị, những gì chị nói đều giống tình trạng của e trong 2 tháng gần đây, cám ơn chị đã cho em biết cách để thoát khỏi nó.",1,False,original,1b03ae50cd07193abf39fe4016f20fc2e1cfe9af09eca33f66726c008ef0a2d8,42
"xin gửi lời cám ơn sâu sắc tới chị, những gì chị nói đều giống quá tình trạng của e trong 2 tháng gần đây, cám ơn chị đã cho em biết cách để thoát khỏi nó.",1,True,random_insertion,1b03ae50cd07193abf39fe4016f20fc2e1cfe9af09eca33f66726c008ef0a2d8,42
"xin gửi lời cám ơn sâu sắc tới chị, những gì chị nói đều đây, tình trạng của e trong 2 tháng gần giống cám ơn chị đã cho em biết cách để thoát khỏi nó.",1,True,random_swap,1b03ae50cd07193abf39fe4016f20fc2e1cfe9af09eca33f66726c008ef0a2d8,42
"xin gửi lời cám ơn sâu sắc tới chị, gì chị nói đều giống tình trạng của e trong 2 tháng gần đây, cám chị đã cho em biết cách để thoát khỏi nó.",1,True,random_deletion,1b03ae50cd07193abf39fe4016f20fc2e1cfe9af09eca33f66726c008ef0a2d8,42
"Trường tốt hơn gù có áp lực đến nào thì tôi lun lun cố gắng, nhà là địa ngục.....😁",1,False,original,a6b5c5c337744e8e2361645fbe2ec1fe9c7b7aafdad89e78ff6beb54072a2b07,42
"quá Trường tốt hơn gù có áp lực đến nào thì tôi lun lun cố gắng, nhà là địa ngục.....😁",1,True,random_insertion,a6b5c5c337744e8e2361645fbe2ec1fe9c7b7aafdad89e78ff6beb54072a2b07,42
"Trường tốt thì gù có áp lực đến nào hơn tôi lun lun cố gắng, nhà là địa ngục.....😁",1,True,random_swap,a6b5c5c337744e8e2361645fbe2ec1fe9c7b7aafdad89e78ff6beb54072a2b07,42
"Trường tốt hơn gù có áp lực đến nào thì tôi lun lun cố gắng, nhà là ngục.....😁",1,True,random_deletion,a6b5c5c337744e8e2361645fbe2ec1fe9c7b7aafdad89e78ff6beb54072a2b07,42
huhu như nói hộ lòng em trong giai đoạn e sắp ra trường bị mất connect và depressed khá nặng. Hope everyone will better in the future,1,False,original,dee73a4803c0a5cf002ffcd44bbd1b2d4a98e3eb99d70d594d6dba2bf5ac36dc,42
huhu như nói hộ lòng em trong giai đoạn e sắp ra trường bị mất quá connect và depressed khá nặng. Hope everyone will better in the future,1,True,random_insertion,dee73a4803c0a5cf002ffcd44bbd1b2d4a98e3eb99d70d594d6dba2bf5ac36dc,42
mất như nói hộ lòng em trong giai đoạn e sắp ra trường bị huhu connect và depressed khá nặng. Hope everyone will better in the future,1,True,random_swap,dee73a4803c0a5cf002ffcd44bbd1b2d4a98e3eb99d70d594d6dba2bf5ac36dc,42
huhu như nói hộ lòng em trong giai đoạn ra trường bị mất connect và depressed khá nặng. Hope everyone will better in the,1,True,random_deletion,dee73a4803c0a5cf002ffcd44bbd1b2d4a98e3eb99d70d594d6dba2bf5ac36dc,42
ngày xưa bị lo âu mà ko biết giờ thành bệnh luôn tim mạch chán,1,False,original,aed81cd244e2cfd9d32f3f2c98c0bc019a5de9615d2d62098a541a8a5177d422,42
ngày xưa bị lo cực âu mà ko biết giờ thành bệnh luôn tim mạch chán,1,True,random_insertion,aed81cd244e2cfd9d32f3f2c98c0bc019a5de9615d2d62098a541a8a5177d422,42
ngày xưa âu lo bị mà ko biết giờ thành bệnh luôn tim mạch chán,1,True,random_swap,aed81cd244e2cfd9d32f3f2c98c0bc019a5de9615d2d62098a541a8a5177d422,42
ngày xưa bị lo âu mà ko biết giờ bệnh luôn mạch chán,1,True,random_deletion,aed81cd244e2cfd9d32f3f2c98c0bc019a5de9615d2d62098a541a8a5177d422,42
"Lên cấp ba, mình thường xuyên đứng Nhất lớp và trong top đầu của trường. Điều đó đặt lên áp lực cho mình là cần phải luôn đứng Nhất, phải luôn luôn đạt điểm cao. Người ngoài sẽ nghĩ điều đó thật tuyệt khi luôn đứng Nhất, nhưng mình nghĩ đó chưa chắc đã là “tuyệt”. Kì này đi thi, do khá nhiều yếu tố khiến điểm thi của mình tụt hẳn đi nhiều và không thể giữ được phong độ như mọi kì thi. Mình nhận được những lời nói thất vọng của thầy cô, những ngờ vực của bạn bè về khả năng của chính mình. Điều này khiến mình thấy thật sự rất stress khi phải đối diện với ánh mắt, lời nói của người khác, đặc biệt là với những người thân luôn đặt nhiều kì vọng vào bản thân mình. Nhưng mình nghĩ, có lẽ đây không phải là điều gì quá tồi tệ mà có khi đó lại là một cơ hội để mình hướng vào bên trong bản thân mình hơn để hiểu mình và những hoài bão, khát khao mà mình thật sự mình muốn đạt được chứ không phải là luôn chạy theo kì vọng của người khác nữa. Tình cờ xem được clip này của anh Trí, mình nghĩ đó là một cái duyên. Cảm ơn anh rất nhiều!",1,False,original,c2b137a69aca717530e34fd92c8735c6aa77aa84ffce747b318cdb136315c61d,42
"Lên cấp ba, mình thường xuyên đứng Nhất lớp và trong top đầu của trường. Điều đó đặt lên áp lực cho mình là cần phải luôn đứng Nhất, phải luôn luôn đạt điểm cao. Người ngoài sẽ nghĩ điều đó thật tuyệt khi luôn đứng Nhất, nhưng mình nghĩ đó chưa chắc đã là “tuyệt”. Kì này đi thi, do khá nhiều yếu tố khiến điểm thi của mình tụt hẳn đi nhiều và không thể giữ được phong độ như mọi kì thi. Mình nhận được những lời nói thất vọng của thầy cô, những ngờ vực của bạn bè về khả năng của chính mình. Điều này khiến mình thấy thật sự rất căng thẳng khi phải đối diện với ánh mắt, lời nói của người khác, đặc biệt là với những người thân luôn đặt nhiều kì vọng vào bản thân mình. Nhưng mình nghĩ, có lẽ đây không phải là điều gì quá tồi tệ mà có khi đó lại là một cơ hội để mình hướng vào bên trong bản thân mình hơn để hiểu mình và những hoài bão, khát khao mà mình thật sự mình muốn đạt được chứ không phải là luôn chạy theo kì vọng của người khác nữa. Tình cờ xem được clip này của anh Trí, mình nghĩ đó là một cái duyên. Cảm ơn anh rất nhiều!",1,True,synonym_replacement,c2b137a69aca717530e34fd92c8735c6aa77aa84ffce747b318cdb136315c61d,42
"Lên cấp ba, mình thường xuyên đứng Nhất lớp và trong top đầu của trường. Điều đó đặt lên áp lực cho mình là cần phải luôn đứng Nhất, phải luôn luôn đạt điểm cao. Người ngoài sẽ nghĩ điều đó thật tuyệt khi luôn đứng Nhất, nhưng mình nghĩ đó chưa chắc đã là “tuyệt”. Kì này đi thi, do khá nhiều yếu tố khiến điểm thi của mình tụt hẳn đi nhiều và không thể giữ được phong độ như mọi kì thi. Mình nhận được những lời nói thất vọng của thầy cô, những ngờ vực của bạn bè về khả năng của chính mình. Điều này khiến mình thấy thật sự rất stress khi phải đối diện với ánh mắt, lời nói của người khác, đặc biệt là với những người thân luôn đặt nhiều kì vọng vào bản thân mình. Nhưng mình nghĩ, có lẽ đây không phải là điều gì quá tồi tệ mà có khi đó lại là một cơ hội để mình hướng vào bên trong bản thân mình hơn để hiểu mình và những hoài bão, khát khao mà mình thật sự mình muốn lắm đạt được chứ không phải là luôn chạy theo kì vọng của người khác nữa. Tình cờ xem được clip này của anh Trí, mình nghĩ đó là một cái duyên. Cảm ơn anh rất nhiều!",1,True,random_insertion,c2b137a69aca717530e34fd92c8735c6aa77aa84ffce747b318cdb136315c61d,42
"Lên cấp ba, mình thường xuyên đứng Nhất lớp và trong top đầu của trường. Điều đó đặt lên áp lực cho mình là cần phải luôn đứng Nhất, phải luôn luôn đạt điểm cao. Người ngoài sẽ nghĩ điều đó thật tuyệt khi luôn đứng Nhất, nhưng mình nghĩ đó chưa chắc đã là “tuyệt”. Kì này đi thi, do khá nhiều yếu tố khiến điểm thi của mình tụt hẳn đi nhiều và không thể giữ được phong độ như mọi kì thi. Mình nhận được những của nói thất vọng lời thầy cô, những ngờ vực của bạn bè về khả năng của chính mình. Điều này khiến mình thấy thật sự rất stress khi phải đối diện với ánh mắt, lời nói của người khác, đặc biệt là với những người thân luôn đặt nhiều kì vọng vào bản thân mình. Nhưng mình nghĩ, có lẽ đây không phải là điều gì quá tồi tệ mà có khi đó lại là một cơ hội để mình hướng vào bên trong bản thân mình hơn để hiểu mình và những hoài bão, khát khao mà mình thật sự mình muốn đạt được chứ không phải là luôn chạy theo kì vọng của người khác nữa. Tình cờ xem được clip này của anh Trí, mình nghĩ đó là một cái duyên. Cảm ơn anh rất nhiều!",1,True,random_swap,c2b137a69aca717530e34fd92c8735c6aa77aa84ffce747b318cdb136315c61d,42
Tôi muốn được kết nối vào nhóm để được tư vấn cách vượt qua rối loạn lo âu,1,False,original,19a482f8b2ce3513875b2c6169893736f38d7531c968f5056ec7d692ea10851e,42
Tôi muốn vô được kết nối vào nhóm để được tư vấn cách vượt qua rối loạn lo âu,1,True,random_insertion,19a482f8b2ce3513875b2c6169893736f38d7531c968f5056ec7d692ea10851e,42
loạn muốn được kết nối vào nhóm để được tư vấn cách vượt qua rối Tôi lo âu,1,True,random_swap,19a482f8b2ce3513875b2c6169893736f38d7531c968f5056ec7d692ea10851e,42
Tôi muốn được kết nối vào nhóm để được tư vấn cách vượt qua rối lo âu,1,True,random_deletion,19a482f8b2ce3513875b2c6169893736f38d7531c968f5056ec7d692ea10851e,42
em chi biet an ui nguoi khac nhung em khong biet an ui em cu coi la minh on!!,1,False,original,95d367e46fafcd1330e9ae823ba9b35a471f63437c8531db1796b0c99038b499,42
em chi biet an ui nguoi khac nhung em khong biet an ui em cu coi la dữ minh on!!,1,True,random_insertion,95d367e46fafcd1330e9ae823ba9b35a471f63437c8531db1796b0c99038b499,42
em chi la an ui nguoi khac nhung em khong biet an ui em cu coi biet minh on!!,1,True,random_swap,95d367e46fafcd1330e9ae823ba9b35a471f63437c8531db1796b0c99038b499,42
em chi biet an ui nguoi khac nhung em ui em cu coi la on!!,1,True,random_deletion,95d367e46fafcd1330e9ae823ba9b35a471f63437c8531db1796b0c99038b499,42
Em bị rối loạn lo âu chị ạ. Có cách nào chữa lành không ạ,1,False,original,42c05e31fff11af4b60b9f2548e9cbe502a3da43c022189c57bffbf332becb0d,42
Em bị rối loạn lo âu chị ạ. lắm Có cách nào chữa lành không ạ,1,True,random_insertion,42c05e31fff11af4b60b9f2548e9cbe502a3da43c022189c57bffbf332becb0d,42
Em bị rối loạn lo âu chị ạ. Có nào cách chữa lành không ạ,1,True,random_swap,42c05e31fff11af4b60b9f2548e9cbe502a3da43c022189c57bffbf332becb0d,42
bị loạn lo âu chị ạ. Có cách chữa không ạ,1,True,random_deletion,42c05e31fff11af4b60b9f2548e9cbe502a3da43c022189c57bffbf332becb0d,42
"t tht sự rất ghét bà h.trưởng mới, vì bả mà t đéll muốn sống nữa. Đi tổ chức hc thêm chiều 3 môn toán văn anh, t thấy t cần hc nhiều hơn để lỡ sau đi vào thpt sẽ dễ hơn 1 tí do đầu mình cs kiến thức này nọ r (dù t ms lp 7). Nhưng t lại ko đăng ký môn toán, bởi vì t rất rất yếu môn toán, t đã cố gắng dành hết tg để hc chỉ một mik môn toán thôi,nhưng cx ko thể đc...Vậy mà khi mẹ t bt, mẹ t chửi t ...tht sự t chỉ muốn ns câu ""cuộc đời con do con quyết định. Con không có năng khiếu về toán, nên con có hc thêm bao nhiêu con cx ko thể hiểu đc.."" 🙂😊 và rồi t cx ko đủ can đảm để nói ra. Từ nhỏ đến giờ, t luôn làm theo điều mẹ t muốn, điều mẹ t bắt🙂. Nếu t ko làm theo thì mẹ t sẽ thốt ra câu ""hc cho m chứ hc cho t à- ko hc để dốt đi à?- ...vv"" 😊 Nhiều người về nhà rất vui, nhưng t thì ko. Đi hc từ 6:30 sáng đến tận 12h t ms về, xg lại dậy từ 13:30 chuẩn bị này nọ để 14h vào học😿Nhiều lúc t thấy sụp đổ lắm, nhưng tự nhiên t thấy nếu giờ r t* tự thì con mèo của t ai chăm sóc....🙂",1,False,original,c9679e0feeb308d062f995f60f033e5b6f9da9469423b5e3a2992ecdd6338806,42
"t tht sự rất ghét bà h.trưởng mới, vì bả mà t đéll muốn sống nữa. Đi tổ chức hc thêm chiều 3 môn toán văn anh, t thấy t cần hc nhiều hơn để lỡ sau đi vào thpt sẽ dễ hơn 1 tí do đầu mình cs kiến thức này nọ r (dù t ms lp 7). Nhưng t lại ko đăng ký môn toán, bởi vì t rất rất yếu môn toán, t đã cố gắng dành hết tg để hc chỉ một mik môn toán thôi,nhưng cx ko thể đc...Vậy mà khi mẹ t bt, mẹ t chửi t ...tht sự t chỉ muốn ns câu ""cuộc đời con do con quyết định. Con không có năng khiếu về toán, nên con có hc thêm bao nhiêu con cx ko thể hiểu đc.."" 🙂😊 và rồi vô t cx ko đủ can đảm để nói ra. Từ nhỏ đến giờ, t luôn làm theo điều mẹ t muốn, điều mẹ t bắt🙂. Nếu t ko làm theo thì mẹ t sẽ thốt ra câu ""hc cho m chứ hc cho t à- ko hc để dốt đi à?- ...vv"" 😊 Nhiều người về nhà rất vui, nhưng t thì ko. Đi hc từ 6:30 sáng đến tận 12h t ms về, xg lại dậy từ 13:30 chuẩn bị này nọ để 14h vào học😿Nhiều lúc t thấy sụp đổ lắm, nhưng tự nhiên t thấy nếu giờ r t* tự thì con mèo của t ai chăm sóc....🙂",1,True,random_insertion,c9679e0feeb308d062f995f60f033e5b6f9da9469423b5e3a2992ecdd6338806,42
"t tht sự rất ghét bà h.trưởng mới, vì bả mà t đéll muốn sống nữa. Đi tổ chức hc thêm chiều 3 môn toán văn anh, t thấy t cần hc nhiều hơn để lỡ sau đi vào thpt sẽ dễ hơn 1 tí do đầu mình cs kiến thức này nọ r (dù t ms lp 7). Nhưng t lại ko đăng ký môn toán, bởi vì t rất rất yếu môn toán, t đã cố gắng dành hết tg để hc chỉ một mik môn toán thôi,nhưng cx ko thể đc...Vậy mà khi mẹ t bt, mẹ t chửi t ...tht sự t chỉ muốn ns câu ""cuộc đời con do con quyết định. Con không có năng khiếu về toán, nên con bị hc thêm bao nhiêu con cx ko thể hiểu đc.."" 🙂😊 và rồi t cx ko đủ can đảm để nói ra. Từ nhỏ đến giờ, t luôn làm theo điều mẹ t muốn, điều mẹ t bắt🙂. Nếu t ko làm theo thì mẹ t sẽ thốt ra câu ""hc cho m chứ hc cho t à- ko hc để dốt đi à?- ...vv"" 😊 Nhiều người về nhà rất vui, nhưng t thì ko. Đi hc từ 6:30 sáng đến tận 12h t ms về, xg lại dậy từ 13:30 chuẩn có này nọ để 14h vào học😿Nhiều lúc t thấy sụp đổ lắm, nhưng tự nhiên t thấy nếu giờ r t* tự thì con mèo của t ai chăm sóc....🙂",1,True,random_swap,c9679e0feeb308d062f995f60f033e5b6f9da9469423b5e3a2992ecdd6338806,42
"t tht sự rất ghét bà h.trưởng mới, vì bả mà t đéll muốn sống nữa. Đi tổ chức thêm chiều 3 toán văn anh, t thấy t cần hc nhiều hơn để lỡ sau đi vào thpt sẽ hơn 1 do đầu mình cs kiến thức này nọ r (dù t ms lp 7). Nhưng t lại ko đăng ký môn toán, bởi vì t rất rất yếu môn toán, đã cố dành hết tg hc chỉ một mik cx ko thể đc...Vậy mà khi mẹ t bt, mẹ t chửi t ...tht sự t chỉ muốn ns ""cuộc đời con con quyết định. Con không có năng khiếu về nên con có hc con cx ko thể hiểu đc.."" 🙂😊 và rồi t cx ko đủ can đảm để nói ra. Từ nhỏ đến giờ, t luôn làm theo điều mẹ t muốn, điều mẹ bắt🙂. Nếu làm thì mẹ sẽ thốt ra câu ""hc cho m chứ hc cho t à- ko hc để dốt đi à?- ...vv"" 😊 Nhiều người về nhà rất vui, nhưng thì ko. Đi hc từ 6:30 sáng đến tận 12h t ms về, xg lại dậy từ 13:30 chuẩn bị này nọ để 14h vào học😿Nhiều lúc t thấy đổ lắm, nhưng tự t nếu giờ r t* tự thì con của t ai sóc....🙂",1,True,random_deletion,c9679e0feeb308d062f995f60f033e5b6f9da9469423b5e3a2992ecdd6338806,42
trước đây tôi là rất tự tin hay lên bảng làm bài và thường xuyên giơ tay phát biểu nhưng kể từ khi cô chủ nhiêm mới chủ nhiệm lớp tôi cô ấy cứ nói tôi là vô trách nhiệm và hay đổi chỗ ngồi của tôi làm cho tôi thiếu tự tin và hay bị các bạn trong lớp nói xấu 😢 hiện tại tôi đã học lớp 11 nhưng những ảnh hưởng từ cô chủ nhiệm và các bạn vẫn còn ám ảnh tôi đến tận bây h,1,False,original,e6b1c18325c422ecbc42ec4cbfedde07b05e78174d52a0cbf3b2b9d28d885edb,42
trước đây tôi là rất tự tin hay lên bảng làm bài và thường xuyên giơ tay phát biểu nhưng kể từ khi cô chủ nhiêm mới chủ nhiệm lớp tôi cô ấy cứ nói tôi là vô trách nhiệm và hay đổi chỗ ngồi của tôi làm cho tôi thiếu tự tin và hay bị các bạn trong lớp nói xấu 😢 hiện tại tôi đã học lớp 11 nhưng những ảnh hưởng từ cô chủ nhiệm và các bạn dữ vẫn còn ám ảnh tôi đến tận bây h,1,True,random_insertion,e6b1c18325c422ecbc42ec4cbfedde07b05e78174d52a0cbf3b2b9d28d885edb,42
trước đây tôi là rất tự tin hay lên bảng làm bài và thường xuyên giơ tay phát biểu nhưng kể từ khi cô chủ nhiêm mới chủ nhiệm lớp tôi cô ấy cứ nói tôi là vô trách nhiệm và hưởng đổi chỗ ngồi của tôi làm cho tôi thiếu tự tin và hay bị các bạn trong lớp nói xấu 😢 hiện tại tôi đã học lớp 11 nhưng những ảnh hay từ cô chủ nhiệm và các bạn vẫn còn ám ảnh tôi đến tận bây h,1,True,random_swap,e6b1c18325c422ecbc42ec4cbfedde07b05e78174d52a0cbf3b2b9d28d885edb,42
đây tôi là rất tự tin lên bảng làm bài và thường xuyên tay phát biểu nhưng kể từ khi cô chủ nhiêm mới chủ nhiệm lớp tôi cô ấy cứ nói tôi là vô trách nhiệm và hay đổi chỗ ngồi của tôi làm cho tôi thiếu tự tin và hay bị các bạn trong lớp xấu tại tôi đã học lớp 11 nhưng những ảnh hưởng từ cô chủ nhiệm và các bạn vẫn ám ảnh tôi đến tận bây h,1,True,random_deletion,e6b1c18325c422ecbc42ec4cbfedde07b05e78174d52a0cbf3b2b9d28d885edb,42
Tôi đang bị bạo lực học đường,1,False,original,742af178c0bb7d8eec0135508dc4773ae39f5aa1e0847e0acda163e503177a93,42
Tôi đang bị bạo quá lực học đường,1,True,random_insertion,742af178c0bb7d8eec0135508dc4773ae39f5aa1e0847e0acda163e503177a93,42
Tôi đang bị bạo đường học lực,1,True,random_swap,742af178c0bb7d8eec0135508dc4773ae39f5aa1e0847e0acda163e503177a93,42
"Cam on bs nhiều, toi cung bị roi Loan lo Âu …. Phải tri như thế nào a?",1,False,original,a9ed3ef42f50ded22c8f88ca2f2677b481ef2e510f3ae77a2a3359d8136505fc,42
"Cam on bs nhiều, toi cung bị roi Loan lo Âu …. Phải quá tri như thế nào a?",1,True,random_insertion,a9ed3ef42f50ded22c8f88ca2f2677b481ef2e510f3ae77a2a3359d8136505fc,42
"Cam on bs nhiều, toi cung bị roi Loan lo nào …. Phải tri như thế Âu a?",1,True,random_swap,a9ed3ef42f50ded22c8f88ca2f2677b481ef2e510f3ae77a2a3359d8136505fc,42
"Cam on bs nhiều, toi cung bị Loan Âu …. Phải tri như thế nào",1,True,random_deletion,a9ed3ef42f50ded22c8f88ca2f2677b481ef2e510f3ae77a2a3359d8136505fc,42
"Coi con như cổ mấy học tập ko quan tâm với con đi học về còn phải chịu đựng những lời nặng nề từ ba mẹ 😢😢😢 con chỉ muốn nói là""tại sao sinh con ra mà coi con như một cỗ máy học tập""khi dưới 10 điểm sao ba mẹ đánh con,chửi con và con như đang bị trói trong một căn phòng không lời nói không lời an ủi như đang bị siết chặt vào một căn phòng không người con có nhiều nhiều lời muốn nói""ba mẹ có biết rằng những lời nói của ba mẹ nhờ những con dao đâm vào con không ba mẹ biết con mệt như thế nào không""và con có hai từ cuối""chịu đựng""😢😢😢",1,False,original,a549f5714013bd1e7f69f89843afcee0acc120cccfc77bca4c87bcd9b81f043f,42
"Coi con như cổ mấy học tập ko quan tâm với con đi học về còn phải chịu đựng những lời nặng nề từ ba mẹ 😢😢😢 con chỉ muốn nói là""tại sao sinh con ra mà coi con như một cỗ máy học tập""khi dưới 10 điểm sao ba mẹ đánh con,chửi con và con như đang bị trói trong một căn phòng không lời nói không lời an ủi như đang bị siết chặt vào một căn phòng không người con có nhiều nhiều lời muốn nói""ba mẹ có biết rằng những lời nói của ba mẹ nhờ những con dao đâm vào con không ba mẹ biết con mệt như thế nào không""và con có hai từ cuối""chịu vô cùng đựng""😢😢😢",1,True,random_insertion,a549f5714013bd1e7f69f89843afcee0acc120cccfc77bca4c87bcd9b81f043f,42
"Coi con như cổ mấy học tập ko quan tâm với về đi học con còn phải chịu đựng những lời nặng nề từ ba mẹ 😢😢😢 con chỉ muốn nói là""tại sao sinh con ra mà coi con như một cỗ máy học tập""khi dưới 10 điểm sao ba mẹ đánh con,chửi con và con như đang bị trói trong một căn phòng không lời nói không lời an ủi như đang bị siết chặt vào một căn phòng không người con có nhiều nhiều lời muốn nói""ba mẹ có biết rằng những lời nói của ba mẹ nhờ những con dao đâm vào con không ba mẹ biết con mệt như thế nào không""và con có hai từ cuối""chịu đựng""😢😢😢",1,True,random_swap,a549f5714013bd1e7f69f89843afcee0acc120cccfc77bca4c87bcd9b81f043f,42
"Coi con cổ mấy học tập ko quan tâm với con học về còn chịu những lời nặng nề từ ba mẹ 😢😢😢 con chỉ muốn nói là""tại sao sinh con ra mà coi con như một cỗ máy học tập""khi dưới điểm sao ba mẹ đánh con,chửi con như đang bị trói trong một căn phòng không lời nói không lời an ủi đang bị siết chặt vào một căn phòng không người con có nhiều nhiều lời muốn có biết những lời nói của ba mẹ nhờ những con dao đâm vào không ba mẹ biết con mệt không""và con có hai từ cuối""chịu đựng""😢😢😢",1,True,random_deletion,a549f5714013bd1e7f69f89843afcee0acc120cccfc77bca4c87bcd9b81f043f,42
Chưa bao giờ bm hiểu mik hết lúc nào cx chửi mắng mik đánh mik lúc cx chửi chỉ bt chửi ko cần bt tâm trạng ko cần bt mik có lm s ko cần bt mik có ổn ko và mik ko bh tâm sự vs bất kì ai trog gđ nhiều lúc thấy ở trg còn vui hơn ở nhà nx ở đó có ng trân trog con còn ở nhà thì ko lúc nào cx đánh chửi con như 1 con súc vật lm s con có thể sống Chứ😞😞😞,1,False,original,c73a7909c4a0d16006b498f0c248fdafcdf9dbf35bb7b53c8ccb424127021b96,42
Chưa bao giờ bm hiểu mik hết lúc nào cx chửi mắng mik đánh mik lúc cx chửi chỉ bt chửi ko cần bt tâm trạng ko cần bt mik có lm s ko cần bt mik có ổn ko và mik ko bh tâm sự vs bất kì ai trog gđ nhiều lúc thấy ở trg còn hạnh phúc hơn ở nhà nx ở đó có ng trân trog con còn ở nhà thì ko lúc nào cx đánh chửi con như 1 con súc vật lm s con có thể sống Chứ😞😞😞,1,True,synonym_replacement,c73a7909c4a0d16006b498f0c248fdafcdf9dbf35bb7b53c8ccb424127021b96,42
Chưa bao giờ bm hiểu mik hết lúc nào cx chửi mắng mik đánh mik lúc cx chửi chỉ bt chửi ko cần bt tâm trạng ko cần bt mik có lm s ko cần bt mik có ổn ko và mik ko bh tâm sự vs bất kì ai trog gđ nhiều lúc thấy ở trg còn vui hơn ở nhà nx ở đó có ng trân trog con còn ở vô cùng nhà thì ko lúc nào cx đánh chửi con như 1 con súc vật lm s con có thể sống Chứ😞😞😞,1,True,random_insertion,c73a7909c4a0d16006b498f0c248fdafcdf9dbf35bb7b53c8ccb424127021b96,42
Chưa bao giờ bm hiểu mik hết lúc nào cx chửi mắng mik đánh mik lúc cx chửi chỉ bt chửi ko cần bt tâm trạng ko cần bt mik có lm s ko cần bt mik có ổn ko và mik ko bh tâm sự vs bất kì ai còn gđ nhiều lúc thấy ở trg trog vui hơn ở nhà nx ở đó có ng trân trog con còn ở nhà thì ko lúc nào cx đánh chửi con như 1 con súc vật lm s con có thể sống Chứ😞😞😞,1,True,random_swap,c73a7909c4a0d16006b498f0c248fdafcdf9dbf35bb7b53c8ccb424127021b96,42
"Chị ơi em đã nghe rất nhiều về căn bệnh này, vì em cũng đã bị rối loạn lo âu 6 năm rùi, hiện tại em cũng đỡ được 80% rồi ạ. Nhưng nó đúng như 1 ngườ bạn cũ, khi không nghĩ đến nó nữa, thì nó sẽ đến để bảo rằng tao vẫn ở đây bên cạnh mày huhu. Nhưng thật sự nghe chia sẻ của chị, em thấy rất yên lòng, nhẹ nhàng, tin tưởng. Hy vọng em cũng sẽ vượt qua được giống chị. Em cảm ơn chị ạ",1,False,original,67498de053d5b002355882bf2239d5680fb7d00c63ed58294b6614ac81808bdc,42
"Chị ơi em đã nghe rất nhiều về căn bệnh này, vì em quá cũng đã bị rối loạn lo âu 6 năm rùi, hiện tại em cũng đỡ được 80% rồi ạ. Nhưng nó đúng như 1 ngườ bạn cũ, khi không nghĩ đến nó nữa, thì nó sẽ đến để bảo rằng tao vẫn ở đây bên cạnh mày huhu. Nhưng thật sự nghe chia sẻ của chị, em thấy rất yên lòng, nhẹ nhàng, tin tưởng. Hy vọng em cũng sẽ vượt qua được giống chị. Em cảm ơn chị ạ",1,True,random_insertion,67498de053d5b002355882bf2239d5680fb7d00c63ed58294b6614ac81808bdc,42
"Chị ơi em đã nghe rất nhiều về căn bệnh này, em em cũng đã bị rối loạn lo âu 6 năm rùi, hiện tại em cũng đỡ được 80% rồi ạ. Nhưng nó đúng như 1 ngườ bạn cũ, khi không nghĩ đến nó nữa, thì nó sẽ đến để bảo rằng tao vẫn ở đây bên cạnh mày huhu. Nhưng thật sự nghe chia sẻ của chị, em thấy rất yên lòng, nhẹ nhàng, tin tưởng. Hy vọng vì cũng sẽ vượt qua được giống chị. Em cảm ơn chị ạ",1,True,random_swap,67498de053d5b002355882bf2239d5680fb7d00c63ed58294b6614ac81808bdc,42
"Chị ơi em đã nghe rất nhiều về căn bệnh này, vì em bị rối loạn lo âu 6 năm rùi, hiện em cũng đỡ được 80% ạ. nó như 1 ngườ bạn cũ, khi không nghĩ đến nữa, thì nó sẽ đến để bảo rằng tao vẫn ở đây bên cạnh mày huhu. Nhưng thật sự nghe chia sẻ chị, em thấy rất yên lòng, nhẹ nhàng, tin tưởng. vọng cũng sẽ vượt qua giống Em cảm ơn chị",1,True,random_deletion,67498de053d5b002355882bf2239d5680fb7d00c63ed58294b6614ac81808bdc,42
"Thưa Thầy, con đang bị rối loạn loa âu . Vậy có ngồi thiền được hông thầy?",1,False,original,9605c0ee5ee7b70283986097354e13f1388c3d87095b9be80e9ff95ebaed0165,42
"Thưa Thầy, con đang bị rối loạn loa âu . Vậy có lắm ngồi thiền được hông thầy?",1,True,random_insertion,9605c0ee5ee7b70283986097354e13f1388c3d87095b9be80e9ff95ebaed0165,42
"Thưa Thầy, con đang bị rối có loa âu . Vậy loạn ngồi thiền được hông thầy?",1,True,random_swap,9605c0ee5ee7b70283986097354e13f1388c3d87095b9be80e9ff95ebaed0165,42
"Thưa Thầy, con đang rối loa âu . Vậy có ngồi thiền được hông thầy?",1,True,random_deletion,9605c0ee5ee7b70283986097354e13f1388c3d87095b9be80e9ff95ebaed0165,42
đúng là cơ thể ko thể chịu nổi nỗi đau thêm đc nữa,1,False,original,89dfcf4a50bcd491ee0b468ae4ce8a8ee38abfaec2938cf45ed061d853c24a4f,42
đúng là cơ thể ko thể chịu nổi dữ nỗi đau thêm đc nữa,1,True,random_insertion,89dfcf4a50bcd491ee0b468ae4ce8a8ee38abfaec2938cf45ed061d853c24a4f,42
