comment_text,weak_label,confidence,depression_score,matched_keywords,need_review
"Em hát hay quá nghe hoài không chán, cứ rảnh rỗi là lại nghe đi nghe lại ,cảm ơn em hát thật hay",normal_auto,high,-4,hay quá|cảm ơn,False
Cảm ơn thầy.bài học rất bổ ích,normal_auto,high,-4,cảm ơn|bổ ích,False
Bạn diễn đạt hay ghê. Em cũng đọc được ở đâu đó rằng những người muốn tự tử không phải họ không muốn sống nữa mà là mong muốn có một sự thay đổi tích cực trong chính cuộc sống hiện tại. Họ bất lực với hoàn cảnh và những người cùng tạo nên hoàn cảnh đó nên nghĩ rằng chết đi sẽ có cơ hội sống cuộc sống tốt hơn. Chỉ cần ai đó giúp họ thấy không cần tới kiếp sau mà ở kiếp này có thể tốt lên được thì họ chắc chắn sẽ thử ở lại,depression_auto,high,13,tự tử|không muốn sống|bất lực,False
Hat rat hay tuyet vời,normal_auto,high,-4,tuyệt vời|rất hay,False
"Tôi luôn biết ơn anh Kim Ba vì sau mỗi lần tập tôi luôn cảm thấy tốt hơn cả về sức khoẻ lẫn tinh thần. Trân trọng cảm ơn anh Tôi hạnh phúc và biết ơn vì có cha mẹ chăm sóc giúp con thơ để ngày hôm nay tôi có 1 ngày chữa lành và tuyệt vời như vậy 🙏 Tôi hạnh phúc và biết ơn chồng vì luôn yêu thương, bao dung và chấp cánh cho mọi mong muốn của vợ. Trân trọng chồng ❤",normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Bài này hay quá. Chúc mừng Negav, Karik, Ngô Kiến Huy, Vũ Cát Tường, Jay B. Chờ để nghe ngày một",normal_auto,high,-4,hay quá|chúc mừng,False
"Cảm ơn Better Version vì cuốn sách rất hay và bổ ích, giọng đọc của chị cx rất hay, em cũng có mong muốn được là người đọc sách như này, kiểu sách nói ý ạ... đọc cho mn cùng nghe",normal_auto,high,-6,cảm ơn|bổ ích|rất hay,False
"Trời ơi ! khi BS nói về mùi, nhất là vụ cái mền của BS , tôi biết đó là cảm xúc rất chân thật vì tôi cũng có 1 đứa con gái, năm nay cháu đã 36 tuổi rồi nhưng vẫn còn giữ cái mền rách tươm, cũ kĩ ở trong tủ mà ko chịu bỏ !!!❤❤❤và tôi cũng rất yêu sở thích nầy của con mình, tôi thấy điều đó thật là đáng yêu !!!cảm ơn BS đã chia sẽ nhiều điều hay và thú vị từ đầu đến cuối video, chúc BS luôn vui, khỏe❤❤❤❤❤",normal_auto,high,-4,cảm ơn|đáng yêu,False
Đúng là ở hiền gặp lành ko sai vào đâu nữ có phước gặp được người chồng và mẹ chồng tuyệt vời nhất luôn bảo vệ cô cám ơn kênh Cảm ơn người viết kịch bản phim hay rất có hậu cặp đôi dễ thương ❤❤,normal_auto,high,-6,cảm ơn|tuyệt vời|dễ thương,False
"Cám ơn bài hát Em con thuyền khg bến rất hay nhẹ êm dịu, trầm bổng nghe rất hay",normal_auto,high,-4,cảm ơn|rất hay,False
Haizz tôi trầm cảm giai đọan cúng rồi 🙁🙁🙁🙁 buồn quá 🙁🙁🙁 đồng ý,depression_auto,high,8,trầm cảm|buồn quá,False
"đã 5 năm rồi nhưng khi nghe lại vẫn cảm thấy đây là 1 bài hát đáng nghe thực sự rất hay, chỉ 1 từ là tuyệt vời 💓",normal_auto,high,-4,tuyệt vời|rất hay,False
Một món quà vào mùa đông rét mướt gửi tặng cả nhà !! Chia sẻ nhiều ủng hộ mình nhé !! cám ơn cả nhà nạ !,normal_auto,high,-4,cảm ơn|ủng hộ,False
"Thật tuyệt vời và đẹp ♥️🥰🫶🏼Tôi yêu bài hát này rất nhiều, lời bài hát và giai điệu rất hay cảm ơn bạn vì phiên bản mới này😍🎵",normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay,False
Hay quá tôi cần học tbêm hay quá cám ơn bạn,normal_auto,high,-4,hay quá|cảm ơn,False
Cảm ơn bạn câu chuyện hay quá cảm ơn người đọc chuyện truyền cảm lắm,normal_auto,high,-4,hay quá|cảm ơn,False
Tuyệt vời ! Cám ơn Thầy 🙏🏿👍🌹😘,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Cảm ơn ad vì video bổ ích giá trị,làm sao để hạnh phúc tại thời điểm hiện tại thì mấy cái phân tử here and now kia rất đúng với ""chánh niệm"" trong Phật Giáo",normal_auto,high,-4,cảm ơn|bổ ích,False
Cảm ơn .Tuấn Giang . Hay Tuyệt vời .,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Cô đơn là trầm cảm tôi từng cô đơn nó là một cảm giác khẽ kính lằng lặng ko biết mik muốn j tâm trí trống rỗng lạ lắm tôi hiểu cô đơn .Cô đơn là ánh mắt lạnh lùng trái tim lạnh lẽ bàn tay lạ lõng đôi chân ko tự chủ🙃🙃,depression_auto,high,11,trầm cảm|cô đơn|trống rỗng,False
Đáng yêu quá ❤❤❤❤,normal_auto,high,-4,đáng yêu|yêu quá,False
Phối rất hay nhưng hơi thấp đối với mình,normal_auto,high,-4,ủng hộ|rất hay,False
Đáng yêu quá đi ❤❤❤🎉🎉,normal_auto,high,-4,đáng yêu|yêu quá,False
Tuyệt với cảm ơn bác sĩ,normal_auto,high,-4,cảm ơn|tuyệt vời,False
❤😂đúng là câ chuyên sự thật tuyệt vơi của một anh lính mà cả thế giới nể phục là một tấm đáng yêu có một không hai để mọi người học tập Và giọng nói thuyết mình gợi cảm người nghe thật Đ Là cảm động,normal_auto,high,-4,tuyệt vời|đáng yêu,False
Phải công nhận là beat nhạc của Nhật Nguyễn là rất tuyệt vời nhạc rất hay dễ hát. Viết lời cũng rất chính xác. Không như những beat khác viết sai lời nhiều. Cảm ơn ạ ❤️👍,normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay,False
Kênh đầu tiên mình bấm mở chuông thông báo. Cám ơn a đã chia sẻ những kiến thức cực kỳ bổ ích.,normal_auto,high,-4,cảm ơn|bổ ích,False
"Hay quá anh, mỗi lần tâm trí chênh vênh lại xem được video của anh, đây không phải lần đầu, và chắc chắn sẽ có một vài lần nữa. Cảm ơn anh rất nhiều, lại được thư giãn và tiếp động lực rồi, mong video này còn mãi đến năm em 200 tuổi, mỗi năm xem 1 2 lần, gửi anh 400 views kk @@",normal_auto,high,-4,hay quá|cảm ơn,False
"Em cảm ơn chị iuuuu nhiều❤️❤️❤️ , tuyệt vời lắm chị😘😘😘",normal_auto,high,-4,cảm ơn|tuyệt vời,False
bạn nói rất hay mình ủng hộ kênh bạn rất chi tiết,normal_auto,high,-4,ủng hộ|rất hay,False
Em thấy ca khúc này rất hay <3 . Lyric của bài hát nói lên được tâm trạng của bài hát tuyệt vời ạ :)) . Cảm ơn anh Đạt G đã sáng tác bài hát này cực kì hay ạ .,normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay,False
"Gần Tết r, đi làm cả nửa năm kh dành dụm được 1 đồng nào, áp lực công việc, bố mẹ kh hạnh phúc, lo cho tương lai, gia đình, stress, Kh biết cân bằng mọi chuyện như nào, quần áo Tết cũng chỉ sắm được 1 bộ, đang lo Tết này kc tiền biếu mẹ, tệ vô cùng 😔",depression_auto,high,9,áp lực|stress|áp lực công việc,False
"Nội dung của video này rất hay. Cảm ơn kênh, tớ mong chờ video phần tiếp theo",normal_auto,high,-4,cảm ơn|rất hay,False
"Trầm cảm nó như một cái mác vậy thời nào chả có đống người ""trầm cảm"" chẳng qua bây giờ cái từ này nó quá phổ biến thôi",depression_auto,high,8,trầm cảm|cô đơn,False
"Những sản phẩm âm nhạc của anh rất hay và thu hút, tôi sẽ ủng hộ anh trên con đường âm nhạc của mình, chúc anh thành công và thật nhiều sức khỏe để ra thật nhiều MV mang đầy cảm xúc và tuyệt vời hơn nhé!",normal_auto,high,-6,ủng hộ|tuyệt vời|rất hay,False
Rachel thật dễ thương và xinh đẹp...rất cảm ơn GSBS Liêm và Rachel❤❤❤❤,normal_auto,high,-4,cảm ơn|dễ thương,False
Tuyệt vời quá cảm ơn truong trình,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"đúng là con trai của bố, cô chú có con trai đáng yêu quá🎉🎉🎉🎉😊😊😊😊😊😊",normal_auto,high,-4,đáng yêu|yêu quá,False
Em cảm ơn Thầy. Bài học tuần này rất hay và ý nghĩa,normal_auto,high,-4,cảm ơn|rất hay,False
Nam nữ chính đóng rất xuất sắc xinh đẹp đôi có ý nghĩa bộ phim rất xuất sắc hay thích đôi lay dong rất xuất sắc cảm ơn kịch bản tác giả kênh viết rất hay,normal_auto,high,-4,cảm ơn|rất hay,False
Video hay quá. Mình đang muốn quay trờ lại học❤,normal_auto,high,-4,video hay|hay quá,False
Câu chuyện rất hay và cảm động của những nhân vật gà trống nuôi con cảm ơn tác giả cảm ơn bạn đọc ngọt ngào ấm áp,normal_auto,high,-4,cảm ơn|rất hay,False
"Mình không biết tại sao nhưng mà bản thân mình bắt đầu cảm thấy cảm giác bất lực hay tuyệt vọng gây cho mình sự kích thích tột độ… Nó khiến mình sáng tác được nhiều và dễ dàng hơn, mình đã lạm dụng nó… lôi kéo, buông thả... Nhưng cho đến khi nhận ra thì… muộn rồi… chẳng ai muốn yêu lấy một kẻ bệnh hoạn cả.",depression_auto,high,8,tuyệt vọng|bất lực,False
Em cảm nhận được tâm huyết trời biển của Thầy qua video đáng lẽ phải được triệu VIEW sau một ngày thế này... Video quá quá tuyệt vời ...,normal_auto,high,-4,hay quá|tuyệt vời,False
Cảm ơn chia sẻ tuyệt vời của Kim Ba! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Có câu:” Thất bại là mẹ của thành công!” Quả đúng không sai và bé đây là nhân chứng hùng hồn! Chúc mừng cháu gái yêu đầy nghị lực và sức mạnh tinh thần trên bước đường dẫn đến thành công!,normal_auto,high,-4,ủng hộ|chúc mừng,False
Truyện hay quá thương 2 mẹ con Hâu và thương cho Nhât mhiêu lắm thăng can bô ăn hôi lô vì tiền k giúp đơ cho người dân du là 1 câu chuyên nhưng k khác gì ngoài đời dưa vào câu chuyện Pháp luân phải trưng phat cái bọn ham tiền tôi chúc cho người sáng tác rất hay và cảm động chúc sk bình an ❤❤🎉🎉🎉❤❤,normal_auto,high,-4,hay quá|rất hay,False
Chương trình thật ý nghĩa. Cảm ơn Thầy đã chia sẻ kinh nghiệm và những bài học quý báu này. Mến chúc Thầy và mọi người luôn vui vẻ và hạnh phúc❤,normal_auto,high,-4,cảm ơn|thật ý nghĩa,False
Thứ mà con mong muốn ko phải là áp lực học tập mà là áp lực gia đình,depression_auto,high,9,áp lực|áp lực gia đình|áp lực học tập,False
Một câu chuyện đời thực rất hay ạ. Cảm ơn tác giả và MC đã diễn đọc rất cảm xúc,normal_auto,high,-4,cảm ơn|rất hay,False
Cảm ơn chương trình rất bổ ích ❤ có thể cho mình xin sdt và địa chỉ của chị Hoa mình cần c giúp đỡ. ….,normal_auto,high,-4,cảm ơn|bổ ích,False
"Kịch bản giống các bộ phim trước đây của Hàn Quốc,nhưng có 1 cái gì đó thật sự quá tâm trạng và ngấm sâu vào trái tim của những kẻ sinh tình,kết hợp thêm giai điệu tuyệt vời này,xứng đáng là bản hit đi cùng năm tháng của những kẻ si tình cùng hoàn cảnh !",normal_auto,high,-4,ủng hộ|tuyệt vời,False
Cảm ơn Nsi làm karaoke tuyệt vời quá,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Cảm ơn bạn ra phim hay quá,normal_auto,high,-4,hay quá|cảm ơn,False
"Nghe tự nhiên nhớ lại ngày xưa quá, cũng hơn 10 năm rồi ấy. Giọng Phạm Trưởng hay quá",normal_auto,high,-4,hay quá|ủng hộ,False
"Ngay từ những giây đầu tiên em đã phải thốt lên ""Wow wow wow! Anh Trí đang nói em ư"" vì thực sự em vừa và hiện tại vẫn đang trải qua cảm giác trầm cảm nhẹ vì cô đơn, chẳng có hứng thú muốn làm gì cả! Em thậm chí còn không biết em đang làm gì, nằm dài trên giường, mắt dán lên trần nhà nhưng trong đầu không có một cái gì cả! Cảm giác nghi ngờ về sự tồn tại của bản thân ý",depression_auto,high,8,trầm cảm|cô đơn,False
Chị thương không bao giờ nghèo chị giàu mãi trên đời này giàu nhất thế gian cô thương ơi cảm ơn cô nhiều lắm cô nuôi ba đứa trẻ quá trời dễ thương,normal_auto,high,-4,cảm ơn|dễ thương,False
Giong noi chăc khoe giang rât hay va dê hiêu. Cam ơn bac si ngoc,normal_auto,high,-4,cảm ơn|rất hay,False
"Cảm ơn Better Version đã làm những nội dung vô cùng chỉn chu và giá trị. Giọng chia sẻ rất hay, âm thanh rõ, ấm, dễ nghe và những cuốn sách quá tuyệt vời",normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay,False
"Kênh này quá tuyệt vời, cám ơn các bạn!",normal_auto,high,-4,cảm ơn|tuyệt vời,False
Câu chuyện hay quá người cha tuyệt vời chúc 3 cha con luôn gặp may mắn trong cuộc sống ở hiền sẽ gặp lành,normal_auto,high,-4,hay quá|tuyệt vời,False
Hay quá dể thương quá,normal_auto,high,-4,hay quá|dễ thương,False
Hay quá cám ơn bạn nhiều lắm,normal_auto,high,-4,hay quá|cảm ơn,False
"quá chuẩn luôn ạ...em vẫn luôn so sánh bản thân với nhiều người lắm ạ, nào là học tập, khả năng, năng khiếu, tất tần tật mọi thứ... :((( hóng phần 2 để bản thân mình có thể tự giải quyết vấn đề này. Cám ơn anh rất nhiều vì video siêu bổ ích này ạ!!!",normal_auto,high,-4,cảm ơn|bổ ích,False
"❤❤❤❤❤❤❤❤❤❤cảm ơn h l v Kim Ba.Buổi tập thật là dễ chịu ,tuyệt vời quá",normal_auto,high,-4,cảm ơn|tuyệt vời,False
Hay quá. Cảm ơn Mộc San cùng ê kíp. Sớm mai lại được nghe rồi,normal_auto,high,-4,hay quá|cảm ơn,False
Mình luôn nghĩ tới tự tử như nghĩ tới con luôn bỏ qua cái tự tử.lieu có phải mình bị trầm cảm rồi hay không nhỉ,depression_auto,high,10,tự tử|trầm cảm,False
"Ui!! Tuyệt vời quá ạ, e cực thích những video podcast như v ạ❤ E mong có thể sớm có những video như thế này nữa ạ❤ có thể là tiếng việt hoặc tiếng anh ạ❤❤ Cảm ơn a vì một podcast rất hay🥰",normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay,False
Từ ngày minh bt đến bs ngọc lúc nào mình cũng hóng để xem thật bổ ịch cám ơn bs,normal_auto,high,-6,cảm ơn|bổ ích|ủng hộ,False
"cảm ơn vì video này. video rất hay và ý nghĩa, giọng người đọc rất truyền cảm ạ cảm ownnnn.",normal_auto,high,-4,cảm ơn|rất hay,False
Áp lực gia đình áp lực học tập thật đáng sợ 😭😭😭😭😭😭😭😭😭,depression_auto,high,9,áp lực|áp lực gia đình|áp lực học tập,False
"Em đang nghe bài hát này trong một sáng chủ nhật cảm xúc trống không. Cảm ơn anh Luân mang lại một bài hát đầy cảm xúc, chạm đến trái tim người nghe. Lúc đoạn rap phát lên em đã khóc, có lẽ ở đâu đó thấy được bản thân mình trong đó, mọi sự do dự của bản thân làm mất đi mối quan hệ thật sự quan trọng mà sau này không bao giờ tìm lại được nữa. Chúc mừng anh ra một bài hát tuyệt vời, hi vọng sẽ có nhiều người biết đến bài hát này. Chúc anh thành công hơn nữa.♥️",normal_auto,high,-6,cảm ơn|tuyệt vời|chúc mừng,False
"Hay tuyet voi qua hay tam tinh tinh cam ,thanh am truyen cam nhieu lam Nang Ca si Phuong Anh dep xinh ,xinh tuoi de thuong hay qua .Cam on Nang dep xinh Phuong Anh rat nhieu .💝🎀❤️🌷☘️🏵🌺🌸🌹🎼🎵🎶👍👏💝🎀❤️🎼🎵🎶☘️🌷🌷🌷🌷🌷🌷🌷🌷🌷☘️🏵🎼🎵🎶💝",normal_auto,high,-8,hay quá|cảm ơn|tuyệt vời|dễ thương,False
"Một buổi nói chuyện quá bổ ích, đầy ý nghĩa và nhân văn. Cảm ơn chương trình rất nhiều.",normal_auto,high,-4,cảm ơn|bổ ích,False
"Bài hát thật sự rất hay, em vừa trải qua 1 chuyện có lẽ phải nói là rất kinh khủng trong cuộc đời khi vừa đặt chân chập chững vào đời. Từng lời bài hát như đang an ủi con tim tan vỡ của em. Cảm ơn anh An Vũ rất nhiều, âm nhạc của anh đã thật sự chạm đến 1 vết thương đang đau đáu của 1 ai đó...",normal_auto,high,-4,cảm ơn|rất hay,False
"Tuyệt vời, cám ơn uyên nhiều",normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Quá tuyệt vời, hay quá cs ơi 💜💜💜🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹👍",normal_auto,high,-4,hay quá|tuyệt vời,False
Câu chuyện rất hay cảm ơn tác giả,normal_auto,high,-4,cảm ơn|rất hay,False
Chị sam lùn mà còn đáng yêu mang theo cái bánh quy sau lưng đáng yêu quá à,normal_auto,high,-4,đáng yêu|yêu quá,False
Nó áp lực lắm Nó mệt mỏi Nó tốn nước mắt lắm Nó làm e khóc nhiều lắm e chỉ muốn chet,depression_auto,high,11,muốn chết|mệt mỏi|áp lực,False
"Cảm ơn kênh lồng tiếng, hay quá ạ",normal_auto,high,-4,hay quá|cảm ơn,False
Em mới xem dạo gần đây thôi nhưng thích anh ghê =)) Video của anh rất hay và bổ ích ạ,normal_auto,high,-4,bổ ích|rất hay,False
xem đến 3'28 em bấm dừng video để gỡ cài đặt facebook & messenger. Hôm nay em thật sự mệt mỏi về áp lực học tập thi cử; hy vọng là xem hết video năng lượng sẽ trở về với em,depression_auto,high,9,mệt mỏi|áp lực|áp lực học tập,False
phương anh ơi e ca trên cả tuyệt vời. hay và đj vào lòng người. xinh đẹp hát hay. chúc mừng e luôn thành công hơn nữa trong tương lai. e đẹp dịu dàng dễ thương quá.,normal_auto,high,-6,tuyệt vời|dễ thương|chúc mừng,False
Video của kênh này thì bao chất lượng xem thích vailon học được rất nhiều bài học bổ ích cảm ơn kênh rất nhiều,normal_auto,high,-4,cảm ơn|bổ ích,False
Hay quá a huy ơiiiiiii mãi ủng hộ anh tiến lên nhé❤❤,normal_auto,high,-4,hay quá|ủng hộ,False
"Chất giọng em này hay quá ,thật tuyệt vời ,có một k hai, quá đặc biệt",normal_auto,high,-4,hay quá|tuyệt vời,False
Câu chuyên rất hay Cảm ơn đã được nghe,normal_auto,high,-4,cảm ơn|rất hay,False
"Mỗi buổi sáng khi thức dậy, mặc kệ những tin tức hay drama, vẫn hay vào kênh và nghe những bài học, chiêm nghiệm thật bổ ích. Cám ơn admin 🍀🍀",normal_auto,high,-4,cảm ơn|bổ ích,False
"Hay quá bạn ơi , xin cảm ơn bạn nhiều like 🤓👍",normal_auto,high,-4,hay quá|cảm ơn,False
Hay lắm lắm luôn ạ. Khi những bài hát bây giờ hầu như chỉ chú ý đến giai điệu bắt tai còn lyrics thì sáo rỗng đến phát ngán thì nhạc của Kai lại có cả phần nhạc và phần lời tuyệt vời. Cảm ơn Kai vì 1 bài hát hay. Cảm ơn Kai đã ôm tôi bằng giai điệu rất đẹp này!,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Đúng là mẹ mình có rất nhiều tổn thương, mẹ mình từng nói với mình mẹ mắc bệnh tâm lý, mẹ từng muốn tự tự để rời bỏ mình đi, mẹ muốn tự tử trước mặt mình, mình từng rất thương mẹ, nhưng mà bây giờ mình không chắc nữa, vì có lẽ mẹ không thương mình như mình thương mẹ",depression_auto,high,8,tự tử|tổn thương,False
video hay quá ạ,normal_auto,high,-4,video hay|hay quá,False
"Nhạc của Mylina luôn đậm chất riêng, rất hay, rất thơ nhưng cũng đượm buồn. Ủng hộ Mylina, mong e sẽ càng được biết đến nhiều hơn",normal_auto,high,-4,ủng hộ|rất hay,False
"Video hay quá ạ, em cảm ơn thầy nhiều 😀😀😀",normal_auto,high,-6,video hay|hay quá|cảm ơn,False
Quá tuyệt vời.. tôi sẽ làm làm theo lời chỉ dẫn của bác sĩ.... cảm ơn bác sĩ và chương trình...,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Cháu chào cô, cháu mới vô tình biết đến cô khi đang lướt Youtube, giọng hát của cô rất hay ạ. Cháu đã tìm rất nhiều ca khúc khác của cô để nghe thêm và cực kỳ thích cách cô thể hiện ca khúc. Cảm ơn cô và cháu chúc cô gặt hái được nhiều thành công trong công việc ạ",normal_auto,high,-4,cảm ơn|rất hay,False
"Mỗi bài chia sẻ của kênh đều khai sáng cho mình những điều bổ ích, tiến bộ và chữa lành bản thân. Cám ơn kênh thật nhiều.",normal_auto,high,-4,cảm ơn|bổ ích,False
"lâu rồi mới nghe một bài hay như thế, replay mãi luôn, đỉnh từ nhạc, lời bài hát sang đến nội dung mv, diễn viên..chúc tteam ngày càng thành công, muốn nói với em sẽ được biến đến rộng rãi hơn, vì nó quá tuyệt vời, em sẽ luôn ủng hộ thái vũ, luôn ủng hộ tteam.",normal_auto,high,-4,ủng hộ|tuyệt vời,False
"Rất bổ ích cảm ơn cháu nhiều nhé ""'",normal_auto,high,-4,cảm ơn|bổ ích,False
"Nói hay quá Tuệ An ơi , cám ơn đời đã có một Tuệ An",normal_auto,high,-4,hay quá|cảm ơn,False
"Cảm ơn Minh về video rất hay và ý nghĩa này, chúc Minh nhiều sức khỏe và thành công trong tương lai!!",normal_auto,high,-4,cảm ơn|rất hay,False
"Kênh chia sẻ nhiều sách rất hay, rất hữu ích. Xin cảm ơn!",normal_auto,high,-4,cảm ơn|rất hay,False
Cảm ơn bạn đã có một vi deo rất hay và bổ ích cho đời sống hiện tại chúc bạn thành công trong cuộc sống và hạnh phúc bên người thân yêu nhất chào bạn tôi thấy vi deo này rất hay thiết thực cho cuộc sống và những gia đình có nhiều màu sắc khác nhau,normal_auto,high,-6,cảm ơn|bổ ích|rất hay,False
😢😢😢😢 em nhìn chị khóc em cũng khóc mặc dù hay nhưng cũng hơi buồn vì chị hát rầt hay em cũng thích bài hát này vì em đang khóc đây ạ.😢,normal_auto,high,-4,ủng hộ|rất hay,False
Rất hay bạn ạ mong rằng lúc nào bạn cũng da nhiều video hay,normal_auto,high,-4,video hay|rất hay,False
"hôm nay là một ngày mệt mỏi của em ;-; em mệt mỏi trong việc chọn ban, mệt mỏi vì áp lực thi cử. ba mẹ em không hiểu, em thấy mệt lắm, ai cũng nghĩ em chỉ đi học thôi mà, cũng không có gì to tát, nhma năm nay năm cuối, em chán nản lắm. Nếu chuyện này mà diễn ra hết năm em không chắc mình cầm cự nổi nữa",depression_auto,high,9,mệt mỏi|áp lực|chán nản,False
A hát hay quá em cảm ơn a nhiều vì a hát hay nhất,normal_auto,high,-4,hay quá|cảm ơn,False
mk từng áp lực về học tập khi ko thi đc vào trường danh tiếng mk đã từng có ý định tự tử và mk đã thực hiện điều đó vào một lần. Mk uống thuốc ngủ nhưng ko thành,depression_auto,high,8,tự tử|áp lực,False
Phim hay quá nhưng hơi nhiều quảng cáo ❤😂😢😮😅😊,normal_auto,high,-4,hay quá|ủng hộ,False
"A di đà phật . Cảm ơn thầy, thầy giảng rất hay ạ ❤",normal_auto,high,-4,cảm ơn|rất hay,False
Nhạc dính quá dính luôn 😅❤❤❤,normal_auto,high,-4,quá đỉnh|đỉnh quá,False
"Cảm ơn em nhiều lắm, một bài thuốc rất bố ich",normal_auto,high,-4,cảm ơn|bổ ích,False
"Cảm ơn chị rất nhiều về những lời chia sẻ ý nghĩa và sâu sắc này, nó đã giúp em nhìn nhận đc rất nhiều điều, giúp e thay đổi suy nghĩ và tích cực hơn, mong rằng ngày nào đó e sẽ quay lại video này vs 1 phiên bản tốt hơn của chính mik, e sẽ luôn ủng hộ cj, chúc c sẽ ra nhìu video hơn và thành công hơn nhé❤🍀",normal_auto,high,-4,cảm ơn|ủng hộ,False
Hay quá ạ . Cảm ơn tác giả,normal_auto,high,-4,hay quá|cảm ơn,False
"Hay quá , cảm ơn thầy nhiều",normal_auto,high,-4,hay quá|cảm ơn,False
"Rất ủng hộ anh ngày càng phát triển trong lĩnh vực âm nhạc . Giọng hát của a rất hay và truyền cảm , lời bài hát ý nghĩa thấm đẫm yêu thương trong từng câu chữ . Hình ảnh chất lượng được sự đầu tư kĩ càng trong từng chi tiết . Chúc mừng anh",normal_auto,high,-6,ủng hộ|rất hay|chúc mừng,False
Cảm ơn anh vì những gì a chia sẽ.rất hay !,normal_auto,high,-4,cảm ơn|rất hay,False
hát hay..rap tốt..sáng tác được...visul đẹp..k drama....quá ok ah đặc biệt biết kể chuyện vui 😂😂🎉🎉🎉🎉 chúc mừng ah luôn ủng hộ ythuong..say hi,normal_auto,high,-4,ủng hộ|chúc mừng,False
Coi anh em học được nhiều cái hay lắm cảm ơn anh,normal_auto,high,-4,cảm ơn|học được nhiều,False
"Tổng tài thật đẹp người đẹp nết ,cô vợ thôn quê cũng rất chất, đáng yêu , gia đình chồng rất tốt .cảm ơn đạo diễn cho bộ phim rất hay .",normal_auto,high,-6,cảm ơn|đáng yêu|rất hay,False
"Cảm ơn team Tâm Lý Học đã làm một video hay thế này, nó đặc biệt ý nghĩa và giúp ích cho mình ngay tại thời điểm này. ❤",normal_auto,high,-4,video hay|cảm ơn,False
"Truyện rất hay, nhân văn, ý nghĩa. Cảm ơn tác giả.",normal_auto,high,-4,cảm ơn|rất hay,False
"Hay quá, cảm ơn rất nhiều ạ",normal_auto,high,-4,hay quá|cảm ơn,False
"BS chia sẻ kiến thức rất bổ ích, cảm ơn BS!❤❤❤",normal_auto,high,-4,cảm ơn|bổ ích,False
"Cảm ơn BS rất nhiều vì đã giành thời gian quý báu để giải thích bệnh thông qua cách nói dí dỏm với những câu chuyện rất hay, rất thật.",normal_auto,high,-4,cảm ơn|rất hay,False
"Hát tuyệt vời quá em, chạm vào trái tim anh rồi. Luôn ủng hộ những nghệ sĩ tài năng có thực lực. Người nghe nhạc chỉ nên nghe nhạc, đời sống của nghệ sĩ không nên quá quan tâm!",normal_auto,high,-4,ủng hộ|tuyệt vời,False
Hát bè hay quá xen kẽ với rap quá đỉnh.,normal_auto,high,-4,hay quá|quá đỉnh,False
"Dạ, bài hát rất hay.Người hát rất tuyệt vời! Dạ, cảm ơn nhạc sĩ, ca sĩ !",normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay,False
Cảm ơn chị rất nhiều. Chị nói chuyện dễ thương quá^_^,normal_auto,high,-4,cảm ơn|dễ thương,False
Thật tuyệt vời!!!! Cảm ơn Better version- người bạn thân thiết của tôi!!!😘💖,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Phim hây quá ❤❤❤cảm ơn,normal_auto,high,-4,hay quá|cảm ơn,False
bạn mũ vàng nói chuyện đáng yêu quá,normal_auto,high,-4,đáng yêu|yêu quá,False
rất hay xin cam ơn ct,normal_auto,high,-4,cảm ơn|rất hay,False
"Cảm ơn những chia sẻ bổ ích về Sk của Bác Sĩ,chúc BS nhiều SK ,niềm vui ,HP!",normal_auto,high,-4,cảm ơn|bổ ích,False
"Nhạc Quá Hay và ý nghĩa , Tuyệt vời , Cảm ơn Ca Sĩ hát rất hay 👍❤️❤️❤️🎉🎉🎉",normal_auto,high,-6,cảm ơn|tuyệt vời|rất hay,False
"rất hay, cảm ơn bạn!",normal_auto,high,-4,cảm ơn|rất hay,False
video rất bổ ích ạ❤ cám ơn kênh rất nhiều.,normal_auto,high,-4,cảm ơn|bổ ích,False
Cảm ơn quý khán giả đã ủng hộ Vinh Tuấn❤❤. Đừng quên nhấn ĐĂNG KÍ để thưởng thức những ca khúc mới nhất trên kênh Vinh Tuấn Official nhé 🌹🌹❤❤❤❤❤❤❤❤,normal_auto,high,-6,cảm ơn|ủng hộ|dễ thương,False
