comment_text,label,weak_label,confidence,depression_score,matched_keywords,source,weight,annotation_round
"Cháu mồ côi cha mẹ từ nhỏ nghe bài này cháu lại càng buồn.Hồi học mầm non cháu bị các bạn cô lập cháu rất buồn nhưng rồi lên cấp 1,2 cháu đã có bạn,cháu chỉ có bà yêu thương , chăm sóc.",0,,,,,human_gold_round6,3,round6
"áp lực từ gia đình thôi, như nhà tôi thì thi cử bình thường lắm, nhưng tôi thi cũng ko đc cao lắm =))",0,,,0,,human_gold_round5,3,round5
mình cũng tự ti. Tự ti quá nhiều và mình cũng cố thay đổi dần dần. C.on Vừng đã chia sẻ 💓,0,,,,,human_gold_round6,3,round6
Em không biết làm gì để giải tỏa áp lực đang có trong e.e đang ở tuổi 21 và chọn cách xem kênh của chị.mong e sẽ tốt hơn ngày qua.và mong e có thể sữ buông bỏ được những người e coi là bạn bè,0,,,,,human_gold_round6,3,round6
E đang thất tình e bài này e muốn khóc quá 😭😭😭😭😭,0,,,,,human_gold_round6,3,round6
Câu số 2 nếu bị trúng thì cũng không giúp ích được gì Nếu đẩy xuốn thì ko chỉ chết năm ng mà ng bị đẩy xuốn chết luôn😢😢😢,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Em không ngủ đươc ngủ là cứ suy nghĩ lung tung cả đêm,0,,,,,human_gold_round6,3,round6
LNY này k làm tui thất vong ❤❤❤❤,0,,,0,,human_gold_round5,3,round5
Mình cũng cô đơn rất nhiều ở trường,0,,,,,human_gold_round6,3,round6
Bs cho tôi hỏi tôi bị mất ngủ đi khám bs nói bị trầm cảm đã uống thuốc amtrytylin và clozipex từ 2015 đến nay tôi đã từng giảm liều và thử ngừng uống thuốc nhưng lại không ngủ đc. Vậy có phải là phải uống thuốc cả đời hay không. Cảm ơn bs,0,,,,,human_gold_round6,3,round6
Tui ko bao giờ ghet ba me mình nhưng đối với 1 người như tui khi nghe những câu noi ap luc cũng đủ để giết 1 tâm hồn .toi ko áp lực về việc học thứ toi áp lực là lời nói 😊😊 tôi ko bao giờ tâm sự với ai vì tôi biết nếu tui noi thì tui sẽ khóc .nhiều luc tui lại hỏi bản thân mình . .... Có sao ko cô gái 😊😊,0,,,,,human_gold_round6,3,round6
"Hồi nhỏ đùa chạy mẻ nửa răng của không biết cách giải quyết lớn lên làm hư mất răng , thành ra tự tị , khép nép không dám cười nói lớn , ăn cơm không ko hở răng , nhóm 10 người đi chơi thì tới em thì đi ngang bị chó sủa , 100 lần đubgs 100 lần như thế , ngồi đâu cũng bị muỗi cắn . Sau này lớn lên làm có chút tiền đi làm răng lại tự tin chút ít nhưng vẫn còn nhát , nhiều khi mình nói chuyện mà người xung quanh không hiểu , cứ như mọi người trong vòng , còn mình ở ngoài vậy á . Sau này lớn ít quan tâm hơn nên cảm thấy đời vui hẳn , nói không hiểu thì thôi , tôi cứ nói bạn không hiểu mặc bạn , chúng ta không thuộc về nhau ấu âu , về muỗi hay cắn thì tìm hiểu và biết là nhóm máu nên mình thu hút chúng thôi , còn lũ chó , kệ đi không quan tâm , thấy thì tránh :)",0,,,,,human_gold_round6,3,round6
"vợ tôi cũng từng bị trầm cảm sau sinh, may mà mình quan tâm kịp thời không thì không biết hậu quả như thế nào",0,,,,,human_gold_round6,3,round6
Cảm giác a ấy im lặng 20 ngày nay rồi mình thật sự khó chịu. Nhưng lỗi là do mình gây ra mà,0,,,0,,human_gold_round5,3,round5
Tôi có ước muốn đổi căn bệnh tâm lí này để tôi bị 1 bệnh vật lí nào đó 😢. Cái bệnh tâm lí này thật sự sợ hãi 😢 Nó làm chủ bản thân ng bệnh . 😢 Mà ko làm gì được 😢,0,,,,,human_gold_round6,3,round6
"Thật sự gần đây làm việc gì cũng không ra hồn, cũng tại bản thân mình hết, rồi tự stress, tự buồn",1,,,,,human_gold_round6,3,round6
Đạp cú thứ 5 văng 2 trái dứng 😂😂😂,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"thế nhưng mà khi em chuyển từ fixed mindset qua growth mindset em bị lười đi ý Em cảm giác như fixed mindset nó luôn luôn nhắc nhở em là em phải cổ gắng lên, đừng lười nữa. Nhưng không có một người nào đó để bản thân đố kị nữa thì em lại mất đi mục tiêu của mình. Nhiều khi em nghĩ mình phải tìm được mục tiêu nào đó khiến mình theo nó đến cùng nhưng mục tiêu đó vấn không thể nào bằng được mục tiêu vượt qua đứa bạn mà mình đố kị. Nên khi người bạn đó không còn ở gần em nữa thì em gần như lười biếng đi rất rất nhiều",0,,,,,human_gold_round6,3,round6
"Như nhìn thấy quá khứ của mk vậy, giờ đây mk rối loạn cảm xúc lưỡng cực, gần như luôn hưng cảm nhưng luôn luôn trầm cảm nặng, rối loạn giấc ngủ, tâm thần phân liệt, test nhân cách thì SC cao,cuồng loạn,... Mk khuyên không nên vì sợ mà để con ở nhà một mk quá lâu, nó còn bộc phát như cậu bé kia còn tốt đấy, đến lúc im lặng thì mọi chuyện kết thúc rồi, đứa bé có thể vẫn yêu bạn, nhưng lớn lên nó se, tìm mọi cách thoát khỏi bạn, vẫn sẽ phụ g dưỡng bạn nhưng nó cũng oán trách bạn. Bố mẹ mk cãi nhau và mk có nghiêng về bố mk một chút vì lúc đó mk cũng k chịu nổi tính mẹ,xong mẹ bàng hoàng tại sao lại như vậy? Mẹ à mẹ đối xử với người ngoài rất tốt, luôn nhẹ nhàng tinh tế quan tâm chăm sóc, cũng rất sĩ diện. Nhưng với gia đình thì không, mẹ thật sự không hiểu tại sao ư? Tôi không cho mẹ biết về bệnh của mk,mỗi tháng đều tự đi khám và mua thuốc, tiền thuốc chỉ bằng 1/10 tiền lương, trích ra từ tiền ăn, trừ chi tiêu chỗ lương còn lại đều gửi cho mẹ. Vậy mà bà còn nói mấy tháng này con đưa ít thế, tôi cùng vừa mất việc, sau đó đột nhiên nghĩ đến tự sát đi nhưng lại thôi, vì tôi còn một đứa em nhỏ, nó đang giống đứa bé trong video, tôi không muốn em tôi trở thành tôi thứ 2, nhưng mà bất lực thật đấy. Mong bố chóng về, vậy là có thể cản mẹ phần nào rồi. Cuối cùng chỉ có thể nói trầm cảm sau sinh thật đáng sợ, vì nó là nguồn cơn mọi việc, nếu khi đó bố không ngoại tình thì tốt r, mẹ sẽ k trầm cảm rồi trút hết mọi thứ lên tôi, và tôi cũng không vì sợ hãi mà khép mình lại, sẽ có thể hạnh phúc rồi",1,,,,,human_gold_round6,3,round6
"Áp lực học tập, áp lực gia đình, áp lực điểm thi, tôi điều phải gánh chịu 😢",0,,,,,human_gold_round6,3,round6
"Mình thì bị ám ảnh nghi bệnh, tại mình bị bệnh j cũg tra Google, mình chỉ bị viêm họng tra Google lại xuất hiện hàng loạt triệu chứng ung thư triệu chứng bệnh giống hệt luôn, khiến mình sợ hãi lo lắng vô cùng, nhiều lúc mình đau thoáng qua, cũg nghi ngờ mình bị ung thư, có ai bị giống mình hongg",0,,,,,human_gold_round6,3,round6
tui từng bị cái này nè chữa gần 10 năm.Giờ thì tạm ổn thôi nhưng khi gặp chuyện gì sốc hay áp lực quá lớn thì bệnh có dấu hiệu tái phát khiến tui phải nghỉ học nghỉ làm 1 2 ngày để recover lại mới tiếp tục dc,0,,,,,human_gold_round6,3,round6
"mik k hiểu tại sao mà lúc bn mik bảo nó trầm cảm thì nhóm bn mik ai cũng quan tâm hỏi thăm nó. Còn mik bảo dạo này mik thấy buồn buồn,thấy khác thường ngày thì k ai nói j cả, 1 câu cũng k hỏi thăm",0,,,,,human_gold_round6,3,round6
Em đang bị cả 7 triệu chứng luôn a trí ơi. Em có thể dục được đều đặng 4 năm nay. Nay e đi tập e không còn cảm giác nó xã ra những cơn tiêu cực. Mà càng lúc càng nặng. Như hôm nay e không còn muốn đụng vô cục tạ nữa. Thời khóa biểu của em luôn là dành 1 buổi sáng cho bản thân. Mà giờ e tiếp tục không được. Còn công việc của em là làm da thủ công. E cũng gắn bó với nghề được 8 năm rồi.mà giờ em không còn cảm hứng với nghề nữa 🥲🥲,1,,,,,human_gold_round6,3,round6
"Đợt này cứ tháng 1 lần mình bị cảm giác chán nản ập tới. Tới mức nghĩ cuộc sống thật nhạt nhẽo. Cũng nghĩ liệu mình có trầm cảm. Nhưng hoá ra gọi là burn out, giờ mới hiểu😅 may k phải bịnh",0,,,,,human_gold_round6,3,round6
Ai từ vd ông kia đập chai dô đầu ông nọ r có ông khác lại chỉa súng hongg :))😵,0,,,-2,,human_gold_pre_round5,3,round4_or_earlier
"Dính rồi thik thật , ở nhà mẹ lun thiên vị cj thôi ba thì là thầy giáo mik lun đc mn ngưỡng mộ vì có cha làm thầy giáo , ba mik suốt ngày nhậu nhẹt xong xong rồi lôi mik ra làm mấy trận đòn cj mik thì bj bệnh nên mẹ lun quan tâm cj nên cứ bắt mik làm nhìu vc hơn mik mệt mỏi lắm ròi , lúc mik thì kì 1 lp3 mik đc một 8 bốn 10 mẹ bảo sao ko mười hết ik một tám để làm j đến thi cuối kì mik đc ba 9 hai 10 mẹ vẫn la mặc dù đem bằng khen hs xuất sắc thế giới này làm j có công bằng tớ miền ch*t :(((",1,,,,,human_gold_round6,3,round6
"Nói gở bốn, năm chục năm nữa Đinh Đoàn có mất đi thì cũng là điều không tránh khỏi, nên ngay từ giờ hãy đào tạo, tạo dựng cho đời chí ít có một Đinh Đoàn để nối tiếp cho đời trong tương lai.",0,uncertain,low,0,,human_gold_pre_round5,3,round4_or_earlier
Khi nào mình cx bị đày đoạ chết. Bà mẹ thì bảo mình đi mua thuốc uống tự tử chết ở ngoài ko chết trong nhà. Lúc nào cũng đì mình xuống ko để mình phát triển,1,,,,,human_gold_round6,3,round6
"Bac si co the dang tai nhg bai bang tieng anh cho gioi tre coi dc o, toi muon cho con trai toi coi trang mang cua bac si Mà no o Hieu tieng viet Cam on bac si",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Đúng vậy. Lên giường từ 10h. Nhưng nhăm mặt lại. Bao nhiêu vui buồn trong tâm trí hiện ra. Hazzz. Thật sự tủi thân.,0,,,,,human_gold_round6,3,round6
"Áp lực từ phía gia đình rồi điểm số những lần thi học kỳ và không có thời gian nghỉ ngơi có những lúc chỉ muốn gào thét lên rồi những lúc giấu đi những giọt nước mắt không phải ai cũng giống nhau nhưng lại đều giống nhau ở chỗ""áp lực học hành""",0,,,,,human_gold_round6,3,round6
Cô chi rùm bị mất ngủ kinh niên,0,,,,,human_gold_round6,3,round6
Hồi nhỏ mình cũng bị như vậy😊,0,,,0,,human_gold_round5,3,round5
"Cho mk hỏi những dấu hiệu như dễ mất tập trung vào việc mk đang làm , hay buồn ngủ trong lúc làm việc và học tập , dù đã ngủ rất nhiều những vẫn buồn ngủ , luôn muốn ở một mình , ngại dao tiếp và ko b nói j khi gặp người quen , tính khí rất thất thường đang vui thì 5' sau có thể buồn chán , luôn có những nỗi buồn và ko muốn chia sẻ nó với ai , luôn có cảm giác ko ai thương mình , ăn cơm với gia đình xong lại vào phòng và bấm đt lúc nào cũng cấm đầu vào đt Mn cho em hỏi đó có phải dấu hiệu của trầm cảm ko ạ",0,,,,,human_gold_round6,3,round6
cảm ơn bạn đã chia sẻ sư thật về nhận thức tư duy tiêu cực..,0,,,0,,human_gold_round5,3,round5
"Mình từng bị thất tình, cảm giác rất đau khổ, ko thể nói nên lời, muốn viết đôi điều tâm sự nhưng lại ko dám viết và từng làm nhũng điều điên cuồng mà hai mấy năm có ngủ mơ cũng không nghĩ là mình sẽ làm. Từng yêu sâu đậm một người và rồi bị đơn phương chia tay với lý do hết yêu, hết duyên phận. Ban ngày đi làm mình cố cắm đầu vào công việc, cứ rảnh chút là nghĩ về nó, đêm đến là những giọt nước mắt lăn dài và mình đã mất 2 năm để quên đi tất cả. Và dường như đó cũng là sự trớ trêu, sau 2 năm người đó nói lời muốn quay lại mình đã nhẹ nhàng buông lòng thắng thắn phũ phàng, rồi cả em gái và bác trai người ta gọi điện muốn nối lại tình xưa cho bọn mình. Mình thấy thật nực cười. Mong rằng Trâm và Tùng sẽ cùng nhau đi tới bến hạnh phúc. Nếu có ngã rẽ chia đôi thì mình cũng là người ủng hộ Trâm, cầu chúc Trâm tìm đc hạnh phúc. Yêu mà phải chia tay vì biết người ta ko còn dành tình cảm cho mình, mình thấy Trâm thật mạnh mẽ. Trước đây mình không làm được như vậy. Cố lên em. THƯƠNG EM",0,,,,,human_gold_round6,3,round6
"Thật sự Thầy là vị cứu nhân,cứu rổi tâm hồn con....tiktok đưa con tìm đến thầy, thầy khai sáng cho tâm hồn con rất nhiều, thật sự Trầm Cảm nó có trong con là thật..Con nghĩ mình chết thật rồi, nhưng con thường xuyên nghe những bài giảng của thầy, tất cả những bài thầy nói đều có con trong đấy..Con dc giải tỏa, dc hiều nhiều hơn và buông bỏ những thứ luôn làm cho con đau khổ..cuộc sống con k mong trọn vẹn hoàn hảo,nhưng con mừng vui quá vì đã có thầy..mỗi lần như vầy thì con có thầy rồi, có ng bảo vệ tâm hồn cho con khỏi đơn độc cuộc đời này..A Di Đà Phật 🙏",0,,,,,human_gold_round6,3,round6
Thông đừng suy nghĩ => hết suy nghĩ nhiều 👍,0,,,0,,human_gold_round5,3,round5
"Tôi có cảm giác tôi bị trầm cảm tôi cảm thấy thất vọng và tội lỗi, tôi sợ tiếp xúc nơi đông người luôn cảm thấy lo lắng sợ hãi , cảm thấy tủi thân thích một mình và tôi không thể ngủ vào ban đêm như trc đây nữa và tôi rất áp lực trong việc học tập năm nay đã là năm thứ 2 của tôi r hiện tại tôi đang học lớp 11 phải làm sao mới khác phục được đây m.n",1,,,,,human_gold_round6,3,round6
"sống trong 1 cuộc hôn nhân cô đơn trống trải , k một lời hỏi han vk có mệt k ? k 1 cái ôm động viên . thật sự buồn tủi . chẳng lẽ cả đời phải sống vs 1 ng vô tâm , hờ hững . chả lẽ phải cố gắng vì con .",0,,,,,human_gold_round6,3,round6
Cái này là cái chết ngu dốt nhất mà tôi từng gặp luôn á chứ tuyệt vọng cái gì,0,,,,,human_gold_round6,3,round6
"Cái áp lực vô hình phải bằng các bạn đã gặm nhấm em mỗi ngày. những đêm thức khuya ngủ không được rồi khóc. Lúc xem video của chị là lúc em đang rất mệt mỏi và hầu như là bất lực vì không biết làm gì. Những lời khuyên của chị thực sự giúp em rất nhiều. Như chị đã nói là cứ va vào cái vòng lặp luẩn quẩn ấy, mà quên rằng việc gì cũng có cách giải pháp. Em chắc chắn đã suy nghĩ tích cực hơn, đặt cho mình những kỳ vọng, mục tiêu thỏa mái hơn. Hiện giờ em thấy rất hạnh phúc và hài lòng. Ngày mai là ngày em thi Hsg mong rằng bản thân sẽ làm bài thật tốt, vượt qua bản thân, khiến em tự hào <3",0,depression_auto,high,9,mệt mỏi|áp lực|bất lực,human_gold_pre_round5,3,round4_or_earlier
"Nghe bài này chợt ký ức xưa lại ùa về. Nhớ cái ngày năm 2012, khi nghe tin em yêu của tôi bỏ quên tình tôi đi lập gia đình..😢😢😢😢😢Cảm xúc lúc đó như bầu trời kéo mây đen phủ cuộc đời tôi và cảm giác cả bầu trời đang sụp xuống😢😢",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"6 năm trước con gặp biến cố đầu tiên trong đời, có lẽ là nỗi đau lớn nhất mà con từng trải qua, lúc đó con rất tuyệt vọng và chìm trong nỗi đau đó 1 thời gian dài. Con từ một người rất nội lực, sống hết mình với đam mê thành một người không muốn làm gì cả, chỉ muốn ngủ để thời gian trôi đi. Mặc dù nỗi đau đó đã qua nhưng con vẫn không thể quay lại là con như trước. Con sống vật vờ suốt 6 năm trời, dường như không có thành tích nào đáng tự hào. Mới đây, con lại trải qua một nỗi đau , con đã rất khổ sở với nó, tâm hồn con càng trở nên khô cạn, dù rất muốn sống tốt nhưng con không thể vì nỗi đau đeo bám con từng giây từng phút. Tình cờ còn nghe được 1 video của Thầy, con thấy nhẹ nhõm hơn rất nhiều.Khi nào có thời gian hoặc quá mệt mỏi con lại mở video của Thầy nghe, bây giờ con cảm thấy mình có nhiều năng lượng, có động lực thức dậy mỗi ngày để thực hiện mục tiêu, con không còn cảm thấy mệt mỏi nữa, con sống thanh thản hơn, mạnh mẽ đối mặt với nghịch cảnh hơn. Con cảm ơn Thầy rất nhiều 🥰",1,depression_auto,high,9,tuyệt vọng|cô đơn|mệt mỏi|cảm ơn,human_gold_pre_round5,3,round4_or_earlier
"Mình đang trải qua trạng thái burnout (kiệt sức nghề nghiệp) sau một thời gian dài làm việc với cường độ cao để được công nhận. Khi cuối cùng cũng được ghi nhận và đề xuất vị trí cùng mức lương mới, mình lại không còn đủ năng lượng hay cảm xúc để đón nhận. Phần thưởng đến trễ khiến dopamine cạn kiệt, dẫn đến mất cảm xúc với chính mục tiêu mình từng khao khát, mình cảm thấy trống rỗng vì tưởng như sẽ đánh đổi được cảm giác hài lòng. Phần thưởng trở nên 1 gánh nặng, vì việc nhận thưởng cũng đồng nghĩa với việc mình phải tiếp tục cố ( Mình không muốn nhận vị trí mới trong trạng thái cạn năng lượng, vì như vậy sẽ không công bằng cho cả bản thân lẫn tập thể) Về bản chất, mình không mất tham vọng, chỉ là cơ thể đang chuyển sang cơ chế buộc mình phải “dừng lại” để tránh tổn thương sâu hơn. Mình nên làm gì để không đánh mất cơ hội này nhỉ? Việc mình từ chối tiếp nhận vị trí này có phải đúng không? Hay mình quá hèn để có thể đảm nhận? Nó có tên gọi khoa học nào cho triệu chứng này không Duy?",0,,,,,human_gold_round6,3,round6
"rất nhiều lần em rơi vào luồng suy nghĩ rối bời về mục tiêu về cuộc sông, em đều nghĩ đến podcast của chị. em cảm ơn chị rất nhiều",1,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Các căn bệnh tự miễn như Lupus, vảy nến, ... hay rối loạn thần kinh thực vật, ... cũng có thể gây ra trầm cảm",0,,,,,human_gold_round6,3,round6
"Chẳng biết mình muốn gì nữa. Muốn nói ra cho tất cả mọi người là mình trầm cảm nhưng nói ra lại sợ chả ai tin, nói xong họ lại cười mình",1,,,,,human_gold_round6,3,round6
"Đi làm về, lướt tiktok rồi qua tìm ngay, trời âm u của buổi sáng cuối tuần cũng như tâm trạng tôi lúc này vậy, buồn,trống trải, 1 chút hoài niệm về quá khứ,1 chút lo lắng cho tương lai,1 chút thất vọng cho hiện tại.đã cố gắng nghĩ tích cực,lạc quan hơn nhưng không tránh khỏi những phút yếu lòng như lúc này 😔. Cảm thấy bản thân mình thật tệ 😢",0,,,,,human_gold_round6,3,round6
"Tôi đã từng là 1 người nhìn mặt người khác để sống. Luôn tỏ ra nhún nhường nhưng bên trong lòng lại không vui. Oán trách cuộc đời, gòng mình tỏ ra mạnh mẽ. Đến lúc ko còn sức nữa, rơi vào trầm cảm. Không có gì trong tay.... Cho đến bây giờ tôi nhận ra, chỉ cần là chính mình, mình vui thì làm, không vui thì từ chối. Làm chủ cảm xúc, lựa chọn ứng xử như thế nào và tự chịu trách nhiệm. Trân trọng và biết ơn, bao dung được người khác là sự giải thoát chính mình.",0,,,,,human_gold_round6,3,round6
2h em chưa ngủ đc nên comment nè :)))),0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Mình đã cố gắng để quên và gạt ra khỏi tâm trí đc 2 ngày thôi rồi bất an đó lại quay lại , mình mệt mỏi quá rồi Tuệ an cứu mình với",0,,,,,human_gold_round6,3,round6
"Từ ngày ấy con tim chẳng còn rung động trước ai nữa Có một người đã từng nói:"" Luôn có tg, bất kể khi nào cũng được☺"" Hóa ra đó là câu nói khiến mình đau nhất và nhớ nhất💔",0,,,0,,human_gold_round5,3,round5
"một sĩ tử 2008 sắp đối diện với kì thi quan trọng nhất đời mình, đêm nào cũng nước mắt âm thầm lăn trên gò má. Còn 80 ngày nữa là thi nhiều áp lực dồn nén vào lúc này quá, áp lực từ học tập, bạn bè, tiền bạc, tình duyên, những sự kì vọng của mọi người. Tạo thành một con dao vô hình đang hướng về phía mình. Chỉ biết an ủi bản thân cố lên, nhưng mà mình thật sự ko cố đc nữa, cũng ko muốn cố nữa.........",1,,,,,human_gold_round6,3,round6
"T của hồi hè lớp 6 từng bị trầm cảm(kiểu như là hồi ấy t bị áp lực gđ ý) nhưng m sao gần cuối hè t đã phát hiện ra một thứ thú vị và từ đó nếu mỗi lần t bực bội bm t (đấy là cái dấu hiệu của trầm cảm đấy, hay bị bực bội xong r suy nghĩ tiêu cực vô cớ lắm) là t sẽ bơ bm t ik. R t ra ngoài để chơi cái thứ thú bị đó. Thế r dần dà, chắc là t tập trung vào cái đấy nhiều hơn là bm t nên t ko còn dễ bực hay mấy cái triệu chứng như trên nx. Xong là đến cuối tháng hè bệnh của t đã nhẹ hơn nhưng đến khi học hết 1 tháng đầu năm học lớp 7 t mới khỏi hoàn toàn và toàn bộ quá trình giúp bản thân hết khỏi trầm cảm đó cx chỉ có một mình t tự cứu lấy bản thân mình thôi",0,,,,,human_gold_round6,3,round6
Hy vọng nhiều người bệnh trầm cảm sẽ xem được những chia sẻ này của Bác Nghĩa để hiểu đúng về bản chất của căn bệnh.,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Tôi cảm thấy tâm trạng rất tích cực, khỏe hơn và lạc quan hơn rất nhiều !",1,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Có một khoảng thời gian vài năm tôi được sống một mình trong một căn hộ nhỏ, hằng ngày đi làm một cv bình thường, cuối tuần ngồi một mình nghe một bản nhạc, chăm sóc vài chậu hoa. Không người yêu, không gia đình bên cạnh nhưng nó cho tôi một cảm giác trên cả tuyệt vời mà không phải cô đơn. Khi đã lấy chồng thì cảm giác cô đơn lại chất chứa trong lòng. Một nỗi buồn vô tận, một gánh nặng vô hình từ sự thiếu người thấu hiểu và trách nhiệm cuộc đời. Giờ đây tôi khao khát một cuộc sống tự do trong cô đơn mà tôi biết sẽ không bao giờ có được nữa.",0,,,,,human_gold_round6,3,round6
Đau quá a Lộc ơi. Thật sự e rất đau dẫu biết rằng trước giờ a đều lừa gạt e và chưa từng y e. Huhu,0,,,,,human_gold_round6,3,round6
"E bỏ thi cấp 3 mà quyết định vào thẳng gdxt ,ai cũng chỉ trích e vì sao kh cố thêm chút nữa , chế diễu đi thi học sinh giỏi này kia mà cuối cùng lại vào bổ túc. E chả biết giải thích sao bà e bị tai biến nhà tốn rất nhiều tiền để chữa trị cho bà và từ nhỏ e đã đau ốm phải chữa trị nhiều nên e không muốn vì việc học của mình mà bố mẹ lại phỉa vác thêm áp lực tài chính ,tại trường thpt ở chỗ e mỗi năm ngoài tiền học ra thì còn rất nhiều khoản khác phải chi nên e từ bỏ, dù luôn tự an ủi rằng kh phải mình kh đủ khả năng chẳng qua chỉ vì bây giờ khó khăn quá thôi ,dù ở môi trường nào nếu mình tốt thì vẫn giỏi thôi,nhưng thật sự là khi nghe những lời dè bỉu diễu cợt của mng xung quanh em vẫn bị tổn thương , nhiều khi e cũng tự trách sao mính sinh ra đã bệnh tật , sinh ra trong điều kiện kh mấy khá giá và thực sự sau những suy nghĩ đấy e thấy bản thân càng tệ hại hơn , bố mẹ đã rất vất vả nuôi lớn bằng này giờ lại đi có những suy nghĩ tự ti về hoàn cảnh như thế, nhiều người còn khổ hơn mình mà họ vẫn cố gắng từng ngày mà chỉ vì chút chuyện và vài câu nói lại rơi vào trầm cả được ,thế là e cứ mặc kệ ,e không khóc vì nghĩ khóc vì việc này xấu hổ lắm ,càng không muốn tâm sự với bạn bè vì khi kể ra e sợ càng bị chế diễu nhiều hơn , cũng kh muốn nói với gia đình vì sợ bố mẹ thêm lo lắng ,lại mệt mỏi hơn, thế là e cứ chịu đựng vì nghĩ dù gì chuyện này cũng chả mấy to tát vài ngày vài tuần là ổn ngay nhưng 4 5 tháng trôi qua mà tâm lý của e vẫn kh ổn hơn mà ngày một hỗn loạn , e thấy bản thân thật thất bại sinh ra bệnh tật đã là gánh nặng cho gia đình ,học hành đến giờ phút này lại chả ra gì , nhìn bố mẹ chỉ biết cười gượng khi nhìn bố mẹ ng ta khoe con mình vào trường chuyên vào trường điểm cao mà trạnh lòng , e nghĩ mình kh nên được sinh ra ,dù biết suy nghĩ ấy rất tiêu cực nhưng e kh cách nào thoát ra khỏi những suy nghĩ ấy được ,e sợ cứ như vày e sẽ rơi vào trầm cảm nặng và càng là gánh nặng nữa ,e phải làm sao đây ạ .E biết khi viết ra dòng này có nhiều ng sẽ nghĩ e dở hơi đã vào bổ túc rồi còn lắm lý do nhưng thật sự e cũng đang rất mệt nên mng thấy khó chịu hay kh hài lòng thì có thể lướt qua ạ e kh muốn nghe những lời chỉ trích nữa .",1,depression_auto,high,17,trầm cảm|mệt mỏi|áp lực|tự ti|tổn thương,human_gold_pre_round5,3,round4_or_earlier
"Cảm ơn video của anh rất nhiều. Càng gần ngày thi em nhận thấy mình càng tụt mood, không biết là mình nên ôn những gì, tâm trạng cứ phập phồng lo sợ liệu mình đã nắm chắc hết phần kiến thức chưa. Hiện em đang mắc phải vấn đề là hoang mang không biết ôn gì..haizz",0,,,,,human_gold_round6,3,round6
"Cam on loi phat da day,tu nay ve sau con se lam mot nguoi tot hon de cho gia dinh con khoe manh khong dau om benh tat va song hanh phuc ,con chi uoc nhu vay thoi con cam on nhieu lam ạ",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Vì mất ngủ nên sáng t phải lái xe đi làm mệt mỏi quá ngủ gục, nhiều lúc buồn ngủ trong lòng mà mất thì mo to",0,,,,,human_gold_round6,3,round6
"Những ai k cùng hoàn cảnh hoặc có câu chuyện gì đó dẫn đến trầm cảm và may mắn đi qua được nó, các bạn có thể sẽ đánh giá cô bé này thiếu suy nghĩ, chưa chín chắn.. Nhưng trầm cảm thực sự nó quá khủng khiếp và nó có uy lực hơn ta nghĩ nhiều. Có nhiều người mình biết và ngay cả bản thân mình cũng từng trầm cảm và cũng nói rất hay khi nó đi qua nhưng rồi nó lại trở lại mà ngoài chịu đựng ra k có cách nào có thể đuổi nó đi ngay, có chăng là tìm cách cố phân tâm mình được bao nhiêu hay bấy nhiêu. Mình rất sợ khi người nào bảo mình chia sẻ cùng họ sau đó họ nói mình phải thế này thế kia, phải suy nghĩ khác đi, phải nhìn về điều tốt đẹp.. hoặc nói thấy chuyện có gì đâu, có gì phải buồn. Có thể họ cũng xuất phát từ ý tốt nhưng k có phương pháp đúng thì lại tiếp thêm năng lượng tiêu cực cho người trầm cảm",0,,,,,human_gold_round6,3,round6
"Thương chị nhiều … Tôi cũng là người mẹ có con gái bị trầm cảm nhg may mắn bạn xin mẹ cho con đi bs, tôi đc giới thiệu BS Tài chuyên khoa nội thần kinh hướng dẫn chăm sóc, uống thuốc điều trị. Sau 5 tháng uống thuốc, tái khám thì con xin mẹ cho con ngừng thuốc … con đã coi phim của Mỹ có tên giống viên thuốc con đang uống 😂😂😂 Vô cùng biết ơn con !!! Khoảng 2 năm sau gia đình ko may xảy ra biến cố … con can đảm nắm tay ba mẹ vượt qua … không tái lại … Nam Mô Bổn Sư Thích Ca Mâu Ni Phật …",0,,,5,,human_gold_pre_round5,3,round4_or_earlier
"Bn thân tui đã từng khóc rất nhiều khi thi cấp 3 vì nó chỉ thiếu đúng 0,1 điểm thôi để...😢",0,,,0,,human_gold_round5,3,round5
3 năm trc tôi nghe là vì những chuyện buồn trong tình yêu. Tới hôm nay tôi nghe lại thì tôi đang có 1 người yêu rất tuyệt vời .,0,,,-2,,human_gold_pre_round5,3,round4_or_earlier
