comment_text,label,weak_label,confidence,depression_score,matched_keywords,source,weight,annotation_round
Con xin lỗi mẹ tg qua con đã trượt dài trong lười biếng và vô tâm chỉ nghỉ đến bt.mà quên mẹ đã già.mẹ ch bao h dc đi chơi xa ch bao h dc ăn món ngon.lúc nào cũng nhịn .ăn đỡ ăn tạm.ch bjc máy lạnh là gì.ch bjc vũng tàu ra sau.mẹ đã 50 mấy tuổi rồi.liệu còn bn năm để con lười biếng và ích kỉ nữa. K có mẹ .ai cho con chỗ dựa ai cho con cái ôm mỗi khi con vấp ngã đây.mẹ mất rồi con biết kiếm tiền cho ai đây......kím tiền để làm gì đây.khi cả 1 ngày cho bamẹ hp con còn k làm dc.con tồn tại để làm gì?sống có ý nghĩa j chứ...đợi con nha cha mẹ em gái.con nhất định sẽ giàu có về gặp cả nhà. Đưa cả nhà đi ăn nhà hàng.đưa cả nhà đi du lịch. Để ba mẹ tự hào về con❤❤❤.cho ba mẹ ngồi lên xe hơi do con tự mua tự lái...đợi con nha❤❤❤❤ 3 NĂM THÔI,0,,,,,human_gold_round6,3,round6
hm nếu thấy em buồn thì bơ đi em hay khóc lắm em kh thể dừng khóc được..☺️,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Tôi sáng đi học trưa về ngủ 1 giấc xong rồi tối cái ngủ ko đc. Có cách nào để khắc phụ ko ạ,0,,,,,human_gold_round6,3,round6
damn=)) toi bị 80% dấu hiệu,0,,,0,,human_gold_round5,3,round5
Con đang bị trầm cảm. Nghe cô nói con cảm thấy nhẹ lòng hẳn và biêtd mình phải làm gì ạ,1,,,,,human_gold_round6,3,round6
"Ngày hôm nay của mình không ổn, thật sự không ổn. Nó là một ngày siêu tệ sau những ngày tệ, vấn đề lớn nhất của mình là tổn thương từ gia đình và hôm nay cũng thế. Mình muốn sống lắm, mình tha thiết được sống nhưng hôm nay mình mệt quá, mọi chuyện xảy ra mình cảm thấy bản thân yếu đuối vô cùng. Hôm nay là ngày tệ thật và cùng là ngày mình nhận ra mình tha thiết muốn được sống.",0,,,,,human_gold_round6,3,round6
Thật ra thì mình cũng đã cố để không còn than vãn bất cứ điều gì trong cuộc hành trình mà mình đang đi. Nhưng đôi khi cảm thấy thật tủi thân😢,0,,,0,,human_gold_round5,3,round5
"Mình đang bị, mỗi lần bị khó chịu và uất ức. Xin được tư vấn và địa chỉ đê điều trị ah",0,,,,,human_gold_round6,3,round6
Thật là tuyệt vời! Cảm ơn chị 🙏,0,normal_auto,high,-4,cảm ơn|tuyệt vời,human_gold_pre_round5,3,round4_or_earlier
Nếu mình có thể xem được video này vào lúc mình đi xa phải ăn nhờ ở đậu nhà họ hàng chịu biết bao tủi nhục thì có lẽ cuộc sống của mình sẽ càng hạnh phúc bình an 😊 nhưng ít nhất hiện tại nhờ video mình cũng biết nên hạ thấp kì vọng để đỡ áp lực bản thân rồi. Cảm ơn ❤,0,,,,,human_gold_round6,3,round6
"em thực sự muốn gửi lời cảm ơn chân thành tới anh Tun và chị Khánh Vy vì đã ra mắt chiếc podcast này ạ. Mấy ngày hôm nay em thực sự bị stress từ chuyện tình cảm, chuyện gia đình, đặc biệt là chuyện học hành, có quá nhiều gánh nặng vô hình mà em đang phải gánh chịu, nhưng may mắn là em đã tìm được chiếc podcast này và cảm thấy như mình được thấu hiểu, em thấy được rằng em không phải là người duy nhất phải chiến đấu với trò chơi cuộc đời. Chính vì thế, em cám ơn anh chị nhiều lắm ạ. Chúc anh chị sẽ ngày càng thành công trong tương lai và cho ra thêm nhiều podcast ý nghĩa như vậy ạ <33333",0,,,,,human_gold_round6,3,round6
Bà chị kia làm đc thì người béo ai thèm 😅,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Em đang gặp khủng hoảng như chị nói. Hôm nay vào Youtube, định bụng sẽ nghe 1 bài hát, nhưng chợt nhớ ra kênh của chị nên lại vào xem. Quả thật vũ trụ đã gửi đến cho em video này. Em là 1 giáo viên ở huyện nhỏ miền cao nguyên, em có mở 1 trung tâm tiếng anh nho nhỏ, nhưng em luôn cảm thấy mình làm chưa tốt, mình vẫn luôn dậm chân tại chỗ. Điều này khiến em loanh quanh luẩn quẩn trong khủng hoảng rất lâu rồi. Xem video của chị, em cảm thấy có động lực hơn để tiếp tục cố gắng. Cảm ơn chị thật nhiều <3",0,,,,,human_gold_round6,3,round6
"Phải thú nhận tôi bị ảnh hưởng bởi nội dung người lớn , game và mạng xã hội. Đã có quá nhiều biến cố xảy ra mà tôi chưa hề hay biết . Cho đến khi tôi đọc được quyển sách dopamine nation và giờ là cuốn thế hệ lo âu này thì đã hoang phế hết 6 7 năm lãng phí cuộc đời 😢",0,,,,,human_gold_round6,3,round6
Bác sĩ ơi tôi tư khi bị sốc toi giờ là gần 2 tháng tôi không ngủ được tiếng nào trong khi tôi đang chữa bệnh bác sĩ xem bệnh tôi bác sĩ có chưa được không,0,,,,,human_gold_round6,3,round6
"Bài hát này đến đúng lúc cuộc sống của tôi tưởng chừng như đang bế tắc nhất, có nhiều dự định, có nhiều điều muốn làm nhưng chẳng thể nào thực hiện được, phải tự mình cố gắng an ủi bản thân. Người ngoài nhìn vào lúc nào cũng cảm thấy mình ổn nhưng thật ra chẳng ổn một tí nào. Sống xa gia đình, cũng chẳng dám nói với bố mẹ vì chẳng biết nói từ đâu, có nhiều việc tủi thân quá. Gửi thông điệp ""hãy để tôi ôm em"" đến những bạn cũng đang bế tắc giống mình nhé. Cố gắng lên nào!",0,,,,,human_gold_round6,3,round6
"Anh Trí nói đúng ạ. Dù có áp lực cuộc sống công việc thế nào cũng ko bằng áp lực đến từ gia đình. Nó khiến mình mệt mỏi và tạo ra sự tiêu cực 1 cách vô hình mà mình nhiều khi ko nhận ra, đến lúc đối diện với nó mình mới thấy sợ hãi. Cảm ơn video của anh rất nhiều ạ. 29 tuổi rồi thấy những năm quá mình sống tệ quá",0,,,,,human_gold_round6,3,round6
Những cánh tay của 9x đâu rồi,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"đây là lần đầu tiên mình bật khóc vì nó quá phù hợp với chính mình, bố mẹ mình đều là những đứa trẻ bị tổn thương. bố sinh ra trong gia đình nghèo khó, phải chật vật từ nhỏ, mẹ mình sinh ra trong gia đình khá giả nhưng lại đối xử bất công vì là con gái. mình chẳng hiểu và sẽ chẳng bao giờ biết được rốt cuộc bố mẹ đã xảy ra điều gì, có điều gì mà họ bất mãn đến thế, chỉ là mình không hiểu, mình sẽ phải chịu đựng việc ấy đến bao giờ, những việc mình làm bố mẹ đều coi là hiển nhiên và nó thật dễ dàng. "" bố mẹ đã cho con với tất cả những gì bố mẹ có, và con hãy cố gắng để xứng đáng với những gì bố mẹ bỏ ra"" đó là câu nói mình nghe nhiều nhất, đôi khi gia đình mình cãi nhau, mình ghét họ, nhưng lại cảm thấy có lỗi vì làm họ buồn, vì làm cho không khí gia đình trở nên nặng nề. mình đã nhận thức được rằng mình sẽ trở thành cái bóng của bố mẹ, trở thành người mà bản thân ghét nhất. vì thế, mình sợ phải trở thành mẹ của người khác, suy nghĩ này đến với mình từ khi còn nhỏ và mình không muốn một được trẻ lại phải hứng chịu sự tổn thương từ đời này qua đời khác như mình nữa.",0,,,,,human_gold_round6,3,round6
"Thầy ơi con thấy con khổ vì con thương con mèo con nuôi đã 4 năm,con đã làm mất nó ! Con day dứt và thương nó cô cùng !",0,,,,,human_gold_round6,3,round6
"Mình cũng bị suốt ngày nghĩ sợ chết, và nghĩ mấy chục năm nữa người thân của mình ra sao",0,,,,,human_gold_round6,3,round6
Hôm nay tớ chẳng ổn tí nào tớ bị ngta soi mói và ko 1 ai để ý tới ngày sinh nhật☺️tớ cũng buồn lắm chứ,0,,,,,human_gold_round6,3,round6
"E cũng bệnh rối loạn lan tỏa, những giờ đang có thai liệu có uống thuốc được ko bác sĩ",0,,,,,human_gold_round6,3,round6
tôi trầm cảm vì áp lực gia đình,0,,,,,human_gold_round6,3,round6
"đang bị rối loạn lo âu này, uống thuốc điều mỗi ngày được 3 năm rồi, bị thêm tác dụng phụ của thuốc còn mệt hơn bị bệnh",0,,,,,human_gold_round6,3,round6
"Cảm ơn chị Sun đã làm 1 chiếc video tuyệt vời như này. Thực sự những chia sẻ của chị đã giúp em có thêm tự tin để chấp nhận sự cô đơn hiện tại. Bản thân em cũng là đứa rất thích cô đơn, được ở một mình để làm những gì mình thích nhưng nhiều lúc em cũng rất sợ trạng thái cô đơn đấy, sợ những người xung quanh sẽ rời bỏ mình và chỉ còn lại một mình em cô đơn lạc lõng. Em rất mong chờ những video tâm sự tiếp theo của chị <3",0,,,,,human_gold_round6,3,round6
Đang buồn lướt ngay video này mik đã khóc rất nhiều 😭😭,0,,,0,,human_gold_round5,3,round5
Cô đơn lạnh lẽo xa gia đình 3 năm rồi không 1 lời hỏi thăm từ gia đình thật sự cái cảm gíac này.....😔😔😔😔,0,,,,,human_gold_round6,3,round6
"Đôi lúc người khiến ta tổn thương và thất vọng lại là người thân trong gia đình. Câu nói khiến ta bị đau lòng và càng đi xuống nhất khi ta cần ai lại là "" kệ nó đi "" và khi nghe câu nói ấy thì ta lại trở nên càng khép kín hơn và muốn đưa mình vào con đường kết thúc",0,,,,,human_gold_round6,3,round6
Minh uống zoloft trên 10 năm rồi sau đó bị side effects là panick attack nen minh stop sau đó mình bị anxiety 😢,0,,,0,,human_gold_round5,3,round5
bao nam qua a ko kho dau chi la that tha thoi... doi nay dau phai rieng mik e ma 🙄,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Bác Sĩ ơi vùng thượng vị của em bị sưng 1 tí, bót vào hơi đau. Theo bác sĩ có nên ik khám ko ạ?",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
năm nay là năm cuối cấp 3 của em sau khi e kết thúc HK I em dần trở nên nản với việc học không phải vì điểm số mà là em cảm thấy rất nản quá mệt mỏi vì thức quá khuya chỉ để học nên em quyết định tạm nghỉ vài ngày nhưng đó là quyết định sai lầm của em .Sau khi tạm nghỉ em dần trở nên trì hoảng và lười học hẳn đi. Mọi thứ thay đổi khi tình cờ youtube đề xuất video này của chị nhưng thay vì em click vào em đã bỏ qua không hiểu sao đây là lần thứ 4 khi youtube đề xuất video này em đã rất tò mò click vô em sau khi xem xong và một thời gian em quay lại comment em cảm thấy mọi thứ trong việc học của em nó đang diễn biến tốt và dần trở lại và tốt hơn. Nếu như không có chị chắc e giờ vẫn đang ngồi trong hố bùn do bản thân em tạo ra rồi. Em cảm ơn chị đã lấy lại nhiệt huyết cho em và tất cả mọi người xem video này!. Em chúc chị tràn đầy niềm vui ngày càng thành công trong cuộc sống ạ,0,,,,,human_gold_round6,3,round6
đau lòng quá mọi người ơi em khóc nhiều lắm,0,,,0,,human_gold_round5,3,round5
"E đã từng đặt ra những mục tiêu, khoảng thời gian đầu thì rất là năng suất, nhưng lúc sau thì bắt đầu kém lại, nhưng em vẫn cố tiếp tục duy trì đến hôm nay, nhưng không thể tập trung sâu và đôi khi cảm thấy buồn ngủ trong lúc học, hiểu quả công việc giảm hằn luôn ạ",0,,,,,human_gold_round6,3,round6
"mình và ny vừa ct với lý do gì mình cũng k rõ, mình có nói thế nào thì ny mình vẫn giữ im lặng và k liên lạc với mình.. hàng ngày ny mình chỉ up story buồn, khoảng cách 2 đứa mình xa quá nên k thể chạy đến tận nơi để hỏi rõ được.. bài hát này như nói lên lòng mình hiện tại, nghe thấm và buồn hơn :)",0,,,,,human_gold_round6,3,round6
"Lúc anh nói đó không phải là lỗi của bạn. Em đã khóc anh ạ! Em không nhận ra tình trạng của em luôn ạ. Em hay bị như vậy rồi xa lánh mọi người, không lên mạng xã hội, không muốn gặp ai dù qua zoom, gg meet,.....Ai hỏi em, em đều nói em ổn. Cảm ơn anh đã cho em giải pháp ạ! Em mong là em sẽ không bị như vậy nữa",1,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Suy nghĩ của bạn rất tích cực, mình sẽ nghe bài này những lúc tuyệt vọng",0,depression_auto,medium,5,tuyệt vọng,human_gold_pre_round5,3,round4_or_earlier
"t toàn mơ thấy ác mộng, ko tập chung vào việc zì cả, trí nhớ kémm, người uể oải hay bị nhức đầu, ngủ ko được sâu giấc, con mình hơn 3 tháng r liệu có phải mình bị trầm cảm ko 😓😓",1,depression_auto,medium,5,trầm cảm,human_gold_pre_round5,3,round4_or_earlier
Tôi nghĩ các bạn ở đây nghe nhạc đa số vào buổi đêm ! Tôi cũng vậy áp lực đủ thứ gia đình công việc bạn bè và tương lai sắp tới ! Tôi thực sự mệt mỏi muốn buông xuôi lắm 😌nhưng k thể bở vì đằng sau những áp lực đó cũng có rất nhiều niềm vui ba mẹ ngày càng già đi và tôi càng ngày càng trưởng thành muốn mang lại cho ba mẹ những điều tốt nhất có thể = cố gắng☺️,0,,,,,human_gold_round6,3,round6
Con yêu thầy😍😍😍😍 Mong thầy đừng đóng web Web5ngay đã giúp con thoát khỏi cuộc sống khắc khoải đau khổ Giúp con phát triển bản thân,0,,,0,,human_gold_round5,3,round5
Tại sao con bà bất lực một chút thì bà xót bà đau bà không chịu được thể con gái người ta. Thì người cũng đau cũng xót lắm chứ sao bà lại ác vậy thì giờ bà phải trả giá là đúng rồi,0,,,0,,human_gold_round5,3,round5
"Mình bị rối loạn lo âu và trầm cảm 5 năm vật lộn với nó bao đau khổ tủi nhục , lo lắng sợ hãi ,và thật may mắn hạnh phúc khi mình có duyên biết đến quyển sách cuộc hành trình của chị đoàn Thị Lâm và nghe audio Vĩnh biệt rối loạn lo âu trên YouTube .Từ cuốn sách và audio mình đã hồi phục và trở nên tích cực hơn mỗi ngày từ đáy lòng mình mình xin chân thành cảm ơn tác giả Đoàn thị Lâm đã tạo nên cuốn sách rất tuyệt vời cứu giúp cuộc đời mình.",1,,,4,,human_gold_pre_round5,3,round4_or_earlier
"Mệt mỏi thực sự, e nhớ a, nhưg k dám gọi , nghe bài hát mà tim e đau nước mắt e rơi 😭",0,,,,,human_gold_round6,3,round6
Con bị tim đập nhanh hồi hộp k uống k thể chịu đc .3năm con uống sulpiride 50g rồi g con uống tiếp tục đc ko hay đi khám lấy thuốc khác v bs,0,,,,,human_gold_round6,3,round6
Bác oi con bị trầm cảm con dùng thuốc đã gần 1nam rồi nhưng con bi đi cầu ít có 3=4ngay mới đi 1lan Đi cũng k khô mà ra ít lắm con phải làm sao ạ,1,,,,,human_gold_round6,3,round6
Nhớ hồi mới ra ngày nào cũng nghe rồi nghĩ crush với mình thành 1 đôi =)),0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Hôm qua gặp lại chị hàng xóm trước tết ko có biểu hiện ji jo thì sinh con dc 1 tuân nói năng lung tung tội wa,0,,,,,human_gold_round6,3,round6
"nghe những bài rap của Karik, mỗi bài đều đánh đúng vô tâm trạng , đánh đúng vào nỗi đau của những người từng trải qua chuyện đó. Cũng như mình có thể cảm nhận được rõ nỗi đau mà Karik muốn truyền tải cho nghe",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Khi bị căng thẳng, cơ thể tiết ra cortisol giúp tạo năng lượng để vượt qua stress. Tuy nhiên, nếu stress kéo dài, cortisol tăng cao sẽ ức chế melatonin - hormone giúp cơ thể thư giãn và ngủ ngon.",0,,,0,,human_gold_round5,3,round5
"""Tôi luôn lớn hơn nỗi lo lắng, bình tĩnh hơn mọi tức giận, khỏe mạnh hơn sự sợ hãi và hạnh phúc để loại bỏ hết những rắc rối của hiện tại""",0,,,,,human_gold_round6,3,round6
"một mình - tâm trạng buồn - đóng cửa phòng - tắt đèn - bất nhạc suy - đeo tai phone - nghĩ đến ai đó - khóc thật to => đủ đau, đủ mệt nhưng sao không bỏ đc :(((",0,,,,,human_gold_round6,3,round6
"Mình kiểu bị nhẹ,tầm vài tiếng. Chân tay run, k ăn cơm nước gì đc. Trong lòng lo lắng cực độ. Vì áp lực kéo dài.thực sự khủng khiếp, k xem thường đc",0,,,,,human_gold_round6,3,round6
Bây giờ học sinh dễ mắc phải trầm cảm lắm. Các bậc phụ huynh nên quan tâm họ hơn,0,,,0,,human_gold_round5,3,round5
Con 11 tuổi tối ngủ cứ lo lắng tim đập nhanh ko có ngủ được,0,,,,,human_gold_round6,3,round6
"gia đình là nguyên nhân gây cho tôi trứng trầm cảm,nhưng khi tôi cố gắn nói ra mình đang mắc phải nó thì gia đình tôi không hề quan tâm tới và càng tiếp tục gây thêm cho tôi từng ngày trong suốt mười mấy năm không ngừng nghĩ,tôi gần như không còn hỵ vọng sống nữa nhưng tôi hiểu và nhìn nhận ra con đường sống thật tốt và có ít lun cân nhắc bản thân mình ko đi vào lối cục, nhưng mọi cố gắn của tôi đều nhận lại sự thất vọng từ gia đình mình, khi tôi cố gắn mún thoát khỏi trầm cảm thì gia đình tôi lại nhấn chìm tôi xuống suốt 1 thời gian dài như thế,tôi chỉ bít tự mình thương lấy thân mình.",1,,,,,human_gold_round6,3,round6
Những cái đó tui bị nhiều rồi có lần tui không sống,1,uncertain,low,0,,human_gold_pre_round5,3,round4_or_earlier
😢 Em trước cũng rất yêu đời ko lo nghĩ cuộc sống. Nhưng từ sau đợt dịch covid và em cũng chính là người bị covid cả ngày chỉ tiếp xúc điên thoại thì bắt đầu suy nghĩ rất nhiều và dễ bị kích động suy nghĩ về từng câu chữ của người khác.em cám ơn anh rất nhiều về video này ❤,0,,,0,,human_gold_round5,3,round5
"Cảm giác chênh vênh giữa biết mình bị bệnh và chấp nhận mình bị bệnh thật sự khó khăn, dù bản thân đã cố gắng nói rồi cũng có cách vượt qua nhưng vòng lặp đó thật sự khó khăn, đến một lúc thật sự muốn buông xuôi nhưng lại k dám nó thật đáng sợ .",1,,,,,human_gold_round6,3,round6
"Hôm nay, ngày 9/6/2024. Tôi thấy bản thân mình chưa thật sự cố gắng cho ước mơ của chính mình, có khi lại lười biếng, không có sự kiên trì, nhưng tôi lại luôn tự nói chính mình không được bỏ cuộc vì sự thành công của bản thân, sự hy vọng chờ đợi của gia đình. 👩‍⚕️",0,,,,,human_gold_round6,3,round6
"Mình xem và nghĩ là bạn này là do còn chua đủ chín chắn và chưa đủ trải nghiệm nên chưa hiểu và chưa cảm thông với những trăn trở của ba mẹ. Mong bạn hãy nghe lời tư vấn của DST là nên đi gặp nhà tâm lý. Và mình tin rằng càng về sau, càng thêm tuổi bạn sẽ trưởng thành hơn, biết cách đối diện và suy nghĩ tích cực hơn với cuộc sống của bạn. Ba mẹ bạn xem clip này chắc sẽ vô cùng đau lòng và cả lo lắng tột cùng. Chúc cho ba mẹ và bạn sẽ thấu hiểu nhau.",0,,,0,,human_gold_round5,3,round5
em bị và em đang cố thay đổi :<,0,,,0,,human_gold_round5,3,round5
Song cuoc doi ngeo bi ng ta khi de lam qua buon ko biet phai lam xao,0,,,,,human_gold_round6,3,round6
"Trước đây e từng bị những tổn thương và sau nhiều năm thì nó đã trở thành một ám ảnh về tâm lý,vậy nên rất hay nghĩ về điều đó,rất nhạy cảm với điều đó nhưng k biết làm sao để có thể chấm dứt suy nghĩ được.Mặc dù đã cải thiện những gì mình nghĩ nhưng trong đầu vẫn luôn suy nghĩ liên tục về điều đó,làm vệc gì cũng k tập trung,lúc nào cũng xen vào những suy nghĩ đó thật sự càng làm stress hơn,sau khi coi hết video của anh e định hướng được bản thân và cách thoát khỏi chúng.Em cảm ơn anh rất nhiều và sẽ cố gắng thay đổi chúng",0,,,,,human_gold_round6,3,round6
Bệnh viện này ở đâu,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Có lần cháu ôn môn lịch sử, bài khá dài nên cháu quyết tâm ôn bài. Nhưng ngờ đâu đến ngày cuối cháu mới bắt tay vào ôn. Đã vậy cô còn gửi thêm bài. Vậy là cháu... quyết định đi ngủ với tâm trạng chán nản vì hành vi của mình. Cháu vừa bực tức vì cái tính trì hoãn của mình lại vừa cố tự bao biện với suy nghĩ cô gửi bài muộn quá, đêm rồi bố ai mà ôn, sáng dậy ôn cũng được. Thế mà cháu bấm điện thoại cả đêm mà không ngủ. Cũng may hôm sau cô đi tập huấn nên đc nghỉ=(( Chuyện đã qua nhưng giờ vẫn thấy chán nản với bản thân.",0,,,,,human_gold_round6,3,round6
Xin biết ơn tác giả đã cho tôi thêm sức mạnh để đứng vững một mình hơn. Tôi cũng đã một mình đứng giữa cuộc đời này kg có chỗ nương tựa mấy chục năm rồi. Nhưng khi nghe đc bài này tôi có thêm động lực hơn để bước tiếp chặng đường còn lại của cuộc đời.,0,,,,,human_gold_round6,3,round6
"hồi năm ngoái mình bị cô lập ik mà ko bik, chỉ thấy rất khó chịu khi mn cứ nhìn và khinh khinh mình, còn chỉ trỏ cười nhạo, nói xấu, đến cuối năm mới có một nhóm bạn đến xin lỗi vì chỉ nghe lời đồn và lôi kéo mà cùng nhau cô lập mik. Sau đó năm nay mik được cùng chơi chung với nhóm đó, mặc dù không đc vào luôn nhóm đó chơi thân chỉ là nói chuyện vui thôi ik nhưng đủ là mik thấy ấm áp rồi. Nếu bn nào đã từng trải qua cảm giác bị cô lập trong lớp là sẽ hiểu. Có lúc mik cũng muốn chuyển lớp và trường nhưng lại nghĩ đến những bạn vẫn còn chơi chung với mik ở bên ngoài lớp mik cũng không muốn. Mik không muốn chỉ vì chuyện đó mà mik không đc gặp những người bạn trg khoảng thời gian mik buồn bã nhất đã bên cạnh mik. Nếu những bạn nào đang hay đã trải qua vc bị cô lập nào thì nhớ nói cho bố mẹ thầy cô, đừng như mik không chịu nói ra, mấy bn hãy tích cực lên, không ai để ý đến mik thì cứ tìm những điều khác mà làm hay làm quen những người bn mới cũng đc. Lúc đó mik rất vô tư nên nch nhìu lắm, h mik đã hiểu chuyện r, cấp 2 thật sự rất khc vs cấp 1, chỉ cần nói j ko vừa lòng ai hay ngta hiểu nhầm là toang, như mik nè. Thấy mik nói thoải mái v thôi chứ thật sự rất khó chịu trong lòng đó💔❤️",0,,,,,human_gold_round6,3,round6
"Tớ mệt ,tớ thấy mọi thứ nó đến thật bắt ngờ ;tớ áp lực về gia đình ,áp lực về học tập ,áp lực về bạn bè , tớ dần bị tách ra khỏi mọi thứ , tớ thấy stress lắm mà chẳng có ai tớ có thể chút bầu ,kể cả ng trong gđ , trước đây tớ rất may mắn vì có thể cảm nhận đc niềm vui ,nỗi buồn tớ cảm thấy mọi thứ ko có thứ j thực sự thuộc về tớ hết .....tớ mệt quá",1,,,,,human_gold_round6,3,round6
"3 tháng vừa rồi việc cắt giảm chi phí, số lượng nhân sự, đường lối dẫn dắt của xếp cấp cao làm em cảm thấy không còn sự tin tưởng để tiếp tục đồng hành, em muốn tìm lại mong muốn và định hướng lại sự nghiệp tương lai của bản thân, mong được anh Trí đọc được và khai sáng giúp em ạ",0,,,,,human_gold_round6,3,round6
Dân vn gặp vấn đề về tâm lý dữ lắm chứ ko như những gì bề ngoài người ta thấy đâu,0,,,0,,human_gold_round5,3,round5
Không thể hay hơn đây mới là NS xịn sò nè,0,uncertain,low,0,,human_gold_pre_round5,3,round4_or_earlier
Con trót dại yêu phải thắng khốn nạn chốn trách nhiệm dám chơi ko dám nhận bố mẹ sợ tai tiếng thì cho tiền thuê trọ với tiền dinh đẻ chứ sao lại nhẫn tâm đến thế lỡ con nghĩ quẩn thì mất con thế khôi có hỏi bố con đâu ko mà giờ em có biết tên hưng giờ có gặp quả báo gì ko,0,,,0,,human_gold_round5,3,round5
Mình thoát ra được hơn 6 tháng / quá khủng khiếp / Ông xã mình mất đột ngột nên mình bị,0,,,,,human_gold_round6,3,round6
"Ba mẹ ko áp lực đè nặng quá về trg quá trình hc tập nhx..... Bố tôi ko cho tôi học tập thêm mà phải dựa vào chính thực lực của mik. Nhx rồi thì sao tới khi bt điểm thì cha tôi như nổi điên và la mắng tôi chẳng ra j. Tôi chỉ muốn đc như các bạn thôi mà😊 Tại sao laị so đo như thế chứ? Tôi dần mất đi chính tâm hồn mik dần mất sự tự tin hoạt ngôn và cả mất đi khả nang nhìn nhận cảm xúc. Tôi cảm giác tôi cứ như 1 bức tượng một nơi để bố mẹ trút dận và chú tâm vào thành tích. Tôi chịu quúa nhìu rồi.... tôi chỉ muốn bình yên và tìm đc 1 nơi để bài tỏ thôi. Tạm biệt! 😊""Nụ cười : Cười..cườii để che dấu nổi đau! ""😊",1,,,,,human_gold_round6,3,round6
"t nghe xong podcast này t khóc luôn vì bản thân đã quá nuông chiều những cái momg muốn của mình. giờ đây t mới cảm thấy hối hận vì thời gian qua đã bỏ lỡ quá nhiều rồi😔. và giờ tự hứa với bản thân dù có thế nào cũng phải học, học để trở lên mạnh mẽ, học để xã hôin nhìn mình với ánh nhìn khác, học để lo cho bố mẹ, học để thành công, để mang cho mình cái cuộc sống mới , hạnh phúc hơn , vui vẻ hơn🍀",0,,,,,human_gold_round6,3,round6
"Từ khi biết đến chị và bắt đầu nghe những podcast của chị, em đã học hỏi được rất nhiều điều. Có lẽ 2 số podcast mà em ấn tượng nhất là số về sự cô đơn và số này. Em là một đứa bị overthinking nặng, thậm chí sau khi tốt nghiệp cấp 3, em gần như bị trầm cảm, khi phải đối diện với quá nhiều khó khăn. Em hoàn toàn không hiểu một chút gì về bản thân, không định hướng được tương lai, rối loạn lo âu, rối loạn ám ảnh cưỡng chế, rối loạn hoang tưởng. Em khóc rất nhiều, tự hỏi tại sao mình lại khổ sở như thế? Nhưng dần dần, em nhận ra rằng tất cả mọi thứ xảy ra đều có lí do của nó. Em đã bỏ Đại học và đi làm để trải nghiệm cũng như cho bản thân mình được trưởng thành một cách thực sự. Em không mong gì hơn, chỉ mong bản thân luôn mạnh mẽ và vững tin vào chính mình! Cảm ơn chị đã lắng nghe.",0,,,,,human_gold_round6,3,round6
Minh cung ham mo lam chan huy lam zu the nao mi h cug la fan ham mo cua a hoai luo,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
"Em năm nay 26t ra trường đi làm gắn bó với công ty đã được 4 năm, đúng là mọi thứ ở độ tuổi này mọi thứ đều quá bấp bênh, không chắc chắn, ba mẹ thì già yếu hơn, công việc thì thăng tiến chưa quá cao và cũng không rõ bản thân muốn tiếp tục gắn bó với công ty rồi leo lên vị trí cao hơn hay tìm một môi trường mới cho mình, tình cảm thì quá khó để lo lắng cho người ta đủ đầy khi mình cũng chỉ mới bắt đầu xây dựng sự nghiệp. Nhưng trên tất cả vì mình vì gia đình thì phải cố gắng thôi, mệt quá thì em nghe nhạc đọc sách, đi đá banh, lai rai với anh em cho khuây khỏa rồi tiếp tục chiến thôi. Chúng ta chỉ thật sự thất bại khi chúng ta từ bỏ mọi cố gắng mà. Chúc anh Trí và ekip nhiều sức khỏe.",0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Tui đều trị nhiều cách lắm mà ko khỏi đc nhiều lúc muốn chấm dứt cuộc sống này,1,,,,,human_gold_round6,3,round6
Thât khô cho thân cha mę cả đơi lam lũ lam lung mà các con vô lương tâm quá,0,,,,,human_gold_round6,3,round6
"Sau một năm đi học xa nhà, bầu bạn với sự cô đơn, rất nhớ mọi người ở quê nhà.Giờ đây ước mơ của tớ đơn giản là được sống gần gia đình thôi",0,,,,,human_gold_round6,3,round6
Bn tui thử r kẹt cứng luôn mà khi đỡ dậy r tê chân lắm,0,,,0,,human_gold_round5,3,round5
A doan em thich xem choug tri nh cua a em co cau.chuyen cua em muon anh tv dc ko a,0,,,0,,human_gold_pre_round5,3,round4_or_earlier
Tôi đang bị bạo lực học đường,1,,,0,,human_gold_pre_round5,3,round4_or_earlier
