comment_text,true_label,pred_label,pred_prob_depression,weak_label,confidence,depression_score,matched_keywords,review_bucket,reviewer_note,error_type
Ba của đồng nghiệp tôi bị trầm cảm. Chú có nói đến chuyện tự tử trong một buổi tiệc tùng tại gia đình nhưng ai cũng nghĩ chú say. Rồi một ngày không lâu sau đó…,normal,depression,0.9538666608926404,depression_auto,high,10,tự tử|trầm cảm,depression_high,,false_positive
"Em hãy để bài tập gần hết hạn deadline mới làm, đâm ra hay stress, e hay thức khuya, đam ra nhức đầu lại mệt mỏi, hi vọng ai đọc được cmt này sẽ ngủ thật ngon, thật sau và các bạn nhớ đừng như em, hãy cố gắng làm bài tập thật sớm để không phải áp lực với thời gian như e nhén❤❤",normal,depression,0.7807000147871125,depression_auto,high,9,mệt mỏi|áp lực|stress,depression_high,,false_positive
"Em cảm ơn thầy quéo đã lan toả sự tích cực này cho các bạn bị trầm cảm , em năm nay 17t nhưng là con trai cả nên phải gồng gánh và chịu những trách nhiệm khá lớn từ gia đình , đôi lúc em cũng thấy rất mệt mỏi và em nghĩ em cũng đang bị rối loạn lo âu , tâm lí của em đang ngày càng tệ , nhưng sau khi xem video này của thầy em cảm thấy rất dễ chịu vì em biết đã có nhiều người biết và hiểu được căn bệnh này khó chịu và nguy hiểm đến nhường nào . Chúc thầy quéo có nhiều sức khoẻ và lan toả nhiều sự tích cực hơn nữa",normal,depression,0.8067623790758724,depression_auto,high,9,trầm cảm|mệt mỏi|lo âu|cảm ơn,depression_high,,false_positive
"Thất bại không phải là lý do để thất bại. Bạn sẽ vấp ngã, chỉ là sau khi vấp nhiều lần, bạn sẽ tìm cách ngã bớt đau hơn. Ta được dạy nhiều về thành công, nhưng thành công lại nằm nhiều ở mối quan hệ của bạn với sự thất bại. ""Ta làm gì, khi ta không làm được thứ mình muốn"". Đó là câu hỏi quan trọng nhất. Bởi thất bại luôn tạo ra những vấn đề cảm xúc: sự nuối tiếc, lời trách cứ, cơn tiêu cực... mà tự mình dành cho mình. Cách chúng ta vượt lên nó mới là cách chúng ta vượt lên chính mình. Học từ sai lầm là học cách sai lầm tốt hơn lần sau. Kẻ không được phép sai mới là người bất hạnh. Chưa đau thì chưa chừa, nhưng chưa chừa thì còn đau. Đến khi ta học được cách thất bại khác đi, thì ta bắt đầu khác đi. Những người không hiểu gì về tình yêu là những kẻ rất biết cách làm tổn thương người khác. Vì họ chưa sai bao giờ, nên họ có rất nhiều lựa chọn để sai. Nếu trưởng thành là trưởng thành từ những sai lầm, thì chúng ta cần sai lầm để học cách trưởng thành. Giống như con người ta thật nhất khi say, ta tiết lộ mình nhất mỗi khi ta gặp phải những thất bại của mình. Nếu bạn muốn nhìn một con người lúc họ yếu đuối nhất, hãy nhìn họ những lúc họ cảm thấy mình đã mắc sai lầm. Chỉ khi bị thương, con thú dữ mới trở về một con vật. Người ta thật nhất, lúc họ dễ tổn thương nhất. Chỉ khi không đạt được thứ mình muốn, ta mới dần thay đổi ham muốn của mình. Vậy nên, thay đổi cách mình mắc sai lầm cũng là một cách để thay đổi. Thử lại để sai khác đi, rồi có thể sai tốt hơn lần trước. Và đó đôi khi mới thực sự là câu chuyện của cuộc đời. Từ từ, chúng ta học cách thất bại tốt hơn đến khi ta biết rằng đây là cách tốt nhất để thất bại.",normal,depression,0.8974047031403098,depression_auto,high,8,tự tử|tổn thương,depression_high,,false_positive
"Mình cầu nguyện cho tất cả những người đang bị trầm cảm, đang rơi vào trạng thái trống rỗng, bất lực và nản chí... từng ngày từng ngày họ sẽ mạnh mẽ hơn, tìm thấy ý nghĩa cuộc sống, luôn kiên trì theo đuổi ước mơ và đặc biệt là dc gia đình, ng thân, bạn bè xung quanh yêu thương sẻ chia giúp đỡ !!! 🌱✨🍀🌿☘️🌷🌸 Nhà trường làm ơn hãy giáo dục cho học sinh, sinh viên cách suy nghĩ tích cực và kỹ năng vượt qua trầm cảm !! Mình sợ nghe tin một ai đó tự tử vì đó là 1 sự ra đi quá đáng tiếc",normal,depression,0.9532160500822026,depression_auto,high,16,tự tử|trầm cảm|trống rỗng|bất lực,depression_high,,false_positive
"Trầm cảm giảm hứng thú ăn uống, khó ngủ, trống rỗng về cảm xúc, không vui buồn, vô vị. Và xảy ra như đợt sóng, lúc nhẹ lúc mạnh, chỉ cần qua được cơn sóng dữ thì biên độ sóng sẽ giãn ra. Trầm cảm - khác với - tôi một mình vì tôi muốn.",normal,depression,0.9625756828778573,depression_auto,high,8,trầm cảm|trống rỗng,depression_high,,false_positive
"Tôn giáo có giúp được nhiều trong chữa trị tâm thần không? Tại sao có người có đủ đầy vật chất,sung sướng,không lo toan gì cuộc sống vẫn trầm cảm và tự tử. Có phải ngày nay y tế phát triển nên người ta mới khám phá ra,con người quá nhiều bịnh tật không,so với trước kia.",normal,depression,0.9215763572360554,depression_auto,high,10,tự tử|trầm cảm,depression_high,,false_positive
"xin chào mọi người ạ !!! e là nam hiện tại em đang là học sinh thpt và em là 1 ng thuộc trong cộng đồng lgbt . từ nhỏ em đã được dạy là phải như này như thế kia mới là đúng .Nhiều lúc em rất muốn thể hiện bản thân làm những gì em thích như là Vẽ hay đơn giản chỉ là việc chắm sóc da (rất đơn giản chỉ từ 2-3 bước ).... cũng bị cha mẹ cũng như người thân phản ứng rất dữ dội học luôn đưa ra những quan điểm của họ rồi bắt buột em phải làm như vậy .Đôi lúc chỉ vì bản tính em ít nói nhỏ nhẹ ko thể"" ăn to, nói lớn ""như các bạn khác cũng bị lôi ra để so sánh . Thật sự là từ lớp 5 em đã nhận thấy mình không hề giống với các bạn cùng lứa khác và cũng thường hay bị trêu chọc rất nhiều nhưng em chẳng quan tâm đến nó và em cũng chẳng đau lòng vì nó nhưng khi bị người thân nói như vậy em lại cảm thấy rất tội lỗi như mình vừa làm gì đó sai trái vậy. Đã có một khoảng thời gian em cảm thấy rất chán ghét bản thân và tự đặt ra câu hỏi ""Tại sao mình lại như vậy? , ""Tại sao mình ko như những bạn trai khác ? ....."" và từng có một khoảng thời gian em từng liên tục nghĩ về những việc không hay gần như lúc đó em thu mình lại ko muốn tiếp súc hay chia sẻ gì với ai cả vì em rất sợ, sợ họ sẽ có thể nói ra những câu miệt thị và em có những dấu hiệu của bệnh trầm cảm. Vào khoảng thời gian đó em thật sự rất cần người để chia sẻ nhưng em sợ chẳng ai muốn nghe cả nhưng may mắn là mọi chuyện đã qua nhưng khoãng thời gian đó đã qua khi em bắt đầu kết bạn mới nhưng em nhận ra chỉ trong một khoảng thời gian em đã thay đổi rất nhiều trước đó em là một cậu bé rất năng nổ hoạt bát và luôn tự tin vào bản thân dù cho bạn bè có kì thị hay sử dụng những từ ngữ không hay nhưng sau khoãng thời gian kinh khủng ấy em đã trở nên rụt rè, ăn nói rất nhỏ cũng như không thể hòa nhập một cách nhanh chóng nữa ạ! ! ! Em viết lên đây những lời này giống như những lời tâm sự của em cũng như em muốn xin ý kiến của mọi người về việc làm thế nào để vượt qua những khó khăn mà em đã chia sẻ ở trên cũng như làm thế nào để ba mẹ em có cái nhìn thiện cảm , cởi mở hơn về tình yêu đồng giới đây ạ ??? vì em rất sợ nếu một ngày mọi chuyện trở nên xấu nhất !!! em biết là phải can đảm thừa nhận nhưng em vẫn mong mọi người sẽ cho em ý kiến và lời khyên ạ !!! CẢM ƠN MỌI NGƯỜI ĐÃ ĐỌC Ạ! CHÚC MỌI NGƯỜI CÓ 1 NGÀY TỐT LÀNH :))",normal,depression,0.8591404860958273,depression_auto,high,12,trầm cảm|tự ti|ghét bản thân|đau lòng|cảm ơn|hãy chia sẻ,depression_high,,false_positive
"Hồi cấp 1 mình vốn rất vô tư, không suy nghĩ nhiều. Nhưng đến những năm cấp 2 mình đã bị bạo lực ngoại hình khá nhiều của 1 ít bạn cùng lớp. Mình vẫn còn nhớ 1 câu nói của bạn lớp khác nói mình: ""Nó xấu như này chắc bố mẹ nó xấu hổ lắm nhỉ?"" Sau đó mình nói với mẹ rằng: ""Mẹ ơi có phải con xấu lắm không?"" Sau đó mỗi lần mình ra đường mình đều cúi mặt xuống. Mình đã phải nhận những lời mỉa mai về ngoại hình cộng thêm với áp lực học tập nên đã phải điều trị rối loạn lo âu trầm cảm một thời gian. Sau khi lên c3 mình vẫn sống hơi khép mình do khá sợ ánh nhìn của mng xung quanh. Nhưng trong 2 năm đại học mình nhận ra rằng phải đừng để ý ánh mắt người khác nhìn mình, nghĩ mình như thế nào, quan trọng là bạn nhìn bạn và suy nghĩ như thế nào về bạn. Đặc biệt là yêu bản thân mình nhiều hơn ❤❤❤",normal,depression,0.9427081935571043,depression_auto,high,17,trầm cảm|áp lực|mất ngủ|lo âu|áp lực học tập,depression_high,,false_positive
"Mình thích cậu ấy cũng đc 3 năm, bạn bè đều khuyên mình từ bỏ nhưng mình lại chẳng thể, đúng hơn là không nỡ. Mình cứ như vậy, âm thầm thích cậu ấy, lén nhìn dáng vẻ ấy r lại thấy nực cười vì chính bản thân mình. Đến ngày đã xác định là chẳng thể gặp lại, mình vẫn thích cậu ấy, có thể là yêu r. Dù biết ko thể gặp lại, cũng chẳng thể yêu nhưng mình lại không khóc. Vì mình biết rằng, nếu mình khóc, cậu ấy cũng chẳng đến ôm mình và an ủi. Từng ngày trôi đi, vẫn chỉ có tình cảm xuất phát từ 1 phía, vẫn chỉ là mình đang đơn phương....Đến hnay nghe đc podcast này, dù giọng đọc khác nhưng mình vẫn cảm thấy đc chữa lành tâm hồn, càng thấy suy ngẫm hơn về mối tình đơn phương đó. Thật sự cảm ơn nhiều ạ....",normal,depression,0.8204611311996078,normal_auto,high,-4,cảm ơn|ủng hộ,normal_high,,false_positive
"Thấy mấy bạn chửi mẹ bé này nhưng thực ra đa số bm ở Việt Nam đều thế. Làm việc nhiều nên ức chế, hay quát mắng con Ko muốn trách họ nhưng họ cũng có phần đáng trách Bm cũng chỉ muốn con làm theo ý mình KHUYÊN CÁC BẠN HÃY CÓ ĐỦ HỌC THỨC VỀ TRẺ NHỎ VÀ GIÁO DỤC , KHÔNG ĐỪNG SINH CON HỎNG MỘT THẾ HỆ Ạ",normal,depression,0.6882464550310536,normal_auto,high,-4,hay quá|ủng hộ,normal_high,,false_positive
"Tuyệt vời quá, tớ làm việc văn phòng, mỗi ngày phải đánh máy 9-12 tiếng, lâu dần tay tớ bị đau, nhất là ở mép ngón cái khi phải liên tục gõ phím space ấy mọi người. Tớ cứ gõ phím lâu là lại bị thế, nó đã là căn bệnh mãn tính của tớ trong suốt 6 năm qua (và tất nhiên, tớ cũng đã nghỉ ngơi và sử dụng thuốc để giảm đau). Nhưng nay tớ hữu duyên được vũ trụ chỉ dẫn đến video này của Zen Melody, tớ vừa nghe vừa cầu nguyện ""Con cảm ơn vì tần số 174Hz tuyệt vời đã chữa lành cơn đau ngón tay của con, chữa lành thân con"", có một nguồn năng lượng ấm áp bỗng căng tràn khắp cơ thể tớ, và tớ lập tức không còn thấy đau nữa khi chỉ mới nghe được 5 phút. Cơn đau lưng luôn hành hạ tớ mỗi khi ngồi lâu cũng bay biến không còn dấu vết. Cảm ơn Zen Melody, cảm ơn vũ trụ tuyệt vời đã mang tần số chữa lành này kì diệu này đến với tớ. Tớ hạnh phúc và biết ơn vì biết được giai điệu chữa lành này. Biết ơn những bậc thầy tâm linh luôn ở bên và soi đường dẫn lối cho tớ. Thân gửi nguồn năng lượng thiện lành, thuần khiết và tràn đầy yêu thương đến mọi người. ^^",normal,depression,0.6125154409319448,normal_auto,high,-4,cảm ơn|tuyệt vời,normal_high,,false_positive
Cảm ơn chia sẻ của chị. E tự thấy bản thân mình rất hay tự so sánh với người khác rồi tự làm mình buồn. Mặc dù biết đó là một tật xấu nhưng vẫn chưa khắc phục được.,normal,depression,0.6115663426290748,normal_auto,high,-4,cảm ơn|rất hay,normal_high,,false_positive
"-Thúy Nga Paris By Ngight chỉ là cái bóng của thời huy hoàng của 15 năm trước. -Lớp người Việt yêu nhạc tiền chiến, thính phòng đã ngày một ít, -Gen Z thì không còn mặn mà với các ct do Thuý Nga tổ chức, -Ca sỉ chạy hết về VN làm show. Ngọc Mai QN là một cặp vc đã ở thời kỳ đỉnh điểm của danh vọng trong nưóc, chạy show 4,5 chổ suốt tuần. Có ai khờ dại đến độ bỏ chạy qua Mỹ khi sự nghiệp đang huy hoàng đến Mỹ chết đói sao ? Thị trường âm nhạc trong nước càng ngày càng sôi đông do người dân có điều kiện kt ngày càng tốt nhất là tại các tp lớn. Các gia đình có điều kiện kt cho con học tại các trường quốc tế ở VN có chất lương không kém các trường tư tại Mỹ, đâu cần phải cực khổ bày mưu tính kế qua đó làm gì cho khổ. Đi diển show ở nước ngoài bất kể là Âu Châu, Úc, Hàn, Mỹ lịch trình show diển rất khít khao, về đến khách sạn là chỉ ngủ nghỉ rồi mai lai di chuyển qua thành phố khác cho show kế tiếp, giây phút ngắn ngủi quay cảnh gia đình làm kỷ niệm cho kỳ du lịch cả nhà, trớ trêu là dính lá cờ. Trường hợp NM/QN và các con lại còn chật vật, đi diển show kèm theo đi du lịch lai ở nhờ nhà của một người trong BTC để dành tiền cho quỷ từ thiện. Thu nhập của NM tại Mỹ dù có hợp tác với Thuý Nga củng không bằng một phần của 2 VC tại VN. Nên nhớ QN không có nhiều cơ hội diển xiếc tại Mỹ như tại VN nhé. Các lý do nêu trên nếu không đủ thuyết phục người nghi ngờ thì chịu thôi. Internet là nơi thị phi, đặt chuyện không thành có, thêm bớt ly kỳ câu view. Nên nhớ các cơ quan chính phủ và báo chí nhà nước trong nước chưa bao giờ kết án gia đình Ngọc Mai làm sai trái. NM bị khai trừ khỏi đảng xáy ra trước đó 1 năm, lý do bỏ họp liên tục không lo công tác đảng nửa. Chính phủ VN có quyền yêu cầu gia đình NM về nước trình diện thông qua sự yêu cầu của Sứ Quán VN tại Mỹ can thiệp Mỹ tạm ngưng gia hạn chiếu khán cho gia đình NM. Nhưng chính phủ VN không có hành động gì, giử sự im lặng. Tai sao ? Vi không có chứng cớ, vả lại một lá cờ bé tí của chủ nhà. Đâu có phải Ngọc Mai hay QN cầm lá cờ đó đâu. Hơn 600K ngàn lính Mỹ, hàng triệu bom đạn, tàu chiến, Máy bay còn không lung lay được nước Viêt, một là cờ tí tẹo cách VN hàng ngàn dặm làm nên trò trống gì ? Video chỉ quay trong lúc vội vả cảnh gia đinh xum họp trong vài phút ngắn ngủi. NÊN NHỚ chuyện QN/NM quay cảnh gia đình quay quần bên nhau có rất nhiều, ai củng có thể xem lại trên Youtube, đây đâu phải là lần đâu. Gia đình này thích quay video làm kỷ niệm mọi lúc mọi nơi, chính vì thế gia đình này mới được gọi là ""Gia đình dính một cục"". Chuyện xui xảy đến biện mình càng khiến thiên hạ nghi ngờ, học giử im lặng là cách thông minh nhất.",normal,depression,0.7465444207033369,normal_auto,high,-6,hay quá|thích quá|đỉnh quá,normal_high,,false_positive
"Một tác phẩm comeback quá tuyệt vời. Từ nội dung, hình ảnh đến âm nhạc đều thật sự quá đỉnh chị Orange ạ. MV như một hình ảnh trực quan nhất thể hiện cuộc sống hiện tại của mỗi chúng ta cứ như một đề thi đại học. Ai cũng có cái khó riêng, không ai giống ai và mỗi chúng ta phải tự học cách vượt qua nó chứ không phải là copy sự thành công của người khác để rồi nhận lấy hậu quả. Và sau mỗi lần vấp ngã ta lại nhận được những bài học khác nhau để ta trưởng thành hơn. Và hơn hết khi đã vấp ngã quá nhiều và thật sự không thể tiếp tục, không ai có thể hiểu được ta thì MV đã đưa ra một cái kết thật sự có hậu cho nhân vật chính-tự bản thân an ủi chính mình, sau cùng dù có bao nhiêu vấp ngã khó khăn thì mình vẫn đang có chính mình cạnh bên như một người bạn chân thành sẵn sàng lắng nghe những khó khăn ấy❤❤. Thật sự phải cảm ơn Orange rất nhiều khi đã ra một MV vô cùng chất lượng và mang tính bài học cộng đồng như thế này. Mãi yêu chị Orange❤❤❤",normal,depression,0.5935160259560704,normal_auto,high,-6,cảm ơn|tuyệt vời|quá đỉnh,normal_high,,false_positive
"Là một người được nhiều người nhận xét là thông minh, mình thấy nỗ lực là cần thiết dành cho những người có mục tiêu chứ không liên quan đến thông minh hay ngu dốt. Việc bạn nỗ lực hay không khác với việc thứ bạn đang làm có đúng với thế mạnh của mình hay không. Nếu áp dụng ""cần cù bù thông minh"" vào mọi thứ, vẫn sẽ có hiệu quả nhưng không thể đạt đến sự thăng hoa, vì 99% nỗ lực mà không có thiên phú thì cũng không thể bằng một người thông minh đang nỗ lực. Hơn nữa rất dễ để ""cần cù bù thông minh"" biến thành ""ngu + nhiệt tình"". Nên theo mình, ta cần cả hai yếu tố. Nên nếu các bạn đang nỗ lực mà không thấy mình tốt hơn một cách nhanh chóng thì các bạn nên tìm ra điểm mạnh, lợi thế của mình trước chứ đừng đâm đầu vào những câu chuyện truyền động lực để rồi tốn công vô ích. Hãy tự hỏi là ""mình nỗ lực làm cái này để làm gì, ý nghĩa của thành quả mình sẽ đạt được là gì"". Điều đó sẽ giúp bạn xác định được sự nỗ lực của bản thân có xứng đáng hay không và tiến xa hơn dựa trên điều kiện của chính bản thân. Đây là một góc nhìn bên lề của nội dung video. Mong các bạn tham khảo và có những quyết định đúng đắn Cảm ơn Duy Thanh vì video rất hay.",normal,depression,0.7252995040442003,normal_auto,high,-4,cảm ơn|rất hay,normal_high,,false_positive
"Bạn này nói về vấn đề phân biệt chủng tộc ở Nga quá phiến diện, nếu có bí nội dung thì đừng đưa ra những thông tin như thế. Chuyện bà hàng xóm và cô giáo của bạn là trường hợp những bà cô sân si, cái này ở đâu cũng có. Bọn con nít ở trên lớp trêu thì như ở Việt Nam trẻ con cũng trêu không để ý đến cảm nhận của người khác, bạn lớn rồi kể lại nhưng chuyện này mà nói họ phân biệt chủng tộc qua mấy ví dụ kiểu này. Mình không có may mắn như bạn không sinh ra lớn lên ở Nga nhưng mình sang Nga học rồi làm việc cũng hơn 7 năm, người Nga không có phân biệt chủng tộc, đặc biệt với người Việt Nam. Họ hay tò mò hỏi có bố mẹ ở đây không, rồi những người hay đi đến các khu chợ là nghĩ người Việt ở đây đều đi làm ở chợ. Mình nói là sinh viên đi học bà hàng xóm nướng bánh mì toàn mang sang cho, bà nói ở một mình không có gia đình bên cạnh khổ thân, các thầy giáo ở trên khoa mấy ổng chạy đi lên khoa xin việc cho mình, năn nỉ hiệu trưởng ký cam kết các kiểu là mình sẽ làm được việc để mình có tiền lương yên tâm làm nghiên cứu không phải làm thêm trong nhà hàng quán ăn, sau vụ khủng bố ở Crocus mấy ông thầy mình tâm sự mà nước mắt rưng rưng nói là vì mấy người từ Trung á sang hay buôn hàng cấm và gây rối mất trật tự r đánh nhau giết người mà khổ thân người đi học. Mình từng làm thêm bán thẻ thành viên và điểm danh ở trung tâm thể dục cho tụi trẻ con, có những đứa nhà không có điều kiện bố mẹ chia tay mẹ hoặc bà dẫn đến, nhưng những ngày lễ tết họ mang rất hay mang kẹo socola đến cho và cảm ơn. Lúc bán hàng khô thuê cho người Việt họ mang đủ thứ thập cẩm đến cho nào là trà mứt tự làm đến cả thú bông đan tay. Nếu ng Nga mà bạn nói là có phân biệt chủng tộc thì là thành phần nghiện rượu không đi làm ở nhà chửi bới rồi gặp người Châu Á hay ăn vạ vì người Châu Á (Việt Nam và Trung Quốc) đa số ăn nên làm ra, toàn chủ quán, chủ cửa hàng, họ không muốn gây gổ để yên ổn làm ăn nên hay cho tiền hay mấy lon bia tống mấy người ăn vạ đi. Cá nhân mình thấy xấu hổ thay mấy người bán hàng cho họ mà giá lên trời, quán ăn lấy nước sốt cũ gạt chỗ khách cũ ăn dở đi tân trang lại đưa cho họ, rồi khu chợ người Việt và Trung có ổ bài bạc phạt sát nhau và gái gú không có gì là lạ. Thế hệ các cô chú người Việt ở đây từng kể là ngày xưa họ đi chợ đi buôn bán nói là người Việt người Nga thương bắt taxi giúp cho không lấy 1 đồng, họ bảo thế hệ con cái họ kinh tế Nga không được như xưa, họ đã ăn nên làm ra nên cho con cái về Việt Nam hoặc sang một đất nước khác, nhưng họ vì gắn bó với Nga và họ biết nếu họ đi nơi khác không dựng được cơ nghiệp như ở đây. Mình nghĩ bạn cũng là một trong số đó, bố mẹ bạn cũng là người lập nghiệp ở Nga để bạn có cuộc sống tốt như hiện tại, làm ơn đừng nói về họ như vậy.",normal,depression,0.7900808258093928,normal_auto,high,-6,cảm ơn|ủng hộ|rất hay,normal_high,,false_positive
"Hay quá anh, mỗi lần tâm trí chênh vênh lại xem được video của anh, đây không phải lần đầu, và chắc chắn sẽ có một vài lần nữa. Cảm ơn anh rất nhiều, lại được thư giãn và tiếp động lực rồi, mong video này còn mãi đến năm em 200 tuổi, mỗi năm xem 1 2 lần, gửi anh 400 views kk @@",depression,normal,0.1560740269903911,normal_auto,high,-4,hay quá|cảm ơn,normal_high,,false_negative
Kẻ thất bại sẽ luôn muốn ng khác cx thất bại theo mình và k ngoại trừ con cái của họ,normal,depression,0.5117509639929618,uncertain,low,0,,uncertain,,false_positive
tôi nhốt trong phong k giám gặp ai,depression,normal,0.4084171975487138,uncertain,low,0,,uncertain,,false_negative
"Mình 2k2 năm nay muốn thi vào đại học mà đang chán học quá dù còn bao nhiêu việc cần làm trước khi đến kì thi :( nên khi nhìn thấy thông báo vid này của c Giang mình đã thốt lên "" Chính là ló"" vì đây là thứ mình đang cần :)",normal,depression,0.7709537823315792,uncertain,low,0,,uncertain,,false_positive
Chỉ còn có thể nhìn em khóc qua màn hình vì ngày đó em rời đi anh chỉ đứng và lặng thinh,normal,depression,0.5645967122758916,uncertain,low,0,,uncertain,,false_positive
Cái khiến tui khó chịu là bao tay đang dơ mà ổng đụng vô điện thoại😅,normal,depression,0.6728799207019681,uncertain,low,0,,uncertain,,false_positive
"Đúc kết khi nghe xong video của mình là: 1. Làm việc vì tiền là tự nhiên, chẳng có gì xấu hổ cả. 2. Đừng kỳ vọng quá nhiều vào công việc, cứ làm tốt việc trước mắt đã. 3. Nếu công việc khiến bạn kiệt quệ, hãy dứt khoát rời đi khi đã chuẩn bị đủ. 4. Chấp nhận hiện tại, làm việc vui vẻ là cách để cuộc sống đáng giá. 5. Đừng gồng mình sống, hãy thả lỏng và thuận theo dòng chảy cuộc đời. 6. Vứt bỏ kỳ vọng vào bản thân và người khác để sống nhẹ nhàng hơn. 7. Sống với ham muốn thấp, đón nhận cô đơn để tự do và hòa hợp. 8. Biết ơn mọi điều đến và đi, trân trọng từng khoảnh khắc sống. 9. Làm hết mình cho người khác cũng là làm điều tốt nhất cho chính mình. 10. Thấy giá trị trong khó khăn, vì nó mài giũa ý chí và con người bạn. Cảm ơn tác giả Nakamura Tsuneko và kênh Better Version đã chia sẻ những bài học sâu sắc, giúp mình nhìn đời nhẹ nhàng và ý nghĩa hơn!",normal,depression,0.7393560872214641,uncertain,low,1,cô đơn|cảm ơn,uncertain,,false_positive
2025 ai còn nghe không ❤❤,normal,depression,0.5919589137456495,uncertain,low,0,,uncertain,,false_positive
"cố gắng lên em, do dự trượt đại học, tốn công sức học tập 12 năm, tốn mồ hôi và nước mắt mà ba mẹ đã bỏ ra 12 năm qua",normal,depression,0.5214647682325114,uncertain,low,0,,uncertain,,false_positive
"Không biết giờ có ai còn nghe không ? Hôm nay em hơi buồn rồi phóng xe đi lang thang mấy quán cafe , tự nhiên nghe giai điệu quen quen và lên đây tìm cho bằng được bài này :( :(",normal,depression,0.6203048535222381,uncertain,low,0,,uncertain,,false_positive
chết còn hơn mất người mình yêu,normal,depression,0.7151979069742981,uncertain,low,3,mất ngủ,uncertain,,false_positive
Em bị phạt ko nghe cô giảng bài mà ko nghe bị cô moi phụ huynh 😂😂😂😂,normal,depression,0.5554858802694033,uncertain,low,0,,uncertain,,false_positive
"Cái thứ ba❤❤❤❤❤bo tôi ko bao giờ biết ngại đi ngoài đường bo tôi chửi tôi rất nhiều bo thấy yên tĩnh bo dung xe rồi quay ra hỏi: may nghe tao nói gì ko , tôi sợ tôi gật đầu, có lần bố tôi cũng đang chửi tôi nhưng bố tôi nắm đầu tôi mặc dù xe đang chạy ở sau vẫn có người tôi sợ tôi gật đầu 😊😊😊😊😊😢😢😢😢",normal,depression,0.7989976767218482,uncertain,low,0,,uncertain,,false_positive
làm cái qwerty cho nó có động lực :((,normal,depression,0.6941542879562452,uncertain,low,3,cô đơn,uncertain,,false_positive
"Có những thứ chúng ta vô tình đánh mất nó và ko thể lấy lại đc nên hãy trân trọng người người mình yêu nhất đừng để đánh mất rồi tìm vì họ ko còn ở đó nữa đâu •́⁠ ⁠ ⁠‿⁠ ⁠,⁠•̀ 😌",normal,depression,0.8871032683427291,uncertain,low,0,,uncertain,,false_positive
"Mẹ tôi đã là tôi khi tôi được 9,75 so với con nhà người ta",normal,depression,0.8079369694848783,uncertain,low,0,,uncertain,,false_positive
"🥀 Track 04 - EP 'Thà Cô Đơn' - Chương cuối của EP, và cũng là khoảnh khắc ta biết rằng: cô đơn…đôi khi là cách dịu dàng nhất để chữa lành chính mình! 💌 Cảm ơn mọi người đã đi cùng Vicky đến chương cuối cùng của EP “Thà Cô Đơn” – Mong ca khúc này có thể mang đến cho bạn một chút bình yên, và một khoảng lặng để lắng nghe chính trái tim mình!",normal,depression,0.5008780886253994,uncertain,low,1,cô đơn|cảm ơn,uncertain,,false_positive
Thật sự cảm ơn anh ạ. Video này của anh đã mở ra cho em 1 con đường mới. Dạo này em cảm thấy cuộc sống vô cùng nhàm chán và lặp đi lặp lại. Và em đã stress trong 1 thời gian rất dài. Bản thân thì ko dám từ bỏ sự ổn định và an toàn đang có.,depression,normal,0.4615160313298559,uncertain,low,1,stress|cảm ơn,uncertain,,false_negative
Tâm trạng con người lên xuống thất thường. Đều duy trì luôn có động lực khó lắm.,normal,depression,0.668635689203049,uncertain,low,3,cô đơn,uncertain,,false_positive
Kể kiểu gì mà cứ dì lại chị lại có con lại các em chả biết như thế nào,normal,depression,0.5643834709620427,uncertain,low,0,,uncertain,,false_positive
Nhiều khi buồn nhưng cố kìm nén cảm xúc mặc dù đã muốn khóc lắm r :(((😢,normal,depression,0.7867517047203763,uncertain,low,0,,uncertain,,false_positive
Tí thì phải làm lại cccd,normal,depression,0.5300758201761391,uncertain,low,0,,uncertain,,false_positive
27/11/2019 rồi mà nghe vẫn ko chán,normal,depression,0.5320163459112318,uncertain,low,0,,uncertain,,false_positive
"xem xong mình thấy nó đã nói đúng con người bên trong mình , nhờ đó mình cũng hiểu bản thân hơn <3",normal,depression,0.5621192186888984,uncertain,low,0,,uncertain,,false_positive
"Chứng kiến sự bạc bẽo ngay trong chính gia đình mình thì ngoài kia có tệ thế nào thì cũng chẳng là gì 😊 "" Tận cùng của nhục nhã là nhìn mẹ phải khóc """,normal,depression,0.6494029953709198,uncertain,low,0,,uncertain,,false_positive
Bây giờ không cần xem không có nghĩa là sau này cũng vậy đúng không mọi ngừi,normal,depression,0.7331028190012204,uncertain,low,0,,uncertain,,false_positive
"vậy là phải làm việc thông minh, có kế hoạch hơn rồi",normal,depression,0.5355808184140016,uncertain,low,0,,uncertain,,false_positive
"chào mn, em 2013 và hết hè năm nay sẽ lên lớp 8. càng ngày lại càng thấy thi c3 nó đến gssnf, đáng sợ hơn mình nghĩ. h em ko giám mơ mộng về 1 tương lai mà chỉ cố gắng cho hiện tại. em thấy mình đang tự ti, ganh ghét với các bạn xung quanh",normal,depression,0.7723662898325261,uncertain,low,3,tự ti,uncertain,,false_positive
Ko như mẹ tôi...😢😢😢,normal,depression,0.6762083016017527,uncertain,low,0,,uncertain,,false_positive
Hôm nay chỉ còn 17 ngày nữa thoiiii hãy cố gắng vì mục tiêu của bản thân vì ba mẹ nhé❤🍀🍀,normal,depression,0.5856994559127606,uncertain,low,0,,uncertain,,false_positive
