comment_text,label,source,weight,annotation_round,final_label
"Em đã và đang rơi vào trong giai đoạn Quater Life Crisis này. Em đang gặp khó khăn trong sự nghiệp khi chưa tìm thấy định hướng cho mình và cũng đang lục đục với người yêu nên em đang cảm thấy rất messy và không biết bắt đầu từ đầu nhưng nghe được vấn đề của thầy Qoéo giúp em cảm thấy thoải mái hơn. Em sẽ hành động bắt đầu từ hôm nay từ những điều nhỏ nhất, sống tích cực hơn, quan tâm tốt cho bản thân cả về sức khỏe, tinh thần lẫn sự nghiệp để có đủ sức quan tâm đến người thân cũng như người bạn gái của mình. Rất cảm ơn những chia sẻ của thầy. 5 năm sau em sẽ quay lại và xem lại bản thân đã làm được những gì. Các bạn và tôi ơi, cùng nhau vượt qua nhé!",0,human_gold_round5,3,round5,normal
"tôi tự hỏi không biết mình có nên sống tiếp nữa không , tôi ÁP LỰC lắm rồi 😞",1,human_gold_round5,3,round5,depression
"Từ ngày ấy con tim chẳng còn rung động trước ai nữa Có một người đã từng nói:"" Luôn có tg, bất kể khi nào cũng được☺"" Hóa ra đó là câu nói khiến mình đau nhất và nhớ nhất💔",0,human_gold_round5,3,round5,normal
"bài hát này thật sự đã giúp mình rất nhiều trong đợt thi tuyển sinh vừa rồi . Khoảng tg vùi đầu vào đống sách vở, khá stress , lịch học thêm dày đặc, nhìn thấy sách vở là muốn nôn … nhưng rồi mình tìm thấy bài nhạc này, heolyt2 đã giúp mình vượt qua khoảng tg đó. Mình đã từng ngồi 4 ngày nghỉ lễ chỉ ở trong phòng và học bài , mình dành tg đó để học thuộc văn bà bh này như một cái gì đấy thôi thúc mình , giúp mình thư giãn và học hiệu quả hơn . Dù kì thi tuyển sinh đã qua khá lâu nhưng mình vẫn muốn qlai đây để chia sẻ và dành lời cảm ơn đến tác giả bà hát . Cảm ơn vì đã mang đến 1 bài hát hay và ý nghĩa đến v 🌷",0,human_gold_round5,3,round5,normal
lúc nào tui cũng đang tưởng tượng hết 😌,0,human_gold_round5,3,round5,normal
"chị đầu tiên tâm sự quá giống mình,là một người con gái nhưng luôn có suy nghĩ gồng gánh tất cả",0,human_gold_round5,3,round5,normal
Tui đạp xe đạp hơn 1 năm vs cái lip đề nặng nhất 😅😅😅 đạp max tốc của lực chân mình kèm tập gym ăn nhiều vào cái bắp chân nó gạn tôi bị 2 bạn gạn đếm đủ gần 60 sợi 🤣 🤣🤣,0,human_gold_round5,3,round5,normal
Trên đời này không có ai vô tâm hết cả,0,human_gold_round5,3,round5,normal
Tôi mệt lắm rồi Học 1 cũng học hai cũng học học giỏi đến đâu cũng phải học 😊,0,human_gold_round5,3,round5,normal
"Bạn biết gì không .Năm nay tớ học l11 nhưng trong đầu tớ vẫn luôn có cảm xúc tự hào tự hào rằng mình đã đạt điểm hơn monh muốn đã đỗ nv1 và luôn nhớ về nó .Và bạn biết không vì những suy nghĩ như trên đã khiến bản thân mình dậm chân tại chỗ ,mình đã kiêu ngạo nghĩ mình học giỏi hơn các bạn trong lớp khác nên bỏ bê học hành còn các bạn điểm thấp hơn mik tẹo đã cố gắng nỗ lực hết mình và có những thành quả tốt đẹp còn mik thì cứ dậm chân tại chỗ ấy thôi.Cho đến giây phút này mình đã biết được bản thân chỉ là hạt cát trên sa mạc .Tầm thường và nhỏ bé .Núi cao còn có núi cao hơn .Mà người ta nói không có gì là đích cuối cả .Ngay cả người già còn phải ngày đêm suy nghĩ xem mai mình sẽ làm gì để đỡ phí thời gian. Phải vậy sẽ chẳng có gì là chấm hết cả và chỉ khi dậm chân tại chỗ thì khi đó cơ hội sẽ chẳng còn.",0,human_gold_round5,3,round5,normal
"mình căng thẳng lâu ngày, cortisone cao lâu ngày. lúc đầu biểu hiện qua hệ miễn dịch cứ căng thẳng là nổi mề đay, ngồi thư giãn thì k bị, giờ mề đay khỏi rồi vì mình chủ động nghỉ bớt việc, thời gian này stress việc khác cái bị tuyến giáp luôn, lại đang lật đật điều chỉnh lại sinh hoạt đây. Hi vọng mọi người sẽ chú ý đến sức khoẻ tinh thần của bản thân hơn",0,human_gold_round5,3,round5,normal
"Em biết em chỉ mới là một học sinh sắp sửa lên cấp 3 thôi, vì thế những tiêu cực của em có thể rất nhỏ bé với nhiều người ở đây nhưng em mong được tâm sự chuyện thi ts10 của em ạ. Thật sự 2 ngày thi đó, em đã làm bài rất tệ, nó tệ hơn những gì mà em nghĩ rất rất nhiều. Trước đó khi học 4 năm cấp 2, em khá tự tin về lực học của bản thân; cùng việc em đã cố gắng luyện tập trong những tháng của HK2 lớp 9 nên em đã đặt NV khá cao và cũng tự tin vào kì thi trước mắt. Nhưng em đã đánh mất sự tự tin ấy ở ngay bài thi đầu tiên là môn Văn, em không giỏi đến mức 8 điểm nên em chỉ mong đến 7 điểm thôi, nhưng ở bài thi này nó tệ ngoài sức tưởng tượng của em. Không chỉ bài thi Văn mà còn cả bài thi Toán, môn em tự tin nhất cũng là môn em luyện tập nhiều nhất, em đã rất bất cẩn ở những câu dễ thế là mấy rất nhiều điểm. Ngay sau hai ngày thi, em đã không khóc, đúng hơn là không thể khóc vì quá sốc. Sau đó khoảng 1 tuần, em mới có thể bình tĩnh nhìn lại được hai ngày đó . Lúc đó em đã thật sự rất buồn và cả những ngày hè của em lúc đó chiềm trong sự bất an, lo sợ đến cái ngày phải biết điểm thi. Em đã tự hỏi tại sao bản thân đã không cố gắng hơn nữa? Tại sao lại tệ như thế? Tại sao mọi chuyện lại xảy ra như thế? Tại sao không phải ai khác mà lại là em? Đây là thất bại lớn đầu tiên của em trên con đường học tập, em đã rất khó khăn trong việc bình ổn lại cảm xúc. Cảm ơn anh Tun và chị Vy vì chiếc video này ạ, nhờ nó mà em đã có thể ổn hơn và chuẩn bị cho ngày 20/6 biết điểm thi. Cảm ơn mọi người đã đọc những tâm sự của em ạ❤❤❤❤❤",0,human_gold_round5,3,round5,normal
Con xin thành tâm thống hối mọi tội lỗi con gây ra...con đã ko yêu bản thân mình nhiều...con nghĩ con nên thay đổi bản thân và cố gắng suy nghĩ tích cực hơn,0,human_gold_round5,3,round5,normal
"""Tự tin phải từ năng lực nội tại bên trong""",0,human_gold_round5,3,round5,normal
bác cho cháu hỏi cháu mất ngủ ngủ k sau giất,0,human_gold_round5,3,round5,normal
"Rồi đến khi con nó tự tử thì lại tự dày vò bản thân, nói này nói nọ",0,human_gold_round5,3,round5,normal
Stress nhẹ 😊❤,0,human_gold_round5,3,round5,normal
Stress nhẹ 😘😘,0,human_gold_round5,3,round5,normal
"với tôi gia đinh là nơi mà tôi không muốn về nhất vì mỗi lần về là lại phải nghe những lời ns mà mih kh muốn nghe nhất hở tí là so sánh hở tí là ns mih như này như nọ lúc nào về cx phải nghe "" m nhìn con nhà ngta kìa nó nhỏ như thế mà còn bt lm đủ thứ còn m lớn tướng r mà chả lm dc cgi cả"" còn cả những lần ns đuổi r cuối cùng là ném hết đồ của mih r chửi mih mà trog khi là đã đuổi đi r thì còn giữ mih lại lm gì r ns mih này nọ",1,human_gold_round5,3,round5,depression
"Tôi đã tìm bao nhiêu cách giải quyết mọi vấn đề từ gia đình , nhưng mà cái chết mới là đáp án cuối cùng. 😊 Tôi k chịu nổi nữa",1,human_gold_round5,3,round5,depression
Mình và chồng ly hôn 3nam 1nam sau a ta có vợ rồi mỗi lần.tới sinh nhật con a ta cho tiền là vợ a ta dt chửi cứ cách nữa thág a ta liên hệ là bị chửi hiện tại a ta ly hôn vợ nhưg kêu mẹ con mình quay về nhưg a ta nói k thương mình nua chi xem mình là bạn vì a ta k quen dc vợ hiện tại.mình mệt mõi lắm.,1,human_gold_round5,3,round5,depression
Mình thường xả cảm xúc tiêu cực bằng cách nhìn vào gương rồi suy nghĩ trong đầu. Lần sau sẽ thử áp dụng cách của anh nghe có vẻ ổn hơn 😍,0,human_gold_round5,3,round5,normal
"Ai rồi cũng phải trải qua cảm giác đơn độc, chỉ là sớm hay muộn mà thôi 😊😊 Cô đơn luôn ở đó, đồng hành cùng với ta đến hết cuộc đời ❤",0,human_gold_round5,3,round5,normal
"hè năm lớp 8 lúc đi học bồi dưỡng hsg môn sử mình đã gặp gv dạy toán ở trường, thầy hỏi mình đi đâu, mình bảo mình đi học bồi dưỡng thầy liền hỏi lại 1 câu rằng: ""học ngu như e mà cũng đi học bồi dưỡng à?"" mặc dù thành tích môn toán của mình cũng thuộc dạng khá, mình cũng nằm trong đội tuyển môn hóa, mình chỉ học lệch môn toán và anh. thầy không hề hiểu rõ về năng lực của mình nhưng thầy lại nói ra một câu rất tổn thương với mình. bây giờ mình chuẩn bị là sinh viên năm 2 rồi và mình vẫn mãi không quên được câu nói đó, đó như là động lực để mình tiến bộ mỗi ngày nhưng cũng là vết thương không bao giờ lành. Mình từng trách thầy nhưng mình bây giờ thì không, mình chỉ chẳng thể quên câu nói đó thôi.",0,human_gold_round5,3,round5,normal
"Ờ, bây giờ tui ko có áp lực điểm số (Vì tôi học trường bổ túc rồi) :(",0,human_gold_round5,3,round5,normal
Thật tệ tôi cảm thấy đau lòng lắm cái cách mẹ đối xử với tôi sao mà buồn quá 😞😞,1,human_gold_round5,3,round5,depression
"Lesson from Q&A Chữa lành #01: Làm sao CHỮA LÀNH nỗi đau quá khứ? Tha thứ cho mình để CHỮA LÀNH | QACL Nhi Le - Khóc là chữa lành vết thương bên trong mình. - Không đè nén cảm xúc khi chữa lành. - Tha thứ cho chính mình vì mình là một con người, con người là có cảm xúc. Không cho mình là thánh thần hay những thứ cao siêu - Đối diện sự thật (quá khứ của mình) một cách bình thường. (Nói về những thứ mình trải qua trong quá khứ vì sự thật đời ai cũng khổ như nhau) - Người ta còn quá bận với chuyện của họ thì không có thời gian đánh giá mình - Cách chữa lành: Đối mặt với chính mình và dành thời gian để cảm giác nỗi đau trong quá khứ (Mình phải làm mỗi buổi sáng) > Yêu thương chính mình ""Bạn không sao đâu, dù bạn có đau mấy đi chăng nữa thì mình vẫn là người chăm sóc cho bạn, làm mọi thứ với bạn. Vì mình yêu bạn đủ nhiều để chăm sóc cho một bệnh nhân như bạn. Bạn đứng lên lại được vì tôi tin như vậy và tôi yêu bạn đủ nhiều để tôi tin bạn thành công như Mr.Beast :))"" - Tổn thương tâm trí cũng là một loại bệnh. - Chấp nhận mình yếu đuối một thời gian nhưng không cho mình yếu đuối quá lâu. - Sau 7 ngày kiểu gì cũng khá hơn, hãy thực hành hàng ngày. - Phải thực sự đối diện với chính mình, viết ra giấy nhưng suy nghĩ của của mình để chữa lành. - Chấp nhận rằng mình cũng là một phần của cái khổ. - Lúc nào cũng phải chữa lành (Mình chưa dành đủ thời gian một mình cho chính mình thì tâm hồn của mình bị tổn thương và đợi người khác yêu thương) - Mỗi ngày chữa lành một xíu",0,human_gold_round5,3,round5,normal
Chợt giật mình nhận ra Thời gian trôi xa ký ức nhạt nhoà Nhớ ngày thuở bé thơ vui đùa Chẳng phải lo nghĩ đến điều chi Ở trên con đường quanh co Có bao người đi theo nó Dõi theo từng nhịp bước chân hôm nào Rồi ngày mai phải lớn thôi Bao sóng gió với những giọt mồ hôi Trân trọng hơn cuộc sống này Và học được nhiều điều hay Đặt bàn tay lên trán nghĩ bao điều Chợt nhận ra mạnh mẽ hơn rất nhiều Có lẽ ai cũng sẽ phải lớn Để hiểu chuyện hơn Cuộc sống cho ta buồn vui Thời gian cứ đi mất chẳng hỏi ai Cứ lặng lẽ tạm biệt bye bye Để bây giờ cảm thấy cô đơn Cần điều gì hơn Ai cũng phải lớn,0,human_gold_round5,3,round5,normal
"Đừng tuyệt vọng, tôi ơi đừng tuyệt vọng Lá mùa thu rơi rụng giữa mùa đông Đừng tuyệt vọng, em ơi đừng tuyệt vọng Em là tôi và tôi cũng là em Con diều bay mà linh hồn lạnh lẽo Con diều rơi cho vực thẳm buồn thêm Tôi là ai mà còn ghi dấu lệ Tôi là ai mà còn trần gian thế Tôi là ai, là ai, là ai? Mà yêu quá đời này Đừng tuyệt vọng, tôi ơi đừng tuyệt vọng Nắng vàng phai như một nỗi đời riêng Đừng tuyệt vọng, em ơi đừng tuyệt vọng Em hồn nhiên rồi em sẽ bình minh Có đường xa và nắng chiều quạnh quẽ Có hồn ai đang nhè nhẹ sầu lên Đừng tuyệt vọng, tôi ơi đừng tuyệt vọng Lá mùa thu rơi rụng giữa mùa đông Đừng tuyệt vọng, em ơi đừng tuyệt vọng Em là tôi và tôi cũng là em Con diều bay mà linh hồn lạnh lẽo Con diều rơi cho vực thẳm buồn thêm Tôi là ai mà còn ghi dấu lệ Tôi là ai mà còn trần gian thế Tôi là ai, là ai, là ai? Mà yêu quá đời này Đừng tuyệt vọng, tôi ơi đừng tuyệt vọng Nắng vàng phai như một nỗi đời riêng Đừng tuyệt vọng, em ơi đừng tuyệt vọng Em hồn nhiên rồi em sẽ bình minh Có đường xa và nắng chiều quạnh quẽ Có hồn ai đang nhè nhẹ sầu lên",0,human_gold_round5,3,round5,normal
Chương trình mới làm em stress cực nhưng giờ đỡ hơn rồi 🥰,0,human_gold_round5,3,round5,normal
Ta thà sống cuộc đời đơn độc để không phải đơn độc,0,human_gold_round5,3,round5,normal
"Em ước gì 3 năm trước e có duyên đc gặp clip của chị. Nhưng 3 năm qua, e đã tự đứng dậy từ chính chỗ mình gục ngã. Câu nói mà em luôn luôn ghi nhớ "" Con chim khi đậu trên cành thì không bao giờ sợ cành cây ấy gãy. Vì đơn giản, nó không đặt niềm tin vào cành cây ấy, mà đặt niềm tin vào đôi cánh của nó. Đừng vì một lần yêu lầm mà sợ yêu lần nữa hãy tin vào đôi cánh của mình, tin vào chính mình"". Các bạn hãy cố gắng vượt qua đi, tất cả chỉ là thời gian ban đầu thôi :) Mình đã từng vượt qua những ngày vô cùng đau khổ, nhưng bây giờ mình yêu bản thân mình nhất rồi nên mọi chuyện luôn ổn thôi.",0,human_gold_round5,3,round5,normal
1. Trì hoãn việc ôn luyện để thi. 2. Trì hoãn việc học tiếng Anh. 3. Luôn nói không có thời gian học nhưng khi có thì lại ngồi xem điện thoại. 4. Trì hoãn việc tập thể dục. 5. Không có kỷ luật bền vững. 6. Luôn lập kế hoạch rất chuyên nghiệp nhưng chỉ được 1-2 ngày lại đâu vào đấy. 7. Luôn có mục tiêu nhưng cứ nghĩ mình còn nhiều thời gian. 8. Luôn lên mạng tìm video động lực nhưng khi ngồi học thì lại mệt mỏi. 9. Mua sách về nhưng không bao giờ đọc. 10. Luôn suy nghĩ rất nhiều về cuộc sống trong lúc làm việc nhưng khi rảnh thì lại chơi game.,0,human_gold_round5,3,round5,normal
"Người ta nói trẻ em như trang giấy trắng khi nó còn nhỏ ít nhất có mệt cũng nên tâm sự với nó và giải thik cái này cái kìa vì sao con ko nên làm hay nên làm để trẻ em tiếp thu tốt và sẽ hiểu cho cha mẹ sau này nếu cha mẹ vẫn muốn nuôi con nên người. Chứ đừng cứ nói xong con nó khóc thì ko quan tâm vì một lúc nó nín là bình thường trở lại, thật ra ko hề nếu phụ huynh làm vậy là trẻ con sẽ tiếp thu theo 1 cách khác và khi phụ huynh ko chịu thay đổi tính cách mik đi thà mệt một chút còn hơn sau này con nó lớn làm sai càng khó thay đổi rồi lại kêu con nó hư lì lợm nhưng cũng do cách cha mẹ đối xử và dạy cho trẻ tiếp thu ntn từ khi trang giấy còn trắng",0,human_gold_round5,3,round5,normal
Mình không biết bạn dùng từ chuẩn không vì rl lo âu nó là bệnh tâm lí tâm lí và tâm thần khác nhau ấy,0,human_gold_round5,3,round5,normal
"Ba mẹ đừng la con của mik có thể con mik sẽ áp lực,nó sẽ ko tốt và con sẽ nghĩ mik ko cần trong gia đình. Một lời khen ko có mà còn áp lực cho con nx thì làm sao đc kiếm công việc đc, nên cha mẹ đừng la cứ cho con thoải mái đi r cx sẽ có ngày con gái học tốt và kiếm đc nhiều việc...",0,human_gold_round5,3,round5,normal
nhiều lúc buồn chả biết làm gì ngoài nghe nhạc 🥺,0,human_gold_round5,3,round5,normal
mett mỏi quaa🥺,0,human_gold_round5,3,round5,normal
"Khi con chào đời để duy trì nòi giống, để thỏa mãn dục vọng của cha mẹ, cha mẹ sinh con như trg vô thức theo mô hình xã hội ( bậc phụ huynh như trên phóng sự ko đánh đồng ạ), phải thực sự thấy mình đủ kiến thức và trách nhiệm thì hãy đưa 1 đứa nhóc tới thế giới này 😊😢 đừng để về sau lớn lên nó sẽ trở thành nô lệ của đồng tiền hay 1 kẻ gánh vác luân lý trên vai vs 1 tâm hồn nhiều thương tổn",0,human_gold_round5,3,round5,normal
"Lời và nhạc tâm trạng buồn thiếc , Cuộc sống hiện thực của tôi là z đó.",0,human_gold_round5,3,round5,normal
Con đang bế tắc quá vào nghe thầy giảng cho tâm tịnh lại.giờ con ko biết phải làm sao.,1,human_gold_round5,3,round5,depression
"Thầy đáng mến thật sự ạ, con tuổi còn nhỏ, đang học và làm vc ở nước ngoài, bên con là rất nhiều tiêu cực, mệt mỏi, ganh đua, áp lực cuộc sống. Con chẳng biết bám vào đâu để con đường phía trước bớt gai góc, chỉ có thể tạo cho mình vỏ bọc thật dày, đi đôi dép thật bền để đỡ đau chân thôi ạ. Hôm nay nghe được cuộc nói chuyện này của thầy và ekip con thực sự thấy mãn nguyện và nhận ra rất rất nhiều điều. Con cảm ơn thầy và chị Thuỳ Minh đã , đang làm những điều tốt đẹp cho xã hội và cộng đồng ❤",0,human_gold_round5,3,round5,normal
em không dám nghe sợ tim tan vỡ thêm,0,human_gold_round5,3,round5,normal
Thuốc ko thể chữa bệnh trầm cảm hoàn toàn mà chính bản thân mình mới có thể chữa được bệnh trầm cảm của riêng mình,0,human_gold_round5,3,round5,normal
"Tôi cũng thế, từng tự hào trước môn tiếng anh mà giờ lại chật vật trước ""tự hào"" đó. Nhưng tôi ko bỏ cuộc, ko ngừng nổ lực vì trong tôi không hết hi vọng rằng"" mình sẽ làm được"".",0,human_gold_round5,3,round5,normal
*_-😱😱Thôi thôi từ đây mình không chơi nữa thôi thôi mình sợ quá😱😱-_*,0,human_gold_round5,3,round5,normal
"Tui thì cười như điên cười suốt ngày ko chán , ngủ thì ngủ như heo , nếu buồn thì do ko dc đi chơi gia đình tui thì hạnh phúc lắm va chạm thì va suốt ngày nói thì nhiều chuyện ở trên trời dưới đất , ngày nào cũng muốn gặp người khác để đi chơi , ở nhà thì chán lúc nào cũng muốn ra ngoài đường luôn nghĩ mình là phiên bản tốt nhất và những khi phạm sai lầm thì sẽ sửa đổi",0,human_gold_round5,3,round5,normal
Bố mẹ chỉ nuôi lớn xong để con nuối bố mẹ chứ bố mẹ ko nghĩ đến cảm súc và áp lực của các con đâu,0,human_gold_round5,3,round5,normal
Tội cho chị ở cuối clip quá vừa có con vừa bị u và trầm cảm lại không được người thân cảm thông.,0,human_gold_round5,3,round5,normal
Anh vẫn đau từ lúc e đi !!,0,human_gold_round5,3,round5,normal
Chúc bạn vui vẻ và trầm cảm không quay lại nữa.,0,human_gold_round5,3,round5,normal
Em trách bản thân vì đã ko giữ đc anh để bây giờ em cần ng bên cạnh thì chẳng cs ai . Anh thờ ơ em xem em như ng dưng ko liên quan đến cuộc sống của anh . Nhiều khi ghen nhưng chẳng bs lấy thân phận j để ghen😢😢😢,0,human_gold_round5,3,round5,normal
Khi mn lại ôm em tôi lúc đó tôi rất tủi thân tôi ngồi 1 góc khuất và khóc rất nhiều lúc đó ba tôi lại và dỗ dành và ôm tôi 1 cái và đó là lần tôi nhớ nhất và thế ba tôi đã ra đi mãi mãi trên thế gian😭😭😭,0,human_gold_round5,3,round5,normal
"Những ngày đi làm thông 4-5 ngày . Về chảy cả máu mũi , đặt lưng xuống nằm thì bao nhiêu suy nghĩ âu lo k ngủ đc. Xin phép gửi những âu lo ấy vào bản nhạc này. Chúc bản thân và tất cả mọi người ai đang vất vả mưu sinh. Sẻ luôn thành công trong cuộc sống. Lời chia sẻ của chàng trai 25t sắp làm bố .",0,human_gold_round5,3,round5,normal
"Mình chưa bao giờ là người xuất chúng, thành tích học tập 12 năm của mình đều chỉ tầm tầm trung, nhưng mình biết mình cũng có một vài thứ nổi bật ý chứ. Mng xung quanh mình thường nói mình là một đứa mờ nhạt vì không giỏi nhất một cái gì cả, nhưng điều đó thì sao? Mình vẫn hàng ngày học tập, cố gắng phát huy và sống một cuộc đời hạnh phúc. Mình không phủ định mọi lời nhận xét của mọi người, mình nghĩ mình sẽ xem nó như một vài vết màu được tô qua trong cuộc đời mình, ko xấu xí cũng ko quá đẹp đẽ. Mình chọn một cuộc đời bình thường như thế vì mình thích thế, mình cảm thấy hài lòng và mình muốn tận hưởng nó thôi.",0,human_gold_round5,3,round5,normal
"Lại nhớ đến người cha ở Vĩnh Long. Mất con như mất cả cuộc đời, không còn mục đích sống. Bọn quan chức Vĩnh Long hiện tại thì vẫn ung dung với tội ác mà chúng đã gây ra, t vẫn còn nhớ cái câu khốn nạn nhất mà t từng thấy, mất hết mọe nhân tính "" kẻ gây nguy hiểm cho xã hội đã chết "". Còn về vụ này thì mọi người hãy tìm hiểu về cuộc đời của bà ấy đi, một con người bất hạnh đến mức không thể bất hạnh hơn. Cuộc đời của bà ấy là một chuỗi dài u tối.",0,human_gold_round5,3,round5,normal
"Có anh Trí ơi, mỗi năm em đều xem lại 1 lần để nhận xét bản thân mình có thay đổi gì. Em thấy sự cô đơn nó rút cạn đi cảm xúc của em rất nhiều và em cảm giác bị thờ ơ với cảm xúc ấy. Nhưng khi gặp 1 người có tình cảm với mình thì em lại bị tâm lý rất là muốn bồi đắp liên tục với người đó và vô hình chung làm họ thấy ngộp. Em đang học cách để thay đổi theo nhiều hướng. Hẹn mn năm 2026 em sẽ quay lại cmt xem bản thân thay đổi ra sao ạ.❤",0,human_gold_round5,3,round5,normal
"Mình từng bị như vậy nên mình hiểu cái cảm giác đó nó như thế nào, mấy bạn mà dân thành phố hay con giáo viên thì sẽ hiểu, suốt ngày chỉ học với học, coi phim hay chơi game chỉ được 5 phút rồi lại bị cha mẹ ép đi học thêm hoặc thật nhiều vào, cũng có vài người cha mẹ xem con mình một cái huy chương, nếu thi điểm thấp thì bị đánh nhưng thi điểm cao thì ba mẹ vô trường sẽ hãnh diện nhưng họ không nghĩ tới cảm giác của con của họ.",0,human_gold_round5,3,round5,normal
ảnh nói đang chiên trứng thì nổ cái đùng rồi phỏng cái tay muốn nghỉ ăn cơm,0,human_gold_round5,3,round5,normal
Mình đang xem lại video này. Mình lo lắng về công việc và cả tình cảm.,0,human_gold_round5,3,round5,normal
"không có sự thay đổi nào đến trong một ngày, chúng ta không thể ngăn suy nghĩ xuất hiện nhưng chúng ta có thể rèn bản thân ngăn cho không suy nghĩ tiêu cực xuất hện",0,human_gold_round5,3,round5,normal
Còn áp lực của cha mẹ thì sao 🥀,0,human_gold_round5,3,round5,normal
Mình đâg bị đau chân mà nghe một hồi quên hẳn cơn đâu,0,human_gold_round5,3,round5,normal
"Con xin tri ân công đức của Cô ạ! Thật sự nhờ Cô chia sẻ con mới biết nhân quả của sự bị cô đơn, lạc lõng là do bản thân mình không biết nâng đỡ, giúp người khác hòa nhập vào cộng đồng. Hiện tại, con cũng cảm thấy mình như vậy. Con xin sám hối các tội lỗi do con đã gây ra lúc trước ạ. Con sẽ cố gắng giúp đỡ để không ai bị tình trạng cô đơn, lạc lõng như con bây giờ ạ.",0,human_gold_round5,3,round5,normal
"Chị ơi em hiện tại lớp 10 và muốn học ielts nhưng cảm thấy nền chưa chắc, chỗ đầy chỗ thiếu nhưng em sợ học trung tâm trúng trung tâm phốt lừa... Và địhh học on thì lại lo lớp đông hoặc những lúc em thấy nản rồi suy ra khômg học bữa đó, nên làm gì bây giờ ạ",0,human_gold_round5,3,round5,normal
"Đúng là đến một lúc nào đó, ta chẳng còn muốn hơn thua, chẳng còn tha thiết giãi bày hay chứng minh gì nữa, chỉ mong được sống an yên với chính mình. Buông không phải là bỏ cuộc mà là cách để nhẹ lòng bước tiếp. Mỗi người đều ôm những nỗi niềm thầm lặng, và video này như một bàn tay dịu dàng đặt lên vai, nhắc ta rằng: đã đến lúc tự thương mình hơn, nhẹ nhàng với chính mình hơn, và học cách buông những điều đã quá nặng lòng. Cảm ơn vì một bài học quý giá cho tâm hồn.",0,human_gold_round5,3,round5,normal
Ko he kiet suc ma tinh than nghe chuu nhieu mau ko thog nao roi nghi nhieu thu cho ban than da ko dc loi dog vien roi cho con nhieu cong viec ko dc nghi nua de ban than tot len ko suy nghi gd bo sag 1 ben de tot len dieu chinh cho chinh mih vi ko ai giup do lam kho nguoi khac them tot nhat dug chut gian len dau ai ca de ho tu lam khi nguoi da giao du an cho ho tap trung vao chuyen mon của mih,0,human_gold_round5,3,round5,normal
"Thời gian ! Ôi thời gian! Thời gian sao không cho họ hạnh ngộ? Thời gian sao mãi chia ly họ? Thời gian sao để họ ngăn cách? Thời gian sao để họ não nề trong nhớ thương, tha thiết, da diết, trong mắt biết lệ nhòa đến tận cùng sâu thẳm của tận đáy lòng... Không thể và không thể thay đổi thời gian, chỉ có thời gian ra đi và không quay lại...Định mệnh!!!",0,human_gold_round5,3,round5,normal
Em 20 tuổi gia đình khó khăn lao vào tx giờ nợ 200 t. Đi làm công nhân tháng 8 triệu giờ em phải làm sao đây mọi người cho em lời khuyên với 😢,0,human_gold_round5,3,round5,normal
Chưa bao giờ cảm thấy tủi thân như bây giờ,0,human_gold_round5,3,round5,normal
"tui cũng giống vậy và đó tui đã thề không giờ yêu và kết hôn trai gái nữa. Người ta nói không ai giàu 3 họ không ai khó 3 đời nên tôi (đời ông tui nghèo, ba tui khổ, đời tui tồn tại chứ không phải là sống) tui đã học phật nên hi sinh chính mình tôi đã không kết hôn hay yêu bất cứ ai vì thế hệ sao chỉ có khổ à.",0,human_gold_round5,3,round5,normal
"Có lẽ đây là thông điệp vũ trụ muốn gửi đến cho mình. Mình cũng từng là một cô gái có năng lực học tốt, được nhiều bạn bè ngưỡng mộ, đạt được một số thành tựu nhất định năm lớp 9. Mình may mắn hơn chị một chút, rằng vào năm thi tuyển sinh lớp 10, mình dành được vị trí thủ khoa lớp chuyên văn của trường chuyên tỉnh. Mọi thành công tưởng chừng sẽ được nối tiếp nhưng khi vào năm học, mình đã liên tiếp thất bại trong các bài kiểm tra môn chuyên, chỉ rất ít trong số đó đạt được mức điểm ""tạm chấp nhận"". Rồi cuối cùng, mình đã thật sự thất bại khi không thể nằm trong số 3 bạn đại diện cho lớp đi thi Olympic 30/4 các tỉnh phía Nam. Hoang mang, thất vọng, bất lực, tuyệt vọng, mình chẳng còn biết làm gì ngoài khóc. Lúc đó mình cũng như chị vậy, đau đến xé lòng, nhưng mình chẳng thể chia sẻ cho ai khác, có lẽ vì lúc đó mình đã quá tự ti, và mình nghĩ rằng việc kể cho những người vốn tin yêu, ủng hộ mình chỉ khiến họ thêm đau lòng, thất vọng. Rồi mình cũng thử lại, cố gắng hơn và được chọn vào đội tuyển HSGQG của tỉnh. Những tưởng rằng bóng tối sẽ lùi lại phía sau, nhưng một lần nữa, mình lại thất bại, không có giải. 3 tháng sau, mình thi HSG Tỉnh. Mình được giải Ba, trong khi ai trong đội tuyển cũng Nhất, Nhì. Mình có nghe nói rằng: ""Người đau nhất là người từng biết hạnh phúc là gì"", liệu có phải vì vậy mà đến tận bây giờ, mình vẫn mãi tự ti, thất vọng mà chẳng thể tìm được con đường mới chăng?",1,human_gold_round5,3,round5,depression
"Chị nói đúng như những điều em đã trải qua, mất ngủ nhiều ngày chỉ nằm khóc, nghe lại những bài nhạc kỉ niệm và đau đớn đến nghẹt thở, thậm chí em còn muốn giết người đó =)) Vậy mà em cũng đã vượt qua, dù rằng đã 1 năm rưỡi rồi, vẫn còn chưa quên được, và vẫn dành một vị trí đặc biệt cho người đó. =((",0,human_gold_round5,3,round5,normal
