"annotation_id","annotator","comment_text","created_at","final_label","id","lead_time","pii_pattern_flag","review_status","reviewer_note","updated_at" 
7563,"1","năm nay em lên lớp 9, vì một số lí do khách quan và cũng đc động viên nên đã chuyển đến một ngôi trường mới, có nhiều bạn giỏi hơn, tuy nhiên em ngại và không dám nói chuyện hay tương tác với các bạn nhiều, một phần ngại và một phần vì không tìm được chủ đề thích hợp để nói nữa, em cảm giác mình với các bạn có khoảng cách rất lớn, nên em ít nói hơn, ít thể hiện mình hơn, không còn tự tin trả lời thầy cô hay nói lên những thắc mắc của mình như khi ở trường cũ nữa","2026-08-02T02:20:49.740028Z","",7376,5.407,False,"","","2026-08-02T02:20:49.740045Z"
7564,"1","Mình cảm nhận sự bất tiện này ngày càng tồi tệ hơn.","2026-08-02T02:21:03.718743Z","",7377,10.741,False,"","","2026-08-02T02:21:03.718761Z"
7565,"1","Tớ cũng đã trải qua nhiều chuyện không hay rồi mình luôn sống tốt nhưng trong câu chuyện của họ mình lại là thứ gì đó đen đủi mà họ nghĩ. Tớ cũng bị chỉ trích nhiều rồi dù chẳng làm gì mệt mỏi thật sự đã nhiều lúc nghĩ đến 44 nhưng lại thôi!!! 😊","2026-08-02T02:21:10.661676Z","",7378,5.918,False,"","","2026-08-02T02:21:10.661697Z"
7566,"1","Em quá là áp lực, nghỉ hè còn khổ hơn đi học","2026-08-02T02:21:12.149992Z","",7379,0.482,False,"","","2026-08-02T02:21:12.150012Z"
7567,"1","7 thói quen xấu làm cuộc đời bạn chán nản: ❌luôn giữ cảm xúc trong lòng ❌Thiết bị điện tử ❌Dành nhiều tgian theo đuổi vật chất ❌Chờ điều tốt đẹp trong tương lai ❌Gánh ghét &đố kị ❌Ko cải thiện bản thân ❌Ngồi yên trong nhà ko giao tiếp với người khác","2026-08-02T02:21:13.816011Z","",7380,0.833,False,"","","2026-08-02T02:21:13.816028Z"
7568,"1","oh no it's so stress, i tried hard, i can understand myself, i don't have dream, i feel empty","2026-08-02T02:21:16.034247Z","",7381,1.213,False,"","","2026-08-02T02:21:16.034270Z"
7569,"1","E bị mất ngủ hoàn toàn gần 2tháng nay . có uống được k bs","2026-08-02T02:21:24.300502Z","",7382,4.477,False,"","","2026-08-02T02:21:24.300518Z"
7570,"1","Thời gian chẳng thể chữa lành vết thương nào cả, nó chỉ làm mk dần quên thôy 😞","2026-08-02T02:21:28.418162Z","",7383,1.988,False,"","","2026-08-02T02:21:28.418180Z"
7571,"1","E đag là hs lớp 11 e đg bị mắc kẹt trong chính tư duy cố định của e e cố gắng nhx ko có pp học đúng rồi đỗ cảm thấy thua thiệt vì nhà ko có đk vì các thứ dần dần dạo này e dần chán học trì hoãn mọi thứ nhạy cảm và suy nghĩ linh tinh nhiều hơn e cứ nghĩ mình có 1 khoảng thời gian tồi tệ thất bại sau khi đọc cmmt thì e nhânn ra nhiều ng cũng có hoàn cảnh giống e cũng bị chính mindset của mình dày vò trước kia cảm ơn ah đã cho e thêm động lực để côa gắng ạ","2026-08-02T02:53:04.190936Z","",7384,1891.986,False,"","","2026-08-02T02:53:04.190961Z"
7572,"1","Mình học cũng áp lực mình bị cái ngón tay tím bầm","2026-08-02T02:53:06.587930Z","",7385,1.139,False,"","","2026-08-02T02:53:06.587952Z"
7573,"1","Em từng bị giống anh giờ xem lại vẫn còn buồn","2026-08-02T02:53:08.508828Z","",7386,1.013,False,"","","2026-08-02T02:53:08.508846Z"
7574,"1","Có hết nhưng tui vẫn luôn tỏ ra bth , lâu lâu còn có cảm giác ghét cha mẹ nhưng lại cx có cảm giác yêu cha mẹ tui k hỉu nổi😢","2026-08-02T02:53:13.099023Z","",7387,3.575,False,"","","2026-08-02T02:53:13.099054Z"
7575,"1","Mn đang trong tuần thi đúng k Ko thì thôi mn cx có thể bỏ qua đoạn này cx đc nha 🎉 Mk lo quá đang thi nx ko bt lên nỗi ko nx huhu😢 Ủa 6 điểm là lên lớp đc r mà sau anh hiha vẫn bị la v ""//Thiệt ra mk cx như v luôn//"" Nhưng áp lực hc hành sẽ dẫn đến ảnh hưởng tâm lý của trẻ đó, và sau này lớn lên sẽ bị vấn đề về tâm lý có thể ảnh hưởng ít,nhiều về cuộc sống của trẻ, dễ sinh ra các ý nghĩ ko thông😢 Nhưng anh hiha đã làm tốt nhất có thể r mà sau mẹ của anh ko công nhận anh v , mẹ của anh đã ko nghĩ cho con trai của mk mà nghĩ đến việc hc , mẹ mà ko tôn trọng con trai mk mà lại vướt hết đồ chơi con mk iu thích là ko nên bọn chúng sẽ sui sụp và ko có niềm tin vào cuộc sống nx 😢😢😢","2026-08-02T02:53:14.811010Z","",7388,0.698,False,"","","2026-08-02T02:53:14.811028Z"
7576,"1","Nhiều người cứ so sánh với cái thời nghèo đói chiến tranh ctct sao ông cha ko bị trầm cảm. Thật sự trầm cảm nó đánh thẳng vào não, cảm xúc, sức khỏe tinh thần Chiến tranh nghèo đói đánh vào sức khỏe thể chất.","2026-08-02T02:53:16.807229Z","",7389,1.044,False,"","","2026-08-02T02:53:16.807246Z"
7577,"1","Cha ơi con ngày đêm no nắng buôn phiền 3 đứa con của con bỏ chúa nhiều năm từ ngày bố mất 2 con trai ăn chơi rồi vợ bỏ con trai con đi vào con đường cơ bạc rượu chè con khuyên bảo chúng kg nghe con xin cha cầu nguyện cho cho gd con và những đứa con đang xa đăng lạc nổi để được chúa thương xót và được về làm con của chúa con cầu xin nhờ đức giê su ky tô chúa chúng con amen","2026-08-02T02:53:27.137087Z","",7390,5.322,False,"","","2026-08-02T02:53:27.137106Z"
7578,"1","Bất lực vì nợ ko biết làm sao chăm sóc con. Muốn thay đổi công việc nhưng tiền đâu để trang trải hàng ngày","2026-08-02T02:53:28.503447Z","",7391,0.518,False,"","","2026-08-02T02:53:28.503474Z"
7579,"1","Chắc mình cũng có một vài triệu chứng hi, sợ độ cao, sợ người khác phán xét.","2026-08-02T02:53:30.428054Z","",7392,0.578,False,"","","2026-08-02T02:53:30.428083Z"
7580,"1","ngày nào cũng vậy đi học thêm mọi buổi tối tới tận 9h mới về về đến nhà còn bị bố mẹ chửi vì điểm mỗi ngày chỉ được ngủ có 2-3 tiếng mà thôi... tôi đã từng chọn cách ra đi nhưng sao tôi lại không muốn ? thuốc ngủ cầm trên tay nhưng sao lại không có can đảm để uống hết ? 😔","2026-08-02T02:53:32.002842Z","",7393,0.59,False,"","","2026-08-02T02:53:32.002861Z"
7581,"1","Em rất mệt! Cho em bên anh đk ko","2026-08-02T02:53:38.376676Z","",7394,2.556,False,"","","2026-08-02T02:53:38.376700Z"
7582,"1","cuộc sống áp lực mà mệt mỏi.","2026-08-02T02:53:59.305011Z","",7395,16.086,False,"","","2026-08-02T02:53:59.305033Z"
7583,"1","Lâu lắm rồi tớ mới nghe lại bài hát này, bài hát này đã giúp tớ rất nhiều trong khoảng thời gian đó, bây giờ tớ quay lại đây, bởi vì tớ cần một nơi an ủi mình. Tớ là một sinh viên đại học, nếu nói rằng tớ thật sự cô đơn thì điều đó cũng không hẳn, tớ cũng quen biết với nhiều người, nhưng dừng lại ở mức xã giao thôi, đã có lúc tớ đã vô tình ngỡ ngàng bởi vì...: Có những video buồn cười không biết share cho ai, có những khi muốn ra ngoài chơi không biết đi cùng ai, có những khi buồn không biết tâm sự với ai, lúc bấy giờ tớ mới thật sự nhận ra rằng mình thật cô đơn, tớ vốn dĩ đã rất cô đơn, đã gồng mình để mạnh mẽ chốn đông người, nhưng bây giờ khi tớ cảm nhận rõ được cảm giác cô đơn ấy đang bao trùm lấy tớ, tớ mới nhận ra rằng tớ sợ hãi điều đó như thế nào , cũng như tựa bài hát, tớ không khóc, giữa những áp lực ngoài kia, những nỗi lo ngoài kia, tớ không thiết tha gì phải rơi những giọt nước mắt ấy nữa, nhưng nỗi buồn và sự cô đơn trong lòng tớ vẫn không thể nào tan biến. Bài hát này thật sự đã an ủi tớ, là chỗ dựa tinh thần của tớ. Cảm ơn anh Bùi Trương Linh vì một bản nhạc tuyệt vời","2026-08-02T02:54:02.909831Z","",7396,1.123,False,"","","2026-08-02T02:54:02.909854Z"
7584,"1","Mình đến ga thất bại: 35 tuổi, nhà mình không đón chào mình trở về, nhà chồng mình lại tương tác lên tâm lý của mình bảo mình nên từ bỏ sự nghiệp 10 năm, gia đình nhỏ của mình, con ở bà nội, chồng đi làm suốt ngày, một mình mình vừa quay cuồng số nợ, vừa kiếm tiền để chu cấp, lo cho đứa con gái bại não. Vừa là một người chủ mạnh mẽ trước mặt nhân viên, lại kìm nén những cảm xúc bùng nổ căn bệnh trầm cảm đang hành hạ mình suốt 3 năm. Những cái Tết phục vụ, chạy ngược xuôi, trong rét 16 độ tôi để cho rét cắt da thịt mình, mỗi ngày trước khi đi ngủ tôi ước tôi sẽ ra đi trong giấc ngủ vì nó sẽ là sự ra đi im lặng. Tôi cố gắng rất nhiều, nên tôi mong mình có thể nghỉ ngơi.","2026-08-02T02:54:09.075553Z","",7397,0.46,False,"","","2026-08-02T02:54:09.075573Z"
7585,"1","Con cảm ơn cha với bài chia sẻ của cha ,con đang bị trầm cảm nhiều năm nay, con mong muốn được gặp được cha để chữa bệnh và thiền","2026-08-02T02:54:10.755144Z","",7398,0.692,False,"","","2026-08-02T02:54:10.755162Z"
7586,"1","Em cũng bị trầm cảm","2026-08-02T02:54:12.467702Z","",7399,0.766,False,"","","2026-08-02T02:54:12.467723Z"
7587,"1","Mình là một người tự hành hạ bản thân. Mỗi lúc ở một mình, mình thường đem những chuyện cũ mà mình đã cố quên cũng như ảo tưởng ra những cái gì đau đớn nhất để hành hạ tinh thần mình. Mình ước bị trầm cảm. Nhưng mình lại sợ. Mình không biết mình đang nghĩ gì. Mình có vô vàn chuyện buồn, tiêu cực tự tạo ra và đời sống ép mình phải vậy. Mình không nói cho ai biết, mình chỉ cười nói ""họ còn nhiều việc, rồi mình sẽ ổn thôi mà"". Cứ như vậy, mình nghĩ mình giả tạo quá mức và nghĩ mình không tốt. Mình luôn sẵn sàng lắng nghe tất cả chuyện buồn của người khác, học cách an ủi họ, tìm hiểu vô vàn kiến thức về những bệnh lý để hỗ trợ họ. Mình cứ vậy thôi, cười hoài, cười mãi nhưng trong mắt chẳng ánh lên tia vui nào. Có lúc mình nghĩ mình còn hạnh phúc hơn nhiều người bị trầm cảm khác, tiêu cực khác, bởi mình còn kiểm soát được trạng thái cảm xúc của mình sao không gây tổn thương cho gia đình và người thân. Mình may mắn lắm, may mắn lắm khi mình còn cười được. Rồi ngày mai nắng lên mình sẽ lại ổn, chỉ có mình tự làm tổn thương mình, chẳng thứ gì ngoài kia có thể khiến mình khóc được cả. Mình lại không thể dừng lại được hành động làm tổn thương mình, mình không thể. Thôi, cứ cười là hạnh phúc cậu nhỉ? Nhưng sau màn hình này mình cũng tự hỏi, cậu đăng video này lên? Liệu cậu có buồn, có đang bị mắc bệnh trầm cảm, có đang cất giữ một hồ tiêu cực nào đó không? Hãy kể cho mình nhé, nếu cậu nhìn thấy bình luận này. Bởi mình nghĩ cậu buồn, mình nghĩ cậu cũng bị trầm cảm. Cứ kể cho mình nghe, được chứ? Mình luôn sẵn lòng trở thành hy vọng sống của cậu và những người trầm cảm, tiêu cực khác. Chỉ vì mình không muốn họ ch.ết.","2026-08-02T02:54:15.960550Z","",7400,0.784,False,"","","2026-08-02T02:54:15.960569Z"
7589,"1","Năm 2022 là năm bế tắc, cảm thấy không ai hiểu mình, bản thân và gia đình ko có đồng cảm với mình, thời kì khủng hoảng, mong mình sẽ vượt qua","2026-08-02T02:54:19.710444Z","",7401,0.646,False,"","","2026-08-02T02:54:19.710461Z"
7590,"1","Nói thiệt lắm chứ mình cứ bị so sánh giống bạn đôi khi mik bị so sánh mày nhìn con người ta chưa học giỏi đạt học sinh giỏi còn m chả đc tích sự j nhìn m phát chán 💔 đôi lúc mình còn tự hồi tại sao lại so sánh con nhà người ta khiến mình lúc đó chỉ biết ngồi một góc cố nén cảm xúc lại nhưng nghe những lời vậy mình muốn chán đời luôn 😢😢😢😢😢","2026-08-02T02:54:25.316768Z","",7402,1.181,False,"","","2026-08-02T02:54:25.316786Z"
7591,"1","mình bị từ nhỏ giờ kiểu như ra đường ai cũng ghét mình k biết tại sao","2026-08-02T02:54:55.174790Z","",7403,9.907,False,"","","2026-08-02T02:54:55.174808Z"
7592,"1","Thực sự hôm nay là một ngày tồi tệ, tôi Thực sự mệt mỏi, tuy mới học lớp 6 nhưng Thực sự áp lực từ ba mẹ là rất lớn 😔😔😔","2026-08-02T02:54:56.625304Z","",7404,0.526,False,"","","2026-08-02T02:54:56.625323Z"
7593,"1","Nó thật sự là 1 căn bệnh hủy diệt loài người, tôi đã từng trải qua 2 năm bị nó nhấn chìm và tất cả những gì trong video này nói là hoàn toàn đúng, nó là sát thủ thầm lặng, đánh cắp linh hồn của chúng ta, và nó khiến cơ thể rệu rã, chết dần chết mòn , đến 1 ngày ng bệnh sẽ ko còn cách nào khác là tự giải thoát cho chính mình 😢😢😢😢","2026-08-02T02:54:58.288272Z","",7405,0.596,False,"","","2026-08-02T02:54:58.288295Z"
7594,"1","nhớ anh Hiếu quá. không còn nơi để tìm về gần 1 năm nay rồi. thường bữa cơm cuối tuần nào cũng lên lắng nghe những chia sẻ của anh, thành một thói quen lúc nào không hay nữa","2026-08-02T02:54:59.706811Z","",7406,0.5,False,"","","2026-08-02T02:54:59.706846Z"
7595,"1","This was uploaded 7 years ago but still very relevant to this day. I've been feeling so tired lately despite having lesser workload vs a few months ago, but I couldn't get myself together and be productive like before. There would be days I'd be productive then suddenly relapse, then I'd feel guilty why I was not delivering as before. She made a lot of very good points in this video. Especially on the reasons for burnout not being directly correlated to the amount of workload but more of the leaders and systems around you. Thank you for this! Now I have a better understanding. The very slow recovery is what scared me.","2026-08-02T02:55:01.390464Z","",7407,0.575,False,"","","2026-08-02T02:55:01.390488Z"
7596,"1","Chỉ có ba mẹ tôi là đi chơi , mua sắm , đi nhậu thôi. Không những vậy còn bắt tôi đi kiếm tiền bằng cách bán ve chai nữa.Tôi thích vẽ nhưng bị cấm khiến tôi không còn muốn bỏ cuộc ước mơ của tôi","2026-08-02T02:55:03.487733Z","",7408,0.776,False,"","","2026-08-02T02:55:03.487754Z"
7597,"1","2025 mệt mỏi, khi gia đình cần mình chỉ đóng góp được 1 tí, còn lại cứ lấy nước mắt ra trấn an bản thân","2026-08-02T02:55:12.275327Z","",7409,2.243,False,"","","2026-08-02T02:55:12.275362Z"
7598,"1","tôi là người hay suy nghĩ nhìu và lo âu từ khi còn trẻ và bây h tôi khá mệt mỏi","2026-08-02T02:55:13.993790Z","",7410,0.757,False,"","","2026-08-02T02:55:13.993808Z"
7599,"1","Mình bị overload vì làm quá nhiều việc mà k thấy kết quả, nhưng k thể làm ít hơn vì kì vọng của bản thân và vì lo lắng sẽ không đạt được target như dự định. Thế nên mình cứ ở trong trạng thâi stress 1 thời gian dài. Cảm ơn Châu vì đã chia sẻ và khiến mình cảm thấy được đồng cảm cũng như không còn tự trách bản thân nữa.","2026-08-02T02:55:16.071971Z","",7411,0.841,False,"","","2026-08-02T02:55:16.071989Z"
7600,"1","8.6.2018 / cảm giác cô đơn khiến người ta yếu đuối. Giữa một thành phố nhộn nhịp, lần đầu bước chân ra đường đời mới hiểu được trước đây mình có bao nhiêu hạnh phúc. Năm tháng vội vã, muốn quay lại cũng đã chẳng còn nữa. Ước mong mình bé lại, không cần tự nỗi lực, không cần chịu đựng quá nhiều áp lực. Chỉ đơn giản là ba năm cấp ba rồi lại nhiều năm sau nữa, cũng chưa chắc tôi đã thoát khỏi sự cô đơn này.........","2026-08-02T02:55:17.724196Z","",7412,0.713,False,"","","2026-08-02T02:55:17.724219Z"
7601,"1","🙂‍↔️ mệt thật sự ngượng cười che đi sự rối rắm của bản thân chập chùng trong người là những suy nghĩ chuyền miên ☺️ khó chấp nhận sự thật đang diễn ra . Khó hiểu, khó hay đổi bản thân 😔 hai~","2026-08-02T02:55:22.202960Z","",7413,2.859,False,"","","2026-08-02T02:55:22.202976Z"
7602,"1","Main trầm cảm, tôi trầm cảm, người đọc trầm cảm, còn tác giả thì đắc ý nhìn người khác đau khổ","2026-08-02T02:55:28.599951Z","",7414,5.221,False,"","","2026-08-02T02:55:28.599969Z"
7603,"1","thật sự thì, mình rất tự ti về mình, k ăn ảnh, đen, xấu xí, béo, mình mặc cảm lắm, mình cũng là con gái, mình rất muốn được tự tin chụp ảnh, up ảnh mà không phải lo lắng rằng người khác sẽ nói như nào về mình. Mình không dám, không dám chụp ảnh, không dám tự tin về thứ gì của mình cả, mình phải làm sao đây","2026-08-02T02:55:30.265052Z","",7415,0.604,False,"","","2026-08-02T02:55:30.265079Z"
7604,"1","Cảm ơn Better Version xem xong video này mình nhận ra mình cũng đang ở trong tình trạng suy nghĩ quá nhiều, mình luôn suy nghĩ quá nhiều mặc dù điều đó chẳng hề xảy ra. Mình sẽ bớt suy nghĩ lại và hành động nhiều hơn, mình viết bình luận này để cảm ơn Better Version và khích lệ bản thân","2026-08-02T02:55:33.683863Z","",7416,2.405,False,"","","2026-08-02T02:55:33.683882Z"
7605,"1","Tui đã khóc vì đã cố gắng gượng mạnh mẽ rồi mà ko được","2026-08-02T02:55:59.653738Z","",7417,22.548,False,"","","2026-08-02T02:55:59.653768Z"
7606,"1","bac sy oi tôi bi dau da day hb con mât ngủ nua lam sao duoc bac sy oi","2026-08-02T02:56:06.384303Z","",7418,5.746,False,"","","2026-08-02T02:56:06.384320Z"
7607,"1","Em có 6/7 cụ thể từ 2->7, trong suốt quãng thời gian vừa qua, em cảm thấy mình dần đánh mất đi niềm yêu thích học tập ở trường, cũng không còn hăng hái học tập như trước mà chỉ tham gia như một thói quen nhưng hiệu quả chỉ còn khoảng 50%, mọi sự tập trung của em đều dồn cho các mqh xã hội mà em đang có và điều đó làm em cảm thấy rất mệt mỏi nhưng lại không thể thoát ra được. Em luôn cảm thấy bế tắc trước những khó khăn mà em đang gặp phải, mỗi lần như vậy em luôn mong muốn có ai đó thực sự ngồi xuống và lắng nghe em tâm sự, đôi lúc em cũng ước rằng mình không tồn tại để không phải cảm nhận những điều này, hoặc nhẹ nhàng hơn là được quay lại hồi cấp 3, quãng thời gian mà em không phải lo nghĩ gì cả. Dù đôi khi em có những mường tượng trong đầu khi mình đạt được ước mơ của mình nhưng khi bắt tay vào thì cùng lắm 1 tiếng là em cảm thấy chán nản và kiệt quệ, không đủ sức làm bất cứ việc gì.","2026-08-02T02:56:07.794153Z","",7419,0.557,False,"","","2026-08-02T02:56:07.794170Z"
7608,"1","thuyet tien hoa bay gio khong ai tin nua , ma em cu gian thuyet tien hoa ,ma em noi la luon luon dung ,that ra la em da sai tu luc ban dau roi , em da chon sai chiec hoc , sai than hoc ,sai thuyet tien hoa, em da chon sai tu luc ban dau roi,vay ma em noi duc phat luon luon dung, thuyet tien hoa la dung , em dang noi bua ma em khong biet em dang noi gi nua ,ma noi la luon luon dung","2026-08-02T02:56:09.696575Z","",7420,0.508,False,"","","2026-08-02T02:56:09.696597Z"
7609,"1","Đau ko ...... những con ng vô tội vết thương ko bao h tự lành .....","2026-08-02T02:56:11.204473Z","",7421,0.602,False,"","","2026-08-02T02:56:11.204492Z"
7610,"1","cảm ơn video này đã giúp mình tỉnh táo lại khi mình cứ tự cao mà năng lực mình ko đến, và sự ko thành thì mình sẽ ngay lập tức nản chí và tự ti vô cùng, hi vọng là sau khi một khoảng thời gian nữa, mình sẽ gặp được 1 ""mình"" ổn hơn","2026-08-02T02:56:12.943842Z","",7422,0.724,False,"","","2026-08-02T02:56:12.943863Z"
7611,"1","'Chân Ái chỉ là thước phim hài' - Orange, 2023 :)) Jk, cảm ơn Orange đã mang đến một sản phẩm chất lượng, hiện tại cũng đang là khoảng thời gian khó khăn của mình, chênh vênh, mông lung, mình không biết động lực của mình là gì, mục tiêu của mình là gì, mình không có gia đình, vừa mới chia tay người gắn bó cùng mình 6 năm, công việc cũng tuột dốc, mình bị mất ngủ, rối loạn lo âu và luôn suy nghĩ tiêu cực, cảm thấy mình như là chính nhân vật trong MV vậy, chạy trốn - vùng vẫy trong vũng lầy mà do chính bản thân mình tạo ra - nhưng lại không biết làm cách nào để vượt qua nó, mình thật sự thấy bế tắc và cô đơn...","2026-08-02T02:56:14.989289Z","",7423,1.095,False,"","","2026-08-02T02:56:14.989308Z"
7612,"1","Nhớ lại mấy năm trước, sau sinh , mình bị trầm cảm, mình khóc suốt 3 tháng đầu, chỉ cần thấy người là òa òa òa kể cả thấy hàng xóm, lòng mình nghĩ: tại sao lại khóc, ko đc khóc, nhưng nước mắt nó cứ trào ra. chồng vừa làm về, bước chân vô là mình khóc, chồng còn bảo: Sau sinh nhạy cảm phải ko em :( Rồi dần dần, vượt qua ...","2026-08-02T02:56:23.185030Z","",7424,2.194,False,"","","2026-08-02T02:56:23.185047Z"
7613,"1","Ngu la mot trang thai tu nhien va khong the ep minh ngu duoc. Khi minh mat ngu thuong la minh se lo lang ve suc khoe, xem dong ho may gio roi, hoac minh nghi kg biet co bi van de auc khoe gi kg.... Tat ca nhung suy nghi do se lam cho nao bo tap trung vao viec ngu. Khi minh cang muon ngu thi nao bo se tu “quan sat” xem minh da ngu chua. Dieu do lai lam cho minh bi mac ket trong mot vong lap. Trong tam ly hoc co mot cum tu ten la “ paradox” nghia la nghich ly. Vay khi chung ta biet chap nhan va khong so mat ngu va co the doi luc “thuc dem” va khong ep minh ngu. Theo thoi gian nao bo se cho rang mat ngu khong phai la nguy hiem va tu do chung ta se de dang ngu hon","2026-08-02T02:56:25.286035Z","",7425,0.752,False,"","","2026-08-02T02:56:25.286053Z"
7614,"1","""Mày mà con như thế, t lột đồ mày ra, thả mày ra ngã ba mà đứng"" bản thân mình không nhớ nỗi bản thân lúc đó đã làm sai điều gì để mẹ nói như thế. Dù sao đi nữa, mình cũng không thể nghĩ được lí do gì để mẹ có thể nói với mình những câu nói như thể đang nói với kẻ thù. Mỗi lần nhớ lại dù không còn tức giận, nhưng cũng khiến mình bật khóc.","2026-08-02T02:56:26.677359Z","",7426,0.475,False,"","","2026-08-02T02:56:26.677378Z"
7615,"1","năm nay là năm cuối cấp 3 của em sau khi e kết thúc HK I em dần trở nên nản với việc học không phải vì điểm số mà là em cảm thấy rất nản quá mệt mỏi vì thức quá khuya chỉ để học nên em quyết định tạm nghỉ vài ngày nhưng đó là quyết định sai lầm của em .Sau khi tạm nghỉ em dần trở nên trì hoảng và lười học hẳn đi. Mọi thứ thay đổi khi tình cờ youtube đề xuất video này của chị nhưng thay vì em click vào em đã bỏ qua không hiểu sao đây là lần thứ 4 khi youtube đề xuất video này em đã rất tò mò click vô em sau khi xem xong và một thời gian em quay lại comment em cảm thấy mọi thứ trong việc học của em nó đang diễn biến tốt và dần trở lại và tốt hơn. Nếu như không có chị chắc e giờ vẫn đang ngồi trong hố bùn do bản thân em tạo ra rồi. Em cảm ơn chị đã lấy lại nhiệt huyết cho em và tất cả mọi người xem video này!. Em chúc chị tràn đầy niềm vui ngày càng thành công trong cuộc sống ạ","2026-08-02T02:56:28.096901Z","",7427,0.608,False,"","","2026-08-02T02:56:28.096917Z"
7616,"1","Trước đây mình từng bị rối loạn lo Âu Lan tỏa và ám ảnh bệnh tật cấp độ trung bình. Cơ may mình được biết đến cuốn sách cuộc hành trình và audio của tác giả Đoàn Thị Lâm nên đã hồi phục hoàn toàn sau 6 tháng áp dụng các pp trị liệu trong sách cũng như audio. Ai đang bị rlla thì có thể tham khảo nhé ❤","2026-08-02T02:56:29.540426Z","",7428,0.515,False,"","","2026-08-02T02:56:29.540443Z"
7617,"1","Chào chị Chi ạ. Đây là lần thứ hai em coi lại chiếc video này. Hiện tại em đang là sinh viên năm nhất, bước vào một môi trường hoàn toàn mới với cách học mới đôi khi khiến em cảm thấy vô cùng áp lực và bị ngợp bởi mọi thứ xung quanh. Em cũng không nhận được sự ủng hộ từ gia đình để theo đuổi 1 vài dự định của bản thân. Một ngày khá căng thẳng sắp qua, em xem lại video và cảm thấy tâm hồn mình dịu xuống đôi chút. Em sẽ áp dụng các phương pháp chị chỉ trong video ạ","2026-08-02T02:56:30.977091Z","",7429,0.543,False,"","","2026-08-02T02:56:30.977109Z"
7618,"1","cảm ơn Danny nhé, mấy ngày hôm nay thi cử cx nhiều nên hay bị stress, lên giường ngủ cứ tự hỏi ko bt mik còn bỏ lỡ gì ko cứ lo lắng ko ngủ đc, hôm nay cx thế nhg may xem đc short này mới nhận ra 🤦‍♀️","2026-08-02T02:56:44.255354Z","",7430,7.342,False,"","","2026-08-02T02:56:44.255384Z"
7619,"1","Mình năm nay 35t nhiều lúc rơi vào bế tắc trong cuộc sống khiến mình mệt mỏi mong có người bên cạnh nghe mình tâm sự nhưng mình chợt nhận ra rằng ko có ai bên cạnh. Mình cũng có người bạn thân có thể không cần bằng tuổi chỉ cần hợp nhau để cũng nhau nói với nhau đủ thứ chuyện, xa nhau là nhớ nhưng cuộc sống xô bồ, cơm áo gạo tiền, gia đình con cái va khoảng cách địa lý làm cho mình ít dần nói chuyện với nhau hơn, ít trải lòng với nhau hơn.","2026-08-02T02:56:45.728975Z","",7431,0.483,False,"","","2026-08-02T02:56:45.728994Z"
7620,"1","6 năm vẫn chờ 1 người yêu mình thật lòng, chờ hoài k đc, thật sự thấy mình nhỏ bé và tủi thân","2026-08-02T02:56:47.173931Z","",7432,0.484,False,"","","2026-08-02T02:56:47.173958Z"
7621,"1","cảm thấy mệt mỏi với các kì thi , muốn bỏ hết tất cả để được tự do làm chính mình nhưng nếu buông bỏ thì tất cả tương lai của bản thân sẽ chấm hết , như đến 1 đoạn ngõ cụt ko có đường ra , một khi vào rồi sẽ ko thể thoát ra được nx","2026-08-02T02:56:48.532846Z","",7433,0.483,False,"","","2026-08-02T02:56:48.532872Z"
7622,"1","Mình đã thực sự khóc khi nghe xong những câu chuyện này . Mình cũng muốn kể lại câu chuyện của bản thân Mình là một người rất tự tin với khả năng bật xa và mình đã luôn ao ước rằng mình sẽ trở thành một vận động viên nhưng ước mơ của mình đã bị dập tắt khi mình bị chấn thương ở chân, bác sĩ dặn mình không được bật xa nữa vì như vậy sẽ khiến chân của tớ bị phế hoàn toàn nếu tớ còn cố chấp đi thi bật xa nữa . Cảm giác của tớ thực sự bất lực khi tớ không thể tiếp tục đam mê của bản thân , tớ đã khóc rất nhiều lần khi nhìn đôi chân của bản thân và tớ phải từ bỏ ước mơ của mình...","2026-08-02T02:56:49.836980Z","",7434,0.448,False,"","","2026-08-02T02:56:49.837002Z"
7623,"1","Mình cũng bị lâu rồi nó theo mình 3 năm nay từ năm@lớp 5 mình đã có chúng bệnh dó mà ko hay biết😢","2026-08-02T02:57:10.581948Z","",7435,16.424,False,"","","2026-08-02T02:57:10.581966Z"
7624,"1","Con mệt lắm 😢","2026-08-02T02:57:22.201548Z","",7436,6.066,False,"","","2026-08-02T02:57:22.201564Z"
7625,"1","Ad có phải mình có rối loạn lo âu tổng quát không? Vì mình cảm thấy bồn chồn khi chưa thấy Psych2Go Vietnam đăng video mới 😊","2026-08-02T02:57:37.632991Z","",7437,0.889,False,"","","2026-08-02T02:57:37.633120Z"
7626,"1","tớ sợ tớ không đỗ, tớ sợ bthan sẽ thất bại, tớ thật sự không giỏi, tớ sợ sự kì vọng của bố mẹ lắm.","2026-08-02T02:57:39.081204Z","",7438,0.503,False,"","","2026-08-02T02:57:39.081222Z"
