row_id,text
s8-0094,"Nhật bản.13/11. Một ngày tồi tệ nhất của con,1 ngày mà còn mất tất cả tài sản con dành dụm bao năm, con bị người ta lừa lấy số tiền rất rất lớn. Con sụp đổ hoàn toàn,nhưng vì nghĩ đến gia đình con phải cố gắng vượt qua và bắt đầu làm lại. Nhờ đến những bài giảng của thầy mà tâm và cách suy nghĩ của con đã thay đổi ạ. Mỗi lần con nghĩ về cú sốc lớn đó, con tìm đến thầy nghe thầy dạy. Lòng con thấy nhẹ nhàng và biết cách buông bỏ hết mọi thứ. Con cảm ơn thầy nhiều lắm. A di đà phât。"
s8-0095,"""""Con người kiên cường lâu ngày sẽ có khi mỏi mệt. Tình cảm để tâm quá nhiều sẽ khiến lòng đớn đau. Công việc tích cực quá đà cũng có khi mang và lời nói phát ngôn quá lốn sẽ trở thành khoác lát. Đã là cuộc sống thì không thể thiếu cây đắng ngọt bùi. Đã là cuộc đời thì sao tránh khỏi tình người ấm lành. Ai chẳng mong một đời thuận bườm xuôi gió không gặp đau thương? Ai chẳng muốn quý trọng tình nghĩa không bỏ không rời. Có một số việc nhìn rõ rồi sẽ thấy nhẹ nhàng hơn. Có một số người hiểu thấu rồi thì không bận lòng nữa. Làm người nhiều lúc không nên quá rạch rồi. Có khi hết lòng hết già vẫn bị trách hận. Cứ thoải mái vô tư thì không gì vướng bần. Chỉ cần trân trọng người trước mặt làm tốt việc của mình, chân thành lương thiền, không thẹn với lòng, tất cả sẽ có sự hồi đáp xứng đáng"". NGHE THẤM QUÁ. HAY QUÁ !"
s8-0096,Anh nói phải có bản lĩnh nhưng em chưa có làm sao có được bây giờ chỉ em. Em yếu lắm gặp chuyện nhỏ cũng hoảng không biết xử lý thế nào cho đúng cả. Có lớp training riêng về xây dựng tâm lý vững vàng không anh . Em sẵn sàng học nếu học được cách mạnh mẽ hơn từ a ạ
s8-0097,"Có nhiều nước vẫn không được cả thế giới công nhận nhưng họ vẫn tồn tại bình thường, không ai làm gì được. Công nhận hay không thì cũng chỉ là lời nói của con người không có giá trị gì. Vấn đề là Chúa đã trao vùng đất này cho Israel từ trước công nguyên rồi. Và đây là điều không thể chối cãi Dù ai không công nhận thì cũng vô ích thôi. Sức lực con người không thể ngăn cản được ý định của Đức Chúa Trời"
s8-0098,Hay quá hết chịu nổi rồi nước mắt sắp thấm r
s8-0099,Tôi hay áp dụng phương pháp 1%. Ao sâu đến mấy đổ nước từ từ rồi cx đầy. Tôi không quá căng thẳng việc mình nên học cái này 100% hay cái kia phải xong thật nhanh.
s8-0100,đừng yêu vội vàng như lê bảo bình để rồi phụ tình như trịnh đình quang🤣
s8-0101,10kg bài tập mỗi ngày rồi học kiểu j đi đâu cũng học đi du lịch cũng học mỗi tối hơn 12h đêm mối dc ngủ
s8-0102,3 năm trc tôi nghe là vì những chuyện buồn trong tình yêu. Tới hôm nay tôi nghe lại thì tôi đang có 1 người yêu rất tuyệt vời .
s8-0103,Không thích quản cáo
s8-0104,"Trung bình mẹ tôi : - Tự ý vứt đồ tôi đi, bảo lúc nào tôi cũng bày bừa, bảo là bỏ rác tùm lùm, trong khi tôi bỏ lên bàn đàng hoàng, đôi lúc gió thổi nó rớt mà tôi ko hay biết, cái mẹ bảo tôi bày bừa, ủa alo? Cái mỗi lần tôi cự mẹ tôi thì mẹ lại la mắng tôi (tôi thích làm đồ handmade nên kiểu hay giữ hộp bánh nhỉ, thùng carton, ly nhựa,...) - So sánh với con nhà ngta, khi đứa học giỏi nhất lớp thua điểm tôi thì mẹ bảo : ""Lâu lâu đứa giỏi thì cũng phải tuột tí chứ, sao 10 điểm mãi đc"", khi tôi thua nó "" học hành kiểu gì á, nhìn con K. L ( đứa hc giỏi nhất lớp) kìa, thấy ngta học toàn 10 ko? "".Tui cũng chả bt ai là con ruột của mẹ tôi nữa - Thường xuyên quát mắng tôi, thỉnh thoảng chả thèn quan tâm tôi - Khi thú cưng của tôi chết tôi khóc liên tục 2 ngày thì mẹ bảo "" Có con động vật làm thấy ghê quá hà, mấy chuyện khác lớn lao ko học hành thì ko lo! "" - Phạt nặng khiến tôi tủi thân và từng có ý định 44 một lần - Mỗi lần tôi yêu cầu cái gì mà mẹ tôi thấy xàm trong khi tôi thấy bth thì mẹ bảo : ""Ngta còn phải lo mấy việc quan trọng hơn, có trăm công ngàn việc, đầu óc bận rộn ở đó lo mấy cái việc xàm xàm ba láp đó!! "" - Mỗi khi mẹ tui ko nhìn thấy, ko quan tâm, tui làm việc nhà, vẽ tranh, đọc sách, bla bla,... nói chung là ko đụng chạm đến cái điện thoại. Đến lúc hơi chán thì nhảy lên ghế, mở điện thoại đc 2 phút thì mẹ bảo :""Suốt ngày chả biết làm gì, chỉ ôm đt, riết đui mắt sớm, lúc đó cho khỏi đeo kính. Chơi riết r nghiện, mai một tui tịch thu cái đt cho khỏi xài. Học thì ko lo học mà suốt ngày cho lo chơi đt, có bổ ích gì ko, có giúp kiếm tiền ko, tối ngày toàn xem mấy cái xàm xàm!! "" Trong khi đó tôi xem rất nhiều mẹo vặt, kiến thức trong đời sống. Mẹ tôi là thế đấy 😔"
s8-0105,"""Khi còn trẻ thì không nên gặp một người tuyệt vời vì khi người đó quay lưng nhẹ thôi là đã mang cả thanh xuân của bạn đi mất rồi."""
s8-0106,Câu chuyện này có ai nghe hết ko.đây là một câu chuyện kể lại.lòng người nó ác như rắn độc chứ không phải sống với loài rắn.trời ơi tôi cũng nghe mà sợ lúc đầu nghe vừa nghe vừa niệm Phật cuối cùng cũng kết thúc câu chuyện luật nhân quả mà thôi.ai tốt thì tốt ai xấu thì phải chịu quả báo a Di Đà Phật
s8-0107,"Hồi học c2 e tưởng e giỏi lắm cả về học tập thể thao hay là những hoạt động của trường , nhưng khi lên c3 e cảm thấy e rất nhỏ bé cả về học tập lẫn thể thao những môn học từng rất tự hào mà giờ e chỉ là 1 con kiến nhỏ trong thế giới này, không bằng ai mà cũng không hề giỏi"
s8-0108,Nói chung đừng ép con mình học quá học kèm theo giải trí thì học mới vô dc
s8-0109,"Đại gia thì cháu cũng không được sợ? Cháu có công an, pháp luật ủng hộ cháu?"
s8-0110,Mấy ông Đài Loan cứ tự cho Trung Hoa đại lục là của chính mình rồi còn xem Đài Bắc là thủ đô của cả Trung hoa nữa không biết tự lượng sức 🤣
s8-0111,Cục gì trên trần nó rơi xuống chứ ko phải quả cầu
s8-0112,cảm ỏn Bác sĩ
s8-0113,[LIL LIEM] Anh nói anh yêu em á Thôi không đáng đâu Mình chia tay rồi mà anh phải hiểu ý em chứ đừng có bi lụy như thế em mong sau này em sẽ sống hạnh phúc Đừng vì em mà bỏ lỡ bất cứ tình cảm nào mà anh đáng có sống vì anh đi coi như e xin anh đấy a ước cơn mơ sẽ thấy em thấy đôi mi anh lấm lem dù biết cơn đau sẽ khó quên anh để tên em trong lãng quên anh biết tất cả mọ thứ thật là trơ trọi cô độc trong đêm tối em đi em không nói tim của anh đau nhói [HOOK] chìm sâu vào trong đôi mắt anh thấy mình có nút thắt vì em chẳng giống như xưa chạy theo em dưới cơn mưa chìm sâu vào trong đôi mắt [EREN] baby ở trong trong vòng tay trong lòng anh cảm xúc giữ ở trên môi nay tình yêu trôi thật nhanh mình bỏ lỡ giấc mơ bên nhau em vội đi đi thật nhanh và đừng lấy giấc mơ mang đi khi mùa đông đang gần anh chìm vào ánh mắt anh chẳng muốn ta rời xa và bật khóc dưới những cơn mưa khi tình yêu đã vừa qua anh chẳng muốn thấy em bên ai baby xin em hãy quay trở lại em là cơn gió anh chẳng thể nào giữ em mãi con tim này buốt giá tình yêu tồn tại cùng những dối trá
s8-0114,"Cám ơn tính năng recommend của youtube <3 tôi là 1 người bị trầm cảm đã qua 1 lần tự vẫn nhưng được ba tôi cứu sống, bây giờ nghe list này tôi thấy lòng mình nhẹ nhàng hơn và tôi có thể chấp nhận sự thật rằng mình đang bị tổn thương, mình cần dừng lại và chữa lành bản thân, làm cho bản thân hạnh phúc hơn chứ ko phải cứ tiếp tục dày vò mình nữa"
s8-0115,"em từng nghe 1 câu rất hay như thế này ""mỗi khi muốn từ bỏ, hãy nhớ vì sao lại bắt đầu"" 😊"
s8-0116,Anh ta sẽ phải nuối tiếc khi mà bỏ rơi 1 người tuyệt vời như em
s8-0117,"Đàn ông nói chuyện với đàn bà mà loi thoại kêu bằng anh, còn đàn bà xung hô với đàn ông bằng cô ko hiểu nổi 😅"
s8-0118,Tao nhớ người yêu quá
s8-0119,"If you work in human or veterinary healthcare ,as I did, there is a whole different level of burnout happening! You can add secondary trauma stress and compassion fatigue to and already high stress workplace. You're dealing with emergencies, death, and others stress, grief, and emotional reactivenesss. You can't just walk out of a surgery or leave a patient when it's time to go home. By the time you do finally get home you have no emotional bandwidth left for yourself let alone your loved ones. We lose too many to suicide because of this."
s8-0120,phim AI không thay quần áo à
s8-0121,"Em đã xem rất nhiều video của chị và em rất thích cách chị học hỏi và chia sẻ về cuộc sống, vào hôm qua em đã xin lỗi người yêu cũ cùng một người bạn của em. Cà 2 đều rất bất ngờ vì em tự dưng lại nhắn tin trong đêm như vậy. Nhưng điều làm em bất ngờ hơn là người yêu cũ, anh ta nới cuộc trò chuyện dài ra, lúc đó em k nghĩ nhiều nhưng sau khi em ngẫm lại em lại thấy thương cho bản thân rằng tại sao lúc nào mình cũng chủ động và từ hôm qua tới hôm nay con người em đầy tiêu cực tới nỗi không thể khóc. Nhưng khi nghe được những lời chị nói em lại cảm thấy những lời xin lỗi của em là để em buông bỏ, buông bỏ những kỉ niệm thời học sinh, thời cấp 3 ngây ngô để yêu bất chấp... Cảm ơn chị vì đã làm những video và podcast hay như thế này ạ. Em chúc chị có nhiều sức khỏe và thành công trong cuộc sống ạ."
s8-0122,"Đài Loan không được công nhận vì đến hiện tại, Đài Loan (Trung Hoa Dân Quốc) vẫn cho rằng cả lãnh thổ của Trung Quốc (CHNDTH) đều thuộc Trung Hoa Dân Quốc, khi nào Đài Loan (THDQ) chịu chấp nhận phần lãnh thổ thực tế thì sẽ được công nhận"
s8-0123,"bấy ai luyện được tầng bậc này, các cặp đôi yêu nhau đều từ từ yêu bằng bản năng rồi hoàn thiện bản thân qua tu tập chứ hiếm ai có đức hạnh có phúc phần được hưởng được tính cách tốt như thế đâu!"
s8-0124,"🎯 Key points for quick navigation: 00:16 *🌟 Cortisol plays a critical role in health and well-being, impacting mood, sleep, and immune function.* 01:13 *🎙️ This podcast aims to provide free scientific insights for the general public, separate from academic roles.* 01:41 *⚠️ Cortisol is often misconceived as only a stress hormone; it has essential functions beyond stress response.* 02:07 *⏰ The optimal cortisol rhythm involves high levels in the morning and low levels before sleep.* 03:19 *⚡ Cortisol is primarily about energy deployment rather than just stress; it ensures energy availability for daily tasks.* 05:15 *🧠 Cortisol can cross the blood-brain barrier, influencing brain functions, especially in the hippocampus.* 10:30 *📈 Cortisol has a distinct 24-hour rhythm with phases of low and high secretion correlating with sleep and wake times.* 16:01 *💤 Cortisol should be lowest before sleep and rise sharply upon waking, crucial for alertness throughout the day.* 17:52 *🧪 Cortisol generation begins in the brain's hypothalamus, regulating its release through a complex hormonal pathway.* 21:08 *☀️ Cortisol awakening response helps transition from sleep to wakefulness, requiring energy to get out of bed.* 22:54 *🔄 Cortisol operates in a negative feedback loop, where high levels inhibit its own production to maintain balance.* 25:10 *⚡ The HPA axis is crucial for synthesizing cortisol in response to stress and maintaining its 24-hour rhythm.* 26:45 *⏱️ Cortisol takes about 10 minutes to be synthesized and released, causing prolonged stress responses after immediate stressors.* 28:55 *🌅 The superchiasmatic nucleus (SCN) controls the body's circadian rhythm and cortisol synthesis, affecting energy levels throughout the day.* 32:13 *⏰ The first few hours post-waking are essential for maximizing cortisol levels to enhance alertness and mood.* 34:19 *🌞 Exposure to bright light within the first hour of waking boosts cortisol significantly, improving energy and focus.* 40:10 *💡 Bright light exposure can increase cortisol levels by up to 50%, playing a vital role in combating seasonal and mild depression.* 42:13 *💧 Proper hydration boosts cortisol and overall cognitive and physical function; drink water first thing in the morning.* 43:39 *☕ Caffeine has varying effects on cortisol based on habitual usage; chronic users may see little increase in cortisol levels.* 46:41 *🕒 Delaying caffeine intake post-waking can help smooth out cortisol levels and reduce afternoon energy crashes.* 53:23 *🏋️ Exercise can help stabilize cortisol rhythm; familiar workouts lead to less significant cortisol spikes compared to novel exercises.* 56:22 *🔄 Regular exercise at consistent times enhances energy levels anticipatorily through cortisol peaks linked to the body's internal clock.* 59:00 *❄️ Deliberate cold exposure can increase cortisol levels; however, it should be done occasionally to maintain its effectiveness.* 01:02:19 *🍋 Drinking Element hydration mix during exercise can replenish electrolytes, with flavors like raspberry and lemonade.* 01:03:02 *🌅 Cortisol should peak in the morning and decrease throughout the day for optimal energy levels.* 01:04:13 *🍊 Grapefruit can significantly extend the duration of cortisol in the bloodstream by inhibiting enzymes that break it down.* 01:08:14 *🍬 Black licorice contains glycerizin, which can effectively increase cortisol levels, but caution is advised for those with high blood pressure or pregnant.* 01:12:07 *☀️ Afternoon sunlight can enhance mood but doesn't affect cortisol levels as it does in the morning.* 01:15:32 *🌙 Dimming lights in the evening is crucial to keep cortisol low, promoting better sleep.* 01:17:10 *🔴 Using red light reduces cortisol stimulation in the evening compared to blue light, which should be avoided.* 01:20:55 *❌ Avoid caffeine in the evening to maintain low cortisol levels and improve sleep quality.* 01:21:24 *☕ Cut off caffeine by 2 p.m. to improve sleep quality; individual tolerance may vary.* 01:22:20 *🧘‍♂️ Manage stress responses in real time using techniques like meditation and breathing exercises.* 01:25:33 *🌬️ The physiological sigh is a quick way to reduce stress: deep inhale followed by a long exhale.* 01:27:09 *🍚 Eating starchy carbohydrates in the evening can help lower cortisol levels and improve relaxation before sleep.* 01:31:04 *📊 Transitioning to a low-carb diet may initially raise cortisol levels, but they typically normalize after three weeks.* 01:35:23 *🏋️‍♂️ Exercise in the morning is ideal for cortisol rhythm; however, afternoon workouts can still be effective if managed properly.* 01:39:33 *🚿 After evening workouts, employ breathing techniques, eat starchy carbs, and take warm showers to help lower cortisol for better sleep.* 01:40:14 *🌙 Avoid bright light and screens before bed to maintain low cortisol levels for better sleep.* 01:41:10 *📉 Cortisol should be lowest 4 hours before and 2 hours after sleep for optimal health.* 01:42:22 *🌞 High evening cortisol can lead to sluggishness the next morning; manage nighttime stressors to improve morning energy.* 01:44:30 *💊 Supplements like ashwagandha can effectively reduce cortisol levels but should be taken in the evening for best results.* 01:47:58 *🍵 Apigenin, found in chamomile tea, can also help lower cortisol, especially when taken before bed.* 01:51:05 *🔄 Burnout can manifest in two patterns: feeling stressed in the morning or experiencing fatigue despite feeling wired at night.* 01:54:19 *⚖️ Distinguishing between burnout patterns can help identify appropriate remedies and interventions.* 01:56:48 *🧘‍♀️ Non-sleep deep rest techniques, such as yoga nidra, can help regulate cortisol levels and reduce morning anxiety.* 01:58:41 *📅 Regular practice of relaxation techniques can enhance control over the body's stress responses and promote overall well-being.* 01:58:54 *🌅 NSDR practices can help with sleep-related burnout, ideally performed in the morning after waking up.* 01:59:36 *💧 Hydration and bright light exposure upon waking are essential for resetting cortisol peaks effectively.* 02:00:17 *☕ Delay caffeine intake for 60 to 90 minutes post-wakeup to prevent sharp drops in afternoon cortisol levels.* 02:01:38 *💤 Type 2 burnout is characterized by waking up tired and struggling through mornings, despite caffeine consumption.* 02:03:43 *🌞 Viewing sunlight in the evening can reduce the negative effects of artificial lights on melatonin production.* 02:05:21 *😌 Practicing physiological sighs for five minutes can improve calmness, mood, and sleep.* 02:06:30 *🔄 Maintaining the correct cortisol rhythm is crucial for overall well-being and energy distribution throughout the day.* 02:09:17 *📉 A flattened cortisol curve in the afternoon can negatively impact health and longevity, particularly in women during menopause.* 02:12:16 *🧠 Correct cortisol management supports cognitive function by preserving the health of the hippocampus.* 02:13:41 *📚 A new book titled ""Protocols"" offers scientific protocols for improving health and managing cortisol rhythms.* Made with HARPA AI"
s8-0125,"Học giỏi thì tốt nhưng học cần phải có mục tiêu, học để tiến đến cái gì, chứ học ko có mục tiêu thì sẽ chỉ học kiểu cho hết học"
s8-0126,"Cha mẹ dành nhiều thời gian bên con. Gia đình luôn hạnh phúc tránh gây gỗ, đánh nhau trước mặt con. Hè này cũng đầu tư cho con các môn năng khiếu. Tôi cũng cho các con chơi rất nhiều môn thể thao vận động giải trí, cho bé phát triển năng khiếu sở thích mong muốn của bản thân. Đầu tư đầy đủ về việc học, việc phát triển năng khiếu mong muốn của con. Mong con lớn lên khỏe mạnh hạnh phúc ❤ Tập trung cho con cái, biết điều tiết cảm xúc vui vẻ hạnh phúc hơn, trân quý bản thân. Nói không với mạng xã hội, nó thật sự không tốt đâu, không có ích cho trí não dễ bị rối loạn cảm xúc, hành vi. Tức giận thì đi chơi, ăn uống, làm đẹp, sống chỉ tuân thủ pháp luật làm điều tốt đẹp cho gia đình và mọi người xung quanh ❤"
s8-0127,"Quyết định phục viên thì có, còn quyết định nhập ngũ đào đâu ra. Còn giấy chứng nhận có tham gia chiến đấu thì cũng đào đâu ra được? Nếu yêu cầu này là đúng thì chẳng ai đạt cả! Thiết nghĩ trên bộ quốc phòng chỉ cần click chuột vào phiên hiệu đơn vị là biết ngay đơn vị nào trực tiếp chiến đấu, đơn vị nào không ngay chứ? Việc xác định quân nhân có trực tiếp chiến đấu trên các chiến trường hay không là việc của các cấp co thẩm quyền chứ? Sao lại buộc lính già làm việc này?"
s8-0128,"Co khi lac quan , Co khi ddau buon. Nhung ddung tuyet vong. Toi nhac toi. 👌"
s8-0129,"Ko lo ae ạ tôi trc thừa điểm có vào đại học đâu, xong tôi đi kinh doanh ko đồng nào, bố mẹ thì làm ruộng, ko có quan hệ nào cả, rồi khi có tí tiền và công việc nhiều hơn thì tuyển ng về làm, giờ mấy bạn học đại học bách khoa vào làm cho tôi đây, nói thật các bạn ý cũng bình thường, không bằng các bạn trường nghề và lương còn thấp hơn các bạn ý, vì vậy các bạn ko gì phải quá lo lắng cả, hãy thoải mái lên"
s8-0130,"Lyrics: Ngày rồi lại đêm em cứ thao thức cho một cuộc tình Mà người ta bỏ đi sau lưng giữa cuộc hành trình Bật cười sao em luôn mong gặp chân ái Mà chân ái chỉ là thước phim hài Bao lời khuyên bỏ ngoài tai Thôi thì em đã khờ dại cho rằng tình yêu là mãi mãi Thôi thì khoé mắt lại cay khi bật lên khúc nhạc này Cứ khóc cho thật hay Chẳng có đâu em à Một người lau nước mắt em ướt nhoà Vì vốn thế gian vô tình Vậy em có đau thì đau một mình Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Sau cuộc tình (huh) Ai mà chả đau một mình Em muốn căn phòng ấy hoá thành biển cả Cứ khóc, chờ nước mắt có người lau hộ mình Một sự thật tỉnh người như gáo nước Đâu ai, nợ một chỗ dựa cho vai em Và cảm xúc không phải quần áo ướt Thì mình, phơi ra ngoài kia cho ai xem Em ơi cuộc sống giống đề thi đại học Ai chả có cái khó riêng Đáp án đó là của người ta còn Mỏi cổ là của mình vì can tội ngó nghiêng Như tay ta chẳng xoá được mây đen choàng phủ Nhưng có thể cầm ô che mưa trời nhá nhem Nếu đống buồn đau mãi không thể làm chủ Sao mình không ôm lấy mà làm quen Chẳng có đâu em à Một người lau nước mắt em ướt nhoà Vì vốn thế gian vô tình Vậy em có đau thì đau một mình Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Rồi đến một ngày em sẽ thấy mình thật may Biết đau nghĩa là trái tim em còn rung động Ấp ôm trong tay giây phút em một mình nhất Rồi khóc cho thật hay Chẳng có đâu em à [Rap]: Cho thật hay Chẳng có đâu em à [Rap]: Khóc cho thật hay Một người lau nước mắt em ướt nhoà [Rap]: Cho thật hay Một người lau nước mắt em ướt nhoà [Rap]: Khóc cho thật hay Vì vốn thế gian vô tình [Rap]: Đau ở đâu Vì vốn thế gian vô tình [Rap]: Đau ở đây Vậy em có đau thì đau một mình [Rap]: Về sau cũng phai mờ Vậy em có đau thì đau một mình [Rap]: Như tro tàn bay Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Trưởng thành là vậy chứ đâu có gì đâu [Rap]: Như mầm cây vươn từ nơi vực sâu [Rap]: Đừng sợ ánh nắng ấy là đớn và đau Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Vì tắm trong nó em sẽ lớn càng mau Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Trưởng thành là vậy chứ đâu có gì đâu Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Như mầm cây vươn từ nơi vực sâu Có Đau Thì Đau Một Mình Có Đau Thì Đau Một Mình [Rap]: Đừng sợ ánh nắng ấy là đớn và đau [Rap]: Vì tắm trong nó em sẽ lớn càng mau"
s8-0131,"Hay cho câu: ""Hai chữ ""bất thường"" chính là sự kỳ thị xã hội khắc nghiệt nhất. Chúng ta sợ bị gán mác bất thường nên mới tiếp tục ủng hộ sự bình thường""."
s8-0132,"2. Đề cập về những vấn đề vướng mắc của bản thân, tự hỏi bản thân, tôn trọng quyết định bản thân, học các tutu nhận tức lain và làm sao cho đúng hơn và cải thiển bản thân một cách tuu và hiệu quả"
s8-0133,Tư tưởng thoải mái lên mạnh mẽ lên
s8-0134,"Năm 17 tuổi, tôi nghe Người Yêu Bỏ Lỡ lần đầu tiên. Khi đó tôi không hiểu vì sao người ta lại có thể tiếc một người đã rời đi. Tôi còn nghĩ, yêu là phải giữ được nhau, sao lại để “bỏ lỡ”. Đến khi gặp anh, tôi mới hiểu. Tôi yêu anh bằng tất cả những gì mình có—vụng về, chân thành, và dại khờ. Tôi ở bên anh qua những ngày anh chẳng có gì trong tay, tin rằng chỉ cần chúng tôi còn nắm tay, thì mọi thứ đều đáng giá. Nhưng rồi, khi anh có tất cả… anh lại không còn cần tôi nữa. Anh không nói lời chia tay đàng hoàng, chỉ lặng lẽ rời đi như cách người ta bỏ quên một món đồ cũ. Để lại tôi đứng đó, giống hệt những câu hát trong Người Yêu Bỏ Lỡ—đau nhưng không thể níu, nhớ nhưng chẳng thể quay lại. Đến lúc đó tôi mới hiểu, “bỏ lỡ” không phải vì hết yêu. Mà là khi còn yêu, nhưng lại không thể ở bên nhau nữa. Và điều đau nhất… là dù biết mình chỉ là “người yêu bị bỏ lỡ”, tôi vẫn chưa từng hối hận vì đã yêu anh."
s8-0135,cũng nhớ họ lắm nhưng họ và mình đã không còn gì với nhau
s8-0136,Cây thế đã học lớp 7😢😢😢😢😢😢😢😢mệt muốn xỉu quá
s8-0137,"Có 1 sự thật rằng tôi luôn nói chuyện với bản thân.tự tưởng có 1 người khác đang nói chuyện chia sẻ mọi thứ mình.điều đó làm tôi vui , toi cũng k cần bạn bè vì rất khó nói chuyện với họ. 😔😔😔"
s8-0138,"Còn 3 ngày nữa là chúng ta -sĩ tử 2k8 bước chân vào kì thi thptqg 2026 -Dù b đang bất lực với điểm số hay đang chật vật học tập thì hãy nhớ rằng bản thân đã cố gắng rồi , hãy ôm bản thân một cái và tự tin bước chân vào phòng thi chúc bản thân vững bước , làm bài thi suông sẻ đạt được ngôi trường ước mơ của bản thân ❤❤🎉"
s8-0139,Cho mình hỏi nếu phát hiện bản thân có các dấu hiệu này thì có thể thăm khám tại các cơ sở nào ạ? Mình cám ơn
s8-0140,từ từ vượt lên
s8-0141,"Hệ tư tưởng""Skip leg day""😂😂"
s8-0142,Cam on c dung la ai bi moi hieu dc noi kho cua benh nay
s8-0143,Tai sao những Cần bo cao cấp lại bị bắt o Tu nhiều vay !Ho da học rất giới về tu tưởng của Bác Trong va là những. Người co trình đo cao cấp tu. Tiền sỹ tro len !
s8-0144,"Thu đã chấp nhận thì không nên căm thù bố chồng và đứa con vô tội , màphair đối xư với chồng con và mẹ chồng tốt , còn bố chồng tuy sai nhưng ông vẫn đối xử với vợ với hông và với Thủ rất tót , mà cháu cứ nói căm thù ông là cháu sai ,cô không ủng hộ cháu"
s8-0145,"cám ơn VSTN đã mang đến video này để nói lên nỗi lòng của mình và nhiều bạn nhỏ khác đong trú trong những thân xác của người lớn! Có một câu hỏi mình muốn hỏi VSTN: Nếu gia đình không phải là nơi duy nhất mang lại nỗi đau cho bạn, mà ngay cả chính lớp học cũng chính là mồ chôn của một đứa trẻ? Vậy liệu, đứa trẻ chịu cả combo bạo lực gia đình và học đường, thì đứa trẻ nên dựa dẫm vào đâu khi ngay cả đến 1 người để đứa trẻ đó đặt niềm tin vào cũng không có nổi 1 người? Gửi đến những người như tôi: ""cố lên nhé các bạn"""
s8-0146,Ôi nhìn thế sự nổi trôi. cũng đành chấp nhận mà thôi. Để mặc cho con tạo xoay vần (hay quá)
s8-0147,"5:24 : Trong thần kinh học đã chỉ ra rằng những kết nối thần kinh được sử dụng thường xuyên sẽ càng trở nên mạnh mẽ và ổn định hơn. Càng tập trung vào điều gì, bạn càng củng cố kết nối với nó dù là tích cực hay tiêu cực. Tuy nhiên, thực tế ở phần lớn chúng ta, các kết nối thần kinh lại phát triển mạnh mẽ với những trải nghiệm tiêu cực. Đó là bởi vì các kết nối thần kinh lại phát triển mạnh mẽ với những trải nghiệm tiêu cực. Đó là vì não bộ có một cơ chế bảo vệ đặc biệt được gọi là cái xấu mạnh hơn cái tốt. Não bộ được thiết kế để giúp chúng ta tồn tại. Nó ưu tiên phát hiện mối đe dọa, đề cao sự cảnh giác và phản ứng nhanh với nguy hiểm. cảm ơn kênh chia sẻ."
s8-0148,Chủ kênh ơi. Gửi dùm mình câu hỏi đến cha giúp mình với.. Hiện tại con mình đến tuổi học giáo lý. Nhưng vì có chút rất rối trong gđ . Ba bé ko cho phép con mình học giáo lý. ( ba bé là người ngoại đạo. Lấy vợ rồi theo đạo. Nhưng ko Giữ đạo 😢).. Giờ mình khổ tâm lắm. Ko biết phải làm sao nữa. Chỉ biết cầu nguyện cho con.. Mình đã rửa tội cho con rồi. Giờ con đến tuổi học giáo lý Nhưng giờ ba bé ngang ngược ko cho con theo đạo chúa.. Mình khổ tâm lắm. Nhờ chủ kênh đặt câu hỏi với cha và xin cha cho mình lời khuyên. Bây giờ mình có nên dấu chồng cho con đi học giáo lý ko? Hay để cho con trưởng thành rồi học hoặc khi ba bé mất rồi học giáo lý. Mình xin cảm ơn chủ kênh
s8-0149,Tốt nhất đừng hỏi anh cũng biết rồi nhưng anh ấy không thèm nói thôi
s8-0150,"Cảm ơn Postcard, mình tự hỏi, vì sao lại không biết "" Vì Sao Thế Nhỉ! "" sớm hơn? Mình luôn luôn bị mất kiểm soát về mặt cảm xúc lẫn lời nói, mình cảm thấy lạc lõng, buồn phiền, buồn bực, có khi là sự vô định. Hỗn độn lắm! Nó như một sợi chỉ bị rối rắm lại tới mức càng muốn tháo càng trở nên rối, có lúc rồi lại tự khóc mà không biết vì sao, hoặc lúc bản thân đúng thì không nói một cách bình thường, mình cứ "" ú ớ "", hoặc đôi lúc lại la lên với ba mẹ. Ngày hôm nay của mình, tồi tệ lắm ! Cảm ơn postcard, cậu có lẽ đã giúp cảm xúc mình ổn hơn."
s8-0151,"Gio che do cho mo truong dai hoc de cho moi nguoi mung, it ra cung co may nam dai hoc cung la mot niem vui cho nhung con duong khong co viec, vi dau co viec de lam chi co bang nhung khong co viec thi lam dai hoc 7 nghiep, hoac lam nhung viec gi de co tien ma song chu doi ai, ai lo, muc dich la cho cac truong dai hoc kiem tien, sinh vien mat tien nhung khong co viec de lam, khong co noi de do thi co bang cap cung thanh vo nghia, nhung ke khong bang co than co the den luc nao co du quyen luc thi bang gi cung co, muon tien si co tien si , nho khong hoc lon lam lanh dao, bang gi cung co."
