review_bucket,comment_text,source_weak_label,source_confidence,source_depression_score,phobert_label,probability,prob_normal,prob_depression,need_review,suggested_label,final_label,reviewer_note,row_id
model_uncertain,😢mệt mỏi 😖 quá 5/9/2023😢,uncertain,low,3,normal,0.5341959297657013,0.53419593,0.46580407,True,normal,,,r5-0230
model_uncertain,Cảm giác trống rỗng đôi khi là dấu hiệu của một sự tái sinh.,uncertain,low,3,normal,0.534364640712738,0.53436464,0.46563536,True,normal,,,r5-0231
model_uncertain,"Mắc bệnh này có thứ rất bình thường mà hễ nghe nó xấu xa hung ác cũng tin rồi sợ hãi..ai khuyên cũng đâu có nghe,, thật sự mệt mỏi và bực khi gđ có ng bị",uncertain,low,3,normal,0.5345516204833984,0.53455162,0.46544838,True,normal,,,r5-0232
model_uncertain,tôi sống hơn nửa đời người..ngoại trừ lúc mẹ tôi mất ga...dù đứng trong hoàn cảnh nào..tôi không bao giờ để cho mình rơi lệ...nhưng nghe câu chuyện của cháu tôi đã rơi lệ...cháu rất mạnh mẻ...sao cơm mưa trời lại sáng...chú chúc cháu và gia đình lúc nào cũng vui vẽ và hạnh phúc,uncertain,low,0,depression,0.5347362160682678,0.4652638,0.5347362,True,depression,,,r5-0233
model_uncertain,"Hồi mình học hết lớp 1 cũng đã phải rửa chén, giặt tã cho em nấu cơm đun nước bằng bếp củi, chỉ không nấu canh với đồ ăn và giặt đồ nặng thôi, sau này lên lớp 4-5 phải làm hết rồi. Mình hiểu tâm lí của bạn bé này, đừng trách bạn ấy, bạn ấy quá bé cách giáo dục của gia đình khiến tâm lí bạn đổ vỡ và có xu hướng bạo lực vì muốn làm thái quá để người nhà quan tâm nhưng chẳng ai quan tâm hết, mình đã từng khóc 1 mình như bạn ấy. Biết rằng mẹ dạy cho chúng ta làm để chúng ta biết để sau này tự lực, nhưng còn bé phải từ từ bạn ấy rửa đống chén mà thấy thương. Cha mẹ hãy để các bạn từ từ thôi một chút từng chút qua các năm các bạn ấy sẽ tự lớn và độc lập được, ép quá tâm lí khi lớn bạn ấy bị tổn thương lắm. Cha mẹ tạo ra tính cách của con cái, đây là quay thôi chứ ở nhà cha mẹ còn bắt làm, chửi bới nhiều hơn nữa, tính cách bạn ấy cho thấy cha mẹ thờ ơ, phân biệt. Cha mẹ mình trước kia lỗi gì cũng đổ lên mình, đánh mình vì em làm sai cho dù mình không có lỗi gì, cha mẹ lạ lùng lắm đẻ con ra ai sai thì người khác chịu cứ hay em còn bé rồi lấy đứa trẻ lớn ra hành hạ. Con mong các cha mẹ quan tâm con cái nhiều hơn ạ.",depression_auto,medium,6,normal,0.5347720384597778,0.53477204,0.46522796,True,normal,,,r5-0234
model_uncertain,Mình cũng bị giờ mất ngủ luôn r huhu,uncertain,low,3,normal,0.5349944829940796,0.5349944799999999,0.46500552,True,normal,,,r5-0235
model_uncertain,Shao bao làn sợ hãi -ing thì sheep ko còn sợ hãi -ing khi gặp hay bị hù nữa mà con ma sẽ sợ hãi -ing khi gặp sheep :),uncertain,low,0,depression,0.5351332426071167,0.46486676000000005,0.53513324,True,depression,,,r5-0236
model_uncertain,Chênh vênh áp lực thật sự....,uncertain,low,3,depression,0.5351727604866028,0.46482724,0.53517276,True,depression,,,r5-0237
model_uncertain,Siu bất ổn mà 🤣🤣🤣🤣🤣🤣🤪🤪🤪🤪🤪🤪,uncertain,low,0,normal,0.5352765917778015,0.5352766,0.4647234,True,normal,,,r5-0238
model_uncertain,Có những bất lực nhưng bản thân vẫn ko thể vuọt cũng có thể đâu đó sẽ có thứ mang cho ta thêm sức mạnh niềm tin sẽ thay đổi điều đó thay vì bản thân cứ sống mãi trong sự bất lực mãi nó như thứ sẽ kìm hãm bản thân tại sao bản thân lại không nắm lấy sức mạnh lé sáng rồi bay lên xuyên phá đi những thứ vô hình chung trối buộc ta. Đừng quên đâu sẽ có thứ sức mạnh mà bản thân sẽ đạt đừng từ bỏ.,uncertain,low,3,normal,0.5353721082210541,0.5353721,0.4646279,True,normal,,,r5-0239
model_uncertain,"Từng mê giọng hát này, cũng từng giận vì cô ấy cuốn theo hào quang, tiền bạc mà ảo tưởng về thứ tình cảm sai trái. Sau tất cả, mong HH trưởng thành trong suy nghĩ, làm 1 nghệ sỹ thực thụ, không scandal, không chiêu trò. Tại sao phải làm vậy khi mình có thực tài. Những năm qua, HH khá chìm nhưng tôi nhận ra tôi thích HH hơn khi cô không gây ồn ào, trầm lại và chỉ biết hát. Chúc HH sau này có được tình yêu chân thật và có 1 gia đình hạnh phúc, đàng hoàng.",uncertain,low,0,normal,0.535524308681488,0.5355243000000001,0.4644757,True,normal,,,r5-0240
model_uncertain,cận nặng 600 độ :0,uncertain,low,0,normal,0.5355904400348663,0.53559044,0.46440956,True,normal,,,r5-0241
model_uncertain,Mô phật khi con nghe Thầy giảng pháp con lại có cảm giác con bị mâu thuẫn giữ lý trí và cảm súc ạ😊,uncertain,low,0,depression,0.5357273817062378,0.46427260000000004,0.5357274,True,depression,,,r5-0242
model_uncertain,"đúng vậy, ko chỉ bàn tay của em bị tang chãy, mà em nhìn đi đâu cũng thấy nó tang chãy 😮",uncertain,low,0,depression,0.5357857942581177,0.4642142,0.5357858,True,depression,,,r5-0243
model_uncertain,😊mấy ai hiểu được tâm trạng của tôi ngay lúc này 😊,uncertain,low,0,depression,0.5358172059059143,0.4641828,0.5358172,True,depression,,,r5-0244
model_uncertain,"Tuy ko bị gì nhưng để ko bị bắt nạt thì tôi cũng biết, đầu năm nhận lớp thì thể hiện rõ thái độ trước, 1 là vui vẻ thân thiện hoặc chơi 1 mình, bị nói xấu thì cứ đứng sau lưng nó vỗ, nếu bị mà bên kia bịa chuyện thì cứ làm ầm lên, khóc méc cho đã đi vì ko nói ko làm chả ai biết mà giúp cho đâu, chuyện mà ko lớn gv cũng ko thèm quan tâm nên cứ làm mình khó ưa đi, nó nói xấu mình nói lại, nó động tay mình méc rồi khóc, có đủ trò để làm lại chủ yếu mọi người muốn hay ko thôi",uncertain,low,0,depression,0.5358214378356934,0.46417856,0.53582144,True,depression,,,r5-0245
model_uncertain,Mọi ng thất tình str buồn còn mình buồn nghe cukak là giòn tan ngay,uncertain,low,0,depression,0.535846471786499,0.4641535,0.5358465,True,depression,,,r5-0246
model_uncertain,14.7.2025 mình làm lại từ đầu như ko biết đc ko vì mình giờ 40tuoi r mà con mình 2 bé nhỏ wa lớp 3 và 4 tuổi.thất bại vì bị gạt và tin người 😢😢,uncertain,low,0,depression,0.535873532295227,0.46412646999999996,0.53587353,True,depression,,,r5-0247
model_uncertain,"LỜI BÀI HÁT : Anh đi lạc trong sóng gió cuộc đời Nào biết đâu sớm mai liệu bình yên có tới? Âu lo chạy theo những ánh sao đêm Ngày cứ trôi chớp mắt thành phố đã sáng đèn Ta cứ lặng lẽ chạy thật mau, yêu thương chẳng nói kịp thành câu ... biết đâu liệu mai còn thấy nhau? Thức giấc để anh còn được thấy ánh mắt của em nhẹ nhìn anh, đôi tay này sẽ không xa rời Tạm Gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần ,biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau Nhảy với anh đến khi đôi chân ta mỏi rã rời Hát với anh những câu ca từ ngày xưa cũ Thì thầm khẽ anh nghe em vẫn còn bao niềm mơ Ôm lấy anh nghe mưa đầu mùa ghé chơi Một giây không thấy nhau như một đời này cô đơn quá Trời mù mây bỗng xanh ngát xanh khi em khẽ cười Một ngày anh biết hết nguyên do của những yên vui trong đời Ngày mà duyên kiếp kia đưa ta gần lại với nhau Tạm gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần ,biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau Bờ vai anh rộng đủ để che chở cho emmmmm Was a boy now a man, cho emmm Từng đi lạc ở trong thế giới điên loạn ngoài kia và tình yêu em trao anh ngày ấy đã mang anh về bên emmmm Yêu em như a Fat kid loves cake, nhắm mắt cảm nhận tình yêu tan dịu ngọt trên môi khi em hôn môi anh đây, yo Không phải happy ending, mỗi bình minh ta viết thêm trang mới, nối dài câu chuyện mình Như trong mơ nơi xa kia xanh biếc xanh biếc Thiên đàng bên em nơi đây anh biết anh biết Bóng đêm đã qua yên bình có thêm chúng ta nghe lòng đàn từng câu ca Cuộc đời này chẳng hề hối tiếc Những tháng năm ta đi cùng nhau Anh biết em luôn ở đó nơi anh thuộc về Tạm gác hết những âu lo lại, cùng anh bước trên con đường Ta sẽ không quay đầu để rồi phải tiếc nuối những chuyện cũ đã qua Giữ trái tim luôn yên bình và quên hết những ưu phiền vấn vương Cuộc đời này được bao lần nói yêu Anh biết nơi để quay về, em biết những nơi phải đi Anh biết chỗ trú chân dọc đường để tránh cơn mưa hạ đến mỗi chiều Ta biết trao nhau ân cần, biết mỗi khi vui buồn có nhau Thời gian để ta trưởng thành với nhau",uncertain,low,3,normal,0.5359672009944916,0.5359672,0.4640328,True,normal,,,r5-0248
model_uncertain,"Nếu được lựa chọn thì con cũng mong rằng mẹ chưa từng có chị em con. Bởi vì chị em con mà mẹ chịu nhịn đủ điều, mẹ gạt bỏ hết hạnh phúc của bản thân vì chị em con, mẹ chẳng bao giờ quan tâm đến bản thân mẹ. Có lẽ nếu không vì chị em con thì cuộc đời mẹ sẽ không khổ sở và vất vả như vậy. Chúng con biết ơn vì được làm con của mẹ ❤",uncertain,low,0,depression,0.5360069274902344,0.46399310000000005,0.5360069,True,depression,,,r5-0249
model_uncertain,"tôi đã nghĩ áp lực quá nhiều, mới 10 tuổi đã có tóc bạc😢",uncertain,low,3,depression,0.5360130071640015,0.46398700000000004,0.536013,True,depression,,,r5-0250
model_uncertain,"Nhiều khi có 1 số gia đình như thế khiến con cái bị mắc trầm cảm , tự kỉ nói với gia đình thì kêu điên, xem nhiều giờ ảo ,thời xưa với bây giờ nó khác nhau hoàn toàn nguy cơ mắc các bệnh này đang ngày càng lên! Xin hãy hiểu tụi trẻ..",depression_auto,medium,5,depression,0.5361376404762268,0.46386236000000003,0.53613764,True,depression,,,r5-0251
model_uncertain,"em đang là hs cuối cấp rất muốn nghỉ ngơi nhg nếu mình dừng lại nghỉ ngơi sẽ tụt lại phía sau rất nhiều, năm của e cạnh tranh rất khốc liệt nên e ko đc phép nghỉ ngơi",uncertain,low,0,normal,0.5363683998584747,0.5363684,0.4636316,True,normal,,,r5-0252
model_uncertain,"Em vô cùng biết ơn chị bởi những video thật hữu ích này. Trước đây, em là một đứa luôn cảm thấy bất an, luôn đắm mình trong sự rối ren mà tự mình tạo ra, luôn có những suy nghĩ tiêu cực. Em cảm thấy thật may mắn khi đã vô tình biết đến chị, em thật sự cảm thấy đồng cảm, thấy được hình ảnh của mình trong những câu chuyện chị kể. Xem video của chị, em thấy bình yên lắm chị à, em đã tích cực hơn, vui vẻ hơn, thấy bản thân mình tốt hơn trước rất nhiều. Em cảm ơn chị rất nhiều vì đã đưa cho em rất nhiều những bài học thật bổ ích và mong chị luôn vui vẻ, hạnh phúc. Mãi iu chị của em<3",normal_auto,high,-4,normal,0.5364430248737335,0.53644302,0.46355698,True,normal,,,r5-0253
model_uncertain,"em buồn quá muốn nói chuyện với anh mà anh đi ngủ mất rồi, nhưng mà em cũng không khóc đâu",uncertain,low,3,depression,0.5365487933158875,0.46345119999999995,0.5365488,True,depression,,,r5-0254
model_uncertain,"Bài giảng như nói đúng những gì mình đang chịu đựng. Ai cũng từng bị tổn thương, nhưng biết buông mới là thắng. Có ai giống mình không?",uncertain,low,3,normal,0.536685049533844,0.53668505,0.46331495,True,normal,,,r5-0255
model_uncertain,Năm ngoái em có học khoá awp của anh. Nhưng mà em chưa làm đc gì có thể đột phá . Cũng nhiều áp lực bên ngoài em đang chịu nhưng em vẫn care đc. Nhưng chủ yếu em còn lơ mơ. Nhưng xem clip này em như được đánh thức lại. Em cố gắng thay đổi lại. Để có sự nghiệp thành tựu bản thân,uncertain,low,3,normal,0.5366857945919037,0.5366858,0.4633142,True,normal,,,r5-0256
model_uncertain,"❤. Chúng con xin dâng lời cảm tạ lên Đức Chúa Trời Cha Mẹ cho đến đời. Ngài đã hứa ban cho chúng con sự sống đời đời khi chúng con vâng theo tuyệt đối lời phán của Đức Chúa Trời. Sự sống đời đời là thứ quý báu và giá trị nhất là lời hứa của Đức Chúa Trời mà con cái được nhận thông qua Mẹ. Đối với người thế gian dù cuộc sống đủ đầy của cải, quyền thế, khôn ngoan, tài giỏi nhưng cuộc sống vô nghĩa vì không nhận được sự sống đời đời.",depression_auto,high,15,normal,0.5369403064250946,0.5369402999999999,0.4630597,True,normal,,,r5-0257
model_uncertain,Tôi ko muốn ở nơi đó,uncertain,low,0,normal,0.5369997322559357,0.53699973,0.46300027,True,normal,,,r5-0258
model_uncertain,em đau từ lúc anh đi 💔💔,uncertain,low,0,normal,0.5370045602321625,0.53700456,0.46299544,True,normal,,,r5-0259
model_uncertain,Ah bỏ tui nhưng ah về thì đã mất em rồi có không giữ mất đừng tìm còn e lúc nào cũng yêu ah và nhớ tới ah em có thể chết vì ah không có ah em không thể sống mỗi mỗi khi nghe nhạc này là e lại khóc và nhớ ah lắm ah ơi 😭😭😭😭😭,uncertain,low,0,normal,0.5371174812316895,0.53711748,0.46288252,True,normal,,,r5-0260
model_uncertain,Áp lực quá tôi còn 16 đề viết văn chưa làm 😢😢,uncertain,low,3,normal,0.5374377071857452,0.5374377,0.4625623,True,normal,,,r5-0261
model_uncertain,"Mẹ nhớ em bé của mẹ quá, sao em xa mẹ bất ngờ… em nằm ở đó có lạnh không? Mẹ chưa từng tận mắt thấy em, chưa có cơ hội ôm em, cũng chẳng thể ôm em bằng vòng tay này nữa rồi. Chỉ có thể cất em trong tim. Em ở bên mẹ 22 tuần 4 ngày rồi xa mẹ cả đời. Mùa đông năm nay đừng có lạnh nhé, vì em không có ba mẹ ở bên. Mẹ muốn ôm em vào lòng nhưng lại không thể. Em đừng giận vì mẹ không bảo vệ được em, nếu được đầu thai lại em hãy chọn ba mẹ được không? Mẹ hứa sẽ dùng cả sinh mạng này để bảo vệ em nhé ❤️ Ba mẹ yêu em lắm ❤️",uncertain,low,0,normal,0.5379424393177032,0.53794244,0.46205756,True,normal,,,r5-0262
model_uncertain,Em bị hết luôn r 😢😢😢😢😢😢😢,uncertain,low,0,normal,0.5379998683929443,0.5379998699999999,0.46200013,True,normal,,,r5-0263
model_uncertain,Em rồi loan âu buồn lam,uncertain,low,0,normal,0.5380858480930328,0.53808585,0.46191415,True,normal,,,r5-0264
model_uncertain,🥺😣😭 những kỉ niệm anh đã chôn giấu vì anh ko muốn nhớ lại mỗi lần nhớ lại anh lại càng đau vì anh rất muốn đc gặp em thêm một lần nữa nhưng đã quá muộn,uncertain,low,0,normal,0.5381408929824829,0.5381408999999999,0.4618591,True,normal,,,r5-0265
model_uncertain,"13.01.2022 Vẫn luôn nghe mõi khi 1 mình... chỉ vì những tâm trạng giống bản thân. "" Tôi đã cố tập quên những quá khứ đau thương, Không biết liệu tôi có thể có thể đứng lên và mạnh mẽ vượt qua """,uncertain,low,0,normal,0.5385011732578278,0.53850117,0.46149883,True,normal,,,r5-0266
model_uncertain,"Thứ mà t sợ nhất đó là "" Gia đình , Áp lực học tập và thời gian . Thử nghĩ xem học sinh là con ng chứ đâu phải con thú đâu mà bắt học từ mẫu giáo đến lớp 5 nghỉ dc 3 tháng hè r tới cấp 2 cấp 3 . Học hết cấp 2 - 3 rồi phải thi quốc gia . Thi quốc gia r phải Học đại học , rồi phải thi đại học , r phải đi du học mấy năm nx .gần nx cuộc đời con ng đã bắt học . Cấp 1 điểm 9 10 thì dc khen này nọ . Lúc lên cấp 2 dc 7 - 8 là may r còn bị chửi . Bố mẹ thì bảo sao m ko dc bằng 1 góc con ngta Thầy cô thì ns e còn tệ sao e ko cố gắng để đạt dc thành tích Dòng họ thì xào sáo ns này ns nọ Bn bè thì trêu trọc Có ng phụ huynh nào hiểu cho con mik đâu lúc nào cũng mún con học học học .... mik đi tìm bn bè để chia sẻ vì họ như mik và họ hiểu về mik nhưng bố mẹ lại bảo tập tụ đi chs Hazz..... mấy ai hiểu cho học sinh",depression_auto,medium,6,normal,0.5387940108776093,0.538794,0.461206,True,normal,,,r5-0267
model_uncertain,"Bất công thay,mọi người toàn tập chung về người mẹ mà không nhìn nhận về cả người cha. Ai cũng từng có thời gian hồn nhiên vô tư,nên quát,mắng,đánh sẽ rất nhanh quên,nhưng chỉ cần qua thời gian đấy là mọi nỗi đau từ trước đến giờ sẽ cộng dồn lại với hiện tại. Nên cần có cách giáo dục đúng đắn và nhẫn lại,không chỉ từ phía mẹ mà cũng từ phía cha. Thường thấy con cái hư mọi người phán xét mẹ đầu tiên, mà lại không nhắc về cha,trong khi cha cũng rất quan trọng",uncertain,low,0,normal,0.5388593077659607,0.5388592999999999,0.4611407,True,normal,,,r5-0268
model_uncertain,Nghe mà muốn khóc cảm thấy áp lực gia đình,depression_auto,medium,6,normal,0.5389027893543243,0.5389028,0.4610972,True,normal,,,r5-0269
model_uncertain,"Cuộc đời là vô thường, không có gì tồn tại mãi mãi. Đức Phật dạy rằng mọi thứ đều thay đổi, kể cả hạnh phúc lẫn khổ đau. Thay vì bám víu vào những điều không chắc chắn, ta nên học cách sống trong hiện tại, tận hưởng từng khoảnh khắc. Hiểu được vô thường, ta sẽ không còn sợ hãi trước sự mất mát và biết trân trọng những gì mình đang có.",uncertain,low,0,normal,0.5390185713768005,0.53901857,0.46098143,True,normal,,,r5-0270
model_uncertain,"mình luôn bị ép phải trên hạng 5 trong lớp học, học từ 7h sáng tới 9h15 mới về và luôn bị so sánh với con nhà ng này ng kia. Nhưng học thì càng ngày càng khó những lúc 5,6 đ sợ mẹ mắng chỉ muốn chết thoii, chưa bao giờ nghe mẹ nói"" học sao trên trung bình là đc "" như bao đứa bạn",uncertain,low,3,depression,0.5390458703041077,0.46095410000000003,0.5390459,True,depression,,,r5-0271
model_uncertain,Tôi cũng thế đg trong nỗi cô đơn,uncertain,low,3,normal,0.5391418933868408,0.5391419,0.4608581,True,normal,,,r5-0272
model_uncertain,"Chết bà r,mẹ tui chửi có tí,tui rơi nước mắt lun,từ đó tui càng không tiế xúc mấy với mn trong lớp😢",uncertain,low,0,depression,0.5393320322036743,0.46066797000000004,0.53933203,True,depression,,,r5-0273
model_uncertain,"Tìm được tên bệnh của mình rồi , h tìm cách trữa thôi , cầu mong nhiều người mau hết bệnh này , thà tui bị đau đớn thân thể còn đở đáng sợ hơn 😔",uncertain,low,0,depression,0.5397623181343079,0.46023769999999997,0.5397623,True,depression,,,r5-0274
model_uncertain,"haizz tôi đang rất vất vả trên hành trình chinh phục ilets 7.0, thật sự rất khó, rất nản nhưng tôi sẽ làm được 20/3/2026",uncertain,low,0,depression,0.5398533940315247,0.46014659999999996,0.5398534,True,depression,,,r5-0275
model_uncertain,"em vừa mới ktra toán đề k qá khó nma do kiến thức của em chưa đủ để làm được hết , cũng dự đoán đc điểm toán nó k như em mong đợi , thật sự bgio em rất buồn và chán nản và xem đc clip này của chị giúp em có ý thức hơn về việc cố gắng của bản thân hơn ... thank you Emily 💐💓",uncertain,low,3,depression,0.5400334000587463,0.4599666,0.5400334,True,depression,,,r5-0276
model_uncertain,Mik cx từng bị .,uncertain,low,0,normal,0.5401158928871155,0.5401159,0.4598841,True,normal,,,r5-0277
model_uncertain,E rất cảm ơn a vì đã làm những video thú vị như này nhưng mà nếu được a có thể ra 1 clip nói về vấn đề của em được không ạ hiện tại em đang bị vấn đề là biết mình bị gì cũng có 1 số giải pháp r nhưng e làm được 1-2 ngày theo cách giải pháp đó đến ngày hôm sau e vẫn bị thói quen cũ và nhưng cái khoái cảm lấn áp điều đó e biết có thể ảnh hưởng với e rất nhiều nhưng e k đủ động lực để làm. Nếu a xem được comment này mong a ra clip hướng dẫn e với được k ạ. E cảm ơn rất nhiều chúc adan luôn happy và mạnh khỏe ạ,normal_auto,medium,-2,normal,0.5402226448059082,0.54022264,0.45977736,True,normal,,,r5-0278
model_uncertain,"""Đúng là có lúc mình bị cuốn vào vòng xoáy của suy nghĩ, không thể dừng lại. Cảm ơn video, chắc chắn sẽ áp dụng những cách này để giữ tâm trí nhẹ nhàng hơn mỗi ngày.""",normal_auto,medium,-2,depression,0.5402597784996033,0.45974020000000004,0.5402598,True,depression,,,r5-0279
model_uncertain,Đúng vậy tôi méo ngủ được,uncertain,low,0,depression,0.5402639508247375,0.45973604999999995,0.54026395,True,depression,,,r5-0280
model_uncertain,"e 27t đang làm việc trong lĩnh vực IT, e đã luôn duy trì thói quen tập gym từ năm 2 đại học (bị bồ đá :((((( ), duy trì liên tục 3 năm từ thói quen ăn uống ngủ nghỉ, e tăng từ 58kg > 73kg đến trước khi covid xảy ra thì e drop tập luyện trong gần 3 năm, e 1m73 tăng cân từ 73kg ~ 85kg. Cảm thấy cơ thể mệt mỏi đầu óc không nhanh nhạy, bắt đầu từ tháng 2/2023 e bắt đầu hành trình ""lấy lại phong độ"" sau 6 tháng thì form ngày nào cũng quay trở lại. Từ có sức khoẻ rồi mất đi và take it back, nó rất là tuyệt vời :D :D.",uncertain,low,1,normal,0.5405807793140411,0.54058078,0.45941922,True,normal,,,r5-0281
model_uncertain,vì 1 lần ko hiểu tiếng anh và bị chênăm lớp 5 tôi đã mang nó đến tận bây giờ và vẫn còn cảm thấy mình ngu tiếng anh và có nhiều lần tôi đã thử học nhưng tôi biết tôi vẫn sợ và chưa thật sự nghiêm túc để học nó hy vọng sau clip này mọi thứ sẽ thay đổi dù chỉ 1 chút ❤,uncertain,low,0,depression,0.5405939221382141,0.45940610000000004,0.5405939,True,depression,,,r5-0282
model_uncertain,Mệt mỏi thật sự 😔😔😔😔,uncertain,low,3,depression,0.5408360362052917,0.45916396000000004,0.54083604,True,depression,,,r5-0283
model_uncertain,Áp lực thật,uncertain,low,3,normal,0.5408918261528015,0.5408918300000001,0.45910817,True,normal,,,r5-0284
model_uncertain,Em nghe chị nói thôi mà em cũng thấy mệt gòi,uncertain,low,0,normal,0.5411020517349243,0.54110205,0.45889795,True,normal,,,r5-0285
model_uncertain,Thưa bs tôi nay 59 tuổi trước đây cũng có. Sự cố nhưng thời gian cũng đã lâu rồi nhưng khoảng chuc năm nay toi. Có giấc ngủ không sâu cử nằm xuống là suy nghĩ linh tinh b s có cách nào để để chữa được căn bệnh đừng suy nghỉ nữa,uncertain,low,0,depression,0.5412613749504089,0.4587386,0.5412614,True,depression,,,r5-0286
model_uncertain,Nếu cuộc sống không có mục đích thì nó là một mê cung hỗn loạn. Tín hiệu từ vũ trụ gửi đến qua những giấc mơ. Cái chính là vận mệnh là điều thực sự chúng ta muốn làm. Cú lừa ngoạn mục nhất cuộc đời chính là buông xuôi cuộc sống. Ước mơ sợ sự nản lòng. Trên con đường thay đổi ước mơ không phải khi nào cũng thuận buồm xuôi gió. Buông bỏ mới chạm tới bến bờ của ước mơ. Câu phải luôn nhớ những gì cậu muốn,normal_auto,medium,-2,depression,0.5412789583206177,0.45872104,0.54127896,True,depression,,,r5-0287
model_uncertain,"tôi đã từng dằn vặt bản thân mình, từng tự hỏi mình đã làm gì sai ? mà anh im lặng ... và rồi sau hơn 1 năm không liên lạc tôi đã thôi nghĩ suy và chọn cách để lại tất cả ở quá khứ mà tiến bước về phía trước . ... ấy vậy mà cs vốn đang bình yên của tôi một lần nữa bị xáo trộn khi anh xuất hiện . vào một ngày đầu năm mới , anh liên lạc và hẹn gặp .tôi đồng ý vì muốn tạm biệt nhau một cách rõ ràng xem như sự dịu dàng mà chúng tôi dành cho nhau . ... chỉ là , tôi không biết cuộc gặp này lại khiến tôi biết đc mình còn thương anh . và khiến tôi lại rơi vào hoàn cảnh tiến không đc lùi không xong ... có lẽ, khi đã chân thành thì thật khó để ngăn đc sự nhớ thương ....",uncertain,low,0,depression,0.5414422154426575,0.4585578,0.5414422,True,depression,,,r5-0288
model_uncertain,"Mình luôn cho rằng bản thân mình đang không hài lòng với những mọi thứ mình đang có khi nhìn về những gì mà người khác đã đạt được. Khi mình cố gắng đạt được thành quả giống như người A nhưng khi mình sang ng B mình lại thấy bản thân mình kém cỏi rất nhiều và mình lại cố gắng để đạt được thành tích giống như người B. Mình rất mệt khi cứ ép bản thân mình thay vì hài lòng với những gì đã đạt được thì mình luôn phải chạy theo người khác. Mình phải làm sao để thay đổi điều đó, liệu điều đó là tốt hay là xấu.",uncertain,low,0,depression,0.5414530634880066,0.45854693999999996,0.54145306,True,depression,,,r5-0289
model_uncertain,"có nên sử dụng các loại thuốc để giảm việc stress hay không thưa bác sĩ, và có các bài tập nào không ạ ?",uncertain,low,3,depression,0.5414984226226807,0.45850159999999995,0.5414984,True,depression,,,r5-0290
model_uncertain,"Thật ra mọi thứ luôn nằm ở đó, không vướng bận không gian và thời gian.. chỉ có điều con người u mê nên đi quá lâu để chạm vào những điều không tưởng, những điều không tin được và cho nó là “điên” , là “ảo tưởng”, là “rời xa thực tại”… Thât ra tần số rung động của “tâm trí tập thể” càng cao thì càng gần với sự thật của vũ trụ vốn vẫn luôn nằm ở đó… nhưng làm gì có ai tin và tìm kiếm điều đó ở sâu bên trong mình đâu, nhân loại luôn chạy theo bề nổi đã được hình thành từ khi nền văn minh này bắt đầu, vật chất, danh vọng, tiền tài, địa vị,… những thứ làm mờ đi khoảng cách kết nối bên trong chính mình và mọi người với nhau… chạy theo những thứ sinh ra đau khổ, nghiệp quả… rồi cứ thế mà tiếp tục vòng luân hồi lặp đi lặp lại thôi…",uncertain,low,0,normal,0.5415438413619995,0.54154384,0.45845616,True,normal,,,r5-0291
model_uncertain,"bạn giống hệt mình ! mình mỗi lần quá áp lực , stress là mình cũng. làm đúng các thứ như bạn làm vậy! cám ơn bạn nhiều!",uncertain,low,4,depression,0.5415493249893188,0.4584507,0.5415493,True,depression,,,r5-0292
model_uncertain,Đúng v. Tôi đã mất đi động lực làm việc. Nhưng vì lương cao nên thôi làm tiếp,uncertain,low,0,depression,0.5416482090950012,0.4583518,0.5416482,True,depression,,,r5-0293
model_uncertain,"Nhìn mẹ mà mệt thực sự … con còn quá nhỏ mà ép học hoài :) học nhiều rồi có giỏi k là chuyện khác, giỏi rồi có lương cao ko, lại là chuyện khác. Mệt mỏi thật sự",uncertain,low,3,normal,0.5419178009033203,0.5419178,0.4580822,True,normal,,,r5-0294
model_uncertain,"Rất nhiều khi con muốn đc ng thân, a ch em ngồi im lắng nghe mình, nhưng con biết rõ khi con nói ra bất kỳ điều gì, mọi người đều chỉ ý kiến, đánh giá mà không thật sự im lặng để nghe con nói, để hiểu cho con, nên từ đó con k muốn nói gì với nữa cả, chỉ im lặng thôi😔",uncertain,low,0,normal,0.5419200360774994,0.5419200399999999,0.45807996,True,normal,,,r5-0295
