row_id,text
r5-0254,"em buồn quá muốn nói chuyện với anh mà anh đi ngủ mất rồi, nhưng mà em cũng không khóc đâu"
r5-0255,"Bài giảng như nói đúng những gì mình đang chịu đựng. Ai cũng từng bị tổn thương, nhưng biết buông mới là thắng. Có ai giống mình không?"
r5-0256,Năm ngoái em có học khoá awp của anh. Nhưng mà em chưa làm đc gì có thể đột phá . Cũng nhiều áp lực bên ngoài em đang chịu nhưng em vẫn care đc. Nhưng chủ yếu em còn lơ mơ. Nhưng xem clip này em như được đánh thức lại. Em cố gắng thay đổi lại. Để có sự nghiệp thành tựu bản thân
r5-0257,"❤. Chúng con xin dâng lời cảm tạ lên Đức Chúa Trời Cha Mẹ cho đến đời. Ngài đã hứa ban cho chúng con sự sống đời đời khi chúng con vâng theo tuyệt đối lời phán của Đức Chúa Trời. Sự sống đời đời là thứ quý báu và giá trị nhất là lời hứa của Đức Chúa Trời mà con cái được nhận thông qua Mẹ. Đối với người thế gian dù cuộc sống đủ đầy của cải, quyền thế, khôn ngoan, tài giỏi nhưng cuộc sống vô nghĩa vì không nhận được sự sống đời đời."
r5-0258,Tôi ko muốn ở nơi đó
r5-0259,em đau từ lúc anh đi 💔💔
r5-0260,Ah bỏ tui nhưng ah về thì đã mất em rồi có không giữ mất đừng tìm còn e lúc nào cũng yêu ah và nhớ tới ah em có thể chết vì ah không có ah em không thể sống mỗi mỗi khi nghe nhạc này là e lại khóc và nhớ ah lắm ah ơi 😭😭😭😭😭
r5-0261,Áp lực quá tôi còn 16 đề viết văn chưa làm 😢😢
r5-0262,"Mẹ nhớ em bé của mẹ quá, sao em xa mẹ bất ngờ… em nằm ở đó có lạnh không? Mẹ chưa từng tận mắt thấy em, chưa có cơ hội ôm em, cũng chẳng thể ôm em bằng vòng tay này nữa rồi. Chỉ có thể cất em trong tim. Em ở bên mẹ 22 tuần 4 ngày rồi xa mẹ cả đời. Mùa đông năm nay đừng có lạnh nhé, vì em không có ba mẹ ở bên. Mẹ muốn ôm em vào lòng nhưng lại không thể. Em đừng giận vì mẹ không bảo vệ được em, nếu được đầu thai lại em hãy chọn ba mẹ được không? Mẹ hứa sẽ dùng cả sinh mạng này để bảo vệ em nhé ❤️ Ba mẹ yêu em lắm ❤️"
r5-0263,Em bị hết luôn r 😢😢😢😢😢😢😢
r5-0264,Em rồi loan âu buồn lam
r5-0265,🥺😣😭 những kỉ niệm anh đã chôn giấu vì anh ko muốn nhớ lại mỗi lần nhớ lại anh lại càng đau vì anh rất muốn đc gặp em thêm một lần nữa nhưng đã quá muộn
r5-0266,"13.01.2022 Vẫn luôn nghe mõi khi 1 mình... chỉ vì những tâm trạng giống bản thân. "" Tôi đã cố tập quên những quá khứ đau thương, Không biết liệu tôi có thể có thể đứng lên và mạnh mẽ vượt qua """
r5-0267,"Thứ mà t sợ nhất đó là "" Gia đình , Áp lực học tập và thời gian . Thử nghĩ xem học sinh là con ng chứ đâu phải con thú đâu mà bắt học từ mẫu giáo đến lớp 5 nghỉ dc 3 tháng hè r tới cấp 2 cấp 3 . Học hết cấp 2 - 3 rồi phải thi quốc gia . Thi quốc gia r phải Học đại học , rồi phải thi đại học , r phải đi du học mấy năm nx .gần nx cuộc đời con ng đã bắt học . Cấp 1 điểm 9 10 thì dc khen này nọ . Lúc lên cấp 2 dc 7 - 8 là may r còn bị chửi . Bố mẹ thì bảo sao m ko dc bằng 1 góc con ngta Thầy cô thì ns e còn tệ sao e ko cố gắng để đạt dc thành tích Dòng họ thì xào sáo ns này ns nọ Bn bè thì trêu trọc Có ng phụ huynh nào hiểu cho con mik đâu lúc nào cũng mún con học học học .... mik đi tìm bn bè để chia sẻ vì họ như mik và họ hiểu về mik nhưng bố mẹ lại bảo tập tụ đi chs Hazz..... mấy ai hiểu cho học sinh"
r5-0268,"Bất công thay,mọi người toàn tập chung về người mẹ mà không nhìn nhận về cả người cha. Ai cũng từng có thời gian hồn nhiên vô tư,nên quát,mắng,đánh sẽ rất nhanh quên,nhưng chỉ cần qua thời gian đấy là mọi nỗi đau từ trước đến giờ sẽ cộng dồn lại với hiện tại. Nên cần có cách giáo dục đúng đắn và nhẫn lại,không chỉ từ phía mẹ mà cũng từ phía cha. Thường thấy con cái hư mọi người phán xét mẹ đầu tiên, mà lại không nhắc về cha,trong khi cha cũng rất quan trọng"
r5-0269,Nghe mà muốn khóc cảm thấy áp lực gia đình
r5-0270,"Cuộc đời là vô thường, không có gì tồn tại mãi mãi. Đức Phật dạy rằng mọi thứ đều thay đổi, kể cả hạnh phúc lẫn khổ đau. Thay vì bám víu vào những điều không chắc chắn, ta nên học cách sống trong hiện tại, tận hưởng từng khoảnh khắc. Hiểu được vô thường, ta sẽ không còn sợ hãi trước sự mất mát và biết trân trọng những gì mình đang có."
r5-0271,"mình luôn bị ép phải trên hạng 5 trong lớp học, học từ 7h sáng tới 9h15 mới về và luôn bị so sánh với con nhà ng này ng kia. Nhưng học thì càng ngày càng khó những lúc 5,6 đ sợ mẹ mắng chỉ muốn chết thoii, chưa bao giờ nghe mẹ nói"" học sao trên trung bình là đc "" như bao đứa bạn"
r5-0272,Tôi cũng thế đg trong nỗi cô đơn
r5-0273,"Chết bà r,mẹ tui chửi có tí,tui rơi nước mắt lun,từ đó tui càng không tiế xúc mấy với mn trong lớp😢"
r5-0274,"Tìm được tên bệnh của mình rồi , h tìm cách trữa thôi , cầu mong nhiều người mau hết bệnh này , thà tui bị đau đớn thân thể còn đở đáng sợ hơn 😔"
r5-0275,"haizz tôi đang rất vất vả trên hành trình chinh phục ilets 7.0, thật sự rất khó, rất nản nhưng tôi sẽ làm được 20/3/2026"
r5-0276,"em vừa mới ktra toán đề k qá khó nma do kiến thức của em chưa đủ để làm được hết , cũng dự đoán đc điểm toán nó k như em mong đợi , thật sự bgio em rất buồn và chán nản và xem đc clip này của chị giúp em có ý thức hơn về việc cố gắng của bản thân hơn ... thank you Emily 💐💓"
r5-0277,Mik cx từng bị .
r5-0278,E rất cảm ơn a vì đã làm những video thú vị như này nhưng mà nếu được a có thể ra 1 clip nói về vấn đề của em được không ạ hiện tại em đang bị vấn đề là biết mình bị gì cũng có 1 số giải pháp r nhưng e làm được 1-2 ngày theo cách giải pháp đó đến ngày hôm sau e vẫn bị thói quen cũ và nhưng cái khoái cảm lấn áp điều đó e biết có thể ảnh hưởng với e rất nhiều nhưng e k đủ động lực để làm. Nếu a xem được comment này mong a ra clip hướng dẫn e với được k ạ. E cảm ơn rất nhiều chúc adan luôn happy và mạnh khỏe ạ
r5-0279,"""Đúng là có lúc mình bị cuốn vào vòng xoáy của suy nghĩ, không thể dừng lại. Cảm ơn video, chắc chắn sẽ áp dụng những cách này để giữ tâm trí nhẹ nhàng hơn mỗi ngày."""
r5-0280,Đúng vậy tôi méo ngủ được
r5-0281,"e 27t đang làm việc trong lĩnh vực IT, e đã luôn duy trì thói quen tập gym từ năm 2 đại học (bị bồ đá :((((( ), duy trì liên tục 3 năm từ thói quen ăn uống ngủ nghỉ, e tăng từ 58kg > 73kg đến trước khi covid xảy ra thì e drop tập luyện trong gần 3 năm, e 1m73 tăng cân từ 73kg ~ 85kg. Cảm thấy cơ thể mệt mỏi đầu óc không nhanh nhạy, bắt đầu từ tháng 2/2023 e bắt đầu hành trình ""lấy lại phong độ"" sau 6 tháng thì form ngày nào cũng quay trở lại. Từ có sức khoẻ rồi mất đi và take it back, nó rất là tuyệt vời :D :D."
r5-0282,vì 1 lần ko hiểu tiếng anh và bị chênăm lớp 5 tôi đã mang nó đến tận bây giờ và vẫn còn cảm thấy mình ngu tiếng anh và có nhiều lần tôi đã thử học nhưng tôi biết tôi vẫn sợ và chưa thật sự nghiêm túc để học nó hy vọng sau clip này mọi thứ sẽ thay đổi dù chỉ 1 chút ❤
r5-0283,Mệt mỏi thật sự 😔😔😔😔
r5-0284,Áp lực thật
r5-0285,Em nghe chị nói thôi mà em cũng thấy mệt gòi
r5-0286,Thưa bs tôi nay 59 tuổi trước đây cũng có. Sự cố nhưng thời gian cũng đã lâu rồi nhưng khoảng chuc năm nay toi. Có giấc ngủ không sâu cử nằm xuống là suy nghĩ linh tinh b s có cách nào để để chữa được căn bệnh đừng suy nghỉ nữa
r5-0287,Nếu cuộc sống không có mục đích thì nó là một mê cung hỗn loạn. Tín hiệu từ vũ trụ gửi đến qua những giấc mơ. Cái chính là vận mệnh là điều thực sự chúng ta muốn làm. Cú lừa ngoạn mục nhất cuộc đời chính là buông xuôi cuộc sống. Ước mơ sợ sự nản lòng. Trên con đường thay đổi ước mơ không phải khi nào cũng thuận buồm xuôi gió. Buông bỏ mới chạm tới bến bờ của ước mơ. Câu phải luôn nhớ những gì cậu muốn
r5-0288,"tôi đã từng dằn vặt bản thân mình, từng tự hỏi mình đã làm gì sai ? mà anh im lặng ... và rồi sau hơn 1 năm không liên lạc tôi đã thôi nghĩ suy và chọn cách để lại tất cả ở quá khứ mà tiến bước về phía trước . ... ấy vậy mà cs vốn đang bình yên của tôi một lần nữa bị xáo trộn khi anh xuất hiện . vào một ngày đầu năm mới , anh liên lạc và hẹn gặp .tôi đồng ý vì muốn tạm biệt nhau một cách rõ ràng xem như sự dịu dàng mà chúng tôi dành cho nhau . ... chỉ là , tôi không biết cuộc gặp này lại khiến tôi biết đc mình còn thương anh . và khiến tôi lại rơi vào hoàn cảnh tiến không đc lùi không xong ... có lẽ, khi đã chân thành thì thật khó để ngăn đc sự nhớ thương ...."
r5-0289,"Mình luôn cho rằng bản thân mình đang không hài lòng với những mọi thứ mình đang có khi nhìn về những gì mà người khác đã đạt được. Khi mình cố gắng đạt được thành quả giống như người A nhưng khi mình sang ng B mình lại thấy bản thân mình kém cỏi rất nhiều và mình lại cố gắng để đạt được thành tích giống như người B. Mình rất mệt khi cứ ép bản thân mình thay vì hài lòng với những gì đã đạt được thì mình luôn phải chạy theo người khác. Mình phải làm sao để thay đổi điều đó, liệu điều đó là tốt hay là xấu."
r5-0290,"có nên sử dụng các loại thuốc để giảm việc stress hay không thưa bác sĩ, và có các bài tập nào không ạ ?"
r5-0291,"Thật ra mọi thứ luôn nằm ở đó, không vướng bận không gian và thời gian.. chỉ có điều con người u mê nên đi quá lâu để chạm vào những điều không tưởng, những điều không tin được và cho nó là “điên” , là “ảo tưởng”, là “rời xa thực tại”… Thât ra tần số rung động của “tâm trí tập thể” càng cao thì càng gần với sự thật của vũ trụ vốn vẫn luôn nằm ở đó… nhưng làm gì có ai tin và tìm kiếm điều đó ở sâu bên trong mình đâu, nhân loại luôn chạy theo bề nổi đã được hình thành từ khi nền văn minh này bắt đầu, vật chất, danh vọng, tiền tài, địa vị,… những thứ làm mờ đi khoảng cách kết nối bên trong chính mình và mọi người với nhau… chạy theo những thứ sinh ra đau khổ, nghiệp quả… rồi cứ thế mà tiếp tục vòng luân hồi lặp đi lặp lại thôi…"
r5-0292,"bạn giống hệt mình ! mình mỗi lần quá áp lực , stress là mình cũng. làm đúng các thứ như bạn làm vậy! cám ơn bạn nhiều!"
r5-0293,Đúng v. Tôi đã mất đi động lực làm việc. Nhưng vì lương cao nên thôi làm tiếp
r5-0294,"Nhìn mẹ mà mệt thực sự … con còn quá nhỏ mà ép học hoài :) học nhiều rồi có giỏi k là chuyện khác, giỏi rồi có lương cao ko, lại là chuyện khác. Mệt mỏi thật sự"
r5-0295,"Rất nhiều khi con muốn đc ng thân, a ch em ngồi im lắng nghe mình, nhưng con biết rõ khi con nói ra bất kỳ điều gì, mọi người đều chỉ ý kiến, đánh giá mà không thật sự im lặng để nghe con nói, để hiểu cho con, nên từ đó con k muốn nói gì với nữa cả, chỉ im lặng thôi😔"
r5-0296,"2:17 Đi qua những ngày mưa Em ơi đã về chưa Chỉ còn lại kỷ niệm cùng vài tỉ chuyện em của ngày xưa Anh vẫn chưa một lần được nói Cũng chẳng níu được nổi Hạnh phúc rồi sẽ tắt đi trước khi mất đi đã có được rồi Anh đi thật chậm, nhìn lại nơi ta từng đi qua Hình bóng em vẫn còn đang thấy trên từng trang giấy anh còn ghi ra Trong lòng này như là tiết cuối sau cùng tiếc nuối chẳng ngừng suy nghĩ Gặp lại nhau chẳng biết nói chào chỉ biết cúi đầu thôi người tri kỷ Ở trong phòng tối Yêu em bằng cả trái tim lại xa vì lời nói Một lần nhất thời nên mất rồi Tâm tư mơ màng về những ngày cuối Trời thì tối đen trong lòng này chẳng thể nói lên Chỉ còn lại trong lòng cố chấp vẫn là cố lấp đi những thói quen Em có quên người nào đó chưa Nắm tay em dù trời có mưa Đưa em đi qua những ngày nắng sao chuỗi ngày vắng chẳng còn đón đưa Anh cố gắng nhắm đôi mắt lại không muốn nhắc lại mong một mai khác Vì trái tim chẳng thay đổi nên chỉ yêu mỗi em chẳng một ai khác"
r5-0297,Thật sự mệt mỏi. Ước chỉ là ước 😢
r5-0298,"Không còn thấy, chẳng thể chạm, suốt đời chỉ để trong tim cất giữ 🤦🏼‍♀️"
r5-0299,nhiều lúc không biết bám víu vào đâu. có nhiều lúc nghĩ mình chết từ lúc nào rồi nhưng không biết bao giờ mới được chôn cất. cảm ơn ad
r5-0300,Ai bị mất ngủ nên tới những bác sĩ chuyên điều trị về bệnh tâm thần nhé. Mk trc bị kiểu như muốn điên rồi may uống lại khỏi
r5-0301,😢 tôi ko hiểu tôi tiếp tục sống để đc gì 😭😭😭😭
r5-0302,"Mình cũng từng trải qua giai đoạn như vậy. Trống rỗng, mờ mịt và chẳng thể hiểu nổi tồn tại có ý nghĩa gì. Nhưng rồi m quyết định đúng đắn nhất của mình là 3 năm trước đã đi học thiền, từ đó m học quay vào lắng nghe chính mình. Bây giờ cuộc sống mình cũng không thay đổi nhiều, không nhiều tiền, không tình yêu nhưng cái thay đổi là cách mình nhìn và cảm nhận mọi vật mọi việc xung quanh. Be happy 😊"
r5-0303,Co bị đau đầu ko chị
r5-0304,Mình chỉ là người thất bại thôi 😞
r5-0305,"Có Ai hiểu không 😢, Tôi thi đc 9 điểm vậy mà ba mẹ tôi chửi tôi vì sao không đc 10 mà trông khi tôi đã cố hết sức rồi ( Tôi lớp 10 ) Ba mẹ tôi còn bảo tôi sao không chép phao cho điểm cao , tôi không biết nói gì luôn 😢😢, Ba mẹ tôi toàn nói bây giờ điều kiện học hành tốt nhưng ba mẹ đâu biết điều kiện càng tốt thì Học càng khó nó là tỉ lệ thuận , Ba mẹ bảo tôi sao ko ra ngoài chơi cho biết làm cái này cái kia , nhưng khi tôi điểm thấp hơn bình thường 1 chút ba mẹ tôi lại nói Suốt ngày lêu lỏng không lo học hành , nhìn con người ta học ngày học đêm kìa 😢"
r5-0306,Nói ra thì đau nhưng nếu giữ thì lại mệt mỏi ☺
r5-0307,"Thật sự luôn , thất tình nó đáng sợ lắm , nó cứ dày vò tinh thần"
r5-0308,"Mình và ng ấy im lặng .ngắt kết nối 6 tháng nay rồi. Có nên hủy kb fb và zalo không bạn? Mình cũng nản rồi, sự lạnh lùng vô tâm của họ"
r5-0309,E đang hoang mang quá thầy ạ. Ở xa nhà cứ thấp thỏm về tin tức của gia đình ở VN. Nhưng đúng an lòng khi nghe được giọng của thầy. Chưa nói đến nội dung chỉ cần giọng thầy cất lên là bao nhiêu buồn đau lo lắng đều nguôi ngoai ❤
r5-0310,Em tuy mới 11 tuổi nhưng đã bị hết tất cả điều nêu trên... Nhưng em ko dám nói với bố mẹ
r5-0311,"Cảm ơn chị rất nhiều, nhờ chị mà e tìm lại đc chính mik, nhắc nhở lại mik muốn làm j, trở thành ai, có cuộc sốg như thế nào. E đã từng muốn trở thành ng độc lập như chị bh từ lúc nhỏ, chua bik đến chị và sau khi gặp đc ng e rat yeu, nhung ko thuoc về mik, e thấy cực kì lạc lõng và cô đơn, vì ng đó mà e phá vỡ mọi nguyên tắc của mik, vì ng đó mà e muon từ bỏ cs tự do để nghĩ về ngôi nhà và những đứa trẻ. Nhờ chị mà e bik bản thân nen buong bỏ và nen làm j bh. Cảm ơn chị rat nhieu ạ"
r5-0312,Cái gì hẹp và có lỗ la tui sợ trừ cái tui mê mẩn nó muốn chết vì nó.
r5-0313,Tự dưng mình thấy thật buồn. Rất buồn.
r5-0314,Thầy ơi . Em sắp thi tuyển sinh rồi ạ thì có cách nào để ôn thi hiệu quả được không ạ? Với việc học nhiều bài kiểu stress lắm ạ em rất lo không vào được trường mong mún thì làm cách nào để giảm bớt suy nghĩ đó và tập trung ôn thi hơn ạ ❤️
r5-0315,"cảm ơn chị em cũng sống trong môi trường độc hại nên giờ em vẫn nghi ngờ bản thân lắm, lúc nào cũng tin vào ý kiến của người khác hơn là mình mặc dù có khi em đã tin điều đó khá lâu rồi, em dễ lung lay lắm giờ em đang tập thay đổi"
r5-0316,"nghe bài này lại nhớ về những ngày ấy,đau buồn đến tê tái"
r5-0317,Có khi trc mẹ tui cũng v á khóa cửa là bị chửi có bửa về trễ chút là bị vs lại tui cũng có vừa đâu nên nạt lại cãi lộn và mẹ tui mà họng tui lớn hơn vs hỏi mấy câu mẹ tui ko trl đc nên giờ riết hết cấm tui r nhiều cái chứ cũng nêm vừa thôi
r5-0318,"This reminds me of another related stress symptom: compassion fatigue. Something all too common in caregiving positions... beit in a professional capacity like a doctor or therapist... but also in the more common - being in the position for someone close to you in some sense (parents, children, SOs, friends, etc.). There's definitely a sense of burning out after so long trying to do damage control. (I maaay be partly venting here because oh man. Is this my current situation. But I'll spare all the details.)"
r5-0319,"Khi đi học,chuyện này gần như luôn xảy ra với chúng ta! Ta mệt,nhưng cũng phải đi học! Đôi khi mình cũng muốn nghỉ học vì chịu áp lực nhiều quá! Nhưng mình không muốn bị chê cười là ngu dốt! Và để cho ba và mẹ chúng ta thấy rằng mình tốt,mình có học thức!"
r5-0320,Con bị mất ngủ 10 ngày mong bs tư vấn ạ
r5-0321,"sự kết hợp của 3 bài này chỉ khiến t cảm thấy ""trống rỗng"" 1 cxuc lẫn lộn nh đau đớn đến nhói lòng bởi cái"" trống rỗng "" mà 3bài này mang lại kiểu cgiac mất đi nhiều thứ vai ấy nma mọi thứ đều qua r í và đọng lại ở bthan chỉ sót lại nỗi cxuc 1 ít 1 lời khó nói hết"
r5-0322,E k tự tin khuôn mặt e tự ti bên trong e thôi
r5-0323,"Hi Sun, thực ra xem video này mình chợt nhớ đến câu nói ""đông người không cứu nổi cô đơn"", nhiều người cứ nghĩ rằng xung quanh phải có rất nhiều người mới không cô đơn, nhưng cuối cùng lại lạc lõng giữa biển người. Thực ra, tất cả những người bận rộn với mục tiêu, họ đều cô đơn, hay đúng hơn là cô độc. Và người ta chỉ cô độc chứ không cô đơn. Người ta chỉ cô đơn khi bản thân người ta không tìm được tâm hồn đồng điệu, hoặc không thể làm bạn được với chính mình. Mà khi càng lớn lên, chúng ta thường sẽ trải qua giai đoạn ở -một -mình nhiều hơn là tới chốn đông người....Mình cũng như Sun, bận quá, không có thời gian để cô đơn và hỏi rằng mình có cô đơn không, hay nói đúng ra đó là nỗi ""cô đơn thượng liu"" vì mình đang tự mình trải nghiệm cuộc hành trình không giống ai, dĩ nhiên, nếu bản thân mình sống khác đi với đám đông mình sẽ có kết quả khác với đám đông ^^ Tựu chung, chúng ta hãy yêu thương bản thân và làm bạn với bố mẹ người thân của mình trước. Mọi người trong xã hội ai rồi cũng sẽ đến và lướt qua cuộc đời chúng ta. Dựa vào chính mình mới là sự dựa dẫm bền vững :))) (Hôm nay tâm trạng tốt, nói hơi nhiều ahihi) Chúc Sun dui <3"
r5-0324,"Những lúc mệt mỏi, căng thẳng, em lại tìm đến anh"
r5-0325,Mất ngủ xuất phát từ Những hạt giống tiêu cực trong tâm thức của mình
r5-0326,"Khi e xem video này, e cảm thấy vô cùng shock vì nó như vạch trần tâm trí của e chính xác qua từng chữ, từ hoàn cảnh, suy nghĩ, nỗi sợ. E cảm ơn vì có video này e cảm thấy bản thân mình không tệ đến vậy, e đã thay đổi suy nghĩ ngay sau khi nghe a nói. Thực sự biết ơn vì a đã đến đúng lúc và cho e một góc nhìn mở rộng hơn. Chúc a đạt nhiều thành công và phát triển hơn nữa!"
r5-0327,Cảm giác buồn ko lối thoát...
r5-0328,"Chị Quỳnh ơi chị có thể chia sẻ những kỹ năng mà phụ nữ nên rèn luyện để phát triển và tin tưởng vào chính mình hơn dc không ạ? Em thường dễ cảm thấy nghi ngờ vào khả năng của chính mình, em rất dễ cảm thấy tự dằn vặt khi em làm sai trong công việc, dù nhiều người khác đã trấn an em là em đang làm tốt rồi,... em vẫn luôn cảm thấy mình thiếu sót và lo lắng ạ. Em cảm ơn c Quỳnh <3"
r5-0329,Minh uống zoloft trên 10 năm rồi sau đó bị side effects là panick attack nen minh stop sau đó mình bị anxiety 😢
r5-0330,"Ở tuổi 27, hết ngày hôm nay là chị sang tuổi 28. Vậy mà ngày hôm nay chị cô đơn đến mức ko có buổi hẹn đi đón giao thừa như mọi năm trước vì bạn bè thân thiết đều đã có cuộc sống riêng và ở bên bạn trai/chồng, có ngừoi thì đã đi nước ngoài. Nguyên ngày hôm nay lại đúng ngày dì dâu ghé thăm, đau bụng và ở 1 mình trong phòng, chị đã rơi nước mắt và tự hỏi tại sao mình lại vô tình đẩy mình rơi vào tình cảnh đáng thương như vậy. Lẽ ra chị nên đặt chuyến xe về thăm quê thay vì đợi đến tết ta để về luôn. Lẽ ra chị phải có 1 người bạn trai bên cạnh ở cái tuổi này,… Những câu hỏi liên tục trong đầu, và sau tất cả chị tự vấn lại mình và thấy là tất cả những gì ở hiện tại đều đến từ những quyết định, lựa chọn của chị trong quá khứ. Lẽ ra chị vẫn sẽ có bạn trai nếu chị ko quyết định chia tay hồi 4 tháng trước vì ng ấy ko phải là ng chị yêu. Chị ko về nhà vì cứ nghĩ rằng mình sẽ có được 1 ai đó đi chơi chung đêm giao thừa… Đôi khi cuộc sống ko diễn ra như mình muốn và mình phải tự học cách năng động, thích nghi, chủ động, trách nhiệm với bản thân mình hơn để thời gian của mình trôi qua ko bị vô nghĩa và nhạt nhẽo. Cảm ơn podcast của em, rất tích cực và phù hợp cho nhiều người trẻ cần chữa lành những sự yếu đuối trong tim mình. Chúc em nhiều thành công hơn trong năm mới 2024.❤"
r5-0331,"Là những lần cố gắng muốn xin nghỉ nhưng bố mẹ luôn chửi muốn được an ủi nhưng bị chửi thực ra trong mắt người lớn đó là một viên đá nhỏ rất nhỏ nhưng đối với chúng ta đó là tấm xi măng lớn ai cũng cố gắng nhưng ko đc công nhận ko phải ai cũng được nghỉ nghơi mà phải cố gắng rồi cuối cùng bị gạt bỏ ,thế giới ko hề có luật đó nhưng do con người tạo ra nếu ta cố gắng thì ta sẽ vượt qua và. Tự hào Năm nay là 2026 chúc 2k15,2k11,2k8 thi tốt và đạt được nguyện vọng và điểm số của mình nha"
r5-0332,LNY này k làm tui thất vong ❤❤❤❤
r5-0333,"Đứa trẻ năm đó từng tự hào, vỗ ngực với bản thân về chiến thắng cùng với niềm kiêu hãnh của nó. Nó ngủ quên trên chiến thắng để rồi thực tại vùi dập nó một cách tan nát. Nó như một bông hoa, từng kiêu hãnh dưới ánh mặt trời của mùa hạ để rồi quên đi khi mùa đông đến, nó sẽ lại tàn lụi nếu nó không chịu vươn lên, tiếp tục cố gắng và kiên cường. Để rồi một ngày nó nhận ra, nó đã bỏ lỡ bao nhiêu cơ hội để phát triển, nó nhận thấy bản thân đã lãng phí biết bao nhiêu thời gian chìm trong ảo mộng với chính bản thân nó. Nó muốn bắt đầu lại từ đầu với một tâm thế kiên cường hơn, ý chí hơn, nhưng đã quá muộn. Nó bất lực đến mức khi đứng trước gương, nó thấy bản thân đã trở nên tồi tệ như thế nào, có đôi lúc nó còn không dám nhìn vào bản thân mình trong gương, nó nhận ra nó chưa bao giờ xuất chúng, nó chưa bao giờ là giỏi. Nước mắt nó rơi không kiểm soát, nó cố đưa tay lau đi nhưng nước mắt vẫn chảy. Nó chìm trong u uất mà không thế thoát ra, nó muốn có ai đó hãy đến và đưa nó ra khỏi giai đoạn tăm tối đó. Sau một khoảng thời gian dài vùng vẫy rồi lại vuông xuôi, nó nhận ra chỉ chính bản thân nó mới cứu được nó. Nó dần chấp nhận rằng nó không còn xuất chúng, thậm chí trở nên tệ hại. Từng là một đứa trẻ kiêu hãnh, từ ngày mới vào lớp 1 cho đến lớp 9 luôn nằm trong top những học sinh đứng đầu. Đỗ cấp 3 với số điểm cao, vào được một ngôi trường nổi tiếng trong khu vực và vào được lớp chọn. Nó dần hiểu rằng nó chỉ là một hạt cát khi nó vào một môi trường toàn tinh anh ưu tú, nó bị bỏ lại phía sau, nó cố gắng chạy theo nhưng không thể. Để rồi hôm nay, nó biết rằng nó phải nỗ lực, phải phấn đấu không ngừng, dù nó biết đã muộn. Đứa trẻ kiêu hãnh, tự phụ năm đó đã không thể quay trở lại với nền móng tệ hại này được, nhưng nó có thể trở thành một đứa trẻ không ngừng nỗ lực và học hỏi. Dù cho kết quả không cao, dù cho nó có thất bại, nó vẫn sẽ đón nhận, nó vẫn sẽ vui vẻ vì nó biết nó đã trở nên tốt hơn"
r5-0334,Ko có ngày nào mà ko khóc hết á😊💔
r5-0335,"Em ghét quá khứ của mình, em ghét bị ba mẹ so sánh với thằng em của mình, nó đẹp trai và nhìn mặt sáng láng hơn em, lanh lợi hơn em, lúc nào mọi người cũng nói em khờ khạo. Hiện tại em đã chấp nhận tính hướng nội và cảm thấy nó là lợi thế của mình. Thời gian này em đang tập trung vào nghiên cứu lĩnh vực em cảm thấy mê và khiến em suy nghĩ, phân tích về nó. Em tin rằng khi em tin vào tính cách của mình và phát huy được sở trường, mình sẽ phát triển và hạnh phúc."
r5-0336,"Bài này hát lại "" Cuộc sống vô nghĩa này"" cách đây 2 năm"
r5-0337,"Nhà hết phúc ,đến lúc suy rồi .Không kiềm chế được thì hỏng cả gia đình lớn ."
r5-0338,"hơn 1 năm rồi! không biết em còn nhớ anh không? cứ tưởng thời gian và không gian có thể làm anh quên em, nhưng đến giờ anh chưa làm được! ngày ấy anh quyết nuốt nước mắt rời xa bạn bè, gia đình, xa em để nhốt mình trong 4 bức tường bên xứ người, vùi đầu vào sách vở. nhưng có lẽ là chưa đủ. anh không dừng được việc âm thầm theo dõi em hằng ngày. xa nhau hơn 1 năm, em với người ta cũng sắp tròn 12 tháng yêu nhau rồi. nhìn em hạnh phúc mà anh đau quá... giờ anh không còn nhận ra bản thân nữa. thiếu em anh sống khép kín, xung quanh không 1 người bạn, không còn muốn nói chuyện với ai cả. cũng không chăm chút bản thân. giờ bạn đồng hành của anh chỉ là chồng sách, điếu thuốc, chai bia... và âm nhạc. em là gì? sao lại quan trọng với anh như vậy? bao giờ anh mới thôi nghĩ về em?"
r5-0339,mình vừa trải qua sự chia ly tan nát cả trái tim. cảm ơn video đã cho mình thêm động lực để bảo vệ tâm thức của bản thân
r5-0340,"Thấy mình có trong nhiều bài của Đạt,nghe mà nghẹn cổ, nước mắt chảy vào trong.tôi đã mất đi gia đình của mình, rất nhớ thương các con.rất lo cho cô ấy, nhưng tôi tay trắng,tôi đau lòng khi cô ấy xưng mày trong tin nhắn,tôi đau khi cô ấy đòi ly hôn,giục tôi chuyển đi khi tôi ko còn 1 xu trong người.vì lưu luyến con nên tôi cứ ở lại một thời gian,rồi 1 đêm cô ấy gọi tôi dậy và yêu cầu tôi chuyển đi.tôi thương con mà đau lòng ra đi."
