"annotation_id","annotator","created_at","final_label","id","lead_time","reviewer_note","row_id","text","updated_at" 
130,"1","2026-06-17T14:09:26.038197Z","normal",130,15.449,"","s8-0129","Ko lo ae ạ tôi trc thừa điểm có vào đại học đâu, xong tôi đi kinh doanh ko đồng nào, bố mẹ thì làm ruộng, ko có quan hệ nào cả, rồi khi có tí tiền và công việc nhiều hơn thì tuyển ng về làm, giờ mấy bạn học đại học bách khoa vào làm cho tôi đây, nói thật các bạn ý cũng bình thường, không bằng các bạn trường nghề và lương còn thấp hơn các bạn ý, vì vậy các bạn ko gì phải quá lo lắng cả, hãy thoải mái lên","2026-06-17T14:09:26.038217Z"
131,"1","2026-06-17T14:09:29.472341Z","exclude",131,2.04,"","s8-0130","Lyrics: Ngày rồi lại đêm em cứ thao thức cho một cuộc tình Mà người ta bỏ đi sau lưng giữa cuộc hành trình Bật cười sao em luôn mong gặp chân ái Mà chân ái chỉ là thước phim hài Bao lời khuyên bỏ ngoài tai Thôi thì em đã khờ dại cho rằng tình yêu là mãi mãi Thôi thì khoé mắt lại cay khi bật lên khúc nhạc này Cứ khóc cho thật hay Chẳng có đâu em à Một người lau nước mắt em ướt nhoà Vì vốn thế gian vô tình Vậy em có đau thì đau một mình Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Sau cuộc tình (huh) Ai mà chả đau một mình Em muốn căn phòng ấy hoá thành biển cả Cứ khóc, chờ nước mắt có người lau hộ mình Một sự thật tỉnh người như gáo nước Đâu ai, nợ một chỗ dựa cho vai em Và cảm xúc không phải quần áo ướt Thì mình, phơi ra ngoài kia cho ai xem Em ơi cuộc sống giống đề thi đại học Ai chả có cái khó riêng Đáp án đó là của người ta còn Mỏi cổ là của mình vì can tội ngó nghiêng Như tay ta chẳng xoá được mây đen choàng phủ Nhưng có thể cầm ô che mưa trời nhá nhem Nếu đống buồn đau mãi không thể làm chủ Sao mình không ôm lấy mà làm quen Chẳng có đâu em à Một người lau nước mắt em ướt nhoà Vì vốn thế gian vô tình Vậy em có đau thì đau một mình Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa Rồi đến một ngày em sẽ thấy mình thật may Biết đau nghĩa là trái tim em còn rung động Ấp ôm trong tay giây phút em một mình nhất Rồi khóc cho thật hay Chẳng có đâu em à [Rap]: Cho thật hay Chẳng có đâu em à [Rap]: Khóc cho thật hay Một người lau nước mắt em ướt nhoà [Rap]: Cho thật hay Một người lau nước mắt em ướt nhoà [Rap]: Khóc cho thật hay Vì vốn thế gian vô tình [Rap]: Đau ở đâu Vì vốn thế gian vô tình [Rap]: Đau ở đây Vậy em có đau thì đau một mình [Rap]: Về sau cũng phai mờ Vậy em có đau thì đau một mình [Rap]: Như tro tàn bay Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Trưởng thành là vậy chứ đâu có gì đâu [Rap]: Như mầm cây vươn từ nơi vực sâu [Rap]: Đừng sợ ánh nắng ấy là đớn và đau Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Vì tắm trong nó em sẽ lớn càng mau Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Trưởng thành là vậy chứ đâu có gì đâu Ai ya ai yaaaaaa ai yaaaa Ai ya ai yaaaaaa ai yaaaa [Rap]: Như mầm cây vươn từ nơi vực sâu Có Đau Thì Đau Một Mình Có Đau Thì Đau Một Mình [Rap]: Đừng sợ ánh nắng ấy là đớn và đau [Rap]: Vì tắm trong nó em sẽ lớn càng mau","2026-06-17T14:09:29.472361Z"
132,"1","2026-06-17T14:09:36.053035Z","normal",132,5.181,"","s8-0131","Hay cho câu: ""Hai chữ ""bất thường"" chính là sự kỳ thị xã hội khắc nghiệt nhất. Chúng ta sợ bị gán mác bất thường nên mới tiếp tục ủng hộ sự bình thường"".","2026-06-17T14:09:36.053066Z"
133,"1","2026-06-17T14:09:45.124703Z","normal",133,7.778,"","s8-0132","2. Đề cập về những vấn đề vướng mắc của bản thân, tự hỏi bản thân, tôn trọng quyết định bản thân, học các tutu nhận tức lain và làm sao cho đúng hơn và cải thiển bản thân một cách tuu và hiệu quả","2026-06-17T14:09:45.124735Z"
134,"1","2026-06-17T14:09:50.107399Z","normal",134,2.888,"","s8-0133","Tư tưởng thoải mái lên mạnh mẽ lên","2026-06-17T14:09:50.107421Z"
135,"1","2026-06-17T14:10:08.045020Z","normal",135,16.274,"","s8-0134","Năm 17 tuổi, tôi nghe Người Yêu Bỏ Lỡ lần đầu tiên. Khi đó tôi không hiểu vì sao người ta lại có thể tiếc một người đã rời đi. Tôi còn nghĩ, yêu là phải giữ được nhau, sao lại để “bỏ lỡ”. Đến khi gặp anh, tôi mới hiểu. Tôi yêu anh bằng tất cả những gì mình có—vụng về, chân thành, và dại khờ. Tôi ở bên anh qua những ngày anh chẳng có gì trong tay, tin rằng chỉ cần chúng tôi còn nắm tay, thì mọi thứ đều đáng giá. Nhưng rồi, khi anh có tất cả… anh lại không còn cần tôi nữa. Anh không nói lời chia tay đàng hoàng, chỉ lặng lẽ rời đi như cách người ta bỏ quên một món đồ cũ. Để lại tôi đứng đó, giống hệt những câu hát trong Người Yêu Bỏ Lỡ—đau nhưng không thể níu, nhớ nhưng chẳng thể quay lại. Đến lúc đó tôi mới hiểu, “bỏ lỡ” không phải vì hết yêu. Mà là khi còn yêu, nhưng lại không thể ở bên nhau nữa. Và điều đau nhất… là dù biết mình chỉ là “người yêu bị bỏ lỡ”, tôi vẫn chưa từng hối hận vì đã yêu anh.","2026-06-17T14:10:08.045039Z"
136,"1","2026-06-17T14:10:15.025698Z","normal",136,5.756,"","s8-0135","cũng nhớ họ lắm nhưng họ và mình đã không còn gì với nhau","2026-06-17T14:10:15.025727Z"
137,"1","2026-06-17T14:10:23.622004Z","normal",137,7.392,"","s8-0136","Cây thế đã học lớp 7😢😢😢😢😢😢😢😢mệt muốn xỉu quá","2026-06-17T14:10:23.622036Z"
138,"1","2026-06-17T14:11:09.745789Z","depression",138,45.003,"","s8-0137","Có 1 sự thật rằng tôi luôn nói chuyện với bản thân.tự tưởng có 1 người khác đang nói chuyện chia sẻ mọi thứ mình.điều đó làm tôi vui , toi cũng k cần bạn bè vì rất khó nói chuyện với họ. 😔😔😔","2026-06-17T14:11:09.745818Z"
139,"1","2026-06-17T14:11:15.779779Z","normal",139,3.857,"","s8-0138","Còn 3 ngày nữa là chúng ta -sĩ tử 2k8 bước chân vào kì thi thptqg 2026 -Dù b đang bất lực với điểm số hay đang chật vật học tập thì hãy nhớ rằng bản thân đã cố gắng rồi , hãy ôm bản thân một cái và tự tin bước chân vào phòng thi chúc bản thân vững bước , làm bài thi suông sẻ đạt được ngôi trường ước mơ của bản thân ❤❤🎉","2026-06-17T14:11:15.779799Z"
140,"1","2026-06-17T14:11:37.406992Z","depression",140,20.292,"","s8-0139","Cho mình hỏi nếu phát hiện bản thân có các dấu hiệu này thì có thể thăm khám tại các cơ sở nào ạ? Mình cám ơn","2026-06-17T14:11:37.407012Z"
141,"1","2026-06-17T14:11:40.998196Z","normal",141,1.577,"","s8-0140","từ từ vượt lên","2026-06-17T14:11:40.998224Z"
142,"1","2026-06-17T14:11:43.932945Z","normal",142,1.495,"","s8-0141","Hệ tư tưởng""Skip leg day""😂😂","2026-06-17T14:11:43.932965Z"
143,"1","2026-06-17T14:12:55.736062Z","uncertain",143,70.514,"Không biết từ ""ai bị mới hiểu được"" ở đây là chủ comment nói chính mình hay nói người khác","s8-0142","Cam on c dung la ai bi moi hieu dc noi kho cua benh nay","2026-06-17T14:12:55.736081Z"
144,"1","2026-06-17T14:13:03.325565Z","normal",144,6.239,"","s8-0143","Tai sao những Cần bo cao cấp lại bị bắt o Tu nhiều vay !Ho da học rất giới về tu tưởng của Bác Trong va là những. Người co trình đo cao cấp tu. Tiền sỹ tro len !","2026-06-17T14:13:03.325592Z"
145,"1","2026-06-17T19:04:00.063249Z","normal",145,17453.876,"","s8-0144","Thu đã chấp nhận thì không nên căm thù bố chồng và đứa con vô tội , màphair đối xư với chồng con và mẹ chồng tốt , còn bố chồng tuy sai nhưng ông vẫn đối xử với vợ với hông và với Thủ rất tót , mà cháu cứ nói căm thù ông là cháu sai ,cô không ủng hộ cháu","2026-06-17T19:04:00.063274Z"
146,"1","2026-06-17T19:14:53.239843Z","depression",146,651.58,"","s8-0145","cám ơn VSTN đã mang đến video này để nói lên nỗi lòng của mình và nhiều bạn nhỏ khác đong trú trong những thân xác của người lớn! Có một câu hỏi mình muốn hỏi VSTN: Nếu gia đình không phải là nơi duy nhất mang lại nỗi đau cho bạn, mà ngay cả chính lớp học cũng chính là mồ chôn của một đứa trẻ? Vậy liệu, đứa trẻ chịu cả combo bạo lực gia đình và học đường, thì đứa trẻ nên dựa dẫm vào đâu khi ngay cả đến 1 người để đứa trẻ đó đặt niềm tin vào cũng không có nổi 1 người? Gửi đến những người như tôi: ""cố lên nhé các bạn""","2026-06-17T19:14:53.239874Z"
147,"1","2026-06-17T19:15:06.371110Z","normal",147,11.659,"","s8-0146","Ôi nhìn thế sự nổi trôi. cũng đành chấp nhận mà thôi. Để mặc cho con tạo xoay vần (hay quá)","2026-06-17T19:15:06.371141Z"
148,"1","2026-06-17T19:15:16.515017Z","normal",148,8.813,"","s8-0147","5:24 : Trong thần kinh học đã chỉ ra rằng những kết nối thần kinh được sử dụng thường xuyên sẽ càng trở nên mạnh mẽ và ổn định hơn. Càng tập trung vào điều gì, bạn càng củng cố kết nối với nó dù là tích cực hay tiêu cực. Tuy nhiên, thực tế ở phần lớn chúng ta, các kết nối thần kinh lại phát triển mạnh mẽ với những trải nghiệm tiêu cực. Đó là bởi vì các kết nối thần kinh lại phát triển mạnh mẽ với những trải nghiệm tiêu cực. Đó là vì não bộ có một cơ chế bảo vệ đặc biệt được gọi là cái xấu mạnh hơn cái tốt. Não bộ được thiết kế để giúp chúng ta tồn tại. Nó ưu tiên phát hiện mối đe dọa, đề cao sự cảnh giác và phản ứng nhanh với nguy hiểm. cảm ơn kênh chia sẻ.","2026-06-17T19:15:16.515044Z"
149,"1","2026-06-17T19:15:41.291479Z","normal",149,23.47,"","s8-0148","Chủ kênh ơi. Gửi dùm mình câu hỏi đến cha giúp mình với.. Hiện tại con mình đến tuổi học giáo lý. Nhưng vì có chút rất rối trong gđ . Ba bé ko cho phép con mình học giáo lý. ( ba bé là người ngoại đạo. Lấy vợ rồi theo đạo. Nhưng ko Giữ đạo 😢).. Giờ mình khổ tâm lắm. Ko biết phải làm sao nữa. Chỉ biết cầu nguyện cho con.. Mình đã rửa tội cho con rồi. Giờ con đến tuổi học giáo lý Nhưng giờ ba bé ngang ngược ko cho con theo đạo chúa.. Mình khổ tâm lắm. Nhờ chủ kênh đặt câu hỏi với cha và xin cha cho mình lời khuyên. Bây giờ mình có nên dấu chồng cho con đi học giáo lý ko? Hay để cho con trưởng thành rồi học hoặc khi ba bé mất rồi học giáo lý. Mình xin cảm ơn chủ kênh","2026-06-17T19:15:41.291505Z"
150,"1","2026-06-17T19:15:52.080649Z","normal",150,9.403,"","s8-0149","Tốt nhất đừng hỏi anh cũng biết rồi nhưng anh ấy không thèm nói thôi","2026-06-17T19:15:52.080668Z"
151,"1","2026-06-17T19:16:20.528089Z","depression",151,26.867,"","s8-0150","Cảm ơn Postcard, mình tự hỏi, vì sao lại không biết "" Vì Sao Thế Nhỉ! "" sớm hơn? Mình luôn luôn bị mất kiểm soát về mặt cảm xúc lẫn lời nói, mình cảm thấy lạc lõng, buồn phiền, buồn bực, có khi là sự vô định. Hỗn độn lắm! Nó như một sợi chỉ bị rối rắm lại tới mức càng muốn tháo càng trở nên rối, có lúc rồi lại tự khóc mà không biết vì sao, hoặc lúc bản thân đúng thì không nói một cách bình thường, mình cứ "" ú ớ "", hoặc đôi lúc lại la lên với ba mẹ. Ngày hôm nay của mình, tồi tệ lắm ! Cảm ơn postcard, cậu có lẽ đã giúp cảm xúc mình ổn hơn.","2026-06-17T19:16:20.528118Z"
152,"1","2026-06-17T19:16:48.093454Z","normal",152,26.141,"","s8-0151","Gio che do cho mo truong dai hoc de cho moi nguoi mung, it ra cung co may nam dai hoc cung la mot niem vui cho nhung con duong khong co viec, vi dau co viec de lam chi co bang nhung khong co viec thi lam dai hoc 7 nghiep, hoac lam nhung viec gi de co tien ma song chu doi ai, ai lo, muc dich la cho cac truong dai hoc kiem tien, sinh vien mat tien nhung khong co viec de lam, khong co noi de do thi co bang cap cung thanh vo nghia, nhung ke khong bang co than co the den luc nao co du quyen luc thi bang gi cung co, muon tien si co tien si , nho khong hoc lon lam lanh dao, bang gi cung co.","2026-06-17T19:16:48.093480Z"
153,"1","2026-06-17T19:35:09.554635Z","normal",153,961.581,"","s8-0152","Mỗi người mỗi sở thích mấy bạn nhỏ thì thích tâm sự tư vấn hỏi các thứ người lớn có gia đình thì thích xem dũng chơi game để giải trí hơn là nghe chuyện của mấy bạn trẻ","2026-06-17T19:35:09.554656Z"
154,"1","2026-06-17T19:39:55.085391Z","normal",154,283.171,"","s8-0153","Thực ra trong chuyện tình cảm, không phải đối phương quá vô tâm mà là do ta quá để tâm, không phải họ yêu quá ít mà do mình yêu quá nhiều. Chúng ta đừng lên áp đặt bản thân lên người khác, bởi vì họ không có nghĩa vụ phải đền đáp đầy đủ những gì bạn cho đi. Thứ bạn cho đi là TỰ NGUYỆN, thứ họ đáp lại là TÙY TÂM, chúng ta không có quyền đòi hỏi... Người yêu bạn thật lòng họ sẽ biết phải đáp lại tình cảm đó như thế nào, người không yêu bạn cho dù bạn cố gắng bao nhiêu, thì họ cũng không cảm nhận được và cũng không rung động trước tình cảm của bạn đâu.","2026-06-17T19:39:55.085430Z"
155,"1","2026-06-17T19:40:02.154541Z","normal",155,5.414,"","s8-0154","Giờ đoạn đường ấy vẫn như xưa nhưng hôm nay thiếu 1 ""người"" =((((","2026-06-17T19:40:02.154564Z"
156,"1","2026-06-17T19:40:07.015432Z","normal",156,3.388,"","s8-0155","Hay quá trời ơi. Tôi k thất tình mà nghe thấy nhói cả tim.","2026-06-17T19:40:07.015460Z"
157,"1","2026-06-17T19:40:44.528300Z","depression",157,36.15,"","s8-0156","Bản thân em là một người chịu tổn thương từ phía gia đình từ những cuộc cãi nhau giữa ba mẹ mình và rất nhiều lần em gặp áp lực từ phía ba em rất nhiều và chịu nhiều sự áp lực từ trường lớp cộng thêm là em bị bạn học bắt nạt nữa. Có những lúc mà em muốn tìm ba mẹ em nói chuyện hay thả cảm xúc vào những tấm ảnh bên gia đình là họ nói em là không quan tâm đến cảm xúc họ nên hầu như là em không muốn nói chuyện với ba mẹ của mình. Em cảm ơn video clip của anh đã 1 phần đã chữa lành tâm hồn đã bị tổn thương của ạ.","2026-06-17T19:40:44.528323Z"
158,"1","2026-06-17T19:40:56.327456Z","normal",158,10.419,"","s8-0157","#4daysleft là mình sẽ bước vào một kì thi quan trọng, nó sẽ là con đường mới tiếp theo mở ra với mình. Dạo này mình hơi áp lực, áp lực nhưng mình không từ bỏ biết là mình đặt nguyện vọng cao, giai đoạn cuối mình hơi mệt. Nhưng mệt không có nghĩa là từ bỏ. Càng mệt mình càng có động lực để đi tiếp. Mỗi lúc mệt mình hay tìm đến nhạc để nghe để giảm bớt căng thẳng nè. Chúc các bạn 2k3 4 ngày nữa có thể hoàn thành kì thi một cách trọn vẹn nhất. Dù sao các bạn đã cố cả 12 rồi, không gì có thể ngăn được ước mơ của các bạn cả❤️ NTN nhất định sẽ đỗ ngoại thương❤️ NTH01-02 đợi nga nhé. Em sắp về đích rồi❤️","2026-06-17T19:40:56.327477Z"
159,"1","2026-06-17T21:51:32.511306Z","normal",159,7834.155,"","s8-0158","Hồi đó con nghĩ tu hành là ăn chạy niệm phật, gõ mỏ niệm kinh như vạy mới là tu hành, lớn lên lại hiểu là tu hành là tu dưỡng chính bản thân mình, rằng con đường tu hành là để bản thân mình ngày một tốt hơn, có trí tuệ hơn, có đức độ hơn, con cũng nghĩ người tu hành sao lại hiểu được tình yêu nam nữ, lớn lên mới hiểu thật ra các thầy điều hiểu rõ cả và k muốn dính vào nó, con giờ đã hiểu rất nhiều thứ từ đạo phật, con cũng trãi qua cuộc tình để đời, biết rằng thương 1 người là thế nào và biết rằng buôn bỏ được nó nhẹ nhàng an yên nhường nào, cũng đã hiểu được hạnh phúc nơi tự tâm là thế nào, con cảm thấy tiền kiếp của con là đệ tử phật vì con có duyên tiếp xúc đến phật pháp rất sớm, hiện tại con là du học sinh và sắp bước sang tuổi 22, cảm ơn mọi thứ mà cuộc sống đã mang lại cho con!","2026-06-17T21:51:32.511337Z"
160,"1","2026-06-17T21:51:39.877056Z","normal",160,5.528,"","s8-0159","cuộc sống ai cũng phải tìm cách thay đổi cuộc sống của mình trên nên tốt hơn, cố gắng hết sức khi vẫn còn cơ hội, cả đời chỉ sống được có bao nhiêu cố gắng làm việc bổ ích cho mình, tiền có thể không có nhưng trí tuệ mình có thể tự học hỏi, tự nâng cao trình độ bản thân, tự giúp mình giải thoát","2026-06-17T21:51:39.877085Z"
161,"1","2026-06-17T21:51:50.072668Z","normal",161,8.275,"","s8-0160","Mình từng là thủ khoa trong kỳ thi chuyển cấp từ cấp 2 lên cấp 3. Mấy năm liền đứng đầu trong lớp. Và mình lựa chọn làm một người không xuất chúng vì mình rất sợ sự tung hô. Làm gì cũng bị soi mói. Là một học sinh giỏi thì k dc thế này thế kia, đôi khi ăn vụng hay k học bài cũng là chuyện bình thường mà...😂","2026-06-17T21:51:50.072694Z"
162,"1","2026-06-17T21:59:01.209706Z","normal",162,429.658,"","s8-0161","Mình vẫn đang chật vật với việc tìm kiếm mơ ước của mình. Mình vừa mới tốt nghiệp ra trường và cảm thấy rất chới với, chợt nhận ra thứ mà trước đây mình nghĩ chỉ cần tốt nghiệp ra trường có việc làm là ổn. Nhưng bây giờ khi đã hoàn thành điều đó mình lại không cảm thấy hạnh phúc và không biết mình nên làm gì, sẽ đi về đâu và ước mơ thật sự của mình là gì. Nếu ai đó đã từng rơi vào tình trạng như vậy xin hãy cho mình lời khuyên nhé. Mình rất cảm ơn ❤️","2026-06-17T21:59:01.209724Z"
163,"1","2026-06-17T21:59:32.208255Z","normal",163,29.34,"","s8-0162","Em từng là một hs lớp thường, đã từng có rất nhiều cơ hội nhm lại chọn từ chối lên lớp chọn vì nghĩ môi trường đó không phù hợp với mình. Nhưng không hiểu sao đến cơ hội cuối cùng mình lại đồng ý lúc đó mình cảm thấy bồi hồi lắm không biết mình làm vậy có đúng không? Mình có bị thụt lại không? Mình có bị cô lập không? Hàn vạn câu hỏi trong đầu mình nhưng đến khi thực sự bước vào lớp nhận được sự chào đón,thân thiện của các bạn xung quanh dù biết không phải ai cũng có ý tốt nhưng mình biết ơn vì ít nhất họ cũng tôn trọng và có đôi phần mến mình. Mình vẫn luôn cố gắng, nỗ lực và đôi lúc lười biếng nhưng khi được tham gia đội tuyển hsg toán mình thật sự bất ngờ khi nó bất chợt tới như vậy vì mình cũng có dự định tham gia nhưng lại trì hoãn vì sợ mình không có khả năng. Khi được thầy chọn mình chỉ ồ chắc mình ăn may thôi nhỉ, có một hôm thầy lại nói có bạn học 6thang đã tham gia hsg thật sự lúc đó mình mới nhìn lại những gì mình đã bước qua nó là một bước ngoặc khá lớn và bất ngờ với mình. Mình biết quãng đường phía trước của mình còn dài lắm, hiện tại không phải là đích đến của mình! Biết ơn rất nhiều vì những điều đã trải qua và biết ơn thầy, cô, bạn bè vẫn luôn quan tâm ủng hộ và quý mến mình và luôn có bame phía sau ủng hộ, quan tâm mình❤","2026-06-17T21:59:32.208275Z"
164,"1","2026-06-17T21:59:37.035963Z","normal",164,3.392,"","s8-0163","đảo này có cho khách ra không anh , kiểu em muốn ra trải nghiệm như a ấy , tự túc đi có dễ không ạ","2026-06-17T21:59:37.035991Z"
165,"1","2026-06-17T21:59:58.187052Z","normal",165,19.773,"","s8-0164","mèo của mình cũng bj ngta đánh ... bé k mất nhưng k đi lại được bme k ủng hộ mình nuôi bé nữa nên mang bé cho ngta đi ăn ... mình k thế làm gì cả........","2026-06-17T21:59:58.187074Z"
166,"1","2026-06-17T22:03:51.476184Z","normal",166,13.042,"","s8-0165","3 cách loại bỏ tiêu cực . 1: xả cơn giận trong suy nghĩ ,tưởng tượng 2: xả cảm xúc tiêu cực bằng hoạt động đổ mồ hôi : gym ,chạy bộ 3: tắt nguồn tiêu cực. Cảm ơn thầy","2026-06-17T22:03:51.476213Z"
167,"1","2026-06-17T22:09:09.961153Z","normal",167,317.108,"","s8-0166","đã 3 tháng rồi, chưa một giây nào mình ngưng nghĩ về cậu ấy, mình biết, ""còn trẻ mà gặp người quá tốt thì sẽ rất tiếc"" là cậu ấy nói đúng, thật ư? Cậu ấy nói hết yêu mình rồi...Sau hơn 2 năm bên nhau, giờ thì mỗi lần nghĩ lại, lúc thì mình căm ghét vì cậu ấy bỏ lại mình với bao dự định bao lời hứa dang dở, lúc thì ân hận vì đã chưa đủ hiểu nhau... Lời nói hôm ấy đến bất ngờ lắm, 10 phút sau khi cậu ấy tặng quà cho mình, 3 ngày sau khi đột nhiên không nói gì... Mình bị bóp nghẹt, mình chết chìm trong đó đến giờ... Cảm ơn các cậu đã an ủi mình, nhưng","2026-06-17T22:09:09.961179Z"
168,"1","2026-06-17T22:10:31.103234Z","normal",168,77.494,"","s8-0167","1. Sự khác biệt giữa Sống và Tồn tại: Tình yêu 2. Sự trưởng thành: Your way -> my way -> our way 3. Sự xuất hiện của AI và các mối đe dọa: Cần tìm ra sự khác biệt giữa con người và máy móc, quay về những giá trị cơ bản của con người -> trở nên con người hơn 4. Khai phóng bản thân -> tìm ra chính mình -> làm ra chính mình -> sống với chính mình -> Giữ được chính mình (Ta là sản phẩm của chính mình) 5. Tìm mình: Tìm giới tính/ Tìm chuyên môn (tìm được tài năng) /Tìm văn hóa 6. Muốn làm giàu <- Tạo giá trị <- sáng tạo lớn <- cái đầu độc lập tự do 7. Cần tư duy phản biện qua những câu hỏi ngược lại -> chạm được gốc dễ của mọi thứ -> trở nên tự tại Một tập postcard thật ý nghĩa, bổ não và giá trị với mình.","2026-06-17T22:10:31.103254Z"
169,"1","2026-06-17T22:10:54.931555Z","uncertain",169,22.439,"Không rõ ở đây hiệu chứng là gì","s8-0168","Cam ơn cô Hương Lê tôi bị rất nhiêu triệu chứng như cô vừa kể","2026-06-17T22:10:54.931586Z"
170,"1","2026-06-17T22:11:47.459974Z","depression",170,50.749,"","s8-0169","Con trâm cảm rr","2026-06-17T22:11:47.459999Z"
171,"1","2026-06-17T22:13:13.808470Z","normal",171,84.729,"","s8-0170","Trong năm 2024 vừa qua, em cảm thấy rất biết ơn và may mắn vì em đã gặp một cộng đồng vô cùng tích cực và phát triển giúp em có nhiều góc nhìn hơn trong cuộc sống, em đã cho bản thân cơ hội để dám thử và trải nghiệm. Nhưng bản thân em vẫn còn mông lung nhiều thứ chưa biết mình nên làm gì tiếp theo. Em vẫn còn nghiện hành vi trì hoãn để rồi bản thân lười biếng và vô định, rồi sau đó là có quá nhiều việc mình phải làm, khi chỉ chú tâm vào làm việc thì em nhận ra em lại đang bỏ rất ít thời gian có gia đình và mối quan hệ xung quanh. Em mong trong năm 2025 em sẽ không còn ngại ngùng, nhút nhát nữa mà dũng cảm đứng lên trải nghiệm nhiều thứ rồi suy ngẫm lại về hành trình đó để em nhận ra những bài học em cần khắc cốt ghi tâm và cũng khám phá ra bản thân có cá tính gì, điểm mạnh, điểm yếu ở đâu để cải thiện bản thân tốt hơn. Một lần nữa, em cảm ơn anh Trí đã chia sẻ những lời khuyên và kiến thức vô cùng hữu ích 🥰💕✨️💖❤️‍🔥","2026-06-17T22:13:13.808502Z"
172,"1","2026-06-17T22:41:09.393863Z","normal",172,1673.925,"","s8-0171","Em ơi , cô kia và chồng em đang quan hệ bất chính , vi phạm chế độ 1 vợ 1 chồng . Em ko cần phải lăn tăn cứ để cho họ vui vẽ đi , bố mẹ chồng em cũng đang đi con đường sai vì ủng hộ con trai mình vi phạm chế độ 1 vợ 1 chồng đó . Em nói ko được thì em làm đơn thưa hai người đang vi phạm chế độ 1 vợ 1 chồng , cho họ bài học cuộc sống đi em . Mình ko làm họ bảo minh ngu đấy . Trong đó có cả cha mẹ nói nữa","2026-06-17T22:41:09.393886Z"
173,"1","2026-06-18T10:56:30.999518Z","normal",173,44119.717,"","s8-0172","Chẳng biết anh Siro có đọc được cmt này không... Em và cô ấy học chung trường cấp 3, hồi đi học cô ấy ngỏ lời làm quen em trước, bọn em rất hiếm khi chạm mặt nhau cũng tại vì khác lớp, nên em cũng chẳng để tâm mấy. Mãi sau lúc lên đến đại học em mới chủ động liên lạc lại với cô ấy, một thời gian em cảm nhận được cô ấy quan tâm đến mình, cũng có chút rung động. Em cảm nhận được cô ấy như đang gieo hy vọng cho em, trong đầu em vẽ ra đủ mọi kịch bản đẹp nhất của 2 đứa, nhưng rồi một ngày biết được cô ấy đã có người khác... Biết rằng chẳng là gì của nhau, nhưng trong lòng cứ có gì đó hụt hẫng... Thời gian này em vô tình xem các live concert của anh, bắt đầu tìm nghe các bài hát của anh nhiều hơn, khi nghe nó em cảm thấy vừa có chút buồn tiếc nuối, nhưng nhiều khi cũng xoa dịu phần nào tâm trạng... Cảm ơn anh, chúc anh thành công hơn trong sự nghiệp","2026-06-18T10:56:30.999541Z"
174,"1","2026-06-18T10:56:40.767897Z","normal",174,8.329,"","s8-0173","Trên đời này có những người họ không giỏi nhưng có những người học giỏi luôn chê bai kẻ yếu thế như tôi tôi không giỏi nhưng họ nói họ chê tôi không quan tâm khi tôi phấn đấu thì họ phá","2026-06-18T10:56:40.767919Z"
175,"1","2026-06-18T10:56:43.807786Z","normal",175,1.855,"","s8-0174","Sao cứ ngang dọc xem khó chịu quá 😅","2026-06-18T10:56:43.807813Z"
176,"1","2026-06-18T10:57:04.413313Z","normal",176,19.565,"","s8-0175","Mình và anh quen nhau đc hơn 2 năm, dù đôi khi trong lòng bộn bề toan tính cũng có lúc muốn buông tay, có nhiều khi mọi thứ trong cuộc sống muốn chúng mình dừng lại, tính cách, tôn giáo, văn hoá…. Đủ thứ…. Cho đến 1 ngày mình đi xóc quẻ, ai cũng khen quẻ đẹp, tài chính, công việc mọi thứ đều ổn, và đặc biệt người đàn ông tiếp theo sẽ là 1 người giàu có và hỗ trợ mình rất nhiều…. Tự nhiên sợ việc đánh mất anh. Anh đến với mình không phải quãng thời gian tươi đẹp nhất, cũng ko phải người cưng chiều mình nhất, …. Nhưng là người vì mình mà nỗ lực nhất…. Thật hi vọng có thể cùng nhau bình bình an an mà già đi…","2026-06-18T10:57:04.413334Z"
