review_bucket,comment_text,source_weak_label,source_confidence,source_depression_score,phobert_label,probability,prob_normal,prob_depression,need_review,suggested_label,final_label,reviewer_note,row_id,text_hash
weak_model_disagreement,Mình đọc một vài trang mà bị suy nghĩ miên man mất rất nhiều thời gian. Nhưng mình thấy cuốn sách rất hay.,normal_auto,medium,-2,depression,0.7856,0.2144,0.7856,True,depression,,,s8-0082,ae4c412323
weak_model_disagreement,Nếu một ngày nào đó đứa con của mình ngồi thơ thẩn cười nói một mình và bình yên một mình trong đêm. Rồi ra xã hội thì quát mắng la hét vu vơ rồi đánh chém người khác thì xin chúc mừng các bật chame đã hoàn thành xuất sắc khi ép con theo ý muốn của mình để lấy oai với thiên hạ bạn bè vì dạy và ép con học giỏi nhất thế giới 😊😊,normal_auto,medium,-2,depression,0.7903,0.2097,0.7903,True,depression,,,s8-0083,6a7083cd57
weak_model_disagreement,"Từ khi chia tay anh đến nay cũng hơn 3năm. E đã ko còn thích nghe nhạc buồn nữa, vì mỗi khi nghe thì lòng nặng trĩu. E nhớ a vô cùng. Dù cách xa đã lâu nhưng trái tim e vẫn yêu anh như thuở ban đầu. Mong a luôn hạnh phúc❤",normal_auto,medium,-2,depression,0.7906,0.2094,0.7906,True,depression,,,s8-0084,f0b4b54d3c
weak_model_disagreement,Không cả biết cảm ơn nữa .,normal_auto,medium,-2,depression,0.7911,0.2089,0.7911,True,depression,,,s8-0085,8408f62c3b
weak_model_disagreement,"không sao đâu cậu ơi, ai cũng có những nỗi niềm , chật vật riêng, những lúc không hiểu nổi mình. tớ chỉ mong cậu biết rằng, cảm xúc của cậu cũng đáng được trân trọng lắm, đừng che giấu nó, hãy chân thành cởi mở và sẻ chia. cậu cũng đừng quá bận tâm vào người khác nghĩ gì về mình (thực ra ai cũng nhiều lúc như cậu thôi, tớ cũng vậy), nhưng cậu hãy cứ là chính mình, là một cậu chân thành và đầy yêu thương , sau cùng những người xứng đáng sẽ ở lại bên cậu, yêu thương lại cậu. và gia đình, bạn bè... có thể không hiểu cho cậu lúc này, nhưng ko có nghĩa cậu là cái gai trong mắt họ đâu. cũng có thể từ những lần bất đồng như vậy mà chúng ta hiểu nhau hơn. đời sống nội tâm của con người vốn phức tạp, ta cần nhiều thời gian để khám phá và hiểu bản thân mình, đặc biệt là ở độ tuổi nhạy cảm này , nên tớ mong cậu sẽ không quá bi quan, hay tuyệt vọng, thu mình lại , cậu nhé❤",depression_auto,medium,5,normal,0.7923,0.7923,0.2077,True,normal,,,s8-0086,196df00c74
weak_model_disagreement,"About parental burnout in toddlerhood: How does one regulate cortisol when the stressor is constant, external, and unavoidable (like with toddlers)? Parental burnout at this stage often feels like relentless micro-spikes of adrenaline and cortisol, from nonstop vigilance against mobility, unpredictability, and danger-seeking — with no downtime for the parent’s nervous system. Unlike infant-phase burnout (driven more by sleep deprivation and hormonal changes), here the stressor is continuous vigilance and co-regulation. How can parents realistically restore cortisol rhythms and avoid long-term burnout when there are no resources for breaks (no family nearby, no financial means for outside help), and the stress is truly unavoidable? Your work is incredible. Thank you so much for all that you share and for putting so much care into creating thoughtful, impactful episodes.",depression_auto,medium,6,normal,0.7946,0.7946,0.2054,True,normal,,,s8-0087,c7cd2fb23e
weak_model_disagreement,Con chồng như này thật sự không thể chấp nhận được người mẹ kế này cũng tốt bụng chăm sóc gia đình mà conchoongf khồng lamgif ngồi chơi bày rác y nhà rồi còn đổ tội cho mẹ kế đánh mình cu gx không đúng đúng con sâu bỏ rầu nồi canh đu gslaf cũng có mẹ kế độc ác thật nhưng làm con cũng phải biết đungsai phải trái ai tốt cũng phải nói là toits ai sấu thì bảo sau chứ không nên vu oan cho người tốt là mâu thuẫn tan nát gia đình mà làm chồng cũng phải nghe hai tai xem xét thực tế chứ đừng hồ đồ nghe con mình làm hại người tốt cũng không nên,normal_auto,medium,-2,depression,0.7955,0.2045,0.7955,True,depression,,,s8-0088,9adf43fb90
weak_model_disagreement,Thế nên đừng bao giờ hỏi nó vì sao nó ko ủng hộ cu3 vs pales,normal_auto,medium,-2,depression,0.8039,0.1961,0.8039,True,depression,,,s8-0089,9f8b4a38d4
weak_model_disagreement,"Lúc trẻ chơi bời sao o., nghĩ hậu hao về sau nghe hai quá đi 😂",normal_auto,medium,-2,depression,0.8054,0.1946,0.8054,True,depression,,,s8-0090,6b3590cf9a
weak_model_disagreement,"Mình cx luyện đc công phu ở 1 mk từ nhỏ đó (hoặc là do hướng nội) để rèn luyện nhiều kiến thức, kĩ năng hoặc giải trí. Chỉ riêng việc nhớ về crush là nó ko biến mất đc. Mình hc đàn để tăng tập trung và bận hơn mà vẫn nhớ. Mà dù bận lắm thì mình vẫn nghĩ về người đó kiểu như trong máu ấy. Mà ko phải 1 người cố định nha mà mình thích ai thì đều như v. Là mình não yêu đương mà dòng đời xô đẩy mình theo đuổi sự nghiệp sao 😅🤣🤣 và đến h 20tủi mk vẫn chưa có ny. Và ko ai biết mình thích ai.",normal_auto,medium,-2,depression,0.8083,0.1917,0.8083,True,depression,,,s8-0091,b7085eed1d
weak_model_disagreement,Đây cũng là người Ucraina nhưng họ lại thân Nga như bên phía đông Ucraina,normal_auto,medium,-2,depression,0.8124,0.1876,0.8124,True,depression,,,s8-0092,4ee9bba934
weak_model_disagreement,To di lam bao ve 6nam thuc dem nhieu qua sau do bi tralm cam xin nghi nay da 3o nam van bi am anh cong viec bi tram cam nay van bi nang co khoi dau ai co cach nao chi minh voj chu song khong bang chet,depression_auto,medium,5,normal,0.8184,0.8184,0.1816,True,normal,,,s8-0093,97a51c87e7
weak_model_disagreement,"Nhật bản.13/11. Một ngày tồi tệ nhất của con,1 ngày mà còn mất tất cả tài sản con dành dụm bao năm, con bị người ta lừa lấy số tiền rất rất lớn. Con sụp đổ hoàn toàn,nhưng vì nghĩ đến gia đình con phải cố gắng vượt qua và bắt đầu làm lại. Nhờ đến những bài giảng của thầy mà tâm và cách suy nghĩ của con đã thay đổi ạ. Mỗi lần con nghĩ về cú sốc lớn đó, con tìm đến thầy nghe thầy dạy. Lòng con thấy nhẹ nhàng và biết cách buông bỏ hết mọi thứ. Con cảm ơn thầy nhiều lắm. A di đà phât。",normal_auto,medium,-2,depression,0.8229,0.1771,0.8229,True,depression,,,s8-0094,08b00c0884
weak_model_disagreement,"""""Con người kiên cường lâu ngày sẽ có khi mỏi mệt. Tình cảm để tâm quá nhiều sẽ khiến lòng đớn đau. Công việc tích cực quá đà cũng có khi mang và lời nói phát ngôn quá lốn sẽ trở thành khoác lát. Đã là cuộc sống thì không thể thiếu cây đắng ngọt bùi. Đã là cuộc đời thì sao tránh khỏi tình người ấm lành. Ai chẳng mong một đời thuận bườm xuôi gió không gặp đau thương? Ai chẳng muốn quý trọng tình nghĩa không bỏ không rời. Có một số việc nhìn rõ rồi sẽ thấy nhẹ nhàng hơn. Có một số người hiểu thấu rồi thì không bận lòng nữa. Làm người nhiều lúc không nên quá rạch rồi. Có khi hết lòng hết già vẫn bị trách hận. Cứ thoải mái vô tư thì không gì vướng bần. Chỉ cần trân trọng người trước mặt làm tốt việc của mình, chân thành lương thiền, không thẹn với lòng, tất cả sẽ có sự hồi đáp xứng đáng"". NGHE THẤM QUÁ. HAY QUÁ !",normal_auto,medium,-2,depression,0.8252,0.1748,0.8252,True,depression,,,s8-0095,d2aee7628e
weak_model_disagreement,Anh nói phải có bản lĩnh nhưng em chưa có làm sao có được bây giờ chỉ em. Em yếu lắm gặp chuyện nhỏ cũng hoảng không biết xử lý thế nào cho đúng cả. Có lớp training riêng về xây dựng tâm lý vững vàng không anh . Em sẵn sàng học nếu học được cách mạnh mẽ hơn từ a ạ,normal_auto,medium,-2,depression,0.8337,0.1663,0.8337,True,depression,,,s8-0096,7966d05aca
weak_model_disagreement,"Có nhiều nước vẫn không được cả thế giới công nhận nhưng họ vẫn tồn tại bình thường, không ai làm gì được. Công nhận hay không thì cũng chỉ là lời nói của con người không có giá trị gì. Vấn đề là Chúa đã trao vùng đất này cho Israel từ trước công nguyên rồi. Và đây là điều không thể chối cãi Dù ai không công nhận thì cũng vô ích thôi. Sức lực con người không thể ngăn cản được ý định của Đức Chúa Trời",normal_auto,medium,-2,depression,0.8343,0.1657,0.8343,True,depression,,,s8-0097,9955118e07
weak_model_disagreement,Hay quá hết chịu nổi rồi nước mắt sắp thấm r,normal_auto,medium,-2,depression,0.8384,0.1616,0.8384,True,depression,,,s8-0098,f4ff478fd6
weak_model_disagreement,Tôi hay áp dụng phương pháp 1%. Ao sâu đến mấy đổ nước từ từ rồi cx đầy. Tôi không quá căng thẳng việc mình nên học cái này 100% hay cái kia phải xong thật nhanh.,depression_auto,medium,5,normal,0.842,0.842,0.158,True,normal,,,s8-0099,c53276553a
weak_model_disagreement,đừng yêu vội vàng như lê bảo bình để rồi phụ tình như trịnh đình quang🤣,normal_auto,medium,-2,depression,0.8467,0.1533,0.8467,True,depression,,,s8-0100,ce638c64fc
weak_model_disagreement,10kg bài tập mỗi ngày rồi học kiểu j đi đâu cũng học đi du lịch cũng học mỗi tối hơn 12h đêm mối dc ngủ,normal_auto,medium,-2,depression,0.8468,0.1532,0.8468,True,depression,,,s8-0101,9230ee5de3
weak_model_disagreement,3 năm trc tôi nghe là vì những chuyện buồn trong tình yêu. Tới hôm nay tôi nghe lại thì tôi đang có 1 người yêu rất tuyệt vời .,normal_auto,medium,-2,depression,0.8485,0.1515,0.8485,True,depression,,,s8-0102,2bbcc48981
weak_model_disagreement,Không thích quản cáo,normal_auto,medium,-2,depression,0.8498,0.1502,0.8498,True,depression,,,s8-0103,62b014a3a3
weak_model_disagreement,"Trung bình mẹ tôi : - Tự ý vứt đồ tôi đi, bảo lúc nào tôi cũng bày bừa, bảo là bỏ rác tùm lùm, trong khi tôi bỏ lên bàn đàng hoàng, đôi lúc gió thổi nó rớt mà tôi ko hay biết, cái mẹ bảo tôi bày bừa, ủa alo? Cái mỗi lần tôi cự mẹ tôi thì mẹ lại la mắng tôi (tôi thích làm đồ handmade nên kiểu hay giữ hộp bánh nhỉ, thùng carton, ly nhựa,...) - So sánh với con nhà ngta, khi đứa học giỏi nhất lớp thua điểm tôi thì mẹ bảo : ""Lâu lâu đứa giỏi thì cũng phải tuột tí chứ, sao 10 điểm mãi đc"", khi tôi thua nó "" học hành kiểu gì á, nhìn con K. L ( đứa hc giỏi nhất lớp) kìa, thấy ngta học toàn 10 ko? "".Tui cũng chả bt ai là con ruột của mẹ tôi nữa - Thường xuyên quát mắng tôi, thỉnh thoảng chả thèn quan tâm tôi - Khi thú cưng của tôi chết tôi khóc liên tục 2 ngày thì mẹ bảo "" Có con động vật làm thấy ghê quá hà, mấy chuyện khác lớn lao ko học hành thì ko lo! "" - Phạt nặng khiến tôi tủi thân và từng có ý định 44 một lần - Mỗi lần tôi yêu cầu cái gì mà mẹ tôi thấy xàm trong khi tôi thấy bth thì mẹ bảo : ""Ngta còn phải lo mấy việc quan trọng hơn, có trăm công ngàn việc, đầu óc bận rộn ở đó lo mấy cái việc xàm xàm ba láp đó!! "" - Mỗi khi mẹ tui ko nhìn thấy, ko quan tâm, tui làm việc nhà, vẽ tranh, đọc sách, bla bla,... nói chung là ko đụng chạm đến cái điện thoại. Đến lúc hơi chán thì nhảy lên ghế, mở điện thoại đc 2 phút thì mẹ bảo :""Suốt ngày chả biết làm gì, chỉ ôm đt, riết đui mắt sớm, lúc đó cho khỏi đeo kính. Chơi riết r nghiện, mai một tui tịch thu cái đt cho khỏi xài. Học thì ko lo học mà suốt ngày cho lo chơi đt, có bổ ích gì ko, có giúp kiếm tiền ko, tối ngày toàn xem mấy cái xàm xàm!! "" Trong khi đó tôi xem rất nhiều mẹo vặt, kiến thức trong đời sống. Mẹ tôi là thế đấy 😔",normal_auto,medium,-2,depression,0.8578,0.1422,0.8578,True,depression,,,s8-0104,300e437cd2
weak_model_disagreement,"""Khi còn trẻ thì không nên gặp một người tuyệt vời vì khi người đó quay lưng nhẹ thôi là đã mang cả thanh xuân của bạn đi mất rồi.""",normal_auto,medium,-2,depression,0.8602,0.1398,0.8602,True,depression,,,s8-0105,1cbcff4c66
weak_model_disagreement,Câu chuyện này có ai nghe hết ko.đây là một câu chuyện kể lại.lòng người nó ác như rắn độc chứ không phải sống với loài rắn.trời ơi tôi cũng nghe mà sợ lúc đầu nghe vừa nghe vừa niệm Phật cuối cùng cũng kết thúc câu chuyện luật nhân quả mà thôi.ai tốt thì tốt ai xấu thì phải chịu quả báo a Di Đà Phật,normal_auto,medium,-2,depression,0.8612,0.1388,0.8612,True,depression,,,s8-0106,7e73051f19
weak_model_disagreement,"Hồi học c2 e tưởng e giỏi lắm cả về học tập thể thao hay là những hoạt động của trường , nhưng khi lên c3 e cảm thấy e rất nhỏ bé cả về học tập lẫn thể thao những môn học từng rất tự hào mà giờ e chỉ là 1 con kiến nhỏ trong thế giới này, không bằng ai mà cũng không hề giỏi",normal_auto,medium,-2,depression,0.8634,0.1366,0.8634,True,depression,,,s8-0107,95e1eefd74
weak_model_disagreement,Nói chung đừng ép con mình học quá học kèm theo giải trí thì học mới vô dc,normal_auto,medium,-2,depression,0.8641,0.1359,0.8641,True,depression,,,s8-0108,0eb4afdfba
weak_model_disagreement,"Đại gia thì cháu cũng không được sợ? Cháu có công an, pháp luật ủng hộ cháu?",normal_auto,medium,-2,depression,0.8665,0.1335,0.8665,True,depression,,,s8-0109,0f7a2fc48f
weak_model_disagreement,Mấy ông Đài Loan cứ tự cho Trung Hoa đại lục là của chính mình rồi còn xem Đài Bắc là thủ đô của cả Trung hoa nữa không biết tự lượng sức 🤣,normal_auto,medium,-2,depression,0.8692,0.1308,0.8692,True,depression,,,s8-0110,6256ee567f
weak_model_disagreement,Cục gì trên trần nó rơi xuống chứ ko phải quả cầu,normal_auto,medium,-2,depression,0.8705,0.1295,0.8705,True,depression,,,s8-0111,3b68359dd7
weak_model_disagreement,cảm ỏn Bác sĩ,normal_auto,medium,-2,depression,0.8706,0.1294,0.8706,True,depression,,,s8-0112,b5d389aeb7
weak_model_disagreement,[LIL LIEM] Anh nói anh yêu em á Thôi không đáng đâu Mình chia tay rồi mà anh phải hiểu ý em chứ đừng có bi lụy như thế em mong sau này em sẽ sống hạnh phúc Đừng vì em mà bỏ lỡ bất cứ tình cảm nào mà anh đáng có sống vì anh đi coi như e xin anh đấy a ước cơn mơ sẽ thấy em thấy đôi mi anh lấm lem dù biết cơn đau sẽ khó quên anh để tên em trong lãng quên anh biết tất cả mọ thứ thật là trơ trọi cô độc trong đêm tối em đi em không nói tim của anh đau nhói [HOOK] chìm sâu vào trong đôi mắt anh thấy mình có nút thắt vì em chẳng giống như xưa chạy theo em dưới cơn mưa chìm sâu vào trong đôi mắt [EREN] baby ở trong trong vòng tay trong lòng anh cảm xúc giữ ở trên môi nay tình yêu trôi thật nhanh mình bỏ lỡ giấc mơ bên nhau em vội đi đi thật nhanh và đừng lấy giấc mơ mang đi khi mùa đông đang gần anh chìm vào ánh mắt anh chẳng muốn ta rời xa và bật khóc dưới những cơn mưa khi tình yêu đã vừa qua anh chẳng muốn thấy em bên ai baby xin em hãy quay trở lại em là cơn gió anh chẳng thể nào giữ em mãi con tim này buốt giá tình yêu tồn tại cùng những dối trá,normal_auto,medium,-2,depression,0.872,0.128,0.872,True,depression,,,s8-0113,d7b8d14a17
weak_model_disagreement,"Cám ơn tính năng recommend của youtube <3 tôi là 1 người bị trầm cảm đã qua 1 lần tự vẫn nhưng được ba tôi cứu sống, bây giờ nghe list này tôi thấy lòng mình nhẹ nhàng hơn và tôi có thể chấp nhận sự thật rằng mình đang bị tổn thương, mình cần dừng lại và chữa lành bản thân, làm cho bản thân hạnh phúc hơn chứ ko phải cứ tiếp tục dày vò mình nữa",depression_auto,medium,6,normal,0.8723,0.8723,0.1277,True,normal,,,s8-0114,09a1fc574c
weak_model_disagreement,"em từng nghe 1 câu rất hay như thế này ""mỗi khi muốn từ bỏ, hãy nhớ vì sao lại bắt đầu"" 😊",normal_auto,medium,-2,depression,0.8723,0.1277,0.8723,True,depression,,,s8-0115,1efe03fe1c
weak_model_disagreement,Anh ta sẽ phải nuối tiếc khi mà bỏ rơi 1 người tuyệt vời như em,normal_auto,medium,-2,depression,0.8741,0.1259,0.8741,True,depression,,,s8-0116,ddd4aafb79
weak_model_disagreement,"Đàn ông nói chuyện với đàn bà mà loi thoại kêu bằng anh, còn đàn bà xung hô với đàn ông bằng cô ko hiểu nổi 😅",normal_auto,medium,-2,depression,0.8776,0.1224,0.8776,True,depression,,,s8-0117,f82367fb53
weak_model_disagreement,Tao nhớ người yêu quá,normal_auto,medium,-2,depression,0.8781,0.1219,0.8781,True,depression,,,s8-0118,634f67f131
weak_model_disagreement,"If you work in human or veterinary healthcare ,as I did, there is a whole different level of burnout happening! You can add secondary trauma stress and compassion fatigue to and already high stress workplace. You're dealing with emergencies, death, and others stress, grief, and emotional reactivenesss. You can't just walk out of a surgery or leave a patient when it's time to go home. By the time you do finally get home you have no emotional bandwidth left for yourself let alone your loved ones. We lose too many to suicide because of this.",depression_auto,medium,6,normal,0.8817,0.8817,0.1183,True,normal,,,s8-0119,f955bde86b
weak_model_disagreement,phim AI không thay quần áo à,normal_auto,medium,-2,depression,0.8819,0.1181,0.8819,True,depression,,,s8-0120,42b89beaf9
weak_model_disagreement,"Em đã xem rất nhiều video của chị và em rất thích cách chị học hỏi và chia sẻ về cuộc sống, vào hôm qua em đã xin lỗi người yêu cũ cùng một người bạn của em. Cà 2 đều rất bất ngờ vì em tự dưng lại nhắn tin trong đêm như vậy. Nhưng điều làm em bất ngờ hơn là người yêu cũ, anh ta nới cuộc trò chuyện dài ra, lúc đó em k nghĩ nhiều nhưng sau khi em ngẫm lại em lại thấy thương cho bản thân rằng tại sao lúc nào mình cũng chủ động và từ hôm qua tới hôm nay con người em đầy tiêu cực tới nỗi không thể khóc. Nhưng khi nghe được những lời chị nói em lại cảm thấy những lời xin lỗi của em là để em buông bỏ, buông bỏ những kỉ niệm thời học sinh, thời cấp 3 ngây ngô để yêu bất chấp... Cảm ơn chị vì đã làm những video và podcast hay như thế này ạ. Em chúc chị có nhiều sức khỏe và thành công trong cuộc sống ạ.",normal_auto,medium,-2,depression,0.8822,0.1178,0.8822,True,depression,,,s8-0121,d63445363b
weak_model_disagreement,"Đài Loan không được công nhận vì đến hiện tại, Đài Loan (Trung Hoa Dân Quốc) vẫn cho rằng cả lãnh thổ của Trung Quốc (CHNDTH) đều thuộc Trung Hoa Dân Quốc, khi nào Đài Loan (THDQ) chịu chấp nhận phần lãnh thổ thực tế thì sẽ được công nhận",normal_auto,medium,-2,depression,0.8832,0.1168,0.8832,True,depression,,,s8-0122,d2966d8ca1
weak_model_disagreement,"bấy ai luyện được tầng bậc này, các cặp đôi yêu nhau đều từ từ yêu bằng bản năng rồi hoàn thiện bản thân qua tu tập chứ hiếm ai có đức hạnh có phúc phần được hưởng được tính cách tốt như thế đâu!",depression_auto,medium,5,normal,0.8893,0.8893,0.1107,True,normal,,,s8-0123,403418c501
weak_model_disagreement,"🎯 Key points for quick navigation: 00:16 *🌟 Cortisol plays a critical role in health and well-being, impacting mood, sleep, and immune function.* 01:13 *🎙️ This podcast aims to provide free scientific insights for the general public, separate from academic roles.* 01:41 *⚠️ Cortisol is often misconceived as only a stress hormone; it has essential functions beyond stress response.* 02:07 *⏰ The optimal cortisol rhythm involves high levels in the morning and low levels before sleep.* 03:19 *⚡ Cortisol is primarily about energy deployment rather than just stress; it ensures energy availability for daily tasks.* 05:15 *🧠 Cortisol can cross the blood-brain barrier, influencing brain functions, especially in the hippocampus.* 10:30 *📈 Cortisol has a distinct 24-hour rhythm with phases of low and high secretion correlating with sleep and wake times.* 16:01 *💤 Cortisol should be lowest before sleep and rise sharply upon waking, crucial for alertness throughout the day.* 17:52 *🧪 Cortisol generation begins in the brain's hypothalamus, regulating its release through a complex hormonal pathway.* 21:08 *☀️ Cortisol awakening response helps transition from sleep to wakefulness, requiring energy to get out of bed.* 22:54 *🔄 Cortisol operates in a negative feedback loop, where high levels inhibit its own production to maintain balance.* 25:10 *⚡ The HPA axis is crucial for synthesizing cortisol in response to stress and maintaining its 24-hour rhythm.* 26:45 *⏱️ Cortisol takes about 10 minutes to be synthesized and released, causing prolonged stress responses after immediate stressors.* 28:55 *🌅 The superchiasmatic nucleus (SCN) controls the body's circadian rhythm and cortisol synthesis, affecting energy levels throughout the day.* 32:13 *⏰ The first few hours post-waking are essential for maximizing cortisol levels to enhance alertness and mood.* 34:19 *🌞 Exposure to bright light within the first hour of waking boosts cortisol significantly, improving energy and focus.* 40:10 *💡 Bright light exposure can increase cortisol levels by up to 50%, playing a vital role in combating seasonal and mild depression.* 42:13 *💧 Proper hydration boosts cortisol and overall cognitive and physical function; drink water first thing in the morning.* 43:39 *☕ Caffeine has varying effects on cortisol based on habitual usage; chronic users may see little increase in cortisol levels.* 46:41 *🕒 Delaying caffeine intake post-waking can help smooth out cortisol levels and reduce afternoon energy crashes.* 53:23 *🏋️ Exercise can help stabilize cortisol rhythm; familiar workouts lead to less significant cortisol spikes compared to novel exercises.* 56:22 *🔄 Regular exercise at consistent times enhances energy levels anticipatorily through cortisol peaks linked to the body's internal clock.* 59:00 *❄️ Deliberate cold exposure can increase cortisol levels; however, it should be done occasionally to maintain its effectiveness.* 01:02:19 *🍋 Drinking Element hydration mix during exercise can replenish electrolytes, with flavors like raspberry and lemonade.* 01:03:02 *🌅 Cortisol should peak in the morning and decrease throughout the day for optimal energy levels.* 01:04:13 *🍊 Grapefruit can significantly extend the duration of cortisol in the bloodstream by inhibiting enzymes that break it down.* 01:08:14 *🍬 Black licorice contains glycerizin, which can effectively increase cortisol levels, but caution is advised for those with high blood pressure or pregnant.* 01:12:07 *☀️ Afternoon sunlight can enhance mood but doesn't affect cortisol levels as it does in the morning.* 01:15:32 *🌙 Dimming lights in the evening is crucial to keep cortisol low, promoting better sleep.* 01:17:10 *🔴 Using red light reduces cortisol stimulation in the evening compared to blue light, which should be avoided.* 01:20:55 *❌ Avoid caffeine in the evening to maintain low cortisol levels and improve sleep quality.* 01:21:24 *☕ Cut off caffeine by 2 p.m. to improve sleep quality; individual tolerance may vary.* 01:22:20 *🧘‍♂️ Manage stress responses in real time using techniques like meditation and breathing exercises.* 01:25:33 *🌬️ The physiological sigh is a quick way to reduce stress: deep inhale followed by a long exhale.* 01:27:09 *🍚 Eating starchy carbohydrates in the evening can help lower cortisol levels and improve relaxation before sleep.* 01:31:04 *📊 Transitioning to a low-carb diet may initially raise cortisol levels, but they typically normalize after three weeks.* 01:35:23 *🏋️‍♂️ Exercise in the morning is ideal for cortisol rhythm; however, afternoon workouts can still be effective if managed properly.* 01:39:33 *🚿 After evening workouts, employ breathing techniques, eat starchy carbs, and take warm showers to help lower cortisol for better sleep.* 01:40:14 *🌙 Avoid bright light and screens before bed to maintain low cortisol levels for better sleep.* 01:41:10 *📉 Cortisol should be lowest 4 hours before and 2 hours after sleep for optimal health.* 01:42:22 *🌞 High evening cortisol can lead to sluggishness the next morning; manage nighttime stressors to improve morning energy.* 01:44:30 *💊 Supplements like ashwagandha can effectively reduce cortisol levels but should be taken in the evening for best results.* 01:47:58 *🍵 Apigenin, found in chamomile tea, can also help lower cortisol, especially when taken before bed.* 01:51:05 *🔄 Burnout can manifest in two patterns: feeling stressed in the morning or experiencing fatigue despite feeling wired at night.* 01:54:19 *⚖️ Distinguishing between burnout patterns can help identify appropriate remedies and interventions.* 01:56:48 *🧘‍♀️ Non-sleep deep rest techniques, such as yoga nidra, can help regulate cortisol levels and reduce morning anxiety.* 01:58:41 *📅 Regular practice of relaxation techniques can enhance control over the body's stress responses and promote overall well-being.* 01:58:54 *🌅 NSDR practices can help with sleep-related burnout, ideally performed in the morning after waking up.* 01:59:36 *💧 Hydration and bright light exposure upon waking are essential for resetting cortisol peaks effectively.* 02:00:17 *☕ Delay caffeine intake for 60 to 90 minutes post-wakeup to prevent sharp drops in afternoon cortisol levels.* 02:01:38 *💤 Type 2 burnout is characterized by waking up tired and struggling through mornings, despite caffeine consumption.* 02:03:43 *🌞 Viewing sunlight in the evening can reduce the negative effects of artificial lights on melatonin production.* 02:05:21 *😌 Practicing physiological sighs for five minutes can improve calmness, mood, and sleep.* 02:06:30 *🔄 Maintaining the correct cortisol rhythm is crucial for overall well-being and energy distribution throughout the day.* 02:09:17 *📉 A flattened cortisol curve in the afternoon can negatively impact health and longevity, particularly in women during menopause.* 02:12:16 *🧠 Correct cortisol management supports cognitive function by preserving the health of the hippocampus.* 02:13:41 *📚 A new book titled ""Protocols"" offers scientific protocols for improving health and managing cortisol rhythms.* Made with HARPA AI",depression_auto,medium,6,normal,0.8897,0.8897,0.1103,True,normal,,,s8-0124,94668f0751
weak_model_disagreement,"Học giỏi thì tốt nhưng học cần phải có mục tiêu, học để tiến đến cái gì, chứ học ko có mục tiêu thì sẽ chỉ học kiểu cho hết học",normal_auto,medium,-2,depression,0.8907,0.1093,0.8907,True,depression,,,s8-0125,6af14dbd11
weak_model_disagreement,"Cha mẹ dành nhiều thời gian bên con. Gia đình luôn hạnh phúc tránh gây gỗ, đánh nhau trước mặt con. Hè này cũng đầu tư cho con các môn năng khiếu. Tôi cũng cho các con chơi rất nhiều môn thể thao vận động giải trí, cho bé phát triển năng khiếu sở thích mong muốn của bản thân. Đầu tư đầy đủ về việc học, việc phát triển năng khiếu mong muốn của con. Mong con lớn lên khỏe mạnh hạnh phúc ❤ Tập trung cho con cái, biết điều tiết cảm xúc vui vẻ hạnh phúc hơn, trân quý bản thân. Nói không với mạng xã hội, nó thật sự không tốt đâu, không có ích cho trí não dễ bị rối loạn cảm xúc, hành vi. Tức giận thì đi chơi, ăn uống, làm đẹp, sống chỉ tuân thủ pháp luật làm điều tốt đẹp cho gia đình và mọi người xung quanh ❤",normal_auto,medium,-2,depression,0.8951,0.1049,0.8951,True,depression,,,s8-0126,5ee6f49631
weak_model_disagreement,"Quyết định phục viên thì có, còn quyết định nhập ngũ đào đâu ra. Còn giấy chứng nhận có tham gia chiến đấu thì cũng đào đâu ra được? Nếu yêu cầu này là đúng thì chẳng ai đạt cả! Thiết nghĩ trên bộ quốc phòng chỉ cần click chuột vào phiên hiệu đơn vị là biết ngay đơn vị nào trực tiếp chiến đấu, đơn vị nào không ngay chứ? Việc xác định quân nhân có trực tiếp chiến đấu trên các chiến trường hay không là việc của các cấp co thẩm quyền chứ? Sao lại buộc lính già làm việc này?",normal_auto,medium,-2,depression,0.8978,0.1022,0.8978,True,depression,,,s8-0127,4906eee8b7
weak_model_disagreement,"Co khi lac quan , Co khi ddau buon. Nhung ddung tuyet vong. Toi nhac toi. 👌",depression_auto,medium,5,normal,0.8997,0.8997,0.1003,True,normal,,,s8-0128,ae1bc101a1
weak_model_disagreement,"Ko lo ae ạ tôi trc thừa điểm có vào đại học đâu, xong tôi đi kinh doanh ko đồng nào, bố mẹ thì làm ruộng, ko có quan hệ nào cả, rồi khi có tí tiền và công việc nhiều hơn thì tuyển ng về làm, giờ mấy bạn học đại học bách khoa vào làm cho tôi đây, nói thật các bạn ý cũng bình thường, không bằng các bạn trường nghề và lương còn thấp hơn các bạn ý, vì vậy các bạn ko gì phải quá lo lắng cả, hãy thoải mái lên",normal_auto,medium,-2,depression,0.901,0.099,0.901,True,depression,,,s8-0129,4fc5f99dc7
