comment_text,label,weak_label,confidence,depression_score,matched_keywords,text,source,weight
Hay quá đi….🥰🥰🥰,0,normal_auto,medium,-2,hay quá,,,
Cảm ơn anh.quá tuyệt vời ạ❤❤❤,0,normal_auto,high,-4,cảm ơn|tuyệt vời,,,
Câu số 2 nếu bị trúng thì cũng không giúp ích được gì Nếu đẩy xuốn thì ko chỉ chết năm ng mà ng bị đẩy xuốn chết luôn😢😢😢,0,,,0,,,,
Thu Trần luôn sống thật với chính mình Không cần phải làm gì cả !,0,,,0,,,,
10 nam roi .nghe lai cam xuc ua ve ...jo ng xua noi dau .co hp hok.???? neu thoi gjan quay nguoc lai thj co dc hp hok???? nho nho nho lam ng xua😌😌,0,,,0,,,,
Bà năm làm như thế là quá tiết tinh đối với hai con của bà tại sao không si nghi về chiếu hướng khác bà cho rằng chỉ sau đó là người ở bên cạnh bà mười năm là thương bà mà khi bà cho tiền rồi thì không nghĩ ở bên cạnh bà chăm sóc bà để đến ơn mà khi ôm tiền rồi thì lại tình chuyên về quê để hướng thu bà năm phải nâng nỉ ở lại với bà ông bà ta có câu nói khác mẫu tacn lòng còn đối với con thì khác đâu có buồn nhưng vẫn có mẹ đó là màu cháy ruột miền không thể nào quên được kính gửi bà năm,0,,,0,,,,
Giong nu khi len cao hoi bi duoi. Xin loi chu kenh,0,uncertain,low,0,,,,
Đây là bài ráp mà ngày xưa tui học thuộc cho bằng được. Thấm thoát đã hơn 10 năm. Ai còn nghe rep cmt tui nha ❤,0,uncertain,low,0,,,,
vấn đề là làm thế nào để tìm được con dấu và đánh dấu nó như thế nào,0,,,0,,,,
"Mình uống hai viên thuốc giảm đau xong rồi nghe,ko biết tại thuốc hay tại nghe mà ngủ một giấc đến sáng luôn 😂,xin cảm ơn ❤",0,normal_auto,medium,-2,cảm ơn,,,
"Chào Bố ! Vậy là từ giờ phút này trở đi con không được nhìn thấy Bố nữa rồi .Đến tận bây giờ con vẫn hối hận nhiều lắm Bố à . Năm nay con học năm cuối rồi cũng 4 năm xa nhà , con về nhà rất ít kể từ khi con lên Hà Nội . Con xin lỗi bố và con cũng ân hận rất nhiều vì không về nhà nhiều hơn để giờ con về đã không có Bố nữa rồi . Mẹ giờ ở 1 mình buồn lắm bố à . Con thực sự xin lỗi và ân hận rất nhiều chưa thể lo cho bố mẹ 1 chút nào vậy mà giờ đây bố đã đi xa rồi . Con rất biết ơn bố mặc dù tới tận giờ con chưa một lần được nói mạnh dạn “ con cảm ơn bố “ Bố ở nơi phương xa phù hộ cho mẹ mạnh khỏe và các con con yêu bố nhiều lắm Gửi con trai : Con à lúc ba viết lời này là lúc ba 22 tuổi, con sinh ra là điều vô cùng quý giá nhất của cuộc đời Ba , Nhưng ông nội mất rồi sau này con phải thật yêu thương Bà Nội nhé , Ba sẽ làm tất cả vì con , Ba yêu con lắm Mình Đức con trai của Ba ! Bố mẹ đến với nhau sinh ra con , Ba cũng có nhiều Hoài bão nhiều dự định nhưng giờ có lẽ Ba sẽ phải chậm lại 1 nhịp để có thể lo cho con và Mẹ vì gia đình nhỏ này ! Điều này chưa bao giờ làm Ba hối hận cả . Nếu sau này con lớn con nghe được bài này và thấy cmt này bà mong con hãy yêu thương mẹ nhiều hơn vì mẹ đã vất vả vì con . Yêu con lắm Minh Đức (Bonka)",0,,,-2,,,,
đổi giờ up video hong có ai xem hết tr oii...,0,,,0,,,,
"xem xong có kỷ luật hẳn, cảm ơn bro",0,normal_auto,medium,-2,cảm ơn,,,
"quá sâu sắc đi, tôi thật sự đã khóc kih nghe bài này, thật sự đúng tâm trạng và chạm đến cảm xúc của tôi, một câu chuyện tình yêu quá buồn giữa 2 người từng là cả thế giới của nhau nhưng nay lại xa lạ đến lạ thường",0,,,-2,,,,
❤ thương bà quá sinh con ra nuôi con lớn thành người làm giám đốc và lấy hết tiền nhà của cha mẹ bán trao cho nó để rồi nhận lấy một phích nước sôi ❤❤❤❤❤❤❤❤❤,0,,,0,,,,
1/5/2025 tìm người,0,,,0,,,,
"Mình nghe và mình là người trong câu chuyện đó , dù cố để làm hết sức những nhương vẫn như lưỡi cưa",1,,,0,,,,
Tàu bay là những tên ở trường sơn lần đầu thấy máy bay tưởng là chiếc tàu nó biết bay nên chúng nó đặt là tàu bay. Những chiếc tàu này khi đáp xuống chúng đậu vào cổng lên xuống chúng nó đặt là cảng luôn. Vì tàu phải đậu vào cảng chứ.,0,,,0,,,,
13/11/23 ai còn nghe không a,0,,,0,,,,
"6-9 tuổi tò mò, muốn khám phá , tính sáng tạo .",0,uncertain,low,0,,,,
Hay quá chúc mừng bạn hạnh phúc nhé amen tạ ơn chúa mỗi ngày amen,0,normal_auto,high,-4,hay quá|chúc mừng,,,
Rất cảm ơn kênh đã chia sẻ video này rất hay và rất có ích lợi cho sức khỏe ❤,0,normal_auto,high,-4,cảm ơn|rất hay,,,
Ông này lấy châu thật à,0,,,0,,,,
"Cột điện của EVN , tự tiện phá thế nào được.",0,,,3,,,,
Hay quá những lời nói ai cũng biết. Phải lì đòn lắm mới lên nói những lời chung chung mà người khác ko dám nói vì ko có gì mới.,0,,,-2,,,,
Sao ra vid lâu vậy ah,0,,,0,,,,
Anh này có một người mẹ TUYỆT VỜI ko nhờ có mẹ thì có lẽ anh ấy cx không thay đổi được đâu,0,,,-2,,,,
Bà này bà không ăn hành mà đã ăn tắc nhiều chắc mai mốt người ta lại mua người ta lỗ luôn quá trời😂😂😂,0,uncertain,low,0,,,,
29tr người đang thất tình 27/6/2024,0,uncertain,low,0,,,,
Qua hay luon,0,uncertain,low,0,,,,
"Hết năm rồi, có ai nghe lại vẫn còn chút j động lại trong lòng k mn",0,,,0,,,,
"Mình 2k2 năm nay muốn thi vào đại học mà đang chán học quá dù còn bao nhiêu việc cần làm trước khi đến kì thi :( nên khi nhìn thấy thông báo vid này của c Giang mình đã thốt lên "" Chính là ló"" vì đây là thứ mình đang cần :)",0,uncertain,low,0,,,,
"Một chút thư giản sau một ngày học tập đầy áp lực và mệt mỏi, ngày mai là bắt đầu vào cuộc thi THPT Quốc Gia rồi, chúc bản thân tôi sẽ đạt kết quả cao trong kì thi này, đậu IUH NV1 🍀 chúc các bạn 2003 cùng nhau đậu đại học ♥🙆",0,,,6,,,,
Thế chứ đăng ký hơi viên mà chương nào cũng ko xem đc cứ phải nguyên anh mới đc sao ko nói từ đầu là phải đang nguyên anh mới xem đc cho nhanh giờ đang ký song vẫn phải đợi như ko phải hôi viên bực thế,0,uncertain,low,0,,,,
Tôi từng crush cậu ấy dẫu sao cũng chỉ mình tôi biết bây giờ không còn cr nữa duyên số lại cho chúng tôi học chung một lần nữa với danh phận “ bạn cùng lớp”,0,,,0,,,,
"Mình mất đi mối tình gần 6 năm nghe bài này đau thấu tâm can, không bao giờ có thể tha thứ cho chính bản thân mình. Đã 23 ngày trôi qua và mỗi ngày mình đều khóc, mình không biết trân trọng. Đúng là chỉ khi mất đi rồi mới biết người đó quý giá như thế nào. Người ấy tốt với mình từng li từng tí nhưng mình không biết trân trọng đã làm mất đi 1ng vô cùng quan trọng. Mình chưa từng yêu ai như thế này, 30t rồi chỉ mất đi mới trân trọng có ý nghĩa gì. Mình biết cả cuộc đời này mình cũng sẽ sống trong hối tiếc và không bao giờ có thể tha thứ cho chính mình. Em xin lỗi D và cảm ơn D đã bên em ngần ấy năm. HND.",1,,,-2,,,,
Nhớ hồi mới ra ngày nào cũng nghe rồi nghĩ crush với mình thành 1 đôi =)),0,,,0,,,,
"Xin bái phục những hiểu biết của thầy về stress, thầy giỏi hơn cả GS,TS y khoa",0,,,3,,,,
Thành văn bớt mồm mép đi nhé,0,,,0,,,,
"Ổn định không có nghĩa là đứng yên — mà là dù gió đổi chiều, cậu vẫn giữ được hướng của riêng mình. 🥀",0,,,0,,,,
1 đứa bé 11t pải trải qua những điều áp lực áp lực gia đình áp lực công việc áp lực tất cả bị gia đình ép nghĩ học từ lớp 1 ht áp lực này tới áp lực khác phải đi làm xa gia đình tôi mệt lắm rồi:(😢,1,depression_auto,high,9,áp lực|áp lực gia đình|áp lực công việc,,,
Ông huy ko tài lanh cho thương gặp trà là đâu có chuyện.,0,uncertain,low,0,,,,
Vẽ cái này chỉ có Què tay lun😂😂,0,,,0,,,,
"Tuyệt vời, em là ng comment đầu tiên. Nghỉ lễ được nghe video mới của c cũng là một món quà quý, cảm ơn chị ạ🌷",0,normal_auto,high,-4,cảm ơn|tuyệt vời,,,
Con rất thích những bài hát tâm trạng này,0,,,0,,,,
muốn tạo thời gian biểu thì nên sử dụng app nào ạ,0,,,0,,,,
"Chẳng biết từ khi nào mình đã sub kênh bạn nhưng thật sự podcast bạn đã chạm vào sâu tâm khảm của mình, mình đang đi về đâu, liệu mình có thật sự đang sống, ngày qua ngày cứ sống như kẻ không hồn, làm việc thì chẳng có gì ra hồn, mình hiện tại mới đang ở năm 2 đại học, mẹ mình mất mới năm qua. Cứ bảo cố gắng sống vì ước mơ của mẹ, còn em còn bố, nhưng thật sự mình ngột ngạt quá. Mẹ luôn là chỗ dựa tinh thần cho mình nhưng mà… giờ bạn bè cũng chẳng có mấy, học trung bình khá. Tôi đôi lúc nghĩ tới việc kết thúc",1,uncertain,low,0,,,,
Con cảm ơn thầy bài giảng rất hay ạ....,0,normal_auto,high,-4,cảm ơn|rất hay,,,
Em bị phạt ko nghe cô giảng bài mà ko nghe bị cô moi phụ huynh 😂😂😂😂,0,uncertain,low,0,,,,
"Bà này có bồ, mới 50t...nhưng mưu cao, hỏi anh Đinh Đoàn cho ck nghe để ra vẻ hết nhu cầu, qua chương trình, tôi khuyên ông ck 1, vk nếu có bệnh nền( ko bàn), còn ko theo dõi 2, đi đâu phải báo cáo..vì động viên ck đi bà khác, mình đi thg khác 3, khóa chặt thời gian bà này lại Chỉ cần 3 điều này bà này lộ tẩy ngay đi ông ck 52t à",0,,,0,,,,
Cơm nhà người quen sẽ cảm giác như thế nào rất là ngại và không ăn gì cả nhưng mà người ta lại cứ ép mình ăn cho bằng được thì mới thôi buồn cười chết đi được😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😃😃😃😃😃😀😀😀😆😀😆,0,,,0,,,,
Người ta thường nói là học là trên hết nhưng cũng phải có cái giải lao!,0,,,0,,,,
Trường hợp này phải phạt thật nặng và có biện pháp xử lý để cho những thành phần coi thường pháp luật,0,,,0,,,,
"xem xong mình thấy nó đã nói đúng con người bên trong mình , nhờ đó mình cũng hiểu bản thân hơn <3",0,uncertain,low,0,,,,
Con cảm ơn Thầy nhờ sự chia sẻ của Thầy mà con đã cảm thấy nhẹ nhõm hơn vì trầm cảm mà con đổ bệnh,1,,,3,,,,
"Thầy làm vid hướng dẫn cách nói chuyện phá băng đi ạ. Khi gặp người lạ e hay ngại lắm, có cách nào làm mất đi khoảng cách giữa 2 người k ạ???",0,,,0,,,,
"Vài dòng cho ""Sài Gòn đau lòng quá"". Mấy nay thực sự sống trong cảm giác vừa vui vừa stress đến lả đi. Teaser của #SGDLQ được viral khắp nơi và nhận được nhiều lời khen từ mọi người. Mình rất vui nhưng cũng rất áp lực rằng nhỡ như bản full không vừa ý mọi người thì sao 😂😂😂. Nghe hơi tào lao với 1 đứa đã chinh chiến bao nhiêu bài hát nhưng nó là sự thật đó quý vị haha. Thậm chí mình còn nghĩ đến phương án hay là thôi, xóa MV đi để cho bài hát này mãi mãi dừng lại ở 30s của teaser để nó luôn hay như thế trong lòng khán giả =))))). Với mình, #SGDLQ là một ca khúc rất đặc biệt vì nó tốn của mình hơn 3 năm trời để hoàn thành. Rất nhiều ca sĩ nghe được 4 câu điệp khúc của bài đều năn nỉ mình bán đi và trả giá rất cao nhưng mình không bán được tại vì ca khúc này nó là vô giá. #SGDLQ chứa đựng hết cảm xúc của mình trong suốt những mối tình đã đi qua. Mỗi người, mình lại viết thêm được vài câu, chắp vá, như mình mô tả trong bài là ""nhặt từng mảnh vỡ xếp vào vali"". Thế nên ca khúc này viết ra không phải là để hit, mà là để xoa dịu, khép lại và đánh dấu hành trình trưởng thành của mình trong suốt giai đoạn 21 - 25 tuổi. Và rất may mắn, mình tìm được Hoàng Duyên đồng cảm và đồng điệu để cùng kể nên câu chuyện này. Đây là một ca khúc rất đặc biệt vì cái tone này nam/nữ đều hát được. Thế nên mọi người nếu ai đã từng đau lòng vì Sài Gòn thì hãy đeo tai nghe, nhắm mắt và nghe Tuyền với Duyên kể câu chuyện để cảm thấy được dịu xoa, an ủi. Sau đó nếu được, hãy cùng nhau hát lại, nha. #SaiGonDauLongQua #HuaKimTuyen #HoangDuyen #SGDLQ",0,depression_auto,high,9,áp lực|stress|đau lòng,,,
Nhớ ny cũ quá ❤,0,uncertain,low,0,,,,
Và ở đây ai cũng ăn mì :),0,,,0,,,,
Nam mô a di phật cứu nạn cứu khổ xin cứu con con vào đường cùng rồi 🙏🙏🙏,1,uncertain,low,0,,,,
"Mik bị trầm cảm và rối loạn lo âu. Mik đag cố gắng thay đổi, sợ suy nghĩ và lm những điều tiêu cực và khiến ngkhac buồn, mik mong những bn bị những đề về tâm lí. Hãy quan tâm, chăm sóc đến bth nhiều hơn, đừng suy nghĩ nhìu qá, áp lực thì cx có thể tân sự vs gđ hoặc bb,.. Mong mn kh suy nghĩ đến những điều suy nghĩ tiêu cực và lm tổn thương bth ❤",1,depression_auto,high,12,trầm cảm|áp lực|lo âu|tổn thương|hay quá,,,
"Quyết định phục viên thì có, còn quyết định nhập ngũ đào đâu ra. Còn giấy chứng nhận có tham gia chiến đấu thì cũng đào đâu ra được? Nếu yêu cầu này là đúng thì chẳng ai đạt cả! Thiết nghĩ trên bộ quốc phòng chỉ cần click chuột vào phiên hiệu đơn vị là biết ngay đơn vị nào trực tiếp chiến đấu, đơn vị nào không ngay chứ? Việc xác định quân nhân có trực tiếp chiến đấu trên các chiến trường hay không là việc của các cấp co thẩm quyền chứ? Sao lại buộc lính già làm việc này?",0,,,-2,,,,
Hay lắm ! Truyền cảm hơn Thanh Lam & Đàm Vĩnh Hưng .,0,uncertain,low,0,,,,
MV hay quá chị Cam ơi. Em mãi mãi ủng hộ chị. Chúc mv của chị đạt 1 triệu lượt view và lọt vào TOP 1 trending nha,0,normal_auto,high,-4,hay quá|ủng hộ,,,
Giống hình phạt thời xưa,0,,,0,,,,
yêu và thương rất khó !!!,0,uncertain,low,0,,,,
"""làm xong cái này rồi nghỉ hưu em ơi""",0,,,0,,,,
Cầm khổ quá làm quần quật suốt ngày mà bà mợ vẫn chưa bao h cho ăn no cảm ơn tg và thu huệ ha🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😢😮,0,,,-2,,,,
Tôi chỉ muốn có ai chơi với tôi vì ko ai chơi với tôi ngta thì được chơi còn tôi thì chơi một mình,1,,,0,,,,
yêu bản thân trước khi yêu người khác,0,,,0,,,,
"Cho em hỏi là có phe nhân loại, eldar,necron,...ko ạ(em mới biết game này):/",0,,,0,,,,
Nói người ta lừa hay già mà hám trai,0,,,0,,,,
"ultr nếu nó k bị lỗi font chữ là 100 điểm rồi, mãi t mới tìm thấy có người sub 3 bài này 55",0,,,0,,,,
"Qua lão live sớm quá thành ra toàn mấy thằng trẻ con vào đòi chơi game nhặng lên. Truyện đêm muộn nó là đặc sản k thể thiếu ở kênh rồi, game cả năm vẫn đòi game",0,,,0,,,,
"Theo mình, có nhiều phương diện để đánh giá một cuộc đời đáng sống. Với mình, mình vạch ra một vài tiêu chí thế này: - Học - gặp đúng thầy, đúng bạn, đúng sách - Làm - gặp đúng sếp, làm đúng năng lực - Yêu - gặp đúng người, đúng thời điểm Không tập trung quá nhiều vào vật chất, tiền bạc Vun bồi những điều có ích và buông xả hết những điều tiêu cực.",0,,,0,,,,
Ôi hai năm rồi mình mới biết bài hát này hay quá. cảm ơn tác giả và ca sĩ,0,normal_auto,high,-4,hay quá|cảm ơn,,,
Cuối cùng chính mẹ lại là người đưa anh đi mãi mãi 😢😢 Đam mê mà ko được thực hiện thì còn gì là đam mê 😥😥,0,uncertain,low,0,,,,
"Gần ở tuổi 24 tôi bắt đầu học lại Tiếng Anh, không vì gì cả chỉ vì hoàn thành ước hẹn với chính mình thôi. Hi vọng năm 25 tuổi quay lại đây bản thân đã tốt hơn💪",0,,,0,,,,
Ác quỷ,0,,,0,,,,
Đi tò gấp,0,,,0,,,,
Tớ mệt nhiều lúc muốn rời khỏi thế giới,1,uncertain,low,0,,,,
Đã cho đi thì ko mong trả ơn mới được phước chỉ trong vòng nội bộ gia đình bà con mà vô ơn là do giáo duc,0,,,0,,,,
2021 gần 2022 rồi mà tôi vẫn con nghe bài này 🤫😌😔,0,,,0,,,,
Sao giông 99 đêm trong rưng,0,uncertain,low,0,,,,
Chúc mừng cô chú mạnh khỏe bình an vạn sự như ý đong đầy yêu thương sum vầy hạnh phúc an khang thịnh vượng,0,normal_auto,medium,-2,chúc mừng,,,
Trên đời này có những người họ không giỏi nhưng có những người học giỏi luôn chê bai kẻ yếu thế như tôi tôi không giỏi nhưng họ nói họ chê tôi không quan tâm khi tôi phấn đấu thì họ phá,0,,,-2,,,,
"Tôi muốn hỏi trường hợp của anh trai tôi đã tham gia đi bộ đội từ năm 1971 đóng quân ở đồng hới Quảng Bình và tham gia chiến dịch giải phóng hoàn toàn Miền Nam, đến năm 1976 đc chuyển ngành sang đơn vị bộ công an và tiếp tục tham gia chiến dịch Lào và Campuchia, nhưng đến nay vẫn ko đc công nhận người có công",0,,,0,,,,
những thằng từng thách đấu bi a tiền với tao đâu nhỉ,0,,,0,,,,
Mình cũng nhớ mẹ,0,,,0,,,,
Cuộc đời tui như bài rap này🤗🤗,0,uncertain,low,0,,,,
Hmm toy bj Tự kỷ Trầm cảm Vô cảm Xa lánh Thiên vị Áp lực Bla bla,1,depression_auto,high,8,trầm cảm|áp lực,,,
Tôi sống vì linh hồn tôi với chúa,0,,,0,,,,
Nếu bạn bắt đầu nhìn video ở chân thì sẽ thấy quay theo chiều kim đồng hồ. Còn bạn nhìn trên phần đầu thì sẽ thấy ngược kim đồng hồ. Nhưng phải nhìn từ đầu video.,0,,,-2,,,,
"Học giỏi thì tốt nhưng học cần phải có mục tiêu, học để tiến đến cái gì, chứ học ko có mục tiêu thì sẽ chỉ học kiểu cho hết học",0,,,-2,,,,
nghe nhạc mà có động lực học hơn,0,,,3,,,,
"Ỏ, dễ thương zợ",0,normal_auto,medium,-2,dễ thương,,,
hamas mà ở Triều Tiên thì chấp 100 isarel cũng phải chịu thua,0,,,0,,,,
"Chị ơi đừng buồn các bạn hãy đăng kí cho chị ấy😢,em cũng mới chia tay em nghe em cũng buồn lắm😢😢",0,,,0,,,,
"Thật sự mk k có ai để tâm sự những nỗi buồn, những uất ức, nhứng áp lực trong cuộc sống. Mình cảm giác mk cô đơn. Bố mẹ mk li hôn từ năm mk học lớp 1, mk sống từ bé tới giờ luôn tự ti, nên lúc nào cx muốn làm hài lòng người khác vì lỗi sợ bị bỏ rơi. Bố mẹ mk dù li hôn nhưng vẫn quan tâm 2ae mk, nhưng mk vẫn cảm thấy buồn mỗi khi nghĩ về hoàn cảnh của mk. Thật sự k đủ cam đảm để mở lòng với bất kì ai. Hữu duyên để lại 1 chuý lỗi niềm ở đây đee giải toả bớt suy nghĩ, chứ đầu mk nặng quá rối, stress kinh khủng.",1,depression_auto,high,12,cô đơn|áp lực|stress|tự ti,,,
Vãi cả chú mèo,0,uncertain,low,0,,,,
còn ai nghe không =)),0,,,0,,,,
"Trong năm 2024 vừa qua, em cảm thấy rất biết ơn và may mắn vì em đã gặp một cộng đồng vô cùng tích cực và phát triển giúp em có nhiều góc nhìn hơn trong cuộc sống, em đã cho bản thân cơ hội để dám thử và trải nghiệm. Nhưng bản thân em vẫn còn mông lung nhiều thứ chưa biết mình nên làm gì tiếp theo. Em vẫn còn nghiện hành vi trì hoãn để rồi bản thân lười biếng và vô định, rồi sau đó là có quá nhiều việc mình phải làm, khi chỉ chú tâm vào làm việc thì em nhận ra em lại đang bỏ rất ít thời gian có gia đình và mối quan hệ xung quanh. Em mong trong năm 2025 em sẽ không còn ngại ngùng, nhút nhát nữa mà dũng cảm đứng lên trải nghiệm nhiều thứ rồi suy ngẫm lại về hành trình đó để em nhận ra những bài học em cần khắc cốt ghi tâm và cũng khám phá ra bản thân có cá tính gì, điểm mạnh, điểm yếu ở đâu để cải thiện bản thân tốt hơn. Một lần nữa, em cảm ơn anh Trí đã chia sẻ những lời khuyên và kiến thức vô cùng hữu ích 🥰💕✨️💖❤️‍🔥",0,,,-2,,,,
"Chia tay anh em buồn quá ,em nhớ anh",0,,,3,,,,
Sao mình mua kì tử nó đỏ vậy nhỉ,0,uncertain,low,0,,,,
"Tà thần, chúa ở đâu, cha nào làm phép lạ",0,,,0,,,,
Thôi đừng mà anh kiên có chuyện vì từ từ nói ❤❤❤❤❤,0,,,5,,,,
sao càng ngày gãy càng ra vdeo ít thời gian v ạ trc hơn 25-30p mà bh có mười mấy phút,0,,,0,,,,
Tôi yêu cầu gỡ truyện tôi xuống,0,,,0,,,,
Nhớ lại chục năm trước học mầm non kinh khủng thật chị ạ 🥺 Với cả những điều chị nói trong video cũng đúng thật chị ạ,0,uncertain,low,0,,,,
Con cảm ơn Sư đã có 1 bài pháp thoại thật sâu sắc và ý nghĩa về những việc rất đời thường nhưng lại rất cần thiết trong cuộc sống hằng ngày.,0,normal_auto,medium,-2,cảm ơn,,,
"Năm 17 tuổi, tôi nghe Người Yêu Bỏ Lỡ lần đầu tiên. Khi đó tôi không hiểu vì sao người ta lại có thể tiếc một người đã rời đi. Tôi còn nghĩ, yêu là phải giữ được nhau, sao lại để “bỏ lỡ”. Đến khi gặp anh, tôi mới hiểu. Tôi yêu anh bằng tất cả những gì mình có—vụng về, chân thành, và dại khờ. Tôi ở bên anh qua những ngày anh chẳng có gì trong tay, tin rằng chỉ cần chúng tôi còn nắm tay, thì mọi thứ đều đáng giá. Nhưng rồi, khi anh có tất cả… anh lại không còn cần tôi nữa. Anh không nói lời chia tay đàng hoàng, chỉ lặng lẽ rời đi như cách người ta bỏ quên một món đồ cũ. Để lại tôi đứng đó, giống hệt những câu hát trong Người Yêu Bỏ Lỡ—đau nhưng không thể níu, nhớ nhưng chẳng thể quay lại. Đến lúc đó tôi mới hiểu, “bỏ lỡ” không phải vì hết yêu. Mà là khi còn yêu, nhưng lại không thể ở bên nhau nữa. Và điều đau nhất… là dù biết mình chỉ là “người yêu bị bỏ lỡ”, tôi vẫn chưa từng hối hận vì đã yêu anh.",0,,,-2,,,,
Đúng không có cái vụ đó đâu,0,,,0,,,,
Kẻ thất bại sẽ luôn muốn ng khác cx thất bại theo mình và k ngoại trừ con cái của họ,0,uncertain,low,0,,,,
Có ai đang xem không,0,,,0,,,,
Mình cũng vậy nghe xong chị thiệt đi một tí rồi lại tỉnh lại,0,,,0,,,,
Fact : Họ ghen tị vì bạn trông đẹp hơn họ chứ không phải vì bạn sinh ra đẹp tự nhiên 👍,0,,,0,,,,
"Ông làm video này không hiểu gì về vấn đề Đài Loan cả. Chả có cái nào gọi là nước Đài Loan, Đài Loan chỉ là một hòn đảo thuộc Trung Hoa Dân Quốc (tuyên bố chủ quyền toàn bộ lãnh thổ TQ).",0,,,-2,,,,
"hazz buồn quá thế là em bị trâm cảm rồi em thấy hành động của em giống đến 80% nhũng thứ đã nêu , em có rất nhiều nỗi buồn ko thể tả m giống số 1,2,3,4,5,8,9 nhiều khi em còn muốn chết mặc giù em vẫn là lớp 8",1,depression_auto,high,13,muốn chết|trầm cảm|buồn quá,,,
Hóng quá út ơi hẹn út siêu phẩm ngày mai ❤️,0,uncertain,low,0,,,,
"Sài thì sửa ... Tại sao số phận em mãi lận đận vậy nhỉ . Kiếp này em đã lạc đường thật rồi, mong kiếp sau đừng bao giờ gặp lại và lận đận như bây giờ nữa . Mệt mỏi và tìm lối thoát thôi 😂🤣🤣",1,uncertain,low,3,mệt mỏi,,,
Có ai vừa nghê. Vừa đọc bl như mình ko?,0,,,0,,,,
"trời ơi dạo này buồn nhiều thứ, công việc, tình cảm, rồi nghe lại bài Cánh đồng yêu thương của TQ, sau đó thì lân la các bài khác, Tự tình 2, ATDNCD, trời ơi toàn những bài chạm đến trái tim. Nhất là 2-3 ngày đầu tua lại bài Cánh đồng yêu thương, rồi tìm những clip TT dùng nhạc đó, và khóc tu tu ý. Rồi qua bài Tự tình 2 là khi tình cảm đang có trục trặc, thì từng câu hát chạm đúng đến hoàn cảnh của mình khi ấy. Và hôm nay là ATDNCD bỗng thấy lòng nhẹ nhàng hơn quá, và giờ nghe lại các bài hát của TQ thì k còn buồn day dứt não nề như vài hôm trước nữa rùi, mà nghe để chìm đắm trong cảm xúc âm nhạc và cũng ngẫm nghĩ nhìu hơn. <3",0,depression_auto,high,8,tự tử|tự ti,,,
2020 vẫn còn xem,0,uncertain,low,0,,,,
Trước mất bài này e nghỉ hát luôn,0,,,0,,,,
"Gia đình làm sao biết được cảm xúc thật của một đứa im lặng đâu, mà chắc bị trầm cảm cũng ko sao đâu nhưng ko biết từ 13 tuổi trở đi thì khi nào kết thúc và mỗi khi định tự tử sẽ cố gắng tự trải",1,depression_auto,high,10,tự tử|trầm cảm,,,
Chi ơi..e khô wá..em cang cô gắng..cang nặng thêm.. lúc nao cung chi muon tu tư thôi..,1,,,5,,,,
Con cảm ơn cha ạ!,0,normal_auto,medium,-2,cảm ơn,,,
cái này ko biết có trên shopee ko ta,0,,,0,,,,
Ô nhếch mép là thói quen của toii luôn á :00 =)) nhiều khi đang nói chuyện mà thấy ai vô duyên hay hài quá là nhếch mép=)),0,,,-2,,,,
"tôi luôn cảm thấy cô đơn trống vắng tự chịu mọi áp lực tổn thương , tự làm tổn thương mình, cảm thấy không ai hiểu mình luôn",1,depression_auto,high,12,cô đơn|áp lực|không ai hiểu|tổn thương,,,
"mình k học đến mức căng như tuấn nói, vẫn vào đc chuyên toán chu khóa k114 trước, ae cx đừng thần thánh hóa nó quá k đến mức như tuấn nói đâu :)) toàn truyền thông lên thôi",0,,,0,,,,
Voice của yukichi nghe hơi nhỏ ấy,0,,,0,,,,
Vậy mà cô ấy nở bỏ mình vì mình ko có j trong tay 😔 Những thứ cô ấy cần thì lại k có E à cho a xl vì chẳng thể lo cho e E ct a là 1 lựa chọn đúng đấy A ko trách e đâu Chúc e hp 😥,0,uncertain,low,0,,,,
Phim hay ❤❤❤❤❤,0,uncertain,low,0,,,,
Có cô vợ như vậy đúng là có vất vả đúng không😊😊😊😊😊😊,0,,,0,,,,
"Câu truyện của Bác nó bạc ,nhưng rất có giá trị cho xã hội ,một bài học cho những ai đang bạc bẽo với gđ vợ,con.",0,uncertain,low,0,,,,
Các em có thể làm được những thành viên cảm có thể là do sự thay thế chỗ có thể được đi học,0,,,0,,,,
Lúc đầu trao nhau sâu đậm. Như sao này nhận đk những gì Ngoài trừ khổ đau,0,uncertain,low,0,,,,
"Khóc lun á😢😢 Ủng hộ động lực của cô, hâm mộ cô lắm aj❤😢",0,normal_auto,medium,-2,ủng hộ,,,
tôi nhốt trong phong k giám gặp ai,1,uncertain,low,0,,,,
Em đã bất tất cả cho anh rồi nhe😂😂😂😂😂cái,0,,,0,,,,
