comment_text,label,weak_label,confidence,depression_score,matched_keywords,source,weight,need_review
TQ dạy ra những con rối cho chính quyền mà,0,,,0,,human_gold,3,
"C1: dùng hoạt động thể chất thay thế hoạt động MXH C2: bảo vệ giờ vàng (lúc thức dậy + 3 tiếng) C3: hoạt động sinh lý thay thế tâm lý - Chạy tầm 10p xung quanh nhà - Nghe nhạc beat nhanh (150 beat pop music) - Đầu giờ trưa, nghe trước khi lv.",0,,,-2,,human_gold,3,
E cứ tự e giớ thiệu người yêu mới trước ngày da toà a cũng ko nghĩ gì cả chúc mừng e có người mới,0,,,-2,,human_gold,3,
"Minh bi sợ gương vi luc xua minh hay soi mặt, mẹ minh bảo soi nhieu k tot ,cái minh suy nghĩ nhieu ,gio thay gương la mình sợ k dám nhìn nua ma luc nao no cung đọc trong dau minh , đừng soi gương nua di qua gương cũng sợ , sợ s nay sẽ bị vướng r chet ,, chac do minh bi roi loạn lo âu r moi lân nghĩ tới dau minh đau vs tim đập trầm cảm het muon nc vs ai , ăn năm miet , r suy nghỉ s minh lại nhu v cố lên dc 10 p cũng trở lai nhu cũ 😢😢😢",1,depression_auto,high,8,trầm cảm|lo âu|cố lên,human_gold,3,
Trừ khi đứa nào có cha mẹ làm chủ tịch🗿,0,,,0,,human_gold,3,
Em Dễ thương quáChú công an quá❤ ❤❤❤😊😊,0,normal_auto,medium,-2,dễ thương,human_gold,3,
Thề mắc mấy bệnh liên quan tâm lý cũng khổ phết ! Mình bị ADHD từ nhỏ đến bây giờ trưởng thành nên hiểu nỗi khổ của người mắc bệnh liên quan đến tâm lý ntn 😢,0,uncertain,low,0,,human_gold,3,
không để link mua hả bạn,0,,,0,,human_gold,3,
Bản thân em là một người chịu tổn thương từ phía gia đình từ những cuộc cãi nhau giữa ba mẹ mình và rất nhiều lần em gặp áp lực từ phía ba em rất nhiều và chịu nhiều sự áp lực từ trường lớp cộng thêm là em bị bạn học bắt nạt nữa. Có những lúc mà em muốn tìm ba mẹ em nói chuyện hay thả cảm xúc vào những tấm ảnh bên gia đình là họ nói em là không quan tâm đến cảm xúc họ nên hầu như là em không muốn nói chuyện với ba mẹ của mình. Em cảm ơn video clip của anh đã 1 phần đã chữa lành tâm hồn đã bị tổn thương của ạ.,1,,,7,,human_gold,3,
Em thì rất tự tin và nói chuyện với chủ rất bthường...nhưng người làm chung em rất rụt rè làm em rất khó chịu vì chuyện gì cũng thông qua em,0,,,3,,human_gold,3,
Chuyện kết rất có hậu.câu chuyện hay.mong tập tiếp có những câu chuyên hấp dẫn.,0,uncertain,low,0,,human_gold,3,
"Bản này chả ăn liền j với bản gốc cả , vì nó ăn đứt luôn",0,uncertain,low,0,,human_gold,3,
309 ạ .,0,uncertain,low,0,,human_gold,3,
Con xin Phật cho con buông bỏ những lời lò âu quà con,0,,,3,,human_gold,3,
19 tuổi bước lên sg vừa học vừa làm mệt mỏi + sự cô đơn k ai chia sẻ. Muốn chia sẻ lắm nhưng sợ ba mẹ buồn. Con Mệt Quá 😞,0,depression_auto,high,9,cô đơn|mệt mỏi|mệt quá,human_gold,3,
"tớ đã kịp thoát khỏi trầm cảm khi nó trở nên quá tệ, trong thời gian ngắn bị trầm cảm đã khiến tớ rất bất mực và mệt mỏi, sau đó tớ đã hiểu những người bị trẩm cảm đã lựa chọn ở lại và thoát khỏi nó thật sự rất dũng cảm.",1,depression_auto,high,8,trầm cảm|mệt mỏi,human_gold,3,
Cam on rat nhieu,0,normal_auto,medium,-2,cảm ơn,human_gold,3,
Nghe nó cuốn gì đâu!,0,,,0,,human_gold,3,
"Thấm quá, ông này làm toàn phim lấy tiếng cười giờ còn lấy cả nước mắt",0,uncertain,low,0,,human_gold,3,
năm mới chúc chú Dũng luôn luôn mạnh khỏe và hạnh phúc.,0,uncertain,low,0,,human_gold,3,
"Thứ tư:phụ huynh hứa nhưng ko lm, ngược lại còn mắng chửi conn😢",0,,,0,,human_gold,3,
Nghe 1 bài là đăng ký liền....bài hay quá cách hòa âm tuyệt vời,0,normal_auto,high,-4,hay quá|tuyệt vời,human_gold,3,
mình có dấu hiệu trầm cảm mấy năm nay do áp lực công việc và gia đình. khi mình nói rằng mình bị trầm cảm thì gia đình chỉ nghĩ nó là câu nói đùa và không hề quan tâm,1,depression_auto,high,11,trầm cảm|áp lực|áp lực công việc,human_gold,3,
Người ta nói chẳng ai hiểu về hai tiếng thương yêu,0,,,0,,human_gold,3,
Bác sỹ cho tôi hỏi tôi bị mất ngủ 15nam nay rồi tôi rất là đau khổ và tuyệt vọng xin hỏi Bác sỹ có cách nào giúp dùm tôi,1,depression_auto,high,8,tuyệt vọng|mất ngủ,human_gold,3,
Bọn ác là sinh đôi đúng hông ????,0,,,-2,,human_gold,3,
Mỗi người mỗi sở thích mấy bạn nhỏ thì thích tâm sự tư vấn hỏi các thứ người lớn có gia đình thì thích xem dũng chơi game để giải trí hơn là nghe chuyện của mấy bạn trẻ,0,,,-2,,human_gold,3,
Thích chị hương ly lắm ạ.bài hát nào cũng hay.nghe mãi k chán.mãi yêu❤️,0,uncertain,low,0,,human_gold,3,
😂cho bạn vừa nha 🎉,0,uncertain,low,0,,human_gold,3,
ko còn có nhau thôi nhé gặp nhau càn buồn,0,,,0,,human_gold,3,
Nam mô bồn sư thích ca mau ni Phật,0,uncertain,low,0,,human_gold,3,
"t toàn mơ thấy ác mộng, ko tập chung vào việc zì cả, trí nhớ kémm, người uể oải hay bị nhức đầu, ngủ ko được sâu giấc, con mình hơn 3 tháng r liệu có phải mình bị trầm cảm ko 😓😓",1,depression_auto,medium,5,trầm cảm,human_gold,3,
Chị tắm kiểu: Rồi luôn rồi Cám kiểu: Mày đừng có điên! Đó nước sôi kìa tắm đi.😂😂😂😂😂😂😂😂😂,0,,,0,,human_gold,3,
"Tưởng tượng người hát ca khúc này là một vũ nữ ca hát trong các phòng trà, quán bar có bối cảnh ở thời dân quốc 🥲",0,,,0,,human_gold,3,
Kế câu chuyện ko Theo trình tự người nghe ko muốn nghe tiếp,0,,,0,,human_gold,3,
Nghe mải nghe mãi rồi. Chỉ là ko biết khi nào thì hết thời. 5/1/2019,0,,,0,,human_gold,3,
"nổi tiếng kiểu teen và thị trường...đa số là hát show bán vé kiểu chuồng gà ở các tỉnh,...còn 1 dạng nửa là kiểu nổi tiếng ngầm ngầm của các ca sĩ như lê hiếu, kasim hoàng vũ.....họ chủ yếu hát ở các phòng trà sang trọng....catse cao ..ko phải di chuyển xa, hoặc event, sự kiện...",0,uncertain,low,0,,human_gold,3,
Thêm roi😂😂,0,,,0,,human_gold,3,
"🥀 Track 04 - EP 'Thà Cô Đơn' - Chương cuối của EP, và cũng là khoảnh khắc ta biết rằng: cô đơn…đôi khi là cách dịu dàng nhất để chữa lành chính mình! 💌 Cảm ơn mọi người đã đi cùng Vicky đến chương cuối cùng của EP “Thà Cô Đơn” – Mong ca khúc này có thể mang đến cho bạn một chút bình yên, và một khoảng lặng để lắng nghe chính trái tim mình!",0,uncertain,low,1,cô đơn|cảm ơn,human_gold,3,
"Hay quá anh, mỗi lần tâm trí chênh vênh lại xem được video của anh, đây không phải lần đầu, và chắc chắn sẽ có một vài lần nữa. Cảm ơn anh rất nhiều, lại được thư giãn và tiếp động lực rồi, mong video này còn mãi đến năm em 200 tuổi, mỗi năm xem 1 2 lần, gửi anh 400 views kk @@",1,normal_auto,high,-4,hay quá|cảm ơn,human_gold,3,
bac co thê cho DC phong mach khg ạ,0,,,0,,human_gold,3,
"nghe là thấy vui, nghe cái giai điệu này lâu r mà nay mới thấy trên facebook có bn cmt tên nên mới biết được tên bài hát",0,uncertain,low,0,,human_gold,3,
Cô muốn bs Long tư vấn mua magie loại nào cải thiện giấc ngủ,0,uncertain,low,0,,human_gold,3,
"em từng nghe 1 câu rất hay như thế này ""mỗi khi muốn từ bỏ, hãy nhớ vì sao lại bắt đầu"" 😊",0,,,-2,,human_gold,3,
Tui bị trầm cảm từ lúc lên lớp 6 luôn😢😢😢,1,depression_auto,medium,5,trầm cảm,human_gold,3,
có ai 2024 mà còn xem ko?,0,,,0,,human_gold,3,
Hay wa bạn ơi ra bài Karaoke ln bạn oi🎉🎉🎉🎉🎉,0,uncertain,low,0,,human_gold,3,
"Bất ngờ nghe lại tiếng hát xưa quen. Tuyệt vời ! Bạn hát quá hay . Tôi nghe nhiều ca sĩ nổi tiếng hát bài này nhưng theo tôi AT diễn đạt xuất sắc nhất từ chất giọng , cách diễn đạt. Cảm ơn bạn và nhạc sĩ tài hoa NẠC.",0,normal_auto,high,-4,cảm ơn|tuyệt vời,human_gold,3,
Chắc ko ai xem lại đâu ha,0,,,0,,human_gold,3,
Tôi đã là một cccb đã được cết nạp vào Hội có được hưởng bảo hiểm không?,0,,,0,,human_gold,3,
Cảm ơn vũ trụ cảm ơn tiềm thức đã cho tôi kết nói với kênh tuyệt vời này Cảm ơn chủ kênh Cảm ơn cảm ơn cảm ơn❤,0,normal_auto,high,-4,cảm ơn|tuyệt vời,human_gold,3,
Trời ơi tô gà và rác vi en thương nhau hà😊😊❤❤😝😝😚😚,0,uncertain,low,0,,human_gold,3,
"câu chuyện thật ý nghĩa,cảm ơn bạn",0,normal_auto,high,-4,cảm ơn|thật ý nghĩa,human_gold,3,
Mình thực mong nghe được những câu chuyện của những người đứng tuổi ! Vì mình mong tìm được những người nhiều tâm trạng và đang ở cái tuổi trẻ cũng không trẻ già cũng không già như mình !,0,,,0,,human_gold,3,
2019 ai còn nghe hông,0,uncertain,low,0,,human_gold,3,
"Ổn nha,nghe cũng được lúc cảm thấy hết đau,lúc lại đau tiếp nhưng vậy là ổn rồi",0,,,0,,human_gold,3,
Dấu hiệu số 5,0,,,0,,human_gold,3,
"Năm 30 tuổi.3/8/2025 tôi đã mất tất cả ,Tự kỷ cô đơn trong chính căn phòng ko ai thấu hiểu chỉ ăn ngủ ko lm gì ko ra khỏi nhà ,…! Tuyệt vọng 😭",1,depression_auto,high,8,tuyệt vọng|cô đơn,human_gold,3,
"Những người theo dõi kênh bắt đầu có những cmt tò mò về ngoại hình và nhan sắc của chủ kênh... Nhưng theo kênh đủ lâu, được ảnh hưởng bởi tư tưởng tốt đẹp của các triết gia, bậc hiền nhân mà chủ kênh chia sẻ thì mình thấy điều đó thật vô nghĩa, cái đẹp ở thể vía và thể trí mới là quan trọng nhất 😊 thể xác chỉ là công cụ đời này để chúng ta tìm kiếm tri thức làm đẹp cho thể vía và thể trí của mình mà thôi",0,depression_auto,high,10,tự tử|vô nghĩa,human_gold,3,
Vào y tế xếp hàng như xếp cá khô. Chịu 😄😄😄,0,,,0,,human_gold,3,
cảm ỏn Bác sĩ,0,,,-2,,human_gold,3,
Tình chẳng có câu chung thủy Em ở bên anh Bởi vì chưa tìm đc ai .... Tốt hơn ( rơi nước mắt ),0,,,0,,human_gold,3,
Có ai còn nghe bài này của idol hôn,0,,,0,,human_gold,3,
Mới đó mà 8 năm rồi,0,,,0,,human_gold,3,
"Có đứa bạn tốt vãi ò,ghen tị ghê😢",0,,,0,,human_gold,3,
Hôm Nay nghe bài thất tình CA mà nghẹn trong lòng nước mắt lại rơi nhớ phi nhung vô:cùng,0,,,0,,human_gold,3,
"Qua tuyệt vời!cảm ơn kênh rất nhiều đã chỉ cho mình biết con đg đi đến thành công có những việc mình không thích làm mà mình vẫn phải làm, Biết ơn kênh rất rất nhiều, mình biết mình cần phải làm gì rồi YESS TÔI SẼ LÀM ĐƯỢC",0,normal_auto,high,-4,cảm ơn|tuyệt vời,human_gold,3,
"Áp lực gia đình, học tập, công việc, tương lai mình mệt mỏi lắm",1,depression_auto,high,9,mệt mỏi|áp lực|áp lực gia đình,human_gold,3,
Tui tưởng burnout của forsekan :))),0,,,3,,human_gold,3,
khám bệnh mất ngủ ở bệnh viện nào,0,uncertain,low,3,mất ngủ,human_gold,3,
quay lại sau ngần ấy năm để tìm cái bình luận của 7 năm trước có ai dống tôi,0,,,0,,human_gold,3,
"Gio che do cho mo truong dai hoc de cho moi nguoi mung, it ra cung co may nam dai hoc cung la mot niem vui cho nhung con duong khong co viec, vi dau co viec de lam chi co bang nhung khong co viec thi lam dai hoc 7 nghiep, hoac lam nhung viec gi de co tien ma song chu doi ai, ai lo, muc dich la cho cac truong dai hoc kiem tien, sinh vien mat tien nhung khong co viec de lam, khong co noi de do thi co bang cap cung thanh vo nghia, nhung ke khong bang co than co the den luc nao co du quyen luc thi bang gi cung co, muon tien si co tien si , nho khong hoc lon lam lanh dao, bang gi cung co.",0,,,5,,human_gold,3,
chơi nhạc rock đi là tự động cầm đàn :)))))),0,,,0,,human_gold,3,
Li dị ngay thôi,0,uncertain,low,0,,human_gold,3,
Một trong những tác phẩm thành công của Tăng Duy Tân. Bản cover này là bản hay nhất cho đến hiện tại.,0,uncertain,low,0,,human_gold,3,
anh đáng yêu quá à,0,normal_auto,high,-4,đáng yêu|yêu quá,human_gold,3,
Mới vô nghe giọng lồng tưởng đâu coi mấy phim hongkong trung quốc á 😂😂😂,0,,,0,,human_gold,3,
7 năm rồi mới nghe lại bài nhạc,0,,,0,,human_gold,3,
"Khổng Tử dạy ‘Tu thân, tề gia, trị quốc, bình thiên hạ’ [01:20] – thời nào cũng đúng, nhất là lúc xã hội hỗn loạn như bây giờ.",0,,,0,,human_gold,3,
Tôi nói một điều chưa được rõ ràng ở chỗ cựu chiến binh Việt Nam những người tham gia kháng chiến chống Mỹ chống Pháp hoặc chiến tranh biên giới trực tiếp cầm súng Bảo Vệ Biên Giới Bảo Vệ Biên Giới cũng là cựu chiến binh những người tham gia nghĩa vụ quân sự trong quân đội sau này nên thay đổi gọi là cựu quân nhân thì mới chính xác không thể gạo nếp gạo tẻ đánh đồng với nhau được,0,,,0,,human_gold,3,
anh k up trên nền tảng spotify nữa hả anh,0,,,0,,human_gold,3,
nhớ e không chị,0,,,0,,human_gold,3,
Mỗi ngày đều nghe better version!❤,0,uncertain,low,0,,human_gold,3,
Nghe bài này rất là tốn thuốc kkk,0,,,0,,human_gold,3,
"Rất bổ ích cho sức khỏe, rất tuyệt vời",0,normal_auto,high,-4,bổ ích|tuyệt vời,human_gold,3,
Cô giáo gào thét 😢😂,0,,,0,,human_gold,3,
"Trầm cảm giảm hứng thú ăn uống, khó ngủ, trống rỗng về cảm xúc, không vui buồn, vô vị. Và xảy ra như đợt sóng, lúc nhẹ lúc mạnh, chỉ cần qua được cơn sóng dữ thì biên độ sóng sẽ giãn ra. Trầm cảm - khác với - tôi một mình vì tôi muốn.",0,depression_auto,high,8,trầm cảm|trống rỗng,human_gold,3,
Em chào anh Trí và cảm ơn anh vì một chia sẻ đầy ấm áp. Cảm ơn anh vì đã tiếp thêm niềm tin cho em trong khoảng thời gian mông lung này ạ.,0,normal_auto,medium,-2,cảm ơn,human_gold,3,
Khi bạn coi tiểu thuyết quá 180 phút kiếu🤣🤣🥀,0,,,0,,human_gold,3,
Em cảm ơn Thầy. Bài học tuần này rất hay và ý nghĩa,0,normal_auto,high,-4,cảm ơn|rất hay,human_gold,3,
Anh ken quá thông minh😂😂😂,0,uncertain,low,0,,human_gold,3,
bài học sống còn là học cách tự lực,0,,,0,,human_gold,3,
Sắp đi nghĩa vụ quay lại chỉ mong được 100like,0,,,0,,human_gold,3,
2019 còn ai ko,0,,,0,,human_gold,3,
"Sao chuyện nào cũng giống nhau : con dâu làm nhiều tiền , còn mẹ chồng thì tai quái",0,,,0,,human_gold,3,
"Cơ bản là việc ai nấy làm, k ai muốn chạm đến ai. Chính vì như vậy nên mới tiêu tốn ngân sách bấy lâu, 1 con đường đào lên dăm 3 lần là vì vậy, hôm nay ông cống đào, hôm sau ông điện lực, hôm sau nữa ông cáp, rồi ông cấp nước. ....... nếu đồng bộ thì đào 1 2 lần làm cùng lúc thì cái đường nó đâu có nham nhỡ, mà nó nham nhỡ thì ra cào lên cán lại.... việc đầy ra 😂😂😂😂 Mà để ý kỹ thì mấy này dân bắc mạnh dạn quay clip ý kiến chứ dân nam biết vẫn im và đi qua.",0,,,0,,human_gold,3,
"Áp lực học tập là 1 thứ gì đó rất khủng khiếp đối với em. Em còn nhỏ nhưng đã phải đi học kín lịch ko có nhìu thgian nghỉ, hôm còn học tới đêm. Em muốn mẹ cho em học ít thôi vì trên lớp học và bt đã áp lực r về tới nhà còn áp lực hơn. Nhìn cả đống sách khiến em ghét, chán hc. Lâu lâu lm bt mà khóc vì áp lực, muốn trút giận và khóc trong đêm khuya. Bâyh em cứ nhảy nhẹ là bị đau ngay giữa chỗ xương sườn. Học thể dục, mấy hôm nx phải nhảy dây mà nhảy thử đau tới nỗi ngã gục ôm bụng khóc luôn í. Em bị áp lực ko chỉ từ hc tập mà còn từ lời nói bạo lực, áp lực tâm lí rồi quá mệt mỏi mà chỉ muốn gục xuống. Em đc điểm cao bố mẹ ừ khen 1 tí, điểm kém là mắng í. Có khi ngủ dậy mệt vẫn phải đi học thêm kín tuần cho dù là đc nghỉ",1,depression_auto,high,9,mệt mỏi|áp lực|áp lực học tập,human_gold,3,
Em cảm ơn Thầy rất nhiều ạ 💓 Mãi iu 🌸💕,0,normal_auto,medium,-2,cảm ơn,human_gold,3,
13/12/2025 gần tết r còn ai xem:(((,0,,,0,,human_gold,3,
Mình thật mệt mỏi sẽ không bao giờ vượt qua nỗi khó chịu lắm không ai hiểu cho mình hết trầm cảm là gì mà sao hủy hoại cuộc sống của tôi 😭😭😭,1,depression_auto,high,11,trầm cảm|mệt mỏi|không ai hiểu,human_gold,3,
Mọi người con đường đi học là con đường dẫn tới thành công nhanh nhất không phải là học bài sẽ có thành công nhưng học bài sẽ khiến mọi người đi đến thành công nhanh nhất có thể mọi người hãy nhớ điều đó và suy nghĩ còn không học bài thì các bạn khó mà xem được việc làm đời người là như vậy,0,,,-2,,human_gold,3,
2025 còn nghe 😊❤❤,0,,,0,,human_gold,3,
Ba của đồng nghiệp tôi bị trầm cảm. Chú có nói đến chuyện tự tử trong một buổi tiệc tùng tại gia đình nhưng ai cũng nghĩ chú say. Rồi một ngày không lâu sau đó…,0,depression_auto,high,10,tự tử|trầm cảm,human_gold,3,
❤😂😂😂😅 bố mẹ tôi cũng cố chấp lắm nhưng mà cũng không ác như bố mẹ của cháu cháu thật là khổ bố mẹ cháu quá đáng trách ác quá,0,uncertain,low,0,,human_gold,3,
Cảm ơn bác sĩ đã chia sẻ những kiến thức bổ ích giúp mọi người có thêm kinh nghiệm cho việc nay,0,normal_auto,high,-4,cảm ơn|bổ ích,human_gold,3,
Hay qua tu than oi cam on tu than rat nhieu,0,normal_auto,high,-4,hay quá|cảm ơn,human_gold,3,
"""Sao cha không ở cùng con lâu hơn"" 😔",0,,,0,,human_gold,3,
Rât ý nghĩa . Cam on kênh,0,normal_auto,medium,-2,cảm ơn,human_gold,3,
"Dạ e cám ơn a “ Dr. Wynn “ rất nhiều đã dành chút ít thời gian quí báu để LS Về SK kiến thức y khoa đến với mọi người & trả lời câu hỏi y khoa đến với mọi người hiểu được kiến thức biết cách sống vui sống khỏe an lành mỗi ngày trong cuộc sống hàng ngày, dạ chủ đề hôm nay rất hay và hữu ích , dạ very good a “ Dr. Wynn “ dạ e chúc a “ Dr. Wynn “ buổi tối có giấc ngủ ngon đủ giấc tuyệt diệu & ngày nghĩ ngơi thật nhiều năng lượng- vạn sự như ý- vạn sự may mắn- vạn sự an lạc-dồi giàu SK thật an lành vui vẻ hp bên người thân cuối tuần nhé a “Dr.Wynn “ 👍🌹❤️🌷💖💐🌸🌟🌺🌻😍🥰🎶🪷🥀🙏🙏☕️👌✈️🧚‍♀️",0,normal_auto,high,-4,cảm ơn|rất hay,human_gold,3,
"Hmm, cameraman hiện trong mũ 7 củ có bất tử không",0,,,0,,human_gold,3,
Năm đó N của,0,,,0,,human_gold,3,
"Có những thứ chúng ta vô tình đánh mất nó và ko thể lấy lại đc nên hãy trân trọng người người mình yêu nhất đừng để đánh mất rồi tìm vì họ ko còn ở đó nữa đâu •́⁠ ⁠ ⁠‿⁠ ⁠,⁠•̀ 😌",0,uncertain,low,0,,human_gold,3,
"Tôi là một thằng con trai bất tài, xấu, đen đúa, không giàu có, không giỏi ăn nói, nhạt nhẽo, không có tài năng gì cả, học hành dỡ tệ, thể thao càng tệ hơn, nghiện game, không thích nói chuyện, sợ đám đông. Tôi không có nhiều bạn, và tôi cũng chẳng dám thích ai cả. Đến năm lớp 10, tôi gặp cô ấy, cô ấy ngồi sau lưng tôi. Cô ấy hay bắt chuyện, nói đùa với tôi, và rất hay cười, cô ấy hay lấy bài kt cho tôi, hỏi điểm số tôi, còn động viên tôi khi tôi điểm kém đôi khi còn tỏ ra hơi lo lắng. Đó là một điều hết sức bình thường giữa những người bạn học với nhau, nhưng với một thằng con trai như tôi, đó là lần đầu tôi được một cô gái đối xử tốt như thế. Rồi không biết tôi thích cô ấy từ lúc nào, biết là không thể nên tôi chẳng dám nói ra, khoảng cách nó lớn quá, với lại cô ấy chỉ thích mấy bạn đẹp trai, đầu nấm nè, dễ thương nữa ( cô ấy rất thích trai Hàn ). Sau này tôi bị đổi chổ ngồi đi nơi khác, và cũng không còn ai đối xử như thế với một thằng như tôi cả, cô ấy cũng thích ai đó, không còn nói chuyện với tôi như trước. Vài chuyện xảy ra, tôi đã gián tiếp phủ nhận tình cảm của mình, không lâu sao thì cô ấy quen người khác ( tốt hơn tôi nhiều ). Ngày đó tôi buồn lắm, hụt hẫng, chẳng biết phải làm sao nữa, hàng ngày nhìn cô ấy và người khác vui vẻ tôi đau lắm, nhưng bản thân mình có là gì của họ đâu. Nhưng không lâu sau thì họ chia tay vì không hợp, tôi cũng chẳng có fb hay zalo của cô ấy nên chẳng biết cô ấy có thật sự buồn không, chỉ thấy cô ấy luôn bình thường, hình như cô ấy là người chủ động chia tay thì phải. Những năm 12, cô ấy vẫn nói chuyện và cười với tôi, nụ cười cô ấy đẹp lắm, tôi luôn không kìm được cảm xúc khi cô ấy cười. Tôi luôn chọn đứng phía sau lưng cô ấy, luôn ra về sau lưng cô ấy, luôn nhìn cô ấy từ phía sau, phải chỉ phía sau thôi, vì tôi biết tôi không thể, dù sao thì khoảng cách vẫn quá lớn, nó dễ dàng nhận ra được ngay từ vẻ bên ngoài. Chỉ cần cô ấy nói với tôi một câu, cười với tôi một lần, có lẽ nó là hạnh phúc và đủ lắm rồi, tôi không dám hy vọng điều gì khác đâu. Chỉ còn vài tháng nữa là hết năm học 12 rồi, có lẽ khoảng thời gian tươi đẹp ấy cũng sẽ kết thúc với tôi. Hy vọng sau này nếu có duyên khi gặp lại, tôi sẽ tốt hơn bây giờ ( tôi sẽ luôn cố gắng mà ) và cô ấy cũng thế, chúc cô ấy thành công với ước mơ của mình và tìm được người người thật sự yêu thương và tốt với cô ấy. TAO BIẾT MÀY SẼ KHÔNG THẤY NHỮNG DÒNG NÀY NHƯNG TAO CẢM ƠN MÀY NHIỀU LẮM, CẢM ƠN VÌ MÀY ĐÃ TỐT VỚI MỘT THẰNG NHƯ TAO, VÀ XIN LỖI, XIN LỖI VÌ ĐÃ THÍCH MÀY KHI TAO KHÔNG CÓ GÌ CẢ ( cảm ơn ai đó đã đọc những gì mình viết, nếu có, đây là những gì mình muốn nói với cô ấy nhưng không thể, nếu không thích xin bỏ qua ạ)",1,normal_auto,high,-6,cảm ơn|dễ thương|rất hay,human_gold,3,
25/3/2026 ai còn nghe,0,,,0,,human_gold,3,
Hát quá hay tuyệt vời quá cảm ơn bạn đã chia sẻ đến với mọi người sin cảm ơn,0,normal_auto,high,-4,cảm ơn|tuyệt vời,human_gold,3,
Giờ ai còn nghe k ta,0,uncertain,low,0,,human_gold,3,
hại não,0,,,0,,human_gold,3,
Tuấn Vĩ hát hay quá. Cảm ơn người ca sĩ tốt bụng. Mn ngưỡng mộ a👍❤️❤️❤️🌹,0,normal_auto,high,-4,hay quá|cảm ơn,human_gold,3,
Không thể hay hơn đây mới là NS xịn sò nè,0,uncertain,low,0,,human_gold,3,
Hat hay qua tuyet voi,0,normal_auto,high,-4,hay quá|tuyệt vời,human_gold,3,
thảo nào dạo này đi đường thấy nhiều xe không cơ biển thế,0,,,0,,human_gold,3,
Con trâm cảm rr,1,,,5,,human_gold,3,
"Chia màn hình làm 4 . Nhìn tập trung 2 phần dưới , nhìn phần bên trái thì quay sang trái , nhìn phần bên phải thì quay quên phải thôi .",0,,,0,,human_gold,3,
không biết ái không gặp nứt,0,,,0,,human_gold,3,
Chuyên này có thât o dó,0,,,0,,human_gold,3,
"Bạn này nói về vấn đề phân biệt chủng tộc ở Nga quá phiến diện, nếu có bí nội dung thì đừng đưa ra những thông tin như thế. Chuyện bà hàng xóm và cô giáo của bạn là trường hợp những bà cô sân si, cái này ở đâu cũng có. Bọn con nít ở trên lớp trêu thì như ở Việt Nam trẻ con cũng trêu không để ý đến cảm nhận của người khác, bạn lớn rồi kể lại nhưng chuyện này mà nói họ phân biệt chủng tộc qua mấy ví dụ kiểu này. Mình không có may mắn như bạn không sinh ra lớn lên ở Nga nhưng mình sang Nga học rồi làm việc cũng hơn 7 năm, người Nga không có phân biệt chủng tộc, đặc biệt với người Việt Nam. Họ hay tò mò hỏi có bố mẹ ở đây không, rồi những người hay đi đến các khu chợ là nghĩ người Việt ở đây đều đi làm ở chợ. Mình nói là sinh viên đi học bà hàng xóm nướng bánh mì toàn mang sang cho, bà nói ở một mình không có gia đình bên cạnh khổ thân, các thầy giáo ở trên khoa mấy ổng chạy đi lên khoa xin việc cho mình, năn nỉ hiệu trưởng ký cam kết các kiểu là mình sẽ làm được việc để mình có tiền lương yên tâm làm nghiên cứu không phải làm thêm trong nhà hàng quán ăn, sau vụ khủng bố ở Crocus mấy ông thầy mình tâm sự mà nước mắt rưng rưng nói là vì mấy người từ Trung á sang hay buôn hàng cấm và gây rối mất trật tự r đánh nhau giết người mà khổ thân người đi học. Mình từng làm thêm bán thẻ thành viên và điểm danh ở trung tâm thể dục cho tụi trẻ con, có những đứa nhà không có điều kiện bố mẹ chia tay mẹ hoặc bà dẫn đến, nhưng những ngày lễ tết họ mang rất hay mang kẹo socola đến cho và cảm ơn. Lúc bán hàng khô thuê cho người Việt họ mang đủ thứ thập cẩm đến cho nào là trà mứt tự làm đến cả thú bông đan tay. Nếu ng Nga mà bạn nói là có phân biệt chủng tộc thì là thành phần nghiện rượu không đi làm ở nhà chửi bới rồi gặp người Châu Á hay ăn vạ vì người Châu Á (Việt Nam và Trung Quốc) đa số ăn nên làm ra, toàn chủ quán, chủ cửa hàng, họ không muốn gây gổ để yên ổn làm ăn nên hay cho tiền hay mấy lon bia tống mấy người ăn vạ đi. Cá nhân mình thấy xấu hổ thay mấy người bán hàng cho họ mà giá lên trời, quán ăn lấy nước sốt cũ gạt chỗ khách cũ ăn dở đi tân trang lại đưa cho họ, rồi khu chợ người Việt và Trung có ổ bài bạc phạt sát nhau và gái gú không có gì là lạ. Thế hệ các cô chú người Việt ở đây từng kể là ngày xưa họ đi chợ đi buôn bán nói là người Việt người Nga thương bắt taxi giúp cho không lấy 1 đồng, họ bảo thế hệ con cái họ kinh tế Nga không được như xưa, họ đã ăn nên làm ra nên cho con cái về Việt Nam hoặc sang một đất nước khác, nhưng họ vì gắn bó với Nga và họ biết nếu họ đi nơi khác không dựng được cơ nghiệp như ở đây. Mình nghĩ bạn cũng là một trong số đó, bố mẹ bạn cũng là người lập nghiệp ở Nga để bạn có cuộc sống tốt như hiện tại, làm ơn đừng nói về họ như vậy.",0,normal_auto,high,-6,cảm ơn|ủng hộ|rất hay,human_gold,3,
